latency,time,GPU1,GPU2,GPU3,GPU4,latency_sub,time_sub,fps,time_rel,,,,
16.7978,14591.6582,13.9727,12.9092,12.9111,14.3554,16.8828,22647.4531,59.23188097,7873.5469,,,,
16.3193,14607.9775,13.8545,12.4404,12.9795,13.8818,16.666,22664.1191,60.0024001,7890.2129,,,,
16.4356,14624.4131,13.3653,12.4737,12.9883,14.04,16.3809,22680.5,61.04670684,7906.5938,,,,
16.5088,14640.9219,13.332,12.4922,12.9893,13.9209,16.2617,22696.7617,61.49418572,7922.8555,,,,
17.0791,14658.001,14.2304,12.4629,12.7822,13.9463,16.7852,22713.5469,59.5762934,7939.6407,,,,
16.3242,14674.3252,13.8799,12.5108,12.8604,14.0859,17.2988,22730.8457,57.80747798,7956.9395,,,,
16.6269,14690.9521,13.6787,12.5468,12.8339,14.2237,16.6094,22747.4551,60.20687081,7973.5489,,,,
16.6104,14707.5625,13.3604,12.4424,12.8437,14.2344,16.8379,22764.293,59.3898289,7990.3868,,,,
16.3701,14723.9326,13.2344,12.5264,13.2002,13.9658,16.5234,22780.8164,60.52023191,8006.9102,,,,
16.3399,14740.2725,13.5468,12.5293,12.9814,13.9863,16.5664,22797.3828,60.36314468,8023.4766,,,,
17.4121,14757.6846,14.4131,12.5146,12.956,14.3799,16.6699,22814.0527,59.98836226,8040.1465,,,,
16.2216,14773.9062,13.9346,12.5196,12.8535,13.9629,17.3164,22831.3691,57.74872375,8057.4629,,,,
16.5079,14790.4141,14.2901,12.5,12.8789,13.9941,16.5411,22847.9102,60.45547152,8074.004,,,,
16.4892,14806.9033,14.0576,12.5351,13.0029,14.0674,16.7109,22864.6211,59.8411815,8090.7149,,,,
16.4102,14823.3135,14.0264,12.5557,13.08,13.9971,16.5156,22881.1367,60.54881445,8107.2305,,,,
16.6201,14839.9336,13.6661,12.4775,12.9395,14.1524,16.336,22897.4727,61.21449559,8123.5665,,,,
17.2978,14857.2314,13.3359,12.4776,12.9941,14.2343,16.4961,22913.9688,60.62038906,8140.0626,,,,
16.5235,14873.7549,13.3613,12.5615,12.8584,14.0947,17.0039,22930.9727,58.8100377,8157.0665,,,,
16.3672,14890.1221,13.4218,12.5254,12.8672,14.0508,16.2109,22947.1836,61.68688969,8173.2774,,,,
16.3916,14906.5137,13.7217,12.4561,12.9023,14.0654,16.4219,22963.6055,60.8942936,8189.6993,,,,
16.8369,14923.3506,14.2119,12.5195,12.8213,14.128,16.373,22979.9785,61.07616197,8206.0723,,,,
16.7851,14940.1357,14.0703,12.4873,13.1592,13.9668,16.5625,22996.541,60.37735849,8222.6348,,,,
17.3545,14957.4902,13.2529,12.5322,13.0391,14.085,16.4922,23013.0332,60.63472429,8239.127,,,,
16.7539,14974.2441,13.2696,12.4961,12.8769,13.9746,17.0059,23030.0391,58.80312127,8256.1329,,,,
16.6289,14990.873,13.2823,12.4336,12.8936,14.0401,16.125,23046.1641,62.01550388,8272.2579,,,,
16.7491,15007.6221,13.2598,12.4942,12.9639,13.9375,16.1953,23062.3594,61.74630911,8288.4532,,,,
16.5459,15024.168,13.2207,12.5449,12.8867,13.9824,16.5039,23078.8633,60.59173892,8304.9571,,,,
16.4765,15040.6445,13.4444,12.4668,13.9248,14.0703,16.6211,23095.4844,60.16448971,8321.5782,,,,
17.2647,15057.9092,13.3408,12.501,12.9424,14.0196,16.7051,23112.1895,59.86195832,8338.2833,,,,
16.4248,15074.334,13.3144,12.4893,12.8994,13.9326,17.2382,23129.4277,58.01069717,8355.5215,,,,
16.416,15090.75,13.4609,12.4677,12.7509,13.9287,16.7832,23146.2109,59.58339292,8372.3047,,,,
16.6006,15107.3506,13.4473,12.4375,12.8955,14.1133,16.5606,23162.7715,60.38428559,8388.8653,,,,
16.6914,15124.042,13.499,12.5234,12.9443,14.1133,16.3789,23179.1504,61.05416115,8405.2442,,,,
16.5322,15140.5742,13.6016,12.4707,13.0517,14.0459,16.3965,23195.5469,60.98862562,8421.6407,,,,
17.0762,15157.6504,13.5215,12.5664,13.0069,13.9912,16.2343,23211.7812,61.59797466,8437.875,,,,
16.2158,15173.8662,14.2705,12.4912,13.0635,13.8457,16.9063,23228.6875,59.1495478,8454.7813,,,,
16.5225,15190.3887,13.497,12.5029,12.9053,14.0537,16.293,23244.9805,61.37605106,8471.0743,,,,
16.4209,15206.8096,13.9649,12.4619,12.9737,14.1016,16.3593,23261.3398,61.12730985,8487.4336,,,,
16.4121,15223.2217,14.0254,12.4932,12.8799,14.039,16.459,23277.7988,60.75703263,8503.8926,,,,
16.289,15239.5107,13.9912,12.4658,12.7783,14.0322,16.295,23294.0938,61.36851795,8520.1876,,,,
17.2217,15256.7324,14.3243,12.4746,12.9541,14.0225,16.3515,23310.4453,61.15646883,8536.5391,,,,
16.9688,15273.7012,14.0947,12.5029,13.0097,14.7159,17.5703,23328.0156,56.91422457,8554.1094,,,,
16.4121,15290.1133,13.4697,13.0283,12.9746,14.0567,16.1641,23344.1797,61.86549205,8570.2735,,,,
16.4863,15306.5996,13.9638,12.4853,12.9843,14.0654,16.5156,23360.6953,60.54881445,8586.7891,,,,
16.5479,15323.1475,13.5244,12.4687,12.9209,13.9746,16.334,23377.0293,61.22199094,8603.1231,,,,
17.0048,15340.1523,13.7237,12.5371,12.7803,14.1172,16.1816,23393.2109,61.79858605,8619.3047,,,,
17.3165,15357.4688,13.7139,12.4814,12.9668,14.0772,16.2168,23409.4277,61.66444675,8635.5215,,,,
16.2285,15373.6973,13.749,12.5098,13.1601,13.9326,16.8575,23426.2852,59.3207771,8652.379,,,,
16.3818,15390.0791,14.0996,12.5586,13.0859,13.9531,16.3261,23442.6113,61.25161551,8668.7051,,,,
16.3057,15406.3848,13.2968,12.4776,12.9336,14.0029,16.3399,23458.9512,61.19988494,8685.045,,,,
16.6982,15423.083,13.2285,12.4834,13.0059,14.1094,16.457,23475.4082,60.76441636,8701.502,,,,
16.5147,15439.5977,13.5352,12.4736,13.0381,14.0332,17.0137,23492.4219,58.77616274,8718.5157,,,,
17.4521,15457.0498,13.4737,12.4658,12.7979,13.9843,17.1093,23509.5312,58.44774479,8735.625,,,,
16.7285,15473.7783,14.0479,12.501,12.918,13.9736,18.1758,23527.707,55.01821103,8753.8008,,,,
16.7637,15490.542,13.3984,12.4493,13.043,14.1074,16.8438,23544.5508,59.36902599,8770.6446,,,,
16.3545,15506.8965,13.5488,12.4892,12.7471,14.0957,16.8105,23561.3613,59.48663038,8787.4551,,,,
16.2539,15523.1504,13.2305,12.4776,12.8037,13.8916,17.4258,23578.7871,57.38617452,8804.8809,,,,
16.3857,15539.5361,13.4981,12.5234,12.996,14.0732,16.7949,23595.582,59.54188474,8821.6758,,,,
17.1514,15556.6875,13.6289,12.5069,12.9795,14.0537,17.1543,23612.7363,58.29442181,8838.8301,,,,
16.2861,15572.9736,13.8857,12.5039,12.9785,14.041,18.4317,23631.168,54.25435527,8857.2618,,,,
16.3711,15589.3447,13.5302,12.5137,13.0879,14.0303,16.5586,23647.7266,60.391579,8873.8204,,,,
16.2998,15605.6445,14.0127,12.5528,12.7939,14.0234,17.1855,23664.9121,58.18858922,8891.0059,,,,
16.3467,15621.9912,13.8379,12.4571,12.9952,13.9668,16.8379,23681.75,59.3898289,8907.8438,,,,
16.3731,15638.3643,14.0107,12.5244,12.9335,13.962,17.1543,23698.9043,58.29442181,8924.9981,,,,
17.5693,15655.9336,13.6553,12.4707,12.8896,13.9834,17.6777,23716.582,56.56844499,8942.6758,,,,
16.5615,15672.4951,13.3106,12.5654,13.1963,14.0791,16.6817,23733.2637,59.94592877,8959.3575,,,,
16.3545,15688.8496,13.7432,12.5196,12.791,14.0088,16.3593,23749.623,61.12730985,8975.7168,,,,
16.7129,15705.5625,14.4053,12.4922,13.126,14.0107,16.7754,23766.3984,59.6110972,8992.4922,,,,
16.3896,15721.9521,13.8037,12.54,13.0723,14.0742,16.3789,23782.7773,61.05416115,9008.8711,,,,
16.5342,15738.4863,14.1016,12.5185,12.96,14.2823,16.2559,23799.0332,61.51612645,9025.127,,,,
17.792,15756.2783,13.5899,12.498,12.9228,14.0908,17.1523,23816.1855,58.30121908,9042.2793,,,,
16.5039,15772.7822,14.4629,12.4658,12.9502,14.2041,16.25,23832.4355,61.53846154,9058.5293,,,,
16.291,15789.0732,13.9443,12.5439,12.9151,13.9463,16.1875,23848.623,61.77606178,9074.7168,,,,
16.5176,15805.5908,13.7656,12.4883,12.7978,14.0069,16.4102,23865.0332,60.93770947,9091.127,,,,
16.5371,15822.1279,13.6035,12.4512,13.0341,14.0557,16.2734,23881.3066,61.44997358,9107.4004,,,,
16.419,15838.5469,13.4375,12.5009,12.8105,13.9619,16.2129,23897.5195,61.67928008,9123.6133,,,,
17.2431,15855.79,13.1836,12.4775,12.8769,13.9356,16.9883,23914.5078,58.86404172,9140.6016,,,,
16.3008,15872.0908,14.0518,12.4716,13.0205,13.9218,16.3555,23930.8633,61.14151203,9156.9571,,,,
17.0479,15889.1387,14.0098,12.4766,12.9052,13.9375,16.2929,23947.1562,61.37642777,9173.25,,,,
17.0644,15906.2031,13.3232,12.4843,12.8388,14.0576,16.4356,23963.5918,60.84353477,9189.6856,,,,
17.3418,15923.5449,13.8769,12.4482,12.9443,14.2012,16.5918,23980.1836,60.27073615,9206.2774,,,,
17.166,15940.7109,13.2031,12.5,13.0566,14.3203,16.334,23996.5176,61.22199094,9222.6114,,,,
17.8135,15958.5244,13.7119,12.5879,12.9326,14.0518,16.8594,24013.377,59.31409184,9239.4708,,,,
16.5567,15975.0811,13.373,12.5479,12.9218,14.1553,16.25,24029.627,61.53846154,9255.7208,,,,
17.3359,15992.417,13.3105,12.5078,12.8584,14.1142,16.4687,24046.0957,60.72124697,9272.1895,,,,
16.8496,16009.2666,13.2657,12.4805,13.0605,14.1455,16.3789,24062.4746,61.05416115,9288.5684,,,,
16.7129,16025.9795,13.8848,12.459,13.0049,14.0615,16.4922,24078.9668,60.63472429,9305.0606,,,,
16.4766,16042.4561,14.2256,12.4981,12.8672,14.1005,16.9336,24095.9004,59.05418812,9321.9942,,,,
17.3212,16059.7773,13.2929,12.6396,12.956,13.9687,17.3672,24113.2676,57.57980561,9339.3614,,,,
16.545,16076.3223,13.2442,12.4736,12.9258,14.0029,17.1836,24130.4512,58.19502316,9356.545,,,,
16.5791,16092.9014,13.7441,12.5469,12.9033,14.0859,17.0371,24147.4883,58.69543526,9373.5821,,,,
16.4931,16109.3945,13.5225,12.4737,12.9472,14.0859,17.0859,24164.5742,58.52779192,9390.668,,,,
16.461,16125.8555,14.2783,12.4834,12.7382,14.1036,16.6113,24181.1855,60.19998435,9407.2793,,,,
16.2646,16142.1201,13.9942,12.4824,12.832,13.9375,16.459,24197.6445,60.75703263,9423.7383,,,,
18.0205,16160.1406,13.872,12.4785,12.916,14.1651,17.1133,24214.7578,58.43408343,9440.8516,,,,
16.1299,16176.2705,13.6114,12.4102,12.8613,13.9063,16.1055,24230.8633,62.09059017,9456.9571,,,,
16.3711,16192.6416,13.4561,12.4717,12.8829,14.0644,16.1797,24247.043,61.80584312,9473.1368,,,,
16.4336,16209.0752,13.878,12.4433,12.9599,14.1299,16.2324,24263.2754,61.60518469,9489.3692,,,,
16.6103,16225.6855,14.3516,12.5049,12.8447,14.0576,16.3301,24279.6055,61.23661215,9505.6993,,,,
16.5918,16242.2773,13.4512,12.4785,12.9248,14.0605,16.3984,24296.0039,60.98155918,9522.0977,,,,
17.2793,16259.5566,13.6025,12.4952,12.7774,14.1172,17.1484,24313.1523,58.31447832,9539.2461,,,,
16.5635,16276.1201,13.6084,12.4639,12.8779,14.211,16.1094,24329.2617,62.07555837,9555.3555,,,,
16.4971,16292.6172,13.8525,12.4991,12.9248,14.0235,16.543,24345.8047,60.44852808,9571.8985,,,,
16.2646,16308.8818,13.3623,12.4609,12.8389,13.9258,16.3848,24362.1895,61.03217616,9588.2833,,,,
16.3155,16325.1973,14.1562,12.5302,12.8427,13.9853,16.2871,24378.4766,61.39828453,9604.5704,,,,
16.4179,16341.6152,14.0137,12.4755,13.0224,13.9189,16.375,24394.8516,61.06870229,9620.9454,,,,
17.1192,16358.7344,13.627,12.4453,12.8662,14.0811,17.082,24411.9336,58.54115443,9638.0274,,,,
16.0722,16374.8066,13.8857,12.4805,13.0029,13.875,16.3965,24428.3301,60.98862562,9654.4239,,,,
16.7364,16391.543,13.5195,12.498,12.7959,14.2148,16.7051,24445.0352,59.86195832,9671.129,,,,
16.6328,16408.1758,13.3145,12.5,13.0723,14.2148,16.4492,24461.4844,60.79323007,9687.5782,,,,
16.2949,16424.4707,13.5703,12.5097,12.8476,13.9238,16.4941,24477.9785,60.62773962,9704.0723,,,,
16.2949,16440.7656,13.4824,12.5,12.918,13.9453,16.5703,24494.5488,60.34893756,9720.6426,,,,
17.5293,16458.2949,13.5254,12.8477,12.8184,13.9356,17.3809,24511.9297,57.53441997,9738.0235,,,,
16.3223,16474.6172,13.5586,12.4922,12.9746,13.9297,16.6133,24528.543,60.19273714,9754.6368,,,,
16.3887,16491.0059,13.4531,12.4941,12.8261,13.9863,16.6035,24545.1465,60.22826512,9771.2403,,,,
16.2402,16507.2461,13.5586,12.4941,12.8809,13.9492,16.4336,24561.5801,60.85093954,9787.6739,,,,
16.3633,16523.6094,14.2558,12.4453,12.8359,14.0098,17.2246,24578.8047,58.05650059,9804.8985,,,,
16.3418,16539.9512,14.123,12.6132,12.8515,14.0117,16.8457,24595.6504,59.36232985,9821.7442,,,,
17.1953,16557.1465,13.5,12.4727,12.9472,13.9824,17.75,24613.4004,56.33802817,9839.4942,,,,
16.4355,16573.582,13.7579,12.4551,13.0195,14,16.4043,24629.8047,60.95962644,9855.8985,,,,
16.3067,16589.8887,13.5,12.4961,12.8985,13.9961,16.4883,24646.293,60.64906631,9872.3868,,,,
16.4707,16606.3594,13.4082,12.4765,13.1582,14.0371,17.8222,24664.1152,56.10979565,9890.209,,,,
16.4316,16622.791,14.0136,12.498,12.7989,14.084,16.6524,24680.7676,60.051404,9906.8614,,,,
16.3164,16639.1074,13.3711,12.6856,13.0527,14.0372,16.6777,24697.4453,59.96030628,9923.5391,,,,
17.1094,16656.2168,13.6777,12.4277,13.0039,14.0449,17.4336,24714.8789,57.36049927,9940.9727,,,,
16.5742,16672.791,13.2891,12.4746,13.0703,14.082,15.9746,24730.8535,62.59937651,9956.9473,,,,
16.7149,16689.5059,13.6133,12.4688,13.0878,14.0391,16.3164,24747.1699,61.28802922,9973.2637,,,,
16.4179,16705.9238,13.3145,12.795,12.8398,13.9981,24.5078,24771.6777,40.80333608,9997.7715,,,,
16.8047,16722.7285,13.789,12.4668,13.0098,14.2207,26.709,24798.3867,37.44056311,10024.4805,,,,
16.8047,16739.5332,13.2851,12.5136,12.9375,14.1875,27.4551,24825.8418,36.42310536,10051.9356,,,,
17.4492,16756.9824,14.002,12.4727,12.9121,14.1816,26.6953,24852.5371,37.45977756,10078.6309,,,,
16.7578,16773.7402,13.3184,12.4961,12.8359,14.1231,26.8379,24879.375,37.26073948,10105.4688,,,,
16.6289,16790.3691,13.3945,12.5313,12.834,14.1933,26.9941,24906.3691,37.04513208,10132.4629,,,,
16.7637,16807.1328,13.3633,12.4883,13.0801,14.2305,27.3223,24933.6914,36.60013981,10159.7852,,,,
16.6231,16823.7559,13.7012,12.4453,12.8808,14.1094,26.6602,24960.3516,37.50909596,10186.4454,,,,
16.5371,16840.293,13.8867,12.4726,12.8535,14.0703,26.9316,24987.2832,37.1311025,10213.377,,,,
17.2168,16857.5098,13.5957,12.4414,12.8926,14.1055,26.8223,25014.1055,37.28241053,10240.1993,,,,
16.2793,16873.7891,13.2305,12.4746,13.0352,13.9863,27.4804,25041.5859,36.3895722,10267.6797,,,,
16.7168,16890.5059,13.2617,12.4825,12.8829,14.0039,26.6543,25068.2402,37.51739869,10294.334,,,,
16.2988,16906.8047,13.8359,12.4766,12.9922,13.8964,26.627,25094.8672,37.55586435,10320.961,,,,
16.2988,16923.1035,13.6231,12.5039,13.1113,13.9336,26.8496,25121.7168,37.24450271,10347.8106,,,,
16.5801,16939.6836,13.9922,12.5605,12.8359,13.9668,27.4297,25149.1465,36.45683329,10375.2403,,,,
17.8789,16957.5625,13.5449,12.459,12.8203,14.0976,26.6523,25175.7988,37.52021402,10401.8926,,,,
16.5391,16974.1016,13.5723,12.5352,12.836,14.0352,26.7715,25202.5703,37.35315541,10428.6641,,,,
16.3769,16990.4785,13.6406,12.5488,12.9238,14.0976,26.8399,25229.4102,37.25796296,10455.504,,,,
16.1934,17006.6719,13.8808,12.5586,13.0391,13.9316,27.7773,25257.1875,36.00061921,10483.2813,,,,
16.332,17023.0039,13.8926,12.545,12.8418,13.998,26.8984,25284.0859,37.17693246,10510.1797,,,,
16.8203,17039.8242,14.3496,12.6914,12.875,14.3261,27.0332,25311.1191,36.99155113,10537.2129,,,,
17.0742,17056.8984,13.4883,12.4863,13.0293,14.0058,27.0118,25338.1309,37.02085755,10564.2247,,,,
16.295,17073.1934,14.3321,12.4609,13.1894,13.9844,27.8144,25365.9453,35.95260009,10592.0391,,,,
16.3574,17089.5508,13.375,12.4571,12.7519,14.041,27.1719,25393.1172,36.80272635,10619.211,,,,
16.3144,17105.8652,13.7168,12.4609,12.9278,13.9922,26.7949,25419.9121,37.32053488,10646.0059,,,,
16.25,17122.1152,13.5039,12.4766,13.1426,13.9785,27.0957,25447.0078,36.90622497,10673.1016,,,,
16.2813,17138.3965,13.5117,12.5274,12.8867,13.9941,27.7227,25474.7305,36.07152262,10700.8243,,,,
16.8515,17155.248,13.9882,12.4688,12.7656,13.8868,26.7246,25501.4551,37.41870786,10727.5489,,,,
16.3653,17171.6133,13.3829,12.5117,12.7949,14.0527,27.0176,25528.4727,37.0129101,10754.5665,,,,
16.3789,17187.9922,13.25,12.4785,13.0996,13.9864,26.8378,25555.3105,37.26087831,10781.4043,,,,
16.6387,17204.6309,13.8164,12.4531,12.8926,14.1328,27.5997,25582.9102,36.23227789,10809.004,,,,
16.4511,17221.082,13.205,12.5234,12.9219,14.0156,26.6894,25609.5996,37.46805848,10835.6934,,,,
16.2735,17237.3555,13.9551,12.5371,12.92,13.9648,26.8184,25636.418,37.28783223,10862.5118,,,,
17.4257,17254.7812,13.8946,12.4902,12.7949,14.2129,26.7402,25663.1582,37.39687811,10889.252,,,,
16.3145,17271.0957,14.4062,12.4532,13.0215,14.0137,27.4629,25690.6211,36.41276049,10916.7149,,,,
16.4727,17287.5684,13.7168,12.5215,12.834,14.1446,26.5449,25717.166,37.67201986,10943.2598,,,,
16.3359,17303.9043,13.8164,12.4629,13.041,13.9922,26.8945,25744.0605,37.18232352,10970.1543,,,,
16.1621,17320.0664,13.4786,12.5762,12.83,13.8848,26.6661,25770.7266,37.50079689,10996.8204,,,,
17.168,17337.2344,14.459,12.6387,12.7598,14.2481,27.5019,25798.2285,36.36112414,11024.3223,,,,
17.4238,17354.6582,13.7929,12.6211,13.0566,13.9609,26.7695,25824.998,37.35594613,11051.0918,,,,
16.5215,17371.1797,13.4824,12.5859,12.9766,13.9531,27,25851.998,37.03703704,11078.0918,,,,
16.4414,17387.6211,13.707,12.5859,12.8926,14.1641,26.8301,25878.8281,37.27157185,11104.9219,,,,
16.5586,17404.1797,13.5469,12.6172,13.0488,14.0664,27.3672,25906.1953,36.54009179,11132.2891,,,,
16.5215,17420.7012,13.9336,12.5175,13.0059,14.1387,26.7285,25932.9238,37.41324803,11159.0176,,,,
16.5097,17437.2109,14.1914,12.4688,12.9102,13.914,27.2227,25960.1465,36.73404916,11186.2403,,,,
17.25,17454.4609,13.8477,12.5352,13.0566,14.0429,26.7031,25986.8496,37.44883553,11212.9434,,,,
16.1602,17470.6211,13.3692,12.4805,12.8496,13.9394,27.3438,26014.1934,36.5713617,11240.2872,,,,
16.4629,17487.084,13.459,12.5137,12.8671,14.0761,26.6796,26040.873,37.48182132,11266.9668,,,,
16.459,17503.543,13.6289,12.4726,12.8535,14.0683,27.0137,26067.8867,37.0182537,11293.9805,,,,
16.7304,17520.2734,13.9844,12.3984,12.8829,14.1484,26.9024,26094.7891,37.17140478,11320.8829,,,,
16.8887,17537.1621,13.9199,12.545,12.9824,14.1504,27.623,26122.4121,36.20171596,11348.5059,,,,
17.2754,17554.4375,14.0742,12.4277,12.8633,13.9551,27.5117,26149.9238,36.34817187,11376.0176,,,,
16.5195,17570.957,13.7812,12.4356,13.0351,14.0762,27.0918,26177.0156,36.91153781,11403.1094,,,,
16.4649,17587.4219,13.5117,12.375,12.7852,13.9258,26.8399,26203.8555,37.25796296,11429.9493,,,,
16.9687,17604.3906,13.3399,12.4239,13.043,14.2969,27.6015,26231.457,36.22991504,11457.5508,,,,
16.4961,17620.8867,13.8164,12.4277,12.8984,14.0546,26.9649,26258.4219,37.08524786,11484.5157,,,,
16.625,17637.5117,14.084,12.4023,12.9727,14.1211,26.9863,26285.4082,37.05583944,11511.502,,,,
17.1485,17654.6602,13.3945,12.4747,13.0195,14.0273,27.1621,26312.5703,36.81600465,11538.6641,,,,
16.4277,17671.0879,13.9687,12.4004,12.9941,13.9512,27.5567,26340.127,36.28881542,11566.2208,,,,
16.4746,17687.5625,14.3652,12.4082,12.918,13.9668,26.6914,26366.8184,37.46525098,11592.9122,,,,
16.4121,17703.9746,14.1309,12.4004,12.8106,14.0332,26.789,26393.6074,37.32875434,11619.7012,,,,
16.2969,17720.2715,13.6973,12.4863,12.8281,13.9903,26.8008,26420.4082,37.31231904,11646.502,,,,
16.4961,17736.7676,14.3594,12.4278,12.8398,14.1797,27.5176,26447.9258,36.34037852,11674.0196,,,,
17.6386,17754.4062,14.25,12.4004,12.9492,13.9961,26.5566,26474.4824,37.65542276,11700.5762,,,,
16.4825,17770.8887,13.795,12.4199,12.8106,13.9804,26.6543,26501.1367,37.51739869,11727.2305,,,,
16.4258,17787.3145,13.8047,12.4063,13.0645,14.0762,26.8809,26528.0176,37.20113538,11754.1114,,,,
16.6875,17804.002,13.5449,12.6133,12.8613,14.2597,27.5625,26555.5801,36.28117914,11781.6739,,,,
16.3437,17820.3457,13.7617,12.4609,12.9903,14,26.7617,26582.3418,37.36683395,11808.4356,,,,
16.4883,17836.834,13.4707,12.9121,12.7852,13.9394,26.9531,26609.2949,37.10148369,11835.3887,,,,
17.2129,17854.0469,13.7383,12.4473,13,14.0059,26.7012,26635.9961,37.45150031,11862.0899,,,,
16.2871,17870.334,14.2129,12.4805,12.8144,14.0215,27.5234,26663.5195,36.33272052,11889.6133,,,,
16.5469,17886.8809,13.6445,12.4082,13.0058,14.0586,27.2715,26690.791,36.66831674,11916.8848,,,,
16.6113,17903.4922,13.8105,12.455,13.0586,14.1387,26.8145,26717.6055,37.29325551,11943.6993,,,,
16.3808,17919.873,13.4453,12.5196,12.7754,13.9844,26.8027,26744.4082,37.30967403,11970.502,,,,
16.4864,17936.3594,14.1836,12.4141,12.8867,14.1485,27.4961,26771.9043,36.36879412,11997.9981,,,,
17.2539,17953.6133,13.9434,12.4062,13.0566,14.166,26.7266,26798.6309,37.41590775,12024.7247,,,,
16.4883,17970.1016,13.3906,12.4414,13.1172,14.1074,26.6543,26825.2852,37.51739869,12051.379,,,,
16.9746,17987.0762,13.623,12.457,12.9532,14.2637,27.0117,26852.2969,37.02099461,12078.3907,,,,
16.5293,18003.6055,14.4063,12.4141,13.0898,14.0488,27.2715,26879.5684,36.66831674,12105.6622,,,,
16.6172,18020.2227,14.1894,12.4629,12.9961,14.2109,27.5156,26907.084,36.34301996,12133.1778,,,,
16.3808,18036.6035,13.4726,12.4551,13.2735,14.0488,26.7969,26933.8809,37.31774944,12159.9747,,,,
17.0469,18053.6504,14.3516,12.4688,12.916,14.1465,26.6738,26960.5547,37.48997143,12186.6485,,,,
16.4394,18070.0898,13.5488,12.4375,12.9003,14.17,27.7969,26988.3516,35.97523465,12214.4454,,,,
16.4707,18086.5605,13.5058,12.502,12.8339,14.0704,26.8222,27015.1738,37.28254953,12241.2676,,,,
16.2872,18102.8477,13.3184,12.4082,13.0195,13.9668,27.0274,27042.2012,36.99948941,12268.295,,,,
16.5019,18119.3496,13.6406,12.3926,12.8926,14.0215,27.1504,27069.3516,36.83186988,12295.4454,,,,
16.3887,18135.7383,14.3046,12.4199,13.002,14.0977,28.9941,27098.3457,34.48977551,12324.4395,,,,
17.4746,18153.2129,13.8243,12.4102,12.9199,13.9336,26.8633,27125.209,37.22550841,12351.3028,,,,
16.332,18169.5449,14.3125,12.4727,12.7031,14.0118,27.0586,27152.2676,36.95682703,12378.3614,,,,
16.4434,18185.9883,13.8613,12.8086,12.8222,14.0899,26.9629,27179.2305,37.08799869,12405.3243,,,,
16.334,18202.3223,13.5332,12.4531,13.0079,14.0371,27.8515,27207.082,35.9047089,12433.1758,,,,
16.4004,18218.7227,13.5527,12.4199,12.8164,13.9844,26.8301,27233.9121,37.27157185,12460.0059,,,,
16.7851,18235.5078,14.0468,12.4121,12.8476,14.291,26.9199,27260.832,37.14724052,12486.9258,,,,
17.1192,18252.627,13.8964,12.4687,12.9141,14.0527,26.793,27287.625,37.32318143,12513.7188,,,,
16.4668,18269.0938,13.4219,12.4824,12.789,13.9786,27.6523,27315.2773,36.16335712,12541.3711,,,,
17.121,18286.2148,13.6856,12.5078,12.9024,14.4531,26.8731,27342.1504,37.21193312,12568.2442,,,,
16.4414,18302.6562,13.3692,12.4531,12.8496,14.1016,26.9453,27369.0957,37.11222365,12595.1895,,,,
16.9942,18319.6504,13.2578,12.3926,12.8887,14.1386,26.9981,27396.0938,37.03964353,12622.1876,,,,
16.9863,18336.6367,13.2519,12.4394,12.9336,14.1055,27.3613,27423.4551,36.54797104,12649.5489,,,,
17.1621,18353.7988,13.3321,12.4082,12.9296,14.1387,27.0332,27450.4883,36.99155113,12676.5821,,,,
16.5684,18370.3672,13.5704,12.4179,12.9062,14.1464,26.9043,27477.3926,37.16877971,12703.4864,,,,
16.3984,18386.7656,13.6172,12.3887,12.7891,13.9864,26.6933,27504.0859,37.46258424,12730.1797,,,,
16.7696,18403.5352,13.3926,12.4238,13.1778,14.0059,28.1094,27532.1953,35.57528798,12758.2891,,,,
16.789,18420.3242,13.5645,12.459,12.8144,14.1816,26.7012,27558.8965,37.45150031,12784.9903,,,,
16.6621,18436.9863,13.8887,12.4161,12.7988,13.9863,26.666,27585.5625,37.50093752,12811.6563,,,,
17.0821,18454.0684,13.6328,12.5918,13.0039,13.8789,27.1816,27612.7441,36.78959296,12838.8379,,,,
16.1523,18470.2207,14.2247,12.5566,12.75,13.8907,27.6524,27640.3965,36.16322634,12866.4903,,,,
16.3711,18486.5918,13.3614,12.3867,12.998,13.9414,26.625,27667.0215,37.55868545,12893.1153,,,,
17.0078,18503.5996,13.7207,12.4473,12.875,14.2363,26.7578,27693.7793,37.37228023,12919.8731,,,,
16.5293,18520.1289,14.25,12.4532,12.8476,13.9942,27.0586,27720.8379,36.95682703,12946.9317,,,,
16.4258,18536.5547,13.6406,12.4454,12.9844,13.8906,27.3809,27748.2188,36.521809,12974.3126,,,,
17.1094,18553.6641,13.6348,12.3907,12.9512,13.8886,26.8046,27775.0234,37.30702939,13001.1172,,,,
16.1933,18569.8574,13.6836,12.4356,13.1367,13.9434,26.7735,27801.7969,37.3503651,13027.8907,,,,
16.461,18586.3184,14.1465,12.4414,12.8847,13.9746,26.7441,27828.541,37.39142465,13054.6348,,,,
16.3359,18602.6543,13.8203,12.4785,12.875,14.0156,27.711,27856.252,36.08675255,13082.3458,,,,
16.8711,18619.5254,13.3653,12.4531,12.8067,14.5762,26.7539,27883.0059,37.37772811,13109.0997,,,,
16.334,18635.8594,13.9101,12.4942,12.7519,13.9824,27.205,27910.2109,36.75794891,13136.3047,,,,
