latency,time,GPU1,GPU2,latency_sub,fps,time_sub,time_rel,,,,
30.4336,13839.6299,26.2764,26.8995,29.1972,34.24985958,23335.6484,8613.3027,,,,
28.998,13868.6279,26.4659,26.9101,29.7286,33.63764187,23365.377,8643.0313,,,,
29.2276,13897.8555,26.0547,27.1035,29.33,34.0947835,23394.707,8672.3613,,,,
29.4883,13927.3438,26.0302,26.6084,29.1485,34.3070827,23423.8555,8701.5098,,,,
28.8144,13956.1582,26.5703,26.5029,30.4336,32.85841964,23454.2891,8731.9434,,,,
29.8359,13985.9941,26.1172,27.2383,29.3027,34.12654807,23483.5918,8761.2461,,,,
30.209,14016.2031,26.2422,27.0967,29.0254,34.45258291,23512.6172,8790.2715,,,,
29.0518,14045.2549,25.9707,27.0577,30.1738,33.14133454,23542.791,8820.4453,,,,
29.2207,14074.4756,26.1523,26.9434,29.0235,34.45483832,23571.8145,8849.4688,,,,
30.0723,14104.5479,26.0909,27.0713,29.0449,34.42945233,23600.8594,8878.5137,,,,
29.0556,14133.6035,26.2588,26.915,30.0488,33.27919917,23630.9082,8908.5625,,,,
29.3701,14162.9736,26.5674,26.8076,29.3516,34.06969296,23660.2598,8937.9141,,,,
30.3369,14193.3105,26.2012,27.2187,29.1797,34.27040031,23689.4395,8967.0938,,,,
28.8291,14222.1396,26.1455,26.8809,29.621,33.75983255,23719.0605,8996.7148,,,,
29.1944,14251.334,26.0517,27.0771,29.2461,34.1925932,23748.3066,9025.9609,,,,
29.8887,14281.2227,26.0293,27.0771,29.4278,33.9814733,23777.7344,9055.3887,,,,
29.0351,14310.2578,26.1123,26.9248,29.9472,33.39210344,23807.6816,9085.3359,,,,
29.2236,14339.4814,26.1368,26.7891,29.1094,34.35316427,23836.791,9114.4453,,,,
29.7374,14369.2188,25.8428,26.5869,29.1231,34.33700396,23865.9141,9143.5684,,,,
28.9443,14398.1631,25.8486,26.9834,29.539,33.85354954,23895.4531,9173.1074,,,,
29.2558,14427.4189,26.1865,27.2832,28.5371,35.04210309,23923.9902,9201.6445,,,,
29.7989,14457.2178,26.1055,27.0322,29.2559,34.18113953,23953.2461,9230.9004,,,,
28.957,14486.1748,26.4453,26.9541,29.8457,33.50566413,23983.0918,9260.7461,,,,
29.4492,14515.624,26.0146,26.9951,29.2031,34.24293996,24012.2949,9289.9492,,,,
30.0781,14545.7021,26.6162,26.9815,29.2852,34.14694112,24041.5801,9319.2344,,,,
29.1866,14574.8887,26.1436,27.2539,30.0351,33.29437891,24071.6152,9349.2695,,,,
29.3623,14604.251,25.9824,27.3994,28.8282,34.68825664,24100.4434,9378.0977,,,,
30.0576,14634.3086,26.3594,27.3711,28.9296,34.5666722,24129.373,9407.0273,,,,
28.9883,14663.2969,26.1962,26.9717,29.9532,33.38541458,24159.3262,9436.9805,,,,
28.9756,14692.2725,25.9443,26.7373,29.334,34.09013432,24188.6602,9466.3145,,,,
30.0732,14722.3457,26.4013,26.9931,29.0273,34.45032779,24217.6875,9495.3418,,,,
28.9736,14751.3193,26.5186,27.1396,30.082,33.24247058,24247.7695,9525.4238,,,,
29.169,14780.4883,26.1201,27.1123,28.9336,34.56189344,24276.7031,9554.3574,,,,
30.1494,14810.6377,26.7227,27.1074,29.0352,34.44095443,24305.7383,9583.3926,,,,
29.0498,14839.6875,26.3077,27.0039,29.9004,33.44436864,24335.6387,9613.293,,,,
29.3008,14868.9883,26.0098,26.9502,29.1465,34.30943681,24364.7852,9642.4395,,,,
30.1084,14899.0967,26.0517,26.7041,35.0898,28.49831005,24399.875,9677.5293,,,,
28.8525,14927.9492,26.5097,26.9599,55.2285,18.10659352,24455.1035,9732.7578,,,,
29.1065,14957.0557,26.2617,27.125,54.3516,18.39872239,24509.4551,9787.1094,,,,
30.2461,14987.3018,26.1319,27.2041,55.4062,18.04852165,24564.8613,9842.5156,,,,
28.9453,15016.2471,26.3974,26.9209,54.8223,18.24075239,24619.6836,9897.3379,,,,
28.999,15045.2461,26.1269,26.7588,55.3906,18.05360476,24675.0742,9952.7285,,,,
29.7275,15074.9736,26.4033,26.831,54.5879,18.31907804,24729.6621,10007.3164,,,,
28.6836,15103.6572,26.4736,26.7744,55.3301,18.07334525,24784.9922,10062.6465,,,,
28.7842,15132.4414,26.1347,26.8584,54.8808,18.22130873,24839.873,10117.5273,,,,
30.2949,15162.7363,26.165,27.1777,55.2383,18.10338117,24895.1113,10172.7656,,,,
29.3418,15192.0781,26.3897,27.3105,54.625,18.30663616,24949.7363,10227.3906,,,,
29.5108,15221.5889,25.9991,27.2285,55.1211,18.14187308,25004.8574,10282.5117,,,,
29.9345,15251.5234,26.0918,27.086,54.4707,18.35849365,25059.3281,10336.9824,,,,
28.8819,15280.4053,26.5361,27.0254,55.9336,17.87834146,25115.2617,10392.916,,,,
28.9121,15309.3174,26.166,26.9111,54.1563,18.46507239,25169.418,10447.0723,,,,
29.9726,15339.29,25.9336,27.2724,55.4726,18.02691779,25224.8906,10502.5449,,,,
29.0655,15368.3555,26.0899,26.9434,54.9668,18.19280002,25279.8574,10557.5117,,,,
29.373,15397.7285,25.9609,26.8769,55.25,18.09954751,25335.1074,10612.7617,,,,
29.7861,15427.5146,25.9717,26.9033,54.2285,18.44048794,25389.3359,10666.9902,,,,
28.8956,15456.4102,26.2734,27.0254,55.8829,17.89456166,25445.2188,10722.8731,,,,
29.0859,15485.4961,26.4424,27.0478,54.0781,18.49177393,25499.2969,10776.9512,,,,
29.3213,15514.8174,26.292,26.6622,55.0898,18.15218062,25554.3867,10832.041,,,,
29.2861,15544.1035,26.0245,27.1943,54.5625,18.32760596,25608.9492,10886.6035,,,,
29.4336,15573.5371,26.2783,27.1474,55.2559,18.09761492,25664.2051,10941.8594,,,,
29.7988,15603.3359,25.9385,26.9541,54.748,18.26550742,25718.9531,10996.6074,,,,
28.8575,15632.1934,26.0694,26.8838,55.2344,18.10465942,25774.1875,11051.8418,,,,
29.0175,15661.2109,26.1768,26.9307,54.3867,18.38684826,25828.5742,11106.2285,,,,
29.9991,15691.21,26.2265,26.7286,55.293,18.08547194,25883.8672,11161.5215,,,,
30.0088,15721.2188,25.9776,27.3438,54.3672,18.39344311,25938.2344,11215.8887,,,,
30.2431,15751.4619,26.0166,27.4746,55.6426,17.97184172,25993.877,11271.5313,,,,
29.9385,15781.4004,25.9551,26.8526,54.4199,18.37563097,26048.2969,11325.9512,,,,
28.6074,15810.0078,25.9785,26.7197,55.2226,18.10852803,26103.5195,11381.1738,,,,
29.0967,15839.1045,25.9814,26.8955,55.0899,18.15214767,26158.6094,11436.2637,,,,
30.333,15869.4375,26.4502,26.6192,54.9492,18.1986271,26213.5586,11491.2129,,,,
28.8838,15898.3213,26.1084,26.7129,54.6836,18.28701841,26268.2422,11545.8965,,,,
29.4941,15927.8154,26.457,27.1875,56.0664,17.83599446,26324.3086,11601.9629,,,,
30.1963,15958.0117,26.7022,27.2451,54.1797,18.4570974,26378.4883,11656.1426,,,,
28.8828,15986.8945,26.2627,27.0351,55.1855,18.120702,26433.6738,11711.3281,,,,
29.0362,16015.9307,26,26.9433,54.6582,18.2955165,26488.332,11765.9863,,,,
30.0517,16045.9824,26.4092,27.1201,55.4571,18.03195623,26543.7891,11821.4434,,,,
28.877,16074.8594,26.0694,26.8242,54.6582,18.2955165,26598.4473,11876.1016,,,,
29.1308,16103.9902,25.8682,26.7949,55.6816,17.95925404,26654.1289,11931.7832,,,,
30.0743,16134.0645,26.5361,26.9668,54.6504,18.29812774,26708.7793,11986.4336,,,,
29.4902,16163.5547,26.0009,27.0996,54.9824,18.18763823,26763.7617,12041.416,,,,
29.0488,16192.6035,25.877,27.0498,54.4531,18.36442737,26818.2148,12095.8691,,,,
29.6543,16222.2578,26.1904,26.8769,55.7969,17.92214263,26874.0117,12151.666,,,,
29.1309,16251.3887,26.2744,26.9375,54.3067,18.41393419,26928.3184,12205.9727,,,,
29.249,16280.6377,26.0967,26.9903,55.5722,17.99460882,26983.8906,12261.5449,,,,
29.9277,16310.5654,26.2188,26.7255,55.0821,18.15471814,27038.9727,12316.627,,,,
29.4043,16339.9697,26.25,27.5323,55.3066,18.08102469,27094.2793,12371.9336,,,,
29.1094,16369.0791,26.0732,27.1953,55.1074,18.14638324,27149.3867,12427.041,,,,
30.4893,16399.5684,26.25,27.0371,55.5215,18.01104077,27204.9082,12482.5625,,,,
29.1328,16428.7012,26.6347,27.0625,54.8477,18.23230509,27259.7559,12537.4102,,,,
29.332,16458.0332,25.9844,27.0762,55.7148,17.94855227,27315.4707,12593.125,,,,
29.4648,16487.498,26.25,26.6191,55.2871,18.08740194,27370.7578,12648.4121,,,,
29.0508,16516.5488,26.3535,27.1855,55.2285,18.10659352,27425.9863,12703.6406,,,,
29.0567,16545.6055,26.0293,27.0175,54.168,18.46108403,27480.1543,12757.8086,,,,
29.7304,16575.3359,25.9434,26.9415,55.5664,17.99648709,27535.7207,12813.375,,,,
29.0176,16604.3535,26.2168,26.9414,54.1895,18.45375949,27589.9102,12867.5645,,,,
29.3945,16633.748,26.0996,27.0567,55.3925,18.05298551,27645.3027,12922.957,,,,
29.2735,16663.0215,26.0918,26.5664,54.9707,18.19150929,27700.2734,12977.9277,,,,
28.8047,16691.8262,26.293,26.9336,55.6348,17.97436137,27755.9082,13033.5625,,,,
29.0429,16720.8691,26.2168,27.0567,54.3789,18.38948563,27810.2871,13087.9414,,,,
30.0528,16750.9219,26.2304,27.3242,55.3848,18.05549537,27865.6719,13143.3262,,,,
29.0293,16779.9512,25.9941,26.9609,55.0254,18.17342536,27920.6973,13198.3516,,,,
29.0625,16809.0137,26.4805,26.8554,55.3027,18.08229978,27976,13253.6543,,,,
29.6777,16838.6914,26.2207,26.8809,54.4531,18.36442737,28030.4531,13308.1074,,,,
28.7559,16867.4473,25.9942,26.8438,55.752,17.93657627,28086.2051,13363.8594,,,,
29.1933,16896.6406,26.3262,27.2031,54.3887,18.38617213,28140.5938,13418.2481,,,,
29.7461,16926.3867,26.4043,27.0449,55.2871,18.08740194,28195.8809,13473.5352,,,,
29.3692,16955.7559,26.2461,27.1093,54.7656,18.25963744,28250.6465,13528.3008,,,,
29.2617,16985.0176,26.2988,26.9004,55.6172,17.98004934,28306.2637,13583.918,,,,
30.0644,17015.082,26.2481,27.1289,54.4707,18.35849365,28360.7344,13638.3887,,,,
28.8535,17043.9355,26.3086,26.9531,55.4804,18.02438339,28416.2148,13693.8691,,,,
28.8125,17072.748,26.6035,26.6817,54.3184,18.40996789,28470.5332,13748.1875,,,,
30.0958,17102.8438,26.2031,27.1621,55.123,18.14124776,28525.6562,13803.3105,,,,
29.3222,17132.166,26.3575,27.2364,54.5508,18.33153684,28580.207,13857.8613,,,,
29.459,17161.625,26.0801,27.1524,55.5977,17.98635555,28635.8047,13913.459,,,,
29.5547,17191.1797,26.0293,26.8418,54.9043,18.21350969,28690.709,13968.3633,,,,
28.7265,17219.9062,26.1856,26.8535,55.4883,18.02181721,28746.1973,14023.8516,,,,
28.6465,17248.5527,26.3906,26.7129,55.1914,18.11876488,28801.3887,14079.043,,,,
29.8223,17278.375,25.9297,27.1055,55.1211,18.14187308,28856.5098,14134.1641,,,,
29.4629,17307.8379,26.2383,27.3398,54.3906,18.38552985,28910.9004,14188.5547,,,,
29.5137,17337.3516,26.0723,27.1211,55.8906,17.89209635,28966.791,14244.4453,,,,
29.6582,17367.0098,26.1894,26.8848,54.2305,18.43980786,29021.0215,14298.6758,,,,
28.9316,17395.9414,26.4278,26.957,55.1211,18.14187308,29076.1426,14353.7969,,,,
28.7559,17424.6973,26.3691,26.7402,54.5097,18.34535872,29130.6523,14408.3066,,,,
29.9863,17454.6836,26.457,27.1543,55.4883,18.02181721,29186.1406,14463.7949,,,,
29.3242,17484.0078,26.4355,27.211,54.6602,18.29484707,29240.8008,14518.4551,,,,
29.3926,17513.4004,26.2656,27.1387,55.5078,18.01548611,29296.3086,14573.9629,,,,
29.9023,17543.3027,26.7188,27.0332,54.6621,18.29421116,29350.9707,14628.625,,,,
28.793,17572.0957,26.1191,26.9121,54.9707,18.19150929,29405.9414,14683.5957,,,,
28.8731,17600.9688,26.0683,26.9024,54.4336,18.37100614,29460.375,14738.0293,,,,
29.6308,17630.5996,26.7754,26.7461,55.916,17.88396881,29516.291,14793.9453,,,,
29.832,17660.4316,26.3047,27.4082,54.4902,18.35192383,29570.7812,14848.4355,,,,
29.25,17689.6816,25.9492,26.9981,55.4122,18.04656736,29626.1934,14903.8477,,,,
31.0645,17720.7461,26.0196,27.2129,54.3046,18.41464627,29680.498,14958.1523,,,,
28.8379,17749.584,25.9004,26.9746,55.334,18.07207142,29735.832,15013.4863,,,,
29.3222,17778.9062,26.0762,27.3105,54.7696,18.25830388,29790.6016,15068.2559,,,,
29.8458,17808.752,26.0176,26.7402,55.4394,18.03771325,29846.041,15123.6953,,,,
28.7675,17837.5195,26.4453,26.7148,54.5781,18.3223674,29900.6191,15178.2734,,,,
29.4649,17866.9844,26.4238,27.2891,55.7051,17.95167767,29956.3242,15233.9785,,,,
30.6875,17897.6719,25.9492,27.2344,54.6465,18.29943363,30010.9707,15288.625,,,,
29.0488,17926.7207,26.2364,27.0195,55.1348,18.13736515,30066.1055,15343.7598,,,,
28.9238,17955.6445,26.168,26.8613,54.3496,18.39939944,30120.4551,15398.1094,,,,
29.7442,17985.3887,26.291,26.752,55.4941,18.01993365,30175.9492,15453.6035,,,,
28.9629,18014.3516,26.7246,26.8457,54.3418,18.40204042,30230.291,15507.9453,,,,
29.5351,18043.8867,26.4981,27.1992,55.086,18.15343281,30285.377,15563.0313,,,,
30.3594,18074.2461,26.084,27.3321,54.58,18.32172957,30339.957,15617.6113,,,,
29.1426,18103.3887,26.2969,27.2539,55.9219,17.88208198,30395.8789,15673.5332,,,,
29.0898,18132.4785,26.4902,27.125,54.1445,18.46909658,30450.0234,15727.6777,,,,
29.875,18162.3535,25.9551,26.9824,55.6368,17.97371524,30505.6602,15783.3145,,,,
28.7949,18191.1484,26.0781,26.7539,54.3632,18.39479648,30560.0234,15837.6777,,,,
29.1582,18220.3066,26.4258,26.8066,55.418,18.04467862,30615.4414,15893.0957,,,,
29.877,18250.1836,26.2617,27.1093,54.2676,18.4272015,30669.709,15947.3633,,,,
28.9941,18279.1777,26.0391,27.0839,55.7598,17.9340672,30725.4688,16003.1231,,,,
29.0196,18308.1973,26.4219,26.9824,54.6269,18.30599943,30780.0957,16057.75,,,,
29.748,18337.9453,26.4258,26.8731,55.0469,18.16632726,30835.1426,16112.7969,,,,
29.0078,18366.9531,26.3574,26.8281,54.9453,18.19991883,30890.0879,16167.7422,,,,
29.1797,18396.1328,26.3828,26.8789,55.3242,18.07527267,30945.4121,16223.0664,,,,
29.957,18426.0898,26.627,27.211,54.3809,18.38880931,30999.793,16277.4473,,,,
29.25,18455.3398,26.1406,27.3242,55.9746,17.86524602,31055.7676,16333.4219,,,,
29.4473,18484.7871,26.3281,27.4883,54.8828,18.22064472,31110.6504,16388.3047,,,,
29.7188,18514.5059,26.2129,26.9941,55.1699,18.12582586,31165.8203,16443.4746,,,,
29.1718,18543.6777,26.125,27.1446,54.4688,18.35913404,31220.2891,16497.9434,,,,
29.3047,18572.9824,26.3535,27.0684,55.4902,18.02120014,31275.7793,16553.4336,,,,
29.4766,18602.459,26.084,26.748,54.7109,18.27789344,31330.4902,16608.1445,,,,
28.9336,18631.3926,25.9609,27.0957,55.7539,17.93596502,31386.2441,16663.8984,,,,
29.289,18660.6816,26.1562,27.3594,54.8164,18.24271568,31441.0605,16718.7148,,,,
29.8672,18690.5488,26.1777,27.1426,55.7735,17.92966194,31496.834,16774.4883,,,,
29.1114,18719.6602,26.1895,26.9902,54.7949,18.24987362,31551.6289,16829.2832,,,,
29.1054,18748.7656,26.0976,26.7618,55.7149,17.94852005,31607.3438,16884.9981,,,,
29.4883,18778.2539,26.4961,26.7187,54.6035,18.31384435,31661.9473,16939.6016,,,,
29.1719,18807.4258,26.7949,27.2032,54.7851,18.25313817,31716.7324,16994.3867,,,,
29.0078,18836.4336,26.3808,27.0019,54.7051,18.27983131,31771.4375,17049.0918,,,,
29.6582,18866.0918,26.4844,26.8886,55.7109,17.94980874,31827.1484,17104.8027,,,,
29.3652,18895.457,26.2871,27.3086,54.209,18.44712133,31881.3574,17159.0117,,,,
29.4492,18924.9062,25.9941,27.1718,55.793,17.92339541,31937.1504,17214.8047,,,,
29.6172,18954.5234,26.2402,26.8164,54.332,18.40535964,31991.4824,17269.1367,,,,
28.7578,18983.2812,25.9532,26.9473,55.1914,18.11876488,32046.6738,17324.3281,,,,
29.1739,19012.4551,26.1191,27.2051,54.6465,18.29943363,32101.3203,17378.9746,,,,
30.2402,19042.6953,26.4766,27.3692,55.8164,17.91588135,32157.1367,17434.791,,,,
29.5313,19072.2266,26.3378,27.3515,54.4649,18.36044866,32211.6016,17489.2559,,,,
29.1152,19101.3418,26.2657,26.7871,55.6152,17.98069592,32267.2168,17544.8711,,,,
29.9453,19131.2871,26.1602,27.0176,54.3594,18.39608237,32321.5762,17599.2305,,,,
29.2813,19160.5684,26.0449,27.0039,55.1035,18.14766757,32376.6797,17654.334,,,,
29.0019,19189.5703,26.2207,26.9375,54.4648,18.36048237,32431.1445,17708.7988,,,,
29.9609,19219.5312,26.4629,27.1387,55.1602,18.12901331,32486.3047,17763.959,,,,
29.375,19248.9062,26.1718,27.2207,54.207,18.44780194,32540.5117,17818.166,,,,
28.9981,19277.9043,25.9687,26.7676,54.9453,18.19991883,32595.457,17873.1113,,,,
30.1074,19308.0117,26.0039,27.0137,54.8301,18.23815751,32650.2871,17927.9414,,,,
28.8262,19336.8379,26.42,26.9395,56.0703,17.83475387,32706.3574,17984.0117,,,,
29.0859,19365.9238,25.9766,27.0352,54.9903,18.18502536,32761.3477,18039.002,,,,
30.7657,19396.6895,26.2578,27.1504,55.6484,17.96996859,32816.9961,18094.6504,,,,
29.4863,19426.1758,26.4746,27.3457,54.707,18.27919645,32871.7031,18149.3574,,,,
29.4004,19455.5762,26.0351,27.2421,56.1289,17.81613393,32927.832,18205.4863,,,,
29.6152,19485.1914,25.9199,26.8437,54.6992,18.28180302,32982.5312,18260.1855,,,,
28.7891,19513.9805,26.7988,26.9355,55.9649,17.86834248,33038.4961,18316.1504,,,,
28.9062,19542.8867,25.9902,26.9297,54.6484,18.2987974,33093.1445,18370.7988,,,,
29.6133,19572.5,26.0723,26.8692,55.7383,17.94098492,33148.8828,18426.5371,,,,
29.1895,19601.6895,26.3399,27.0449,54.5234,18.34074911,33203.4062,18481.0605,,,,
29.4804,19631.1699,26.2344,27.2519,55.3438,18.06887131,33258.75,18536.4043,,,,
29.9297,19661.0996,26.0528,27.1367,54.8711,18.22452985,33313.6211,18591.2754,,,,
28.7227,19689.8223,26.0351,26.8046,55.3633,18.06250711,33368.9844,18646.6387,,,,
28.8339,19718.6562,26.7305,26.8047,54.8398,18.23493156,33423.8242,18701.4785,,,,
29.7989,19748.4551,26.2246,27.0781,55.4727,18.0268853,33479.2969,18756.9512,,,,
29.7402,19778.1953,26.3203,27.4668,54.4023,18.38157578,33533.6992,18811.3535,,,,
29.5645,19807.7598,26.9414,27.2461,55.7969,17.92214263,33589.4961,18867.1504,,,,
29.955,19837.7148,26.3828,27.1504,54.9492,18.1986271,33644.4453,18922.0996,,,,
28.8477,19866.5625,26.1309,27.0274,55.8399,17.90834153,33700.2852,18977.9395,,,,
28.9746,19895.5371,26.752,26.9981,54.457,18.36311218,33754.7422,19032.3965,,,,
29.7012,19925.2383,26.2597,26.9004,55.3008,18.08292104,33810.043,19087.6973,,,,
28.9355,19954.1738,26.0117,26.7246,54.1523,18.46643633,33864.1953,19141.8496,,,,
29.502,19983.6758,26.4648,27.2578,55.4844,18.02308397,33919.6797,19197.334,,,,
30.0762,20013.752,26.2168,27.3105,54.957,18.19604418,33974.6367,19252.291,,,,
29.2578,20043.0098,25.9922,27.1934,56.086,17.82976144,34030.7227,19308.377,,,,
29.0918,20072.1016,25.9179,27.0469,54.4335,18.37103989,34085.1562,19362.8105,,,,
29.8652,20101.9668,26.2754,27.084,55.1758,18.12388765,34140.332,19417.9863,,,,
29.4492,20131.416,26.1465,27.3144,54.4258,18.37363897,34194.7578,19472.4121,,,,
29.1406,20160.5566,26.2773,26.9492,55.8164,17.91588135,34250.5742,19528.2285,,,,
29.5899,20190.1465,26.4414,26.9902,54.6524,18.29745812,34305.2266,19582.8809,,,,
28.9453,20219.0918,26.1719,27.0507,54.9609,18.194753,34360.1875,19637.8418,,,,
28.9922,20248.084,26.205,26.9961,54.2656,18.42788065,34414.4531,19692.1074,,,,
30.2598,20278.3438,26.5957,27.4727,55.2227,18.10849524,34469.6758,19747.3301,,,,
29.5117,20307.8555,26.1465,27.4121,54.3711,18.39212376,34524.0469,19801.7012,,,,
29.3007,20337.1562,25.9687,27.0801,55.539,18.0053656,34579.5859,19857.2402,,,,
29.7227,20366.8789,26.3164,26.8282,54.3985,18.38285982,34633.9844,19911.6387,,,,
29.1856,20396.0645,26.2676,27.3496,55.4531,18.03325693,34689.4375,19967.0918,,,,
29.1503,20425.2148,26.1055,27.2012,54.9414,18.20121074,34744.3789,20022.0332,,,,
29.9649,20455.1797,26.2754,27.0235,,,,,55.0352,18.17018926,34799.4141,20077.0684
28.8164,20483.9961,25.9942,26.6289,,,,,54.4375,18.36969001,34853.8516,20131.5059
29.168,20513.1641,25.9336,26.9375,,,,,55.5976,17.9863879,34909.4492,20187.1035
29.6601,20542.8242,26.4961,26.7578,,,,,54.9883,18.18568677,34964.4375,20242.0918
29.4356,20572.2598,26.3496,27.3653,,,,,54.9141,18.2102593,35019.3516,20297.0059
29.3457,20601.6055,25.9902,27.3692,,,,,54.3164,18.41064577,35073.668,20351.3223
29.8457,20631.4512,25.9726,26.8379,,,,,55.6406,17.97248772,35129.3086,20406.9629
29.6894,20661.1406,26.3867,27.1133,,,,,54.4453,18.36705831,35183.7539,20461.4082
29.0391,20690.1797,25.9571,26.8301,,,,,54.918,18.20896609,35238.6719,20516.3262
30.1152,20720.2949,25.9981,27.0332,,,,,54.7851,18.25313817,35293.457,20571.1113
29.0801,20749.375,26.3886,27.127,,,,,55.1446,18.13414187,35348.6016,20626.2559
29.2129,20778.5879,26.332,27.2852,,,,,54.3828,18.38816685,35402.9844,20680.6387
30.0703,20808.6582,26.0156,27.1953,,,,,55.4336,18.03960053,35458.418,20736.0723
29.0117,20837.6699,26.4512,26.8613,,,,,54.8047,18.24661024,35513.2227,20790.877
28.9805,20866.6504,25.9883,26.8164,,,,,55.5117,18.01422043,35568.7344,20846.3887
29.5762,20896.2266,26.3203,26.834,,,,,54.3672,18.39344311,35623.1016,20900.7559
28.7089,20924.9355,26.4414,26.8711,,,,,55.5625,17.99775028,35678.6641,20956.3184
29.3223,20954.2578,26.0391,27.2696,,,,,54.5976,18.31582341,35733.2617,21010.916
29.9551,20984.2129,25.9649,27.205,,,,,55.7891,17.92464836,35789.0508,21066.7051
29.2226,21013.4355,26.4883,26.9609,,,,,55.1797,18.12260668,35844.2305,21121.8848
29.2793,21042.7148,26.3359,27.0527,,,,,55.5547,18.0002772,35899.7852,21177.4395
29.627,21072.3418,26.3886,26.9883,,,,,54.7695,18.25833721,35954.5547,21232.209
29.0937,21101.4355,26.7422,27.2402,,,,,55.3281,18.07399856,36009.8828,21287.5371
28.9375,21130.373,26.2793,26.9609,,,,,54.6758,18.28962722,36064.5586,21342.2129
29.711,21160.084,26.5489,26.916,,,,,55.7266,17.9447517,36120.2852,21397.9395
29.0527,21189.1367,26.1015,26.9121,,,,,54.621,18.30797679,36174.9062,21452.5605
28.9356,21218.0723,26.8086,26.8204,,,,,55.7188,17.94726376,36230.625,21508.2793
29.8828,21247.9551,26.2969,27.1445,,,,,54.2852,18.42122715,36284.9102,21562.5645
29.2597,21277.2148,26.2343,27.4199,,,,,55.496,18.01931671,36340.4062,21618.0605
29.084,21306.2988,26.4199,27.0644,,,,,54.9102,18.21155268,36395.3164,21672.9707
29.8457,21336.1445,26.6836,27.0117,,,,,55.5859,17.99017377,36450.9023,21728.5566
29.0586,21365.2031,26.1036,26.9062,,,,,55.0782,18.15600365,36505.9805,21783.6348
29.002,21394.2051,26.375,26.793,,,,,56.0859,17.82979323,36562.0664,21839.7207
30.0019,21424.207,26.1777,27.0761,,,,,54.707,18.27919645,36616.7734,21894.4277
29.1856,21453.3926,25.9687,27.1738,,,,,55.5352,18.00659762,36672.3086,21949.9629
29.1054,21482.498,26.0899,27.1054,,,,,54.418,18.37627256,36726.7266,22004.3809
29.711,21512.209,26.4844,26.9238,,,,,56.0781,17.8322732,36782.8047,22060.459
29.2051,21541.4141,25.9434,27.0762,,,,,54.3672,18.39344311,36837.1719,22114.8262
29.2988,21570.7129,26.1757,27.1074,,,,,55.3554,18.06508489,36892.5273,22170.1816
29.4512,21600.1641,26.4688,26.8086,,,,,54.2344,18.43848185,36946.7617,22224.416
29.1562,21629.3203,26.2383,27.3144,,,,,55.3711,18.05996269,37002.1328,22279.7871
29.0606,21658.3809,26.1524,27.1367,,,,,54.2891,18.41990381,37056.4219,22334.0762
29.9843,21688.3652,26.586,27.2129,,,,,55.789,17.92468049,37112.2109,22389.8652
29.2442,21717.6094,26.6094,27.0683,,,,,54.8008,18.24790879,37167.0117,22444.666
29.2734,21746.8828,26.1504,27.1191,,,,,55.5625,17.99775028,37222.5742,22500.2285
29.5723,21776.4551,26.539,26.8828,,,,,54.293,18.41858066,37276.8672,22554.5215
28.9023,21805.3574,26.3066,27.0586,,,,,55.4414,18.03706256,37332.3086,22609.9629
29.3379,21834.6953,26.0625,27.3359,,,,,54.3476,18.40007654,37386.6562,22664.3105
30.1953,21864.8906,26.3672,27.3438,,,,,55.7774,17.92840828,37442.4336,22720.0879
29.1992,21894.0898,26.4043,27.084,,,,,54.6367,18.30271594,37497.0703,22774.7246
29.334,21923.4238,25.8984,27.1543,,,,,55.4883,18.02181721,37552.5586,22830.2129
29.7696,21953.1934,26.4727,26.9571,,,,,54.5156,18.34337327,37607.0742,22884.7285
28.625,21981.8184,26.2305,26.8125,,,,,55.6446,17.97119577,37662.7188,22940.3731
29.1054,22010.9238,26.0156,27.1445,,,,,54.7851,18.25313817,37717.5039,22995.1582
30.7051,22041.6289,26.2382,27.1934,,,,,55.7695,17.93094792,37773.2734,23050.9277
28.9258,22070.5547,26.2969,26.8789,,,,,54.7539,18.26353922,37828.0273,23105.6816
29.0058,22099.5605,26.2422,26.8731,,,,,55.6719,17.96238318,37883.6992,23161.3535
30.2969,22129.8574,26.1484,27.1582,,,,,54.9024,18.21414,37938.6016,23216.2559
29.2422,22159.0996,26.502,27.375,,,,,55.3476,18.06763076,37993.9492,23271.6035
29.1309,22188.2305,26.3808,27.1367,,,,,54.3711,18.39212376,38048.3203,23325.9746
30.416,22218.6465,26.166,26.9433,,,,,55.6797,17.95986688,38104,23381.6543
28.9512,22247.5977,26.5157,26.8711,,,,,55.0234,18.17408593,38159.0234,23436.6777
29.2382,22276.8359,26.211,27.0273,,,,,55.3282,18.0739659,38214.3516,23492.0059
30.2325,22307.0684,25.9492,27.4609,,,,,54.7578,18.26223844,38269.1094,23546.7637
29.0332,22336.1016,26.3945,27.1347,,,,,55.6523,17.96870929,38324.7617,23602.416
29.0488,22365.1504,26.3926,27.1094,,,,,54.6055,18.31317358,38379.3672,23657.0215
29.7051,22394.8555,26.2187,26.914,,,,,55.3906,18.05360476,38434.7578,23712.4121
29.1191,22423.9746,26.5684,27.0664,,,,,54.6914,18.28441035,38489.4492,23767.1035
29.2305,22453.2051,26.1797,27.0801,,,,,55.5508,18.00154093,38545,23822.6543
30.0761,22483.2812,26.0176,27.377,,,,,54.7656,18.25963744,38599.7656,23877.4199
