latency,time,GPU1,GPU2,latency_sub,fps,time_sub,time_rel,,,,
29.3536,22512.6348,25.9609,27.459,,,,,55.9961,17.85838657,38655.7617,23933.416
29.1172,22541.752,26.5703,27.1446,,,,,54.4336,18.37100614,38710.1953,23987.8496
29.5937,22571.3457,26.416,26.8105,,,,,55.457,18.03198875,38765.6523,24043.3066
29.3711,22600.7168,26.0351,27.2441,,,,,54.5821,18.32102466,38820.2344,24097.8887
29.3066,22630.0234,26.2637,27.1504,,,,,55.2304,18.10597062,38875.4648,24153.1191
29.8106,22659.834,25.9609,27.1055,,,,,54.2969,18.41725771,38929.7617,24207.416
28.918,22688.752,26.6094,27.0312,,,,,55.6641,17.96490018,38985.4258,24263.0801
29.1875,22717.9395,26.8399,27.2168,,,,,54.418,18.37627256,39039.8438,24317.4981
30.0488,22747.9883,26.293,27.2324,,,,,54.9843,18.18700975,39094.8281,24372.4824
29.2129,22777.2012,25.9981,27.0449,,,,,54.6758,18.28962722,39149.5039,24427.1582
29.2441,22806.4453,26.5605,27.0977,,,,,55.582,17.99143608,39205.0859,24482.7402
29.4609,22835.9062,26.2813,26.7793,,,,,54.4961,18.34993697,39259.582,24537.2363
28.8438,22864.75,26.0313,26.9746,,,,,55.6914,17.95609376,39315.2734,24592.9277
29.1387,22893.8887,26.5156,27.1524,,,,,54.875,18.22323462,39370.1484,24647.8027
30.3008,22924.1895,26.5567,27.4707,,,,,55.3477,18.06759811,39425.4961,24703.1504
29.039,22953.2285,26.3359,26.959,,,,,54.7187,18.27528797,39480.2148,24757.8691
29.1016,22982.3301,25.9551,26.998,,,,,55.4688,18.02815276,39535.6836,24813.3379
29.5722,23011.9023,26.6934,26.8242,,,,,54.8437,18.23363486,39590.5273,24868.1816
29.0801,23040.9824,26.2032,26.8418,,,,,55.5665,17.9964547,39646.0938,24923.7481
29.4395,23070.4219,26.2011,27.2246,,,,,54.5624,18.32763955,39700.6562,24978.3105
30.1328,23100.5547,26.5175,27.1875,,,,,54.8477,18.23230509,39755.5039,25033.1582
29.6387,23130.1934,26.5704,27.3868,,,,,54.5117,18.34468564,39810.0156,25087.6699
29.0097,23159.2031,25.9199,26.7695,,,,,55.8594,17.90208989,39865.875,25143.5293
30.0996,23189.3027,26.4004,27.1133,,,,,54.6875,18.28571429,39920.5625,25198.2168
28.7735,23218.0762,26.4629,26.9257,,,,,55.3789,18.05741898,39975.9414,25253.5957
28.7519,23246.8281,26.2012,26.7344,,,,,54.4492,18.36574275,40030.3906,25308.0449
30.2168,23277.0449,26.6582,27.2852,,,,,55.1914,18.11876488,40085.582,25363.2363
29.4063,23306.4512,26.2695,27.2695,,,,,54.418,18.37627256,40140,25417.6543
29.1972,23335.6484,26.0351,27.043,,,,,55.5547,18.0002772,40195.5547,25473.209
29.7286,23365.377,26.4492,26.8028,,,,,54.5391,18.33546942,40250.0938,25527.7481
29.33,23394.707,26.3399,27.4239,,,,,55.2226,18.10852803,40305.3164,25582.9707
29.1485,23423.8555,26.2812,27.0782,,,,,54.8672,18.22582527,40360.1836,25637.8379
30.4336,23454.2891,26.127,27.0976,,,,,55.6406,17.97248772,40415.8242,25693.4785
29.3027,23483.5918,26.7168,26.9511,,,,,54.5039,18.34731093,40470.3281,25747.9824
29.0254,23512.6172,25.9609,26.9023,,,,,55.4297,18.04086979,40525.7578,25803.4121
30.1738,23542.791,26.0684,26.8379,,,,,54.5781,18.3223674,40580.3359,25857.9902
29.0235,23571.8145,26.3633,27.1816,,,,,55.5703,17.99522407,40635.9062,25913.5605
29.0449,23600.8594,26.2754,27.0567,,,,,54.7618,18.2609045,40690.668,25968.3223
30.0488,23630.9082,26.2656,27.2266,,,,,55.582,17.99143608,40746.25,26023.9043
29.3516,23660.2598,26.6094,27.1074,,,,,54.9258,18.20638024,40801.1758,26078.8301
29.1797,23689.4395,26.2891,27.1308,,,,,55.6719,17.96238318,40856.8477,26134.502
29.621,23719.0605,25.9961,26.8633,,,,,54.5625,18.32760596,40911.4102,26189.0645
29.2461,23748.3066,26.5918,27.4219,,,,,55.3437,18.06890396,40966.7539,26244.4082
29.4278,23777.7344,26.4258,27.3907,,,,,54.168,18.46108403,41020.9219,26298.5762
29.9472,23807.6816,26.8672,27.0762,,,,,55.6719,17.96238318,41076.5938,26354.2481
29.1094,23836.791,26.0488,26.9903,,,,,54.7773,18.25573732,41131.3711,26409.0254
29.1231,23865.9141,26.6172,27.0508,,,,,55.7695,17.93094792,41187.1406,26464.7949
29.539,23895.4531,26.2734,26.8047,,,,,54.7149,18.27655721,41241.8555,26519.5098
28.5371,23923.9902,26.1719,26.7188,,,,,55.6797,17.95986688,41297.5352,26575.1895
29.2559,23953.2461,26.6738,27.2637,,,,,54.1679,18.46111812,41351.7031,26629.3574
29.8457,23983.0918,26.3867,27.0644,,,,,55.9219,17.88208198,41407.625,26685.2793
29.2031,24012.2949,26.17,27.0684,,,,,55.0898,18.15218062,41462.7148,26740.3691
29.2852,24041.5801,26.6816,27.1777,,,,,55.3399,18.07014469,41518.0547,26795.709
30.0351,24071.6152,26.6093,27.2988,,,,,54.6836,18.28701841,41572.7383,26850.3926
28.8282,24100.4434,26.252,26.9668,,,,,55.8515,17.90462208,41628.5898,26906.2441
28.9296,24129.373,26.5273,26.9551,,,,,54.5274,18.33940368,41683.1172,26960.7715
29.9532,24159.3262,26.2871,27.1699,,,,,55.6953,17.9548364,41738.8125,27016.4668
29.334,24188.6602,26.0117,27.0781,,,,,54.7813,18.25440433,41793.5938,27071.2481
29.0273,24217.6875,26.8476,26.8496,,,,,55.3632,18.06253974,41848.957,27126.6113
30.082,24247.7695,26.1524,27.3008,,,,,54.4883,18.35256376,41903.4453,27181.0996
28.9336,24276.7031,26.1367,27.0703,,,,,55.8672,17.89959046,41959.3125,27236.9668
29.0352,24305.7383,26.3515,26.9883,,,,,54.8555,18.22971261,42014.168,27291.8223
29.9004,24335.6387,27.1778,27.0175,,,,,55.1211,18.14187308,42069.2891,27346.9434
29.1465,24364.7852,26.2754,26.9355,,,,,55.0625,18.16118048,42124.3516,27402.0059
35.0898,24399.875,26.3125,32.8906,,,,,55.1796,18.12263953,42179.5312,27457.1855
55.2285,24455.1035,26.2051,52.1152,,,,,54.0977,18.48507423,42233.6289,27511.2832
54.3516,24509.4551,26.1875,52.2325,,,,,55.5899,17.98887927,42289.2188,27566.8731
55.4062,24564.8613,26.1524,52.0703,,,,,54.1445,18.46909658,42343.3633,27621.0176
54.8223,24619.6836,26.0254,52.3086,,,,,55.7656,17.93220193,42399.1289,27676.7832
55.3906,24675.0742,25.6621,52.5664,,,,,54.7773,18.25573732,42453.9062,27731.5605
54.5879,24729.6621,25.7383,52.4082,,,,,55.3008,18.08292104,42509.207,27786.8613
55.3301,24784.9922,25.4883,52.2773,,,,,54.4883,18.35256376,42563.6953,27841.3496
54.8808,24839.873,26.0313,52.8828,,,,,,,,
55.2383,24895.1113,25.6836,52.0742,,,,,,,,
54.625,24949.7363,25.6152,52.3457,,,,,,,,
55.1211,25004.8574,25.7286,52.2383,,,,,,,,
54.4707,25059.3281,25.9082,52.3926,,,,,,,,
55.9336,25115.2617,25.5684,52.8046,,,,,,,,
54.1563,25169.418,26.0371,52.0761,,,,,,,,
55.4726,25224.8906,26.2949,52.5879,,,,,,,,
54.9668,25279.8574,26.1582,52.4668,,,,,,,,
55.25,25335.1074,25.3809,52.4023,,,,,,,,
54.2285,25389.3359,25.5098,52.0996,,,,,,,,
55.8829,25445.2188,26.3145,52.5391,,,,,,,,
54.0781,25499.2969,25.961,52.0488,,,,,,,,
55.0898,25554.3867,26.3321,52.1953,,,,,,,,
54.5625,25608.9492,25.6386,52.3555,,,,,,,,
55.2559,25664.2051,25.7461,52.3067,,,,,,,,
54.748,25718.9531,25.7285,52.0039,,,,,,,,
55.2344,25774.1875,26.1153,52.1074,,,,,,,,
54.3867,25828.5742,25.75,52.2871,,,,,,,,
55.293,25883.8672,26.1641,52.3731,,,,,,,,
54.3672,25938.2344,25.6192,52.2422,,,,,,,,
55.6426,25993.877,25.5391,52.4277,,,,,,,,
54.4199,26048.2969,25.5821,52.3613,,,,,,,,
55.2226,26103.5195,26.2735,52.375,,,,,,,,
55.0899,26158.6094,26.1074,52.9004,,,,,,,,
54.9492,26213.5586,25.7949,52.0918,,,,,,,,
54.6836,26268.2422,25.5098,52.6777,,,,,,,,
56.0664,26324.3086,26.043,52.8574,,,,,,,,
54.1797,26378.4883,25.4453,52.0664,,,,,,,,
55.1855,26433.6738,26.4493,52.3535,,,,,,,,
54.6582,26488.332,25.7793,52.4883,,,,,,,,
55.4571,26543.7891,25.873,52.5684,,,,,,,,
54.6582,26598.4473,25.5273,52.5937,,,,,,,,
55.6816,26654.1289,25.7461,52.4902,,,,,,,,
54.6504,26708.7793,25.5644,52.4922,,,,,,,,
54.9824,26763.7617,26.0234,52.1602,,,,,,,,
54.4531,26818.2148,25.9609,52.2891,,,,,,,,
55.7969,26874.0117,25.6523,52.7676,,,,,,,,
54.3067,26928.3184,25.4121,52.2461,,,,,,,,
55.5722,26983.8906,25.4043,52.6074,,,,,,,,
55.0821,27038.9727,26.0234,52.916,,,,,,,,
55.3066,27094.2793,26.0137,52.0938,,,,,,,,
55.1074,27149.3867,25.627,52.9785,,,,,,,,
55.5215,27204.9082,26.082,52.3242,,,,,,,,
54.8477,27259.7559,25.8809,52.6954,,,,,,,,
55.7148,27315.4707,25.7773,52.6211,,,,,,,,
55.2871,27370.7578,26.166,52.4707,,,,,,,,
55.2285,27425.9863,25.9023,52.1758,,,,,,,,
54.168,27480.1543,25.75,52.1055,,,,,,,,
55.5664,27535.7207,25.3671,52.3808,,,,,,,,
54.1895,27589.9102,25.3613,52.1387,,,,,,,,
55.3925,27645.3027,25.8165,52.5293,,,,,,,,
54.9707,27700.2734,26.3496,52.7968,,,,,,,,
55.6348,27755.9082,25.7285,52.5918,,,,,,,,
54.3789,27810.2871,26.0137,52.2871,,,,,,,,
55.3848,27865.6719,25.457,52.4492,,,,,,,,
55.0254,27920.6973,25.7578,52.6328,,,,,,,,
55.3027,27976,25.832,52.3652,,,,,,,,
54.4531,28030.4531,25.7441,52.3554,,,,,,,,
55.752,28086.2051,25.7929,52.5664,,,,,,,,
54.3887,28140.5938,25.9785,52.3515,,,,,,,,
55.2871,28195.8809,25.8555,52.4375,,,,,,,,
54.7656,28250.6465,25.6524,52.5508,,,,,,,,
55.6172,28306.2637,25.9336,52.6582,,,,,,,,
54.4707,28360.7344,26,52.3516,,,,,,,,
55.4804,28416.2148,25.8437,52.2383,,,,,,,,
54.3184,28470.5332,26.1973,52.2617,,,,,,,,
55.123,28525.6562,26.0059,52.3164,,,,,,,,
54.5508,28580.207,25.6973,52.332,,,,,,,,
55.5977,28635.8047,26.0332,52.4961,,,,,,,,
54.9043,28690.709,25.9434,52.8086,,,,,,,,
55.4883,28746.1973,25.6601,52.5176,,,,,,,,
55.1914,28801.3887,25.5078,52.7832,,,,,,,,
55.1211,28856.5098,25.6777,52.1152,,,,,,,,
54.3906,28910.9004,25.8692,52.252,,,,,,,,
55.8906,28966.791,25.6015,52.3867,,,,,,,,
54.2305,29021.0215,25.8613,52.1015,,,,,,,,
55.1211,29076.1426,25.5312,52.1563,,,,,,,,
54.5097,29130.6523,25.8457,52.3047,,,,,,,,
55.4883,29186.1406,25.4472,52.543,,,,,,,,
54.6602,29240.8008,26.0273,52.539,,,,,,,,
55.5078,29296.3086,26.0801,52.2734,,,,,,,,
54.6621,29350.9707,25.7734,52.5215,,,,,,,,
54.9707,29405.9414,25.6739,52.0722,,,,,,,,
54.4336,29460.375,25.6699,52.2422,,,,,,,,
55.916,29516.291,25.5254,52.7598,,,,,,,,
54.4902,29570.7812,25.8242,52.3613,,,,,,,,
55.4122,29626.1934,25.7656,52.4649,,,,,,,,
54.3046,29680.498,25.7539,52.0938,,,,,,,,
55.334,29735.832,25.5273,52.4922,,,,,,,,
54.7696,29790.6016,25.6758,52.7227,,,,,,,,
55.4394,29846.041,25.7402,52.209,,,,,,,,
54.5781,29900.6191,25.9805,52.582,,,,,,,,
55.7051,29956.3242,25.9629,52.7343,,,,,,,,
54.6465,30010.9707,25.5703,52.4082,,,,,,,,
55.1348,30066.1055,25.7422,52.2481,,,,,,,,
54.3496,30120.4551,25.539,52.3125,,,,,,,,
55.4941,30175.9492,26.2031,52.3828,,,,,,,,
54.3418,30230.291,26.1152,52.3692,,,,,,,,
55.086,30285.377,25.7461,52.248,,,,,,,,
54.58,30339.957,25.8731,52.4785,,,,,,,,
55.9219,30395.8789,25.8047,52.9981,,,,,,,,
54.1445,30450.0234,25.7891,52.1328,,,,,,,,
55.6368,30505.6602,26.4473,52.6035,,,,,,,,
54.3632,30560.0234,25.8379,52.2247,,,,,,,,
55.418,30615.4414,25.5996,52.6524,,,,,,,,
54.2676,30669.709,25.5918,52.2031,,,,,,,,
55.7598,30725.4688,25.4882,52.711,,,,,,,,
54.6269,30780.0957,25.8184,52.6114,,,,,,,,
55.0469,30835.1426,26.3906,52.1387,,,,,,,,
54.9453,30890.0879,26.1153,52.6953,,,,,,,,
55.3242,30945.4121,26.1348,52.248,,,,,,,,
54.3809,30999.793,25.4961,52.3125,,,,,,,,
55.9746,31055.7676,25.4746,52.8242,,,,,,,,
54.8828,31110.6504,25.5137,52.8359,,,,,,,,
55.1699,31165.8203,25.957,52.2481,,,,,,,,
54.4688,31220.2891,25.7285,52.2735,,,,,,,,
55.4902,31275.7793,25.7128,52.4824,,,,,,,,
54.7109,31330.4902,25.502,52.6621,,,,,,,,
55.7539,31386.2441,25.6348,52.6192,,,,,,,,
54.8164,31441.0605,25.9746,52.67,,,,,,,,
55.7735,31496.834,26.0762,52.6152,,,,,,,,
54.7949,31551.6289,25.586,52.459,,,,,,,,
55.7149,31607.3438,25.5117,52.6035,,,,,,,,
54.6035,31661.9473,25.4864,52.4825,,,,,,,,
54.7851,31716.7324,25.541,51.7364,,,,,,,,
54.7051,31771.4375,26.3379,52.4355,,,,,,,,
55.7109,31827.1484,26.2089,52.4668,,,,,,,,
54.209,31881.3574,25.6836,52.1992,,,,,,,,
55.793,31937.1504,25.9219,52.7286,,,,,,,,
54.332,31991.4824,25.6758,52.3106,,,,,,,,
55.1914,32046.6738,25.6836,52.3027,,,,,,,,
54.6465,32101.3203,26.1914,52.4394,,,,,,,,
55.8164,32157.1367,25.834,52.8321,,,,,,,,
54.4649,32211.6016,25.8515,52.4414,,,,,,,,
55.6152,32267.2168,25.4589,52.5078,,,,,,,,
54.3594,32321.5762,25.6582,52.2559,,,,,,,,
55.1035,32376.6797,26.2754,52.2598,,,,,,,,
54.4648,32431.1445,25.9785,52.375,,,,,,,,
55.1602,32486.3047,25.6582,52.1074,,,,,,,,
54.207,32540.5117,25.9277,52.1387,,,,,,,,
54.9453,32595.457,25.6328,52.0469,,,,,,,,
54.8301,32650.2871,25.9003,52.5958,,,,,,,,
56.0703,32706.3574,25.6289,52.8848,,,,,,,,
54.9903,32761.3477,26.0352,52.9199,,,,,,,,
55.6484,32816.9961,25.9414,52.5332,,,,,,,,
54.707,32871.7031,25.7109,52.5235,,,,,,,,
56.1289,32927.832,25.7305,52.9571,,,,,,,,
54.6992,32982.5312,25.6367,52.4649,,,,,,,,
55.9649,33038.4961,26.3476,52.8281,,,,,,,,
54.6484,33093.1445,25.8437,52.5195,,,,,,,,
55.7383,33148.8828,26.1367,52.4921,,,,,,,,
54.5234,33203.4062,25.6602,52.375,,,,,,,,
55.3438,33258.75,25.7188,52.4335,,,,,,,,
54.8711,33313.6211,26.1992,52.7304,,,,,,,,
55.3633,33368.9844,25.7031,52.1914,,,,,,,,
54.8398,33423.8242,25.7539,52.7305,,,,,,,,
55.4727,33479.2969,25.7031,52.4492,,,,,,,,
54.4023,33533.6992,25.5781,52.1641,,,,,,,,
55.7969,33589.4961,26.1445,52.7539,,,,,,,,
54.9492,33644.4453,25.8008,52.8632,,,,,,,,
55.8399,33700.2852,26.0391,52.4375,,,,,,,,
54.457,33754.7422,26.0938,52.2852,,,,,,,,
55.3008,33810.043,25.4844,52.3007,,,,,,,,
54.1523,33864.1953,25.4454,51.9258,,,,,,,,
55.4844,33919.6797,26.2656,52.418,,,,,,,,
54.957,33974.6367,25.9804,52.793,,,,,,,,
56.086,34030.7227,25.7813,52.9414,,,,,,,,
54.4335,34085.1562,26.1601,52.2695,,,,,,,,
55.1758,34140.332,25.8593,52.2695,,,,,,,,
54.4258,34194.7578,25.9844,52.2539,,,,,,,,
55.8164,34250.5742,25.9765,52.7227,,,,,,,,
54.6524,34305.2266,26.0195,52.6133,,,,,,,,
54.9609,34360.1875,25.8281,51.9492,,,,,,,,
54.2656,34414.4531,25.5039,52.0352,,,,,,,,
55.2227,34469.6758,25.461,52.2617,,,,,,,,
54.3711,34524.0469,25.4687,52.3124,,,,,,,,
55.539,34579.5859,25.8867,52.4219,,,,,,,,
54.3985,34633.9844,25.8282,52.3632,,,,,,,,
55.4531,34689.4375,25.6172,52.5273,,,,,,,,
54.9414,34744.3789,25.8672,52.7266,,,,,,,,
55.0352,34799.4141,26.1836,52.0781,,,,,,,,
54.4375,34853.8516,25.8125,52.3281,,,,,,,,
55.5976,34909.4492,25.914,52.461,,,,,,,,
54.9883,34964.4375,25.668,52.7735,,,,,,,,
54.9141,35019.3516,25.9336,51.9922,,,,,,,,
54.3164,35073.668,25.7422,52.1562,,,,,,,,
55.6406,35129.3086,25.8516,52.4961,,,,,,,,
54.4453,35183.7539,26.4453,52.3438,,,,,,,,
54.918,35238.6719,25.7266,51.875,,,,,,,,
54.7851,35293.457,25.9336,52.543,,,,,,,,
55.1446,35348.6016,25.5781,52.2266,,,,,,,,
54.3828,35402.9844,25.5508,52.3399,,,,,,,,
55.4336,35458.418,25.5351,52.3711,,,,,,,,
54.8047,35513.2227,25.5508,52.6641,,,,,,,,
55.5117,35568.7344,26.1093,52.3242,,,,,,,,
54.3672,35623.1016,25.6367,52.1446,,,,,,,,
55.5625,35678.6641,25.6836,52.5,,,,,,,,
54.5976,35733.2617,25.9766,52.5274,,,,,,,,
55.7891,35789.0508,25.7461,52.582,,,,,,,,
55.1797,35844.2305,26.0352,52.9492,,,,,,,,
55.5547,35899.7852,25.9609,52.3984,,,,,,,,
54.7695,35954.5547,25.6406,52.5585,,,,,,,,
55.3281,36009.8828,25.5156,52.1758,,,,,,,,
54.6758,36064.5586,25.4024,52.5273,,,,,,,,
55.7266,36120.2852,26.1328,52.6641,,,,,,,,
54.621,36174.9062,25.9414,52.457,,,,,,,,
55.7188,36230.625,25.7148,52.7149,,,,,,,,
54.2852,36284.9102,25.9882,52.1055,,,,,,,,
55.496,36340.4062,25.4922,52.2187,,,,,,,,
54.9102,36395.3164,25.3437,52.7226,,,,,,,,
55.5859,36450.9023,26.1211,52.5547,,,,,,,,
55.0782,36505.9805,25.7305,52.4532,,,,,,,,
56.0859,36562.0664,25.8203,52.961,,,,,,,,
54.707,36616.7734,25.4766,52.5312,,,,,,,,
55.5352,36672.3086,25.5078,52.4414,,,,,,,,
54.418,36726.7266,25.5664,52.3086,,,,,,,,
56.0781,36782.8047,25.9571,52.875,,,,,,,,
54.3672,36837.1719,25.8164,52.125,,,,,,,,
55.3554,36892.5273,25.8282,52.2656,,,,,,,,
54.2344,36946.7617,25.9492,52.1094,,,,,,,,
55.3711,37002.1328,25.6602,52.3047,,,,,,,,
54.2891,37056.4219,25.9453,52.0782,,,,,,,,
55.789,37112.2109,25.6992,52.6367,,,,,,,,
54.8008,37167.0117,25.7148,52.4414,,,,,,,,
55.5625,37222.5742,25.7227,52.3594,,,,,,,,
54.293,37276.8672,25.5938,52.1445,,,,,,,,
55.4414,37332.3086,25.457,52.3516,,,,,,,,
54.3476,37386.6562,26.043,52.1329,,,,,,,,
55.7774,37442.4336,25.7032,52.586,,,,,,,,
54.6367,37497.0703,25.832,52.5313,,,,,,,,
55.4883,37552.5586,25.625,52.3515,,,,,,,,
54.5156,37607.0742,25.6055,52.3672,,,,,,,,
55.6446,37662.7188,25.4219,52.6406,,,,,,,,
54.7851,37717.5039,26.1406,52.5469,,,,,,,,
55.7695,37773.2734,25.8203,52.4336,,,,,,,,
54.7539,37828.0273,26.0078,52.6679,,,,,,,,
55.6719,37883.6992,25.6719,52.6093,,,,,,,,
54.9024,37938.6016,25.6602,52.6485,,,,,,,,
55.3476,37993.9492,26.0079,52.3711,,,,,,,,
54.3711,38048.3203,25.8828,52.2032,,,,,,,,
55.6797,38104,26.0742,52.4688,,,,,,,,
55.0234,38159.0234,25.7071,52.8672,,,,,,,,
55.3282,38214.3516,25.6797,52.3125,,,,,,,,
54.7578,38269.1094,25.6289,52.4844,,,,,,,,
55.6523,38324.7617,25.8945,52.5117,,,,,,,,
54.6055,38379.3672,25.7461,52.2852,,,,,,,,
55.3906,38434.7578,25.668,52.1954,,,,,,,,
54.6914,38489.4492,25.6094,52.4531,,,,,,,,
55.5508,38545,25.3984,52.5156,,,,,,,,
54.7656,38599.7656,26.0468,52.4766,,,,,,,,
55.9961,38655.7617,25.8632,52.7188,,,,,,,,
54.4336,38710.1953,25.668,52.3633,,,,,,,,
55.457,38765.6523,25.8477,52.4336,,,,,,,,
54.5821,38820.2344,25.4844,52.3906,,,,,,,,
55.2304,38875.4648,25.5859,52.3282,,,,,,,,
54.2969,38929.7617,26.0508,52.1171,,,,,,,,
55.6641,38985.4258,25.7656,52.2422,,,,,,,,
54.418,39039.8438,25.832,52.2539,,,,,,,,
54.9843,39094.8281,25.3711,52.0508,,,,,,,,
54.6758,39149.5039,25.5039,52.4179,,,,,,,,
55.582,39205.0859,25.543,52.5625,,,,,,,,
54.4961,39259.582,26.0429,52.3711,,,,,,,,
55.6914,39315.2734,26.0312,52.4688,,,,,,,,
54.875,39370.1484,25.7149,52.7578,,,,,,,,
55.3477,39425.4961,25.5898,52.3945,,,,,,,,
54.7187,39480.2148,25.8711,52.457,,,,,,,,
55.4688,39535.6836,26.0937,52.3711,,,,,,,,
54.8437,39590.5273,25.7812,52.6992,,,,,,,,
55.5665,39646.0938,25.7851,52.4414,,,,,,,,
54.5624,39700.6562,25.8164,52.3946,,,,,,,,
54.8477,39755.5039,25.6875,51.9531,,,,,,,,
54.5117,39810.0156,26.125,52.4335,,,,,,,,
55.8594,39865.875,26.1367,52.6914,,,,,,,,
54.6875,39920.5625,25.8984,52.6367,,,,,,,,
55.3789,39975.9414,26,52.5273,,,,,,,,
54.4492,40030.3906,25.5117,52.2266,,,,,,,,
55.1914,40085.582,25.8008,52.3125,,,,,,,,
54.418,40140,25.4922,52.3437,,,,,,,,
55.5547,40195.5547,26.1132,52.3985,,,,,,,,
54.5391,40250.0938,25.6836,52.4297,,,,,,,,
55.2226,40305.3164,25.9024,52.3516,,,,,,,,
54.8672,40360.1836,25.5195,52.6133,,,,,,,,
55.6406,40415.8242,25.8672,52.5743,,,,,,,,
54.5039,40470.3281,26.1524,52.418,,,,,,,,
55.4297,40525.7578,26.0312,52.3555,,,,,,,,
54.5781,40580.3359,26.3008,52.3907,,,,,,,,
55.5703,40635.9062,25.9296,52.6563,,,,,,,,
54.7618,40690.668,25.5313,52.6367,,,,,,,,
55.582,40746.25,25.5586,52.3828,,,,,,,,
54.9258,40801.1758,26.0234,52.8593,,,,,,,,
55.6719,40856.8477,26.1367,52.5899,,,,,,,,
54.5625,40911.4102,25.7773,52.3437,,,,,,,,
55.3437,40966.7539,25.4844,52.4376,,,,,,,,
54.168,41020.9219,25.5664,52.0937,,,,,,,,
55.6719,41076.5938,25.6719,52.4922,,,,,,,,
54.7773,41131.3711,26.0352,52.7344,,,,,,,,
55.7695,41187.1406,25.8477,52.6992,,,,,,,,
54.7149,41241.8555,25.6055,52.4883,,,,,,,,
55.6797,41297.5352,25.4687,52.6797,,,,,,,,
54.1679,41351.7031,25.7929,52.0859,,,,,,,,
55.9219,41407.625,26.1601,52.6094,,,,,,,,
55.0898,41462.7148,26.086,52.9141,,,,,,,,
55.3399,41518.0547,25.5937,52.4805,,,,,,,,
54.6836,41572.7383,26.0195,52.4688,,,,,,,,
55.8515,41628.5898,25.6563,52.5156,,,,,,,,
54.5274,41683.1172,25.3047,52.3555,,,,,,,,
55.6953,41738.8125,26.0586,52.2226,,,,,,,,
54.7813,41793.5938,26.1406,52.3086,,,,,,,,
55.3632,41848.957,26.0391,52.2813,,,,,,,,
54.4883,41903.4453,25.7226,52.3555,,,,,,,,
55.8672,41959.3125,25.5859,52.6602,,,,,,,,
54.8555,42014.168,25.5821,52.789,,,,,,,,
55.1211,42069.2891,25.8633,52.1992,,,,,,,,
55.0625,42124.3516,25.8165,52.7383,,,,,,,,
55.1796,42179.5312,25.7578,52.0586,,,,,,,,
54.0977,42233.6289,25.7851,51.9687,,,,,,,,
55.5899,42289.2188,25.3985,52.3945,,,,,,,,
54.1445,42343.3633,25.9414,51.9688,,,,,,,,
55.7656,42399.1289,25.8594,52.8047,,,,,,,,
54.7773,42453.9062,25.8164,52.5664,,,,,,,,
55.3008,42509.207,25.4336,52.0664,,,,,,,,
54.4883,42563.6953,25.7578,52.3477,,,,,,,,
32.9805,42596.6758,26.0078,29.6094,,,,,,,,
29.5664,42626.2422,26.1172,27.1836,,,,,,,,
29.5156,42655.7578,26.1562,27.2695,,,,,,,,
30.0234,42685.7812,25.9024,27.2929,,,,,,,,
28.8868,42714.668,25.8789,26.9492,,,,,,,,
28.8398,42743.5078,26.7656,26.8438,,,,,,,,
29.8594,42773.3672,26.4063,26.957,,,,,,,,
28.75,42802.1172,26.3047,26.6758,,,,,,,,
28.707,42830.8242,26.3359,26.6211,,,,,,,,
29.336,42860.1602,26.8398,26.664,,,,,,,,
29.0078,42889.168,26.3437,27.168,,,,,,,,
29.3593,42918.5273,26.4844,27.3984,,,,,,,,
29.7579,42948.2852,26.4921,26.9844,,,,,,,,
28.9648,42977.25,26.25,26.7813,,,,,,,,
29.582,43006.832,26.6094,27.1601,,,,,,,,
29.6289,43036.4609,26.5859,26.8164,,,,,,,,
28.6172,43065.0781,26.1172,26.6445,,,,,,,,
28.9571,43094.0352,26.5118,26.9766,,,,,,,,
29.2578,43123.293,26.6016,26.4297,,,,,,,,
28.375,43151.668,26.2891,26.3438,,,,,,,,
29.4453,43181.1133,26.6211,27.3399,,,,,,,,
30.082,43211.1953,26.3359,27.3516,,,,,,,,
28.9609,43240.1562,25.9883,27.125,,,,,,,,
28.836,43268.9922,26.5664,26.9102,,,,,,,,
29.7461,43298.7383,26.0703,26.9297,,,,,,,,
29.0586,43327.7969,26.207,26.8164,,,,,,,,
28.9101,43356.707,26.5938,26.7109,,,,,,,,
29.7149,43386.4219,26.2618,26.961,,,,,,,,
28.7187,43415.1406,26.082,26.8126,,,,,,,,
29.2852,43444.4258,26.6835,27.2657,,,,,,,,
30.0117,43474.4375,26.3476,27.1601,,,,,,,,
29.2422,43503.6797,26.2852,27.0274,,,,,,,,
29.0156,43532.6953,26.2734,26.7851,,,,,,,,
29.4805,43562.1758,26.4102,26.7383,,,,,,,,
28.5469,43590.7227,26.1719,26.6797,,,,,,,,
28.6054,43619.3281,26.457,26.5391,,,,,,,,
29.8281,43649.1562,26.3203,26.8789,,,,,,,,
28.7149,43677.8711,26.0977,26.5352,,,,,,,,
28.7891,43706.6602,26.2618,26.6211,,,,,,,,
30.0976,43736.7578,26.1132,27.3867,,,,,,,,
28.8984,43765.6562,26.0859,27,,,,,,,,
29.0079,43794.6641,26.3359,26.9453,,,,,,,,
29.5234,43824.1875,26.2461,26.6484,,,,,,,,
29.4219,43853.6094,26.0507,27.0938,,,,,,,,
29.1875,43882.7969,26.1954,26.8282,,,,,,,,
29.3672,43912.1641,26.4375,26.5547,,,,,,,,
28.6562,43940.8203,26.3594,26.7578,,,,,,,,
