latency,time,GPU1,GPU2,latency_sub,fps,time_sub,time_rel
29.2041,13744.6729,26.3945,27.124,29.3301,34.09466725,27552.1367,9379.1387
28.7373,13773.4102,26.3965,26.542,29.166,34.28649798,27581.3027,9408.3047
29.7011,13803.1113,26.0625,26.6269,30.1661,33.14979397,27611.4688,9438.4708
29.4229,13832.5342,26.3018,27.1758,29.5332,33.86019801,27641.002,9468.004
29.4326,13861.9668,26.6113,27.2812,29.4082,34.0041213,27670.4102,9497.4122
29.96,13891.9268,26.2403,27.0566,30.5293,32.75541857,27700.9395,9527.9415
28.8925,13920.8193,26.6679,26.831,29.457,33.9477883,27730.3965,9557.3985
29.4024,13950.2217,26.8359,27.2129,29.1133,34.34856234,27759.5098,9586.5118
29.8711,13980.0928,26.4092,26.8486,30.291,33.0131062,27789.8008,9616.8028
28.7226,14008.8154,26.125,26.6718,29.0898,34.3763106,27818.8906,9645.8926
29.2569,14038.0723,26.5762,27.0469,29.461,33.94317912,27848.3516,9675.3536
30.165,14068.2373,26.4101,27.2979,34.9511,28.61140279,27883.3027,9710.3047
28.9434,14097.1807,26.1348,26.9346,627.2422,1.594280487,28510.5449,10337.5469
29.1748,14126.3555,26.4844,27.0323,40.7754,24.52459081,28551.3203,10378.3223
29.9404,14156.2959,26.0801,27.0058,41.1289,24.31380368,28592.4492,10419.4512
29.1816,14185.4775,26.0576,26.9658,41.5606,24.06125032,28634.0098,10461.0118
29.1045,14214.582,26.1592,26.8809,39.7304,25.1696434,28673.7402,10500.7422
29.5176,14244.0996,26.3897,26.7353,40.3125,24.80620155,28714.0527,10541.0547
28.7588,14272.8584,26.0927,26.708,40.7539,24.53752892,28754.8066,10581.8086
29.3096,14302.168,26.2129,27.1836,40.4571,24.71754031,28795.2637,10622.2657
30.249,14332.417,26.0352,27.1475,40.0801,24.95003755,28835.3438,10662.3458
29.5684,14361.9854,26.0254,27.4111,41.5156,24.08733103,28876.8594,10703.8614
29.0986,14391.084,26.2491,26.9375,40.914,24.44151146,28917.7734,10744.7754
29.7051,14420.7891,26.3018,26.7939,40.1211,24.92454095,28957.8945,10784.8965
28.9912,14449.7803,26.6729,27.041,40.9825,24.40065882,28998.877,10825.879
28.833,14478.6133,26.1553,26.6943,42.3535,23.61079958,29041.2305,10868.2325
30.833,14509.4463,26.3964,27.5908,40.3554,24.7798312,29081.5859,10908.5879
29.5771,14539.0234,26.2626,27.336,41.4746,24.11114272,29123.0605,10950.0625
29.1397,14568.1631,26.0517,26.9327,40.8692,24.46830376,29163.9297,10990.9317
29.8467,14598.0098,26.4024,26.9033,42.2754,23.65441841,29206.2051,11033.2071
29.0693,14627.0791,26.3418,26.8818,40.5254,24.67588229,29246.7305,11073.7325
28.8711,14655.9502,26.3232,26.6777,40.6523,24.59885419,29287.3828,11114.3848
30.4131,14686.3633,26.1123,26.5498,39.9453,25.03423432,29327.3281,11154.3301
29.4082,14715.7715,26.1348,27.0645,41.2774,24.22633208,29368.6055,11195.6075
29.6113,14745.3828,26.0557,27.3281,40.4648,24.71283684,29409.0703,11236.0723
30.5908,14775.9736,25.9952,27.0625,40.5567,24.65683845,29449.627,11276.629
29.1719,14805.1455,26.4131,27.0302,41.7968,23.92527658,29491.4238,11318.4258
29.0147,14834.1602,26.0342,26.8086,41.1231,24.31723289,29532.5469,11359.5489
29.831,14863.9912,26.2686,26.7324,39.748,25.15849854,29572.2949,11399.2969
28.9727,14892.9639,26.3135,26.8809,41.5137,24.08843346,29613.8086,11440.8106
29.5927,14922.5566,26.1182,27.4746,40.1914,24.88094468,29654,11481.002
30.1231,14952.6797,26.2452,27.1348,40.5332,24.67113379,29694.5332,11521.5352
29.291,14981.9707,25.9599,27.2666,42.5938,23.47759533,29737.127,11564.129
29.2139,15011.1846,25.9805,26.9854,39.9257,25.04652392,29777.0527,11604.0547
30.0127,15041.1973,26.0186,26.916,40.3672,24.77258765,29817.4199,11644.4219
28.9453,15070.1426,26.333,26.8115,41.377,24.16801605,29858.7969,11685.7989
29.0068,15099.1494,26.582,26.8204,41.9863,23.81729278,29900.7832,11727.7852
30.1963,15129.3457,26.4922,27.333,39.9336,25.041569,29940.7168,11767.7188
29.3066,15158.6523,26.0674,27.2236,41.1523,24.29997837,29981.8691,11808.8711
29.3428,15187.9951,26.3242,27.1396,39.8497,25.0942918,30021.7188,11848.7208
29.9033,15217.8984,26.1426,26.9356,40.9433,24.42402054,30062.6621,11889.6641
29.1455,15247.0439,26.1025,27.038,40.6914,24.57521737,30103.3535,11930.3555
28.8868,15275.9307,26.3457,26.7656,40.3731,24.76896746,30143.7266,11970.7286
30.4414,15306.3721,26.0635,27.6211,40.9453,24.42282753,30184.6719,12011.6739
29.3076,15335.6797,26.0069,27.2618,40.8711,24.46716629,30225.543,12052.545
28.9336,15364.6133,26.2812,26.8164,39.9668,25.02076724,30265.5098,12092.5118
29.8838,15394.4971,26.0293,26.9395,41.0351,24.36938133,30306.5449,12133.5469
29.0527,15423.5498,26.2724,26.959,41.6797,23.99249515,30348.2246,12175.2266
28.9941,15452.5439,26.2002,26.8828,40.1387,24.91361205,30388.3633,12215.3653
30.1563,15482.7002,26.2002,27.2402,40.7265,24.5540373,30429.0898,12256.0918
31.0117,15513.7119,26.086,27.4229,41.2696,24.23091089,30470.3594,12297.3614
29.7158,15543.4277,26.083,27.0635,40.0293,24.9817009,30510.3887,12337.3907
30.2764,15573.7041,26.0303,26.8672,40.7734,24.52579378,30551.1621,12378.1641
29.1221,15602.8262,26.1035,27.0068,41.2031,24.27001852,30592.3652,12419.3672
29.3896,15632.2158,26.0528,27.1592,39.9922,25.00487595,30632.3574,12459.3594
30.2608,15662.4766,26.3389,26.7178,40.0508,24.96829027,30672.4082,12499.4102
28.7763,15691.2529,26.2099,26.7217,40.7441,24.54343083,30713.1523,12540.1543
29.6963,15720.9492,26.1699,27.4747,40.0137,24.99144043,30753.166,12580.168
30.5488,15751.498,26.1299,27.0957,40.6797,24.58228551,30793.8457,12620.8477
29.4454,15780.9434,26.3809,27.3574,41.4473,24.12702396,30835.293,12662.295
29.3779,15810.3213,26.0635,27.1777,41.1015,24.33001229,30876.3945,12703.3965
30.1269,15840.4482,26.3076,27.2549,41.0801,24.3426866,30917.4746,12744.4766
28.96,15869.4082,26.292,26.8613,40.8399,24.48585819,30958.3145,12785.3165
29.0674,15898.4756,26.0977,26.8428,40.3457,24.78578882,30998.6602,12825.6622
29.9971,15928.4727,26.2246,27.0322,40.6836,24.57992901,31039.3438,12866.3458
29.2627,15957.7354,26.251,27.1758,40.9062,24.44617197,31080.25,12907.252
29.5078,15987.2432,26.4366,27.2598,39.9668,25.02076724,31120.2168,12947.2188
30.2666,16017.5098,26.0976,27.1972,41.084,24.34037582,31161.3008,12988.3028
29.0449,16046.5547,26.2021,26.9229,40.5781,24.64383498,31201.8789,13028.8809
29.1025,16075.6572,26.6738,26.8702,40.8574,24.47537043,31242.7363,13069.7383
30.1739,16105.8311,26.2783,27.1484,42.5391,23.5077846,31285.2754,13112.2774
29.4863,16135.3174,26.1836,27.3359,41.0898,24.33694007,31326.3652,13153.3672
29.2627,16164.5801,26.3819,27.1016,40.125,24.92211838,31366.4902,13193.4922
29.8213,16194.4014,26.1846,26.8965,39.8555,25.09063994,31406.3457,13233.3477
29.1728,16223.5742,26.4375,27.0391,42.2969,23.6423946,31448.6426,13275.6446
28.8252,16252.3994,26.5098,26.5996,42.2187,23.68618645,31490.8613,13317.8633
29.7129,16282.1123,26.1201,26.669,40.5449,24.66401446,31531.4062,13358.4082
29.6065,16311.7188,26.0547,27.5225,41.2598,24.2366662,31572.666,13399.668
29.4394,16341.1582,26.2509,27.2539,41.6738,23.9958919,31614.3398,13441.3418
29.7969,16370.9551,26.3242,26.9522,39.6719,25.20675844,31654.0117,13481.0137
29.0781,16400.0332,25.9453,26.9766,40.5586,24.65568338,31694.5703,13521.5723
29.2422,16429.2754,26.0391,26.8301,39.8535,25.09189908,31734.4238,13561.4258
29.8867,16459.1621,26.5566,26.7422,40.6035,24.62841873,31775.0273,13602.0293
28.8613,16488.0234,26.209,26.6934,41.334,24.19315817,31816.3613,13643.3633
29.4336,16517.457,26.0137,27.2461,40.377,24.76657503,31856.7383,13683.7403
30.418,16547.875,26.3223,27.4551,41.3144,24.20463567,31898.0527,13725.0547
29.166,16577.041,26.2364,27.1015,42.7559,23.38858497,31940.8086,13767.8106
29.0899,16606.1309,26.0352,26.9043,40.8496,24.48004387,31981.6582,13808.6602
30.3906,16636.5215,26.2304,27.0762,41.8809,23.87723282,32023.5391,13850.5411
28.7578,16665.2793,26.0118,26.7051,40.8086,24.50463873,32064.3477,13891.3497
28.8203,16694.0996,26.1133,26.7032,42.5488,23.50242545,32106.8965,13933.8985
30.9141,16725.0137,27.1074,27.375,40.6582,24.59528459,32147.5547,13974.5567
29.4238,16754.4375,26.6016,27.4355,43.9355,22.76063775,32191.4902,14018.4922
29.1895,16783.627,26.0918,26.9844,41.9649,23.82943841,32233.4551,14060.4571
30.455,16814.082,25.9258,26.9648,43.6699,22.89906778,32277.125,14104.127
28.8262,16842.9082,26.6153,26.7715,40.8145,24.50109642,32317.9395,14144.9415
29.3555,16872.2637,26.1562,27.0507,41.5996,24.03869268,32359.5391,14186.5411
30.4648,16902.7285,26.1172,27.4336,41.0859,24.33925021,32400.625,14227.627
29.3106,16932.0391,26.334,27.2344,40.3672,24.77258765,32440.9922,14267.9942
29.1875,16961.2266,26.0977,26.9726,40.582,24.64146666,32481.5742,14308.5762
29.9668,16991.1934,26.1407,26.9024,41.8125,23.91629297,32523.3867,14350.3887
28.9707,17020.1641,26.2637,26.8593,40.1778,24.88936676,32563.5645,14390.5665
29.1464,17049.3105,26.2149,27.0469,41.3437,24.18748201,32604.9082,14431.9102
29.5489,17078.8594,26.0059,26.75,42.8027,23.36301215,32647.7109,14474.7129
29.2051,17108.0645,26.4843,27.1504,40.5079,24.68654263,32688.2188,14515.2208
29.3535,17137.418,26.5684,27.207,40.5332,24.67113379,32728.752,14555.754
29.8711,17167.2891,26.4649,26.8067,40.7519,24.53873316,32769.5039,14596.5059
29.3593,17196.6484,25.9512,27.291,40.8281,24.49293501,32810.332,14637.334
29.1914,17225.8398,26.4629,27.0879,40.2305,24.8567629,32850.5625,14677.5645
29.8379,17255.6777,26.416,26.8242,40.9219,24.43679301,32891.4844,14718.4864
29.418,17285.0957,26.125,27.3242,39.8008,25.12512311,32931.2852,14758.2872
29.5137,17314.6094,26.6446,27.291,41.621,24.02633286,32972.9062,14799.9082
30.2344,17344.8438,26.0429,27.1621,41.129,24.31374456,33014.0352,14841.0372
28.9335,17373.7773,26.1992,26.8613,41.4726,24.11230547,33055.5078,14882.5098
29.3965,17403.1738,26.8028,27.2168,40.4922,24.69611431,33096,14923.002
30.2793,17433.4531,25.9042,27.2715,40.7031,24.56815329,33136.7031,14963.7051
29,17462.4531,26.0488,26.8809,40.2696,24.83262809,33176.9727,15003.9747
29.5938,17492.0469,26.3711,27.3399,40.832,24.49059561,33217.8047,15044.8067
30.2363,17522.2832,26.2695,27.2129,40.5391,24.66754319,33258.3438,15085.3458
29.3906,17551.6738,26.0117,27.2676,40.1874,24.88342117,33298.5312,15125.5332
29.3086,17580.9824,26.1504,27.0722,39.6876,25.19678691,33338.2188,15165.2208
29.9297,17610.9121,26.4844,27.0195,41.4257,24.13960416,33379.6445,15206.6465
29.1953,17640.1074,26.3457,27.0117,40.1914,24.88094468,33419.8359,15246.8379
29.2461,17669.3535,26.1641,26.9922,40.1719,24.89302224,33460.0078,15287.0098
30.4219,17699.7754,26.4824,27.1563,40.8516,24.47884538,33500.8594,15327.8614
29.7148,17729.4902,26.2539,27.1817,41.125,24.31610942,33541.9844,15368.9864
29.5684,17759.0586,26.0859,27.3555,40.1914,24.88094468,33582.1758,15409.1778
30.0039,17789.0625,26.5235,26.8282,40.7773,24.52344809,33622.9531,15449.9551
29.2402,17818.3027,26.6152,27.1133,40.0977,24.93908628,33663.0508,15490.0528
29.1407,17847.4434,26.5938,26.8496,40.8515,24.4789053,33703.9023,15530.9043
30.5586,17878.002,26.1308,27.0742,43.1211,23.19050303,33747.0234,15574.0254
29.3945,17907.3965,26.5352,27.2852,40.8946,24.45310628,33787.918,15614.92
29.3711,17936.7676,25.9453,27.1035,40.6484,24.60121432,33828.5664,15655.5684
29.7617,17966.5293,26.4707,26.873,42.0274,23.79400106,33870.5938,15697.5958
29.1484,17995.6777,26.459,27.043,40.3242,24.79900407,33910.918,15737.92
29.0879,18024.7656,26.1211,26.8145,40.0273,24.98294914,33950.9453,15777.9473
29.8535,18054.6191,26.0722,26.8398,41.2617,24.23555016,33992.207,15819.209
29.3106,18083.9297,26.1738,26.7989,40.6172,24.62011168,34032.8242,15859.8262
29.5976,18113.5273,26.2109,27.3086,42.4375,23.5640648,34075.2617,15902.2637
30.3028,18143.8301,26.0918,27.1972,41.1602,24.29531441,34116.4219,15943.4239
29.1679,18172.998,26.0703,27.1016,41.957,23.83392521,34158.3789,15985.3809
29.2286,18202.2266,26.6836,26.8301,40.3359,24.79181077,34198.7148,16025.7168
29.9922,18232.2188,26.375,26.9395,41.375,24.16918429,34240.0898,16067.0918
28.9179,18261.1367,26.0723,26.8105,40.5704,24.64851222,34280.6602,16107.6622
28.9375,18290.0742,26.4238,26.8028,40.4218,24.73912592,34321.082,16148.084
30.3457,18320.4199,26.3222,27.3887,40.9063,24.44611221,34361.9883,16188.9903
29.3438,18349.7637,26.293,27.2324,39.9609,25.02446141,34401.9492,16228.9512
29.2402,18379.0039,26.3907,26.8985,40.336,24.79174931,34442.2852,16269.2872
30.0703,18409.0742,26.0644,27.0039,43.3281,23.0797104,34485.6133,16312.6153
29.5176,18438.5918,26.0293,27.4004,40.4805,24.70325218,34526.0938,16353.0958
28.8633,18467.4551,26.5391,26.7382,40.4765,24.70569343,34566.5703,16393.5723
29.6953,18497.1504,26.4434,26.8536,41.168,24.29071123,34607.7383,16434.7403
29.1758,18526.3262,26.3047,27.1758,40.3125,24.80620155,34648.0508,16475.0528
29.5761,18555.9023,26.2109,27.3008,40.9375,24.42748092,34688.9883,16515.9903
29.8594,18585.7617,26.5664,26.9102,40.6211,24.61774792,34729.6094,16556.6114
28.7637,18614.5254,26.4083,26.8106,40.4687,24.71045524,34770.0781,16597.0801
29.125,18643.6504,26.0879,27.0019,41.2071,24.26766261,34811.2852,16638.2872
29.8437,18673.4941,26.8301,27.0449,41.496,24.09870831,34852.7812,16679.7832
29.1211,18702.6152,26.6231,27.1133,40.1602,24.9002744,34892.9414,16719.9434
29.3047,18731.9199,26.4121,27.1133,41.2578,24.23784109,34934.1992,16761.2012
30.5293,18762.4492,26.7657,27.3613,41.875,23.88059701,34976.0742,16803.0762
29.1758,18791.625,26.2597,27.1367,40.8399,24.48585819,35016.9141,16843.9161
29.1465,18820.7715,25.9063,27.168,39.6953,25.19189929,35056.6094,16883.6114
29.9883,18850.7598,26.252,27.1386,42.2812,23.65117357,35098.8906,16925.8926
28.832,18879.5918,26.0762,26.8574,41.4766,24.10998009,35140.3672,16967.3692
29.7187,18909.3105,26.1055,27.4317,41.664,24.0015361,35182.0312,17009.0332
30.5918,18939.9023,26.3653,27.3281,41.3243,24.198837,35223.3555,17050.3575
29.0313,18968.9336,26.5371,27.0019,39.7734,25.14243188,35263.1289,17090.1309
28.9238,18997.8574,26.0762,26.8086,40.7383,24.54692513,35303.8672,17130.8692
30.5703,19028.4277,26.0469,27.3808,42.8516,23.3363515,35346.7188,17173.7208
29.252,19057.6797,26.418,27.2383,40.6289,24.61302177,35387.3477,17214.3497
29.2949,19086.9746,26.1289,26.998,40.6328,24.61065937,35427.9805,17254.9825
30.0078,19116.9824,25.9512,26.9433,41.6328,24.01952307,35469.6133,17296.6153
29.0117,19145.9941,26.4063,26.9434,40.9805,24.40184966,35510.5938,17337.5958
28.959,19174.9531,26.6269,26.7754,39.8437,25.09807071,35550.4375,17377.4395
30.2793,19205.2324,26.0664,27.3965,40.9492,24.4205015,35591.3867,17418.3887
29.4785,19234.7109,26.3496,27.2812,40.9531,24.41817591,35632.3398,17459.3418
29.3809,19264.0918,26.6699,27.0782,40.5938,24.63430376,35672.9336,17499.9356
29.877,19293.9688,26.6465,26.8183,41.5469,24.06918446,35714.4805,17541.4825
29.33,19323.2988,26.293,27.2754,41.7148,23.97230719,35756.1953,17583.1973
29.2989,19352.5977,26.4316,27.205,40.8242,24.49527486,35797.0195,17624.0215
29.9687,19382.5664,26.2011,27.0586,42.293,23.64457475,35839.3125,17666.3145
28.9024,19411.4688,26.0605,26.8457,40.9648,24.41120181,35880.2773,17707.2793
29.1816,19440.6504,26.6328,26.8574,40.4883,24.69849314,35920.7656,17747.7676
29.8594,19470.5098,26.1738,26.8476,42.6133,23.4668519,35963.3789,17790.3809
29.4668,19499.9766,26.4551,27.4512,39.9766,25.01463356,36003.3555,17830.3575
29.2226,19529.1992,26.7207,27.0996,42.1953,23.69932196,36045.5508,17872.5528
30.0059,19559.2051,26.5059,27.0606,40.6797,24.58228551,36086.2305,17913.2325
29.1543,19588.3594,25.9687,27.0273,40.3828,24.76301792,36126.6133,17953.6153
29.3515,19617.7109,25.9473,27.0703,40.5664,24.65094265,36167.1797,17994.1817
29.8399,19647.5508,26.4668,26.8633,41.3125,24.20574887,36208.4922,18035.4942
29.5293,19677.0801,26.3457,27.5078,40.6758,24.58464247,36249.168,18076.17
29.5117,19706.5918,26.166,27.3008,40.2968,24.81586627,36289.4648,18116.4668
30.4102,19737.002,26.4297,27.2559,41.5118,24.08953599,36330.9766,18157.9786
28.9472,19765.9492,26.1113,26.8868,40.1523,24.90517355,36371.1289,18198.1309
28.9278,19794.877,26.4414,26.623,40.4805,24.70325218,36411.6094,18238.6114
29.9511,19824.8281,26.5859,26.9082,41.0234,24.37633156,36452.6328,18279.6348
28.7969,19853.625,26.2461,26.7695,40.3477,24.78456021,36492.9805,18319.9825
28.7832,19882.4082,26.0664,26.6387,40.9062,24.44617197,36533.8867,18360.8887
30.1211,19912.5293,26.4961,27.1406,40.7266,24.55397701,36574.6133,18401.6153
29.2812,19941.8105,26.2558,27.1855,40.6367,24.60829743,36615.25,18442.252
29.5547,19971.3652,26.1269,27.2539,40.8164,24.4999559,36656.0664,18483.0684
30.2637,20001.6289,26.3496,26.9355,41.5859,24.04661195,36697.6523,18524.6543
29.1094,20030.7383,26.4941,27.0879,40.7461,24.54222613,36738.3984,18565.4004
28.8574,20059.5957,26.1778,26.7422,40.6641,24.59171603,36779.0625,18606.0645
30.8691,20090.4648,26.1425,27.3046,41.1875,24.27921093,36820.25,18647.252
29.5215,20119.9863,26.4472,27.4746,41.2148,24.26312878,36861.4648,18688.4668
29.209,20149.1953,26.0879,26.8808,40.5782,24.64377424,36902.043,18729.045
30.0547,20179.25,26.2031,26.9746,41.375,24.16918429,36943.418,18770.42
28.9883,20208.2383,26.3945,26.9395,39.9804,25.01225601,36983.3984,18810.4004
29.3027,20237.541,26.5274,27.1133,40.0352,24.97801934,37023.4336,18850.4356
30.1992,20267.7402,26.0039,27.3379,40.8476,24.48124247,37064.2812,18891.2832
29.1055,20296.8457,26.3613,27.0508,40.418,24.74145183,37104.6992,18931.7012
29.2871,20326.1328,26.3789,27.1387,40.5742,24.64620375,37145.2734,18972.2754
29.7637,20355.8965,26.2851,26.8789,42.5078,23.52509422,37187.7812,19014.7832
29.1445,20385.041,26.3476,26.9843,39.8399,25.10046461,37227.6211,19054.6231
29.1992,20414.2402,26.5566,27.0332,40.2656,24.83509497,37267.8867,19094.8887
29.8594,20444.0996,26.2519,26.9297,41.2031,24.27001852,37309.0898,19136.0918
29.3633,20473.4629,26.1426,27.2929,40.4063,24.74861593,37349.4961,19176.4981
29.4004,20502.8633,26.2461,27.2109,40.5898,24.6367314,37390.0859,19217.0879
30.2793,20533.1426,25.9453,27.2168,41.7422,23.95657153,37431.8281,19258.8301
28.7597,20561.9023,26.3047,26.7695,40.3867,24.76062664,37472.2148,19299.2168
29.2481,20591.1504,26.4824,27.0312,40.1954,24.87846868,37512.4102,19339.4122
29.9082,20621.0586,26.1015,27.0488,42.8007,23.36410386,37555.2109,19382.2129
29.0801,20650.1387,26.2637,26.9688,40.3789,24.76540966,37595.5898,19422.5918
29.7285,20679.8672,26.2969,27.3125,40.0157,24.99019135,37635.6055,19462.6075
29.8183,20709.6855,26.6015,27.1113,41.2578,24.23784109,37676.8633,19503.8653
29.0977,20738.7832,26.3672,27.1094,40.1992,24.87611694,37717.0625,19544.0645
29.0469,20767.8301,26.3789,26.914,41.0703,24.34849514,37758.1328,19585.1348
29.9258,20797.7559,26.4785,27.1817,40.9922,24.39488488,37799.125,19626.127
29.3515,20827.1074,26.3418,27.2285,40.2852,24.82301192,37839.4102,19666.4122
29.4317,20856.5391,26.3144,27.1601,40.1523,24.90517355,37879.5625,19706.5645
30.7285,20887.2676,26.3809,26.8438,40.543,24.66517031,37920.1055,19747.1075
29.125,20916.3926,26.33,27.086,40.8047,24.50698081,37960.9102,19787.9122
28.8613,20945.2539,26.1465,26.8047,40.1015,24.93672307,38001.0117,19828.0137
30.8164,20976.0703,26.3926,27.4726,40.375,24.76780186,38041.3867,19868.3887
29.3809,21005.4512,26.5528,27.3222,40.3906,24.75823583,38081.7773,19908.7793
29.5898,21035.041,26.1914,27.207,40.9532,24.41811629,38122.7305,19949.7325
30.459,21065.5,26.1445,27.0762,40.5312,24.67235118,38163.2617,19990.2637
28.873,21094.373,26.5703,26.8633,,,,
29.3243,21123.6973,25.9942,27.1348,,,,
29.7715,21153.4688,26.1113,26.918,,,,
29.5,21182.9688,26.666,27.4356,,,,
29.5214,21212.4902,26,27.1915,,,,
30.293,21242.7832,26.1582,27.2539,,,,
29.1035,21271.8867,26.4336,27.0449,,,,
29.1094,21300.9961,26.5312,27.0254,,,,
29.8711,21330.8672,26.3085,27.127,,,,
28.8711,21359.7383,26.4434,26.8457,,,,
29.5859,21389.3242,26.4766,27.2832,,,,
29.9512,21419.2754,26.4082,26.9492,,,,
29.2246,21448.5,26.0039,27.0117,,,,
28.9941,21477.4941,26.4785,26.916,,,,
29.9844,21507.4785,26.2207,27.2071,,,,
29.2149,21536.6934,26.291,27.2109,,,,
29.5839,21566.2773,26.3262,27.2364,,,,
30.2598,21596.5371,26.2227,27.3496,,,,
28.9297,21625.4668,26.1718,26.8457,,,,
28.9629,21654.4297,26.584,26.8418,,,,
29.9394,21684.3691,26.4199,27.1816,,,,
29.2227,21713.5918,26.1289,27.2129,,,,
29.2227,21742.8145,26.2422,26.9043,,,,
29.6621,21772.4766,26.834,26.8301,,,,
29.4257,21801.9023,26.5195,27.4043,,,,
29.3282,21831.2305,26.0996,27.1699,,,,
29.8496,21861.0801,26.4726,26.9844,,,,
29.3887,21890.4688,26.7109,27.3262,,,,
29.2832,21919.752,26.1523,27.0957,,,,
29.8906,21949.6426,26.4219,26.8008,,,,
29.7793,21979.4219,26.0781,27.7109,,,,
29.2754,22008.6973,26.0137,27.2696,,,,
29.8047,22038.502,26.4297,27.0703,,,,
29.0371,22067.5391,26.5606,26.9629,,,,
29.1035,22096.6426,25.871,26.8242,,,,
29.916,22126.5586,26.7383,26.7539,,,,
29.3008,22155.8594,26.8164,27.2129,,,,
29.4336,22185.293,26.2402,27.291,,,,
30.4043,22215.6973,26.0899,27.2227,,,,
28.83,22244.5273,26.7617,26.7714,,,,
29.2207,22273.748,25.9454,27.0372,,,,
29.6739,22303.4219,26.0136,26.8301,,,,
28.8496,22332.2715,26.248,26.8828,,,,
29.2578,22361.5293,26.3652,27.2441,,,,
29.8223,22391.3516,25.9512,27.0176,,,,
29.4804,22420.832,26.4765,27.3086,,,,
29.1348,22449.9668,26.1797,26.707,,,,
29.7695,22479.7363,26.0567,26.8164,,,,
28.9141,22508.6504,26.3535,26.9082,,,,
29.0293,22537.6797,26.3633,26.9258,,,,
30.1836,22567.8633,26.3008,27.3125,,,,
29.2578,22597.1211,26.3008,27.25,,,,
29.2656,22626.3867,26.6348,27.084,,,,
29.6231,22656.0098,26.1504,26.8028,,,,
29.1464,22685.1562,26.0137,27.2285,,,,
29.2071,22714.3633,26.5235,27.1289,,,,
30.0429,22744.4062,26.2305,27.1114,,,,
29.0567,22773.4629,26.039,27.1055,,,,
29.0742,22802.5371,26.6816,26.9356,,,,
29.6016,22832.1387,26.4649,26.8086,,,,
29.5488,22861.6875,26.1445,27.6231,,,,
29.209,22890.8965,26.418,27.1601,,,,
29.7207,22920.6172,26.3828,26.9453,,,,
28.9629,22949.5801,26.2578,26.7969,,,,
29.1855,22978.7656,26.0567,26.9238,,,,
29.836,23008.6016,26.4551,27.043,,,,
29.5234,23038.125,26.7696,27.3106,,,,
29.4434,23067.5684,26.2637,27.3496,,,,
30.2695,23097.8379,26.4589,27.2305,,,,
28.8672,23126.7051,26.1133,26.9121,,,,
28.9961,23155.7012,26.1563,26.8398,,,,
29.9121,23185.6133,26.3379,26.9434,,,,
28.8242,23214.4375,26.3907,26.8828,,,,
29.4609,23243.8984,26.0039,27.2422,,,,
30.7891,23274.6875,26.4942,27.6641,,,,
29.3301,23304.0176,26.1738,27.2188,,,,
29.3398,23333.3574,26.1719,27.0293,,,,
30.6953,23364.0527,26.2695,27.1113,,,,
29.1446,23393.1973,26.4512,27.0996,,,,
28.9472,23422.1445,25.8418,26.9219,,,,
30.1309,23452.2754,26.0684,27.3184,,,,
29.3672,23481.6426,26.291,27.2305,,,,
28.9629,23510.6055,26.0371,26.7227,,,,
30.0136,23540.6191,26.4766,27.0977,,,,
29.2344,23569.8535,26.5645,27.1992,,,,
29.2246,23599.0781,26.1113,27.1348,,,,
30.0137,23629.0918,26.0156,27.1191,,,,
28.998,23658.0898,26.416,26.875,,,,
29.4082,23687.498,26.627,27.0781,,,,
29.5684,23717.0664,26.6817,26.7539,,,,
29.2109,23746.2773,26.1797,27.2305,,,,
29.2422,23775.5195,26.6074,27.1269,,,,
30.1641,23805.6836,26.291,27.3848,,,,
28.8887,23834.5723,26.0312,26.8828,,,,
29.3515,23863.9238,26.5567,27.1875,,,,
29.6465,23893.5703,26.25,26.9629,,,,
29.3711,23922.9414,26.0801,27.3223,,,,
29.5488,23952.4902,26.7637,27.5293,,,,
30.1153,23982.6055,26.1133,27.293,,,,
29.1015,24011.707,26.0371,26.9942,,,,
29.2852,24040.9922,25.9082,27.1075,,,,
29.8691,24070.8613,26.834,27.0254,,,,
28.7461,24099.6074,26.4395,26.7656,,,,
29.127,24128.7344,26.0313,27.0703,,,,
30.0215,24158.7559,26.7402,27.1797,,,,
29.4961,24188.252,26.2988,27.496,,,,
29.1113,24217.3633,26.0254,26.9961,,,,
30.0039,24247.3672,26.7207,26.916,,,,
28.9082,24276.2754,26.2402,26.9883,,,,
28.8125,24305.0879,26.2383,26.7421,,,,
30.4902,24335.5781,26.5683,27.4805,,,,
29.5254,24365.1035,26.3692,27.3378,,,,
29.1914,24394.2949,25.9629,27.0586,,,,
30.0742,24424.3691,26.2539,27.1269,,,,
28.9903,24453.3594,26.5254,26.9864,,,,
29.1523,24482.5117,26.3691,27.1015,,,,
30.8711,24513.3828,26.1914,27.4122,,,,
29.4981,24542.8809,26.4336,27.3613,,,,
29.2461,24572.127,26.2422,27.1153,,,,
29.6152,24601.7422,25.9883,26.8164,,,,
29.0039,24630.7461,26.3125,27.0449,,,,
29.1152,24659.8613,25.9043,27.1465,,,,
29.6973,24689.5586,26.4062,26.8418,,,,
29.5195,24719.0781,26.375,27.2656,,,,
29.2989,24748.377,26.125,27.0586,,,,
30.2089,24778.5859,26.1465,27.3086,,,,
28.8672,24807.4531,26.7949,27.0351,,,,
28.9649,24836.418,26.6211,26.9121,,,,
29.9746,24866.3926,26.1993,27.1777,,,,
