timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:13:20.771, Tesla T4, 0, 59 %, 175 MiB, 76.10 W
2024/01/07 19:13:20.777, Tesla T4, 1, 71 %, 173 MiB, 75.13 W
2024/01/07 19:13:20.781, Tesla T4, 2, 85 %, 173 MiB, 77.44 W
2024/01/07 19:13:20.787, Tesla T4, 3, 56 %, 173 MiB, 73.21 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:13:21.594, Tesla T4, 0, 56 %, 175 MiB, 70.03 W
2024/01/07 19:13:21.605, Tesla T4, 1, 71 %, 173 MiB, 54.25 W
2024/01/07 19:13:21.610, Tesla T4, 2, 86 %, 173 MiB, 67.56 W
2024/01/07 19:13:21.615, Tesla T4, 3, 56 %, 173 MiB, 62.99 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:13:22.423, Tesla T4, 0, 57 %, 175 MiB, 51.84 W
2024/01/07 19:13:22.428, Tesla T4, 1, 74 %, 173 MiB, 60.46 W
2024/01/07 19:13:22.438, Tesla T4, 2, 87 %, 173 MiB, 67.38 W
2024/01/07 19:13:22.443, Tesla T4, 3, 59 %, 173 MiB, 50.97 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:13:23.255, Tesla T4, 0, 59 %, 175 MiB, 60.58 W
2024/01/07 19:13:23.268, Tesla T4, 1, 75 %, 173 MiB, 67.96 W
2024/01/07 19:13:23.274, Tesla T4, 2, 87 %, 173 MiB, 74.80 W
2024/01/07 19:13:23.279, Tesla T4, 3, 60 %, 173 MiB, 59.03 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:13:24.096, Tesla T4, 0, 60 %, 175 MiB, 75.71 W
2024/01/07 19:13:24.101, Tesla T4, 1, 75 %, 173 MiB, 71.67 W
2024/01/07 19:13:24.106, Tesla T4, 2, 87 %, 173 MiB, 77.35 W
2024/01/07 19:13:24.117, Tesla T4, 3, 58 %, 173 MiB, 75.33 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:13:24.925, Tesla T4, 0, 55 %, 175 MiB, 74.75 W
2024/01/07 19:13:24.930, Tesla T4, 1, 74 %, 173 MiB, 83.78 W
2024/01/07 19:13:24.935, Tesla T4, 2, 85 %, 173 MiB, 77.11 W
2024/01/07 19:13:24.947, Tesla T4, 3, 56 %, 173 MiB, 83.00 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:13:25.754, Tesla T4, 0, 56 %, 175 MiB, 62.35 W
2024/01/07 19:13:25.759, Tesla T4, 1, 71 %, 173 MiB, 69.59 W
2024/01/07 19:13:25.764, Tesla T4, 2, 84 %, 173 MiB, 58.18 W
2024/01/07 19:13:25.769, Tesla T4, 3, 56 %, 173 MiB, 81.23 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:13:26.582, Tesla T4, 0, 56 %, 175 MiB, 70.18 W
2024/01/07 19:13:26.587, Tesla T4, 1, 74 %, 173 MiB, 61.91 W
2024/01/07 19:13:26.592, Tesla T4, 2, 86 %, 173 MiB, 64.82 W
2024/01/07 19:13:26.597, Tesla T4, 3, 56 %, 173 MiB, 61.64 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:13:27.409, Tesla T4, 0, 58 %, 175 MiB, 52.90 W
2024/01/07 19:13:27.416, Tesla T4, 1, 74 %, 173 MiB, 51.97 W
2024/01/07 19:13:27.421, Tesla T4, 2, 87 %, 173 MiB, 68.63 W
2024/01/07 19:13:27.426, Tesla T4, 3, 57 %, 173 MiB, 55.67 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:13:28.240, Tesla T4, 0, 58 %, 175 MiB, 53.64 W
2024/01/07 19:13:28.245, Tesla T4, 1, 72 %, 173 MiB, 51.58 W
2024/01/07 19:13:28.250, Tesla T4, 2, 85 %, 173 MiB, 69.45 W
2024/01/07 19:13:28.255, Tesla T4, 3, 57 %, 173 MiB, 56.41 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:13:29.070, Tesla T4, 0, 58 %, 175 MiB, 53.54 W
2024/01/07 19:13:29.075, Tesla T4, 1, 73 %, 173 MiB, 65.97 W
2024/01/07 19:13:29.080, Tesla T4, 2, 87 %, 173 MiB, 68.73 W
2024/01/07 19:13:29.085, Tesla T4, 3, 56 %, 173 MiB, 56.50 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:13:29.903, Tesla T4, 0, 58 %, 175 MiB, 53.38 W
2024/01/07 19:13:29.908, Tesla T4, 1, 74 %, 173 MiB, 66.17 W
2024/01/07 19:13:29.913, Tesla T4, 2, 87 %, 173 MiB, 73.35 W
2024/01/07 19:13:29.924, Tesla T4, 3, 57 %, 173 MiB, 56.31 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:13:30.732, Tesla T4, 0, 58 %, 175 MiB, 52.67 W
2024/01/07 19:13:30.737, Tesla T4, 1, 74 %, 173 MiB, 69.55 W
2024/01/07 19:13:30.741, Tesla T4, 2, 87 %, 173 MiB, 75.71 W
2024/01/07 19:13:30.746, Tesla T4, 3, 57 %, 173 MiB, 49.93 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:13:31.556, Tesla T4, 0, 58 %, 175 MiB, 51.32 W
2024/01/07 19:13:31.561, Tesla T4, 1, 74 %, 173 MiB, 72.05 W
2024/01/07 19:13:31.567, Tesla T4, 2, 87 %, 173 MiB, 75.71 W
2024/01/07 19:13:31.572, Tesla T4, 3, 57 %, 173 MiB, 50.39 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:13:32.383, Tesla T4, 0, 58 %, 175 MiB, 49.87 W
2024/01/07 19:13:32.388, Tesla T4, 1, 74 %, 173 MiB, 71.76 W
2024/01/07 19:13:32.394, Tesla T4, 2, 87 %, 173 MiB, 75.23 W
2024/01/07 19:13:32.399, Tesla T4, 3, 60 %, 173 MiB, 52.87 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:13:33.212, Tesla T4, 0, 60 %, 175 MiB, 51.55 W
2024/01/07 19:13:33.218, Tesla T4, 1, 75 %, 173 MiB, 74.56 W
2024/01/07 19:13:33.224, Tesla T4, 2, 87 %, 173 MiB, 74.56 W
2024/01/07 19:13:33.229, Tesla T4, 3, 59 %, 173 MiB, 57.28 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:13:34.039, Tesla T4, 0, 59 %, 175 MiB, 51.16 W
2024/01/07 19:13:34.045, Tesla T4, 1, 74 %, 173 MiB, 74.32 W
2024/01/07 19:13:34.053, Tesla T4, 2, 87 %, 173 MiB, 75.90 W
2024/01/07 19:13:34.058, Tesla T4, 3, 59 %, 173 MiB, 56.50 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:13:34.869, Tesla T4, 0, 60 %, 175 MiB, 51.16 W
2024/01/07 19:13:34.874, Tesla T4, 1, 74 %, 173 MiB, 75.04 W
2024/01/07 19:13:34.880, Tesla T4, 2, 86 %, 173 MiB, 75.52 W
2024/01/07 19:13:34.885, Tesla T4, 3, 59 %, 173 MiB, 50.97 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:13:35.697, Tesla T4, 0, 58 %, 175 MiB, 53.35 W
2024/01/07 19:13:35.704, Tesla T4, 1, 73 %, 173 MiB, 74.08 W
2024/01/07 19:13:35.709, Tesla T4, 2, 87 %, 173 MiB, 76.10 W
2024/01/07 19:13:35.715, Tesla T4, 3, 57 %, 173 MiB, 52.96 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:13:36.524, Tesla T4, 0, 59 %, 175 MiB, 53.06 W
2024/01/07 19:13:36.530, Tesla T4, 1, 74 %, 173 MiB, 75.14 W
2024/01/07 19:13:36.540, Tesla T4, 2, 84 %, 173 MiB, 75.61 W
