timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 18:28:31.116, Tesla T4, 0, 45 %, 165 MiB, 61.06 W
2024/01/07 18:28:31.120, Tesla T4, 1, 46 %, 129 MiB, 52.45 W
2024/01/07 18:28:31.125, Tesla T4, 2, 48 %, 129 MiB, 63.12 W
2024/01/07 18:28:31.129, Tesla T4, 3, 37 %, 129 MiB, 58.24 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 18:28:31.934, Tesla T4, 0, 45 %, 165 MiB, 63.66 W
2024/01/07 18:28:31.940, Tesla T4, 1, 46 %, 129 MiB, 55.32 W
2024/01/07 18:28:31.945, Tesla T4, 2, 48 %, 129 MiB, 62.78 W
2024/01/07 18:28:31.949, Tesla T4, 3, 37 %, 129 MiB, 55.57 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 18:28:32.750, Tesla T4, 0, 45 %, 165 MiB, 56.31 W
2024/01/07 18:28:32.754, Tesla T4, 1, 45 %, 129 MiB, 61.71 W
2024/01/07 18:28:32.760, Tesla T4, 2, 48 %, 129 MiB, 60.71 W
2024/01/07 18:28:32.764, Tesla T4, 3, 37 %, 129 MiB, 54.80 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 18:28:33.567, Tesla T4, 0, 44 %, 165 MiB, 47.90 W
2024/01/07 18:28:33.572, Tesla T4, 1, 42 %, 129 MiB, 63.06 W
2024/01/07 18:28:33.576, Tesla T4, 2, 48 %, 129 MiB, 53.96 W
2024/01/07 18:28:33.580, Tesla T4, 3, 37 %, 129 MiB, 47.52 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 18:28:34.387, Tesla T4, 0, 44 %, 165 MiB, 57.62 W
2024/01/07 18:28:34.392, Tesla T4, 1, 46 %, 129 MiB, 55.99 W
2024/01/07 18:28:34.396, Tesla T4, 2, 48 %, 129 MiB, 61.87 W
2024/01/07 18:28:34.401, Tesla T4, 3, 37 %, 129 MiB, 55.73 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 18:28:35.207, Tesla T4, 0, 42 %, 165 MiB, 50.51 W
2024/01/07 18:28:35.211, Tesla T4, 1, 45 %, 129 MiB, 66.69 W
2024/01/07 18:28:35.217, Tesla T4, 2, 45 %, 129 MiB, 49.84 W
2024/01/07 18:28:35.221, Tesla T4, 3, 35 %, 129 MiB, 45.90 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 18:28:36.033, Tesla T4, 0, 45 %, 165 MiB, 59.75 W
2024/01/07 18:28:36.037, Tesla T4, 1, 46 %, 129 MiB, 54.83 W
2024/01/07 18:28:36.041, Tesla T4, 2, 48 %, 129 MiB, 60.21 W
2024/01/07 18:28:36.045, Tesla T4, 3, 37 %, 129 MiB, 52.61 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 18:28:36.847, Tesla T4, 0, 49 %, 165 MiB, 52.87 W
2024/01/07 18:28:36.853, Tesla T4, 1, 45 %, 129 MiB, 66.07 W
2024/01/07 18:28:36.857, Tesla T4, 2, 52 %, 129 MiB, 57.50 W
2024/01/07 18:28:36.862, Tesla T4, 3, 41 %, 129 MiB, 50.58 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 18:28:37.668, Tesla T4, 0, 45 %, 165 MiB, 60.23 W
2024/01/07 18:28:37.672, Tesla T4, 1, 46 %, 129 MiB, 57.99 W
2024/01/07 18:28:37.676, Tesla T4, 2, 49 %, 129 MiB, 62.58 W
