timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 18:33:53.418, Tesla T4, 0, 49 %, 175 MiB, 48.87 W
2024/01/07 18:33:53.423, Tesla T4, 1, 59 %, 173 MiB, 51.48 W
2024/01/07 18:33:53.441, Tesla T4, 2, 70 %, 173 MiB, 77.59 W
2024/01/07 18:33:53.449, Tesla T4, 3, 49 %, 173 MiB, 76.14 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 18:33:54.255, Tesla T4, 0, 51 %, 175 MiB, 70.37 W
2024/01/07 18:33:54.261, Tesla T4, 1, 62 %, 173 MiB, 74.41 W
2024/01/07 18:33:54.266, Tesla T4, 2, 73 %, 173 MiB, 60.36 W
2024/01/07 18:33:54.276, Tesla T4, 3, 54 %, 173 MiB, 62.60 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 18:33:55.082, Tesla T4, 0, 46 %, 175 MiB, 46.97 W
2024/01/07 18:33:55.090, Tesla T4, 1, 58 %, 173 MiB, 62.70 W
2024/01/07 18:33:55.095, Tesla T4, 2, 73 %, 173 MiB, 56.76 W
2024/01/07 18:33:55.102, Tesla T4, 3, 48 %, 173 MiB, 50.61 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 18:33:55.913, Tesla T4, 0, 51 %, 175 MiB, 56.50 W
2024/01/07 18:33:55.919, Tesla T4, 1, 63 %, 173 MiB, 56.09 W
2024/01/07 18:33:55.923, Tesla T4, 2, 74 %, 173 MiB, 83.16 W
2024/01/07 18:33:55.933, Tesla T4, 3, 52 %, 173 MiB, 81.52 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 18:33:56.739, Tesla T4, 0, 54 %, 175 MiB, 80.36 W
2024/01/07 18:33:56.745, Tesla T4, 1, 64 %, 173 MiB, 70.65 W
2024/01/07 18:33:56.753, Tesla T4, 2, 71 %, 173 MiB, 73.55 W
2024/01/07 18:33:56.761, Tesla T4, 3, 47 %, 173 MiB, 64.54 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 18:33:57.569, Tesla T4, 0, 49 %, 175 MiB, 50.51 W
2024/01/07 18:33:57.574, Tesla T4, 1, 63 %, 173 MiB, 78.11 W
2024/01/07 18:33:57.582, Tesla T4, 2, 69 %, 173 MiB, 69.36 W
2024/01/07 18:33:57.591, Tesla T4, 3, 47 %, 173 MiB, 47.35 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 18:33:58.398, Tesla T4, 0, 47 %, 175 MiB, 58.40 W
2024/01/07 18:33:58.403, Tesla T4, 1, 59 %, 173 MiB, 48.00 W
2024/01/07 18:33:58.412, Tesla T4, 2, 70 %, 173 MiB, 59.75 W
2024/01/07 18:33:58.422, Tesla T4, 3, 52 %, 173 MiB, 55.86 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 18:33:59.230, Tesla T4, 0, 53 %, 175 MiB, 80.46 W
2024/01/07 18:33:59.234, Tesla T4, 1, 60 %, 173 MiB, 60.21 W
2024/01/07 18:33:59.239, Tesla T4, 2, 73 %, 173 MiB, 83.54 W
2024/01/07 18:33:59.243, Tesla T4, 3, 53 %, 173 MiB, 81.66 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 18:34:00.056, Tesla T4, 0, 51 %, 175 MiB, 60.38 W
2024/01/07 18:34:00.060, Tesla T4, 1, 62 %, 173 MiB, 84.02 W
2024/01/07 18:34:00.072, Tesla T4, 2, 73 %, 173 MiB, 71.82 W
