timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:53:49.071, Tesla T4, 0, 96 %, 191 MiB, 71.33 W
2024/01/07 19:53:49.089, Tesla T4, 1, 97 %, 155 MiB, 70.61 W
2024/01/07 19:53:49.095, Tesla T4, 2, 91 %, 155 MiB, 50.90 W
2024/01/07 19:53:49.100, Tesla T4, 3, 100 %, 155 MiB, 71.62 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:53:49.911, Tesla T4, 0, 96 %, 191 MiB, 71.43 W
2024/01/07 19:53:49.915, Tesla T4, 1, 98 %, 155 MiB, 69.31 W
2024/01/07 19:53:49.920, Tesla T4, 2, 91 %, 155 MiB, 65.69 W
2024/01/07 19:53:49.924, Tesla T4, 3, 100 %, 155 MiB, 68.49 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:53:50.734, Tesla T4, 0, 97 %, 191 MiB, 69.99 W
2024/01/07 19:53:50.739, Tesla T4, 1, 98 %, 155 MiB, 70.27 W
2024/01/07 19:53:50.743, Tesla T4, 2, 91 %, 155 MiB, 68.73 W
2024/01/07 19:53:50.748, Tesla T4, 3, 100 %, 155 MiB, 68.01 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:53:51.553, Tesla T4, 0, 97 %, 191 MiB, 71.10 W
2024/01/07 19:53:51.558, Tesla T4, 1, 97 %, 155 MiB, 70.90 W
2024/01/07 19:53:51.563, Tesla T4, 2, 91 %, 155 MiB, 69.40 W
2024/01/07 19:53:51.567, Tesla T4, 3, 100 %, 155 MiB, 69.31 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:53:52.377, Tesla T4, 0, 97 %, 191 MiB, 70.37 W
2024/01/07 19:53:52.382, Tesla T4, 1, 98 %, 155 MiB, 69.93 W
2024/01/07 19:53:52.386, Tesla T4, 2, 91 %, 155 MiB, 69.50 W
2024/01/07 19:53:52.390, Tesla T4, 3, 100 %, 155 MiB, 70.47 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:53:53.199, Tesla T4, 0, 95 %, 191 MiB, 71.67 W
2024/01/07 19:53:53.208, Tesla T4, 1, 96 %, 155 MiB, 71.76 W
2024/01/07 19:53:53.213, Tesla T4, 2, 91 %, 155 MiB, 73.07 W
2024/01/07 19:53:53.217, Tesla T4, 3, 100 %, 155 MiB, 71.14 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:53:54.025, Tesla T4, 0, 97 %, 191 MiB, 67.14 W
2024/01/07 19:53:54.031, Tesla T4, 1, 98 %, 155 MiB, 68.19 W
2024/01/07 19:53:54.036, Tesla T4, 2, 91 %, 155 MiB, 67.52 W
2024/01/07 19:53:54.040, Tesla T4, 3, 100 %, 155 MiB, 71.77 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:53:54.843, Tesla T4, 0, 96 %, 191 MiB, 68.39 W
2024/01/07 19:53:54.847, Tesla T4, 1, 97 %, 155 MiB, 69.69 W
2024/01/07 19:53:54.852, Tesla T4, 2, 91 %, 155 MiB, 69.79 W
2024/01/07 19:53:54.856, Tesla T4, 3, 100 %, 155 MiB, 70.18 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:53:55.659, Tesla T4, 0, 96 %, 191 MiB, 69.60 W
2024/01/07 19:53:55.666, Tesla T4, 1, 97 %, 155 MiB, 69.98 W
2024/01/07 19:53:55.671, Tesla T4, 2, 90 %, 155 MiB, 69.74 W
2024/01/07 19:53:55.675, Tesla T4, 3, 100 %, 155 MiB, 71.77 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:53:56.482, Tesla T4, 0, 96 %, 191 MiB, 69.07 W
2024/01/07 19:53:56.488, Tesla T4, 1, 98 %, 155 MiB, 70.32 W
2024/01/07 19:53:56.492, Tesla T4, 2, 91 %, 155 MiB, 70.42 W
2024/01/07 19:53:56.497, Tesla T4, 3, 100 %, 155 MiB, 69.31 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:53:57.301, Tesla T4, 0, 96 %, 191 MiB, 67.29 W
2024/01/07 19:53:57.305, Tesla T4, 1, 97 %, 155 MiB, 69.17 W
2024/01/07 19:53:57.316, Tesla T4, 2, 91 %, 155 MiB, 69.59 W
2024/01/07 19:53:57.320, Tesla T4, 3, 100 %, 155 MiB, 70.28 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:53:58.123, Tesla T4, 0, 97 %, 191 MiB, 66.91 W
2024/01/07 19:53:58.128, Tesla T4, 1, 98 %, 155 MiB, 70.71 W
2024/01/07 19:53:58.132, Tesla T4, 2, 92 %, 155 MiB, 69.93 W
2024/01/07 19:53:58.136, Tesla T4, 3, 100 %, 155 MiB, 67.72 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:53:58.939, Tesla T4, 0, 96 %, 191 MiB, 68.93 W
2024/01/07 19:53:58.947, Tesla T4, 1, 96 %, 155 MiB, 70.51 W
2024/01/07 19:53:58.952, Tesla T4, 2, 91 %, 155 MiB, 72.73 W
2024/01/07 19:53:58.956, Tesla T4, 3, 100 %, 155 MiB, 67.91 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:53:59.760, Tesla T4, 0, 97 %, 191 MiB, 67.20 W
2024/01/07 19:53:59.768, Tesla T4, 1, 98 %, 155 MiB, 71.76 W
2024/01/07 19:53:59.772, Tesla T4, 2, 91 %, 155 MiB, 72.63 W
2024/01/07 19:53:59.776, Tesla T4, 3, 100 %, 155 MiB, 69.89 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:54:00.579, Tesla T4, 0, 97 %, 191 MiB, 67.29 W
2024/01/07 19:54:00.584, Tesla T4, 1, 99 %, 155 MiB, 71.96 W
2024/01/07 19:54:00.588, Tesla T4, 2, 90 %, 155 MiB, 73.45 W
2024/01/07 19:54:00.598, Tesla T4, 3, 100 %, 155 MiB, 71.53 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:54:01.411, Tesla T4, 0, 96 %, 191 MiB, 70.18 W
