timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:01:41.809, Tesla T4, 0, 38 %, 287 MiB, 58.40 W
2024/01/07 19:01:41.816, Tesla T4, 1, 60 %, 285 MiB, 85.35 W
2024/01/07 19:01:41.820, Tesla T4, 2, 88 %, 285 MiB, 70.80 W
2024/01/07 19:01:41.831, Tesla T4, 3, 50 %, 285 MiB, 65.26 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:01:42.642, Tesla T4, 0, 37 %, 287 MiB, 42.08 W
2024/01/07 19:01:42.646, Tesla T4, 1, 60 %, 285 MiB, 78.21 W
2024/01/07 19:01:42.651, Tesla T4, 2, 88 %, 285 MiB, 69.25 W
2024/01/07 19:01:42.662, Tesla T4, 3, 49 %, 285 MiB, 53.35 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:01:43.476, Tesla T4, 0, 39 %, 287 MiB, 71.00 W
2024/01/07 19:01:43.480, Tesla T4, 1, 62 %, 285 MiB, 67.76 W
2024/01/07 19:01:43.488, Tesla T4, 2, 89 %, 285 MiB, 63.64 W
2024/01/07 19:01:43.495, Tesla T4, 3, 49 %, 285 MiB, 48.26 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:01:44.306, Tesla T4, 0, 39 %, 287 MiB, 42.73 W
2024/01/07 19:01:44.311, Tesla T4, 1, 62 %, 285 MiB, 56.21 W
2024/01/07 19:01:44.317, Tesla T4, 2, 89 %, 285 MiB, 72.58 W
2024/01/07 19:01:44.326, Tesla T4, 3, 46 %, 285 MiB, 79.98 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:01:45.135, Tesla T4, 0, 39 %, 287 MiB, 46.58 W
2024/01/07 19:01:45.139, Tesla T4, 1, 63 %, 285 MiB, 56.92 W
2024/01/07 19:01:45.146, Tesla T4, 2, 89 %, 285 MiB, 65.24 W
2024/01/07 19:01:45.157, Tesla T4, 3, 48 %, 285 MiB, 57.47 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:01:45.974, Tesla T4, 0, 38 %, 287 MiB, 42.27 W
2024/01/07 19:01:45.978, Tesla T4, 1, 62 %, 285 MiB, 83.30 W
2024/01/07 19:01:45.983, Tesla T4, 2, 89 %, 285 MiB, 70.71 W
2024/01/07 19:01:45.991, Tesla T4, 3, 49 %, 285 MiB, 47.06 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:01:46.801, Tesla T4, 0, 39 %, 287 MiB, 48.00 W
2024/01/07 19:01:46.807, Tesla T4, 1, 60 %, 285 MiB, 84.26 W
2024/01/07 19:01:46.811, Tesla T4, 2, 89 %, 285 MiB, 68.73 W
2024/01/07 19:01:46.820, Tesla T4, 3, 48 %, 285 MiB, 46.97 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:01:47.630, Tesla T4, 0, 39 %, 287 MiB, 56.41 W
2024/01/07 19:01:47.635, Tesla T4, 1, 60 %, 285 MiB, 76.29 W
2024/01/07 19:01:47.639, Tesla T4, 2, 88 %, 285 MiB, 69.40 W
2024/01/07 19:01:47.652, Tesla T4, 3, 47 %, 285 MiB, 61.54 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:01:48.471, Tesla T4, 0, 39 %, 287 MiB, 70.28 W
2024/01/07 19:01:48.475, Tesla T4, 1, 62 %, 285 MiB, 58.18 W
2024/01/07 19:01:48.479, Tesla T4, 2, 89 %, 285 MiB, 69.84 W
2024/01/07 19:01:48.484, Tesla T4, 3, 49 %, 285 MiB, 61.35 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:01:49.300, Tesla T4, 0, 38 %, 287 MiB, 57.08 W
2024/01/07 19:01:49.304, Tesla T4, 1, 62 %, 285 MiB, 69.69 W
2024/01/07 19:01:49.309, Tesla T4, 2, 89 %, 285 MiB, 68.92 W
2024/01/07 19:01:49.315, Tesla T4, 3, 48 %, 285 MiB, 42.18 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:01:50.125, Tesla T4, 0, 39 %, 287 MiB, 68.59 W
2024/01/07 19:01:50.130, Tesla T4, 1, 62 %, 285 MiB, 66.17 W
2024/01/07 19:01:50.136, Tesla T4, 2, 89 %, 285 MiB, 69.02 W
2024/01/07 19:01:50.145, Tesla T4, 3, 47 %, 285 MiB, 48.48 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:01:50.955, Tesla T4, 0, 39 %, 287 MiB, 56.50 W
2024/01/07 19:01:50.959, Tesla T4, 1, 63 %, 285 MiB, 74.41 W
2024/01/07 19:01:50.965, Tesla T4, 2, 88 %, 285 MiB, 66.40 W
2024/01/07 19:01:50.976, Tesla T4, 3, 49 %, 285 MiB, 64.78 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:01:51.795, Tesla T4, 0, 39 %, 287 MiB, 71.77 W
2024/01/07 19:01:51.800, Tesla T4, 1, 59 %, 285 MiB, 84.26 W
2024/01/07 19:01:51.805, Tesla T4, 2, 89 %, 285 MiB, 68.58 W
2024/01/07 19:01:51.811, Tesla T4, 3, 49 %, 285 MiB, 48.74 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:01:52.624, Tesla T4, 0, 38 %, 287 MiB, 49.61 W
2024/01/07 19:01:52.628, Tesla T4, 1, 59 %, 285 MiB, 53.32 W
2024/01/07 19:01:52.633, Tesla T4, 2, 89 %, 285 MiB, 68.48 W
2024/01/07 19:01:52.642, Tesla T4, 3, 49 %, 285 MiB, 43.99 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:01:53.451, Tesla T4, 0, 39 %, 287 MiB, 46.38 W
2024/01/07 19:01:53.456, Tesla T4, 1, 61 %, 285 MiB, 55.51 W
2024/01/07 19:01:53.460, Tesla T4, 2, 90 %, 285 MiB, 74.12 W
2024/01/07 19:01:53.465, Tesla T4, 3, 46 %, 285 MiB, 56.60 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:01:54.278, Tesla T4, 0, 40 %, 287 MiB, 57.82 W
2024/01/07 19:01:54.282, Tesla T4, 1, 62 %, 285 MiB, 62.58 W
2024/01/07 19:01:54.287, Tesla T4, 2, 90 %, 285 MiB, 69.73 W
2024/01/07 19:01:54.291, Tesla T4, 3, 48 %, 285 MiB, 54.38 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:01:55.105, Tesla T4, 0, 39 %, 287 MiB, 48.10 W
2024/01/07 19:01:55.110, Tesla T4, 1, 62 %, 285 MiB, 68.48 W
2024/01/07 19:01:55.116, Tesla T4, 2, 88 %, 285 MiB, 67.09 W
2024/01/07 19:01:55.123, Tesla T4, 3, 48 %, 285 MiB, 43.90 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:01:55.936, Tesla T4, 0, 39 %, 287 MiB, 62.70 W
2024/01/07 19:01:55.941, Tesla T4, 1, 62 %, 285 MiB, 73.98 W
2024/01/07 19:01:55.945, Tesla T4, 2, 89 %, 285 MiB, 67.67 W
