timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:11:37.508, Tesla T4, 0, 61 %, 165 MiB, 62.22 W
2024/01/07 19:11:37.513, Tesla T4, 1, 63 %, 129 MiB, 64.09 W
2024/01/07 19:11:37.517, Tesla T4, 2, 68 %, 129 MiB, 66.46 W
2024/01/07 19:11:37.521, Tesla T4, 3, 52 %, 129 MiB, 58.43 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:11:38.342, Tesla T4, 0, 63 %, 165 MiB, 66.66 W
2024/01/07 19:11:38.347, Tesla T4, 1, 63 %, 129 MiB, 62.93 W
2024/01/07 19:11:38.351, Tesla T4, 2, 69 %, 129 MiB, 64.28 W
2024/01/07 19:11:38.355, Tesla T4, 3, 52 %, 129 MiB, 60.81 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:11:39.182, Tesla T4, 0, 63 %, 165 MiB, 66.22 W
2024/01/07 19:11:39.186, Tesla T4, 1, 67 %, 129 MiB, 61.58 W
2024/01/07 19:11:39.190, Tesla T4, 2, 68 %, 129 MiB, 67.23 W
2024/01/07 19:11:39.195, Tesla T4, 3, 53 %, 129 MiB, 61.54 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:11:40.000, Tesla T4, 0, 62 %, 165 MiB, 67.14 W
2024/01/07 19:11:40.004, Tesla T4, 1, 65 %, 129 MiB, 62.06 W
2024/01/07 19:11:40.009, Tesla T4, 2, 68 %, 129 MiB, 65.59 W
2024/01/07 19:11:40.013, Tesla T4, 3, 52 %, 129 MiB, 61.25 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:11:40.818, Tesla T4, 0, 63 %, 165 MiB, 66.13 W
2024/01/07 19:11:40.822, Tesla T4, 1, 66 %, 129 MiB, 62.29 W
2024/01/07 19:11:40.826, Tesla T4, 2, 69 %, 129 MiB, 67.52 W
2024/01/07 19:11:40.831, Tesla T4, 3, 52 %, 129 MiB, 61.64 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:11:41.638, Tesla T4, 0, 63 %, 165 MiB, 67.43 W
2024/01/07 19:11:41.642, Tesla T4, 1, 64 %, 129 MiB, 63.32 W
2024/01/07 19:11:41.649, Tesla T4, 2, 68 %, 129 MiB, 65.78 W
2024/01/07 19:11:41.653, Tesla T4, 3, 52 %, 129 MiB, 61.54 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:11:42.457, Tesla T4, 0, 63 %, 165 MiB, 62.31 W
2024/01/07 19:11:42.462, Tesla T4, 1, 65 %, 129 MiB, 63.56 W
2024/01/07 19:11:42.466, Tesla T4, 2, 69 %, 129 MiB, 57.50 W
2024/01/07 19:11:42.470, Tesla T4, 3, 53 %, 129 MiB, 55.83 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:11:43.275, Tesla T4, 0, 63 %, 165 MiB, 67.58 W
2024/01/07 19:11:43.282, Tesla T4, 1, 65 %, 129 MiB, 71.38 W
2024/01/07 19:11:43.286, Tesla T4, 2, 69 %, 129 MiB, 69.31 W
2024/01/07 19:11:43.290, Tesla T4, 3, 53 %, 129 MiB, 60.87 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:11:44.095, Tesla T4, 0, 62 %, 165 MiB, 59.65 W
2024/01/07 19:11:44.099, Tesla T4, 1, 63 %, 129 MiB, 59.15 W
2024/01/07 19:11:44.103, Tesla T4, 2, 66 %, 129 MiB, 62.00 W
2024/01/07 19:11:44.109, Tesla T4, 3, 52 %, 129 MiB, 52.83 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:11:44.915, Tesla T4, 0, 61 %, 165 MiB, 58.82 W
2024/01/07 19:11:44.920, Tesla T4, 1, 62 %, 129 MiB, 59.49 W
2024/01/07 19:11:44.924, Tesla T4, 2, 69 %, 129 MiB, 64.09 W
2024/01/07 19:11:44.928, Tesla T4, 3, 50 %, 129 MiB, 54.70 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:11:45.735, Tesla T4, 0, 63 %, 165 MiB, 67.05 W
2024/01/07 19:11:45.740, Tesla T4, 1, 64 %, 129 MiB, 69.59 W
2024/01/07 19:11:45.747, Tesla T4, 2, 67 %, 129 MiB, 64.86 W
2024/01/07 19:11:45.754, Tesla T4, 3, 52 %, 129 MiB, 60.96 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:11:46.562, Tesla T4, 0, 63 %, 165 MiB, 66.95 W
2024/01/07 19:11:46.566, Tesla T4, 1, 64 %, 129 MiB, 65.05 W
