timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 18:42:25.876, Tesla T4, 0, 91 %, 165 MiB, 71.09 W
2024/01/07 18:42:25.881, Tesla T4, 1, 0 %, 9 MiB, 36.43 W
2024/01/07 18:42:25.885, Tesla T4, 2, 0 %, 9 MiB, 34.97 W
2024/01/07 18:42:25.889, Tesla T4, 3, 0 %, 9 MiB, 35.82 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 18:42:26.696, Tesla T4, 0, 90 %, 165 MiB, 63.85 W
2024/01/07 18:42:26.702, Tesla T4, 1, 0 %, 9 MiB, 36.31 W
2024/01/07 18:42:26.706, Tesla T4, 2, 0 %, 9 MiB, 35.17 W
2024/01/07 18:42:26.710, Tesla T4, 3, 0 %, 9 MiB, 35.82 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 18:42:27.515, Tesla T4, 0, 92 %, 165 MiB, 71.24 W
2024/01/07 18:42:27.524, Tesla T4, 1, 0 %, 9 MiB, 36.33 W
2024/01/07 18:42:27.528, Tesla T4, 2, 0 %, 9 MiB, 34.87 W
2024/01/07 18:42:27.532, Tesla T4, 3, 0 %, 9 MiB, 35.82 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 18:42:28.335, Tesla T4, 0, 92 %, 165 MiB, 67.76 W
2024/01/07 18:42:28.340, Tesla T4, 1, 0 %, 9 MiB, 36.33 W
2024/01/07 18:42:28.344, Tesla T4, 2, 0 %, 9 MiB, 34.97 W
2024/01/07 18:42:28.348, Tesla T4, 3, 0 %, 9 MiB, 35.82 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 18:42:29.148, Tesla T4, 0, 92 %, 165 MiB, 72.01 W
2024/01/07 18:42:29.158, Tesla T4, 1, 0 %, 9 MiB, 36.31 W
2024/01/07 18:42:29.163, Tesla T4, 2, 0 %, 9 MiB, 34.97 W
2024/01/07 18:42:29.167, Tesla T4, 3, 0 %, 9 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 18:42:29.968, Tesla T4, 0, 92 %, 165 MiB, 72.87 W
2024/01/07 18:42:29.972, Tesla T4, 1, 0 %, 9 MiB, 36.60 W
2024/01/07 18:42:29.977, Tesla T4, 2, 0 %, 9 MiB, 34.97 W
2024/01/07 18:42:29.981, Tesla T4, 3, 0 %, 9 MiB, 36.02 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 18:42:30.781, Tesla T4, 0, 90 %, 165 MiB, 63.95 W
2024/01/07 18:42:30.790, Tesla T4, 1, 0 %, 9 MiB, 36.33 W
