timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:20:13.652, Tesla T4, 0, 100 %, 287 MiB, 72.78 W
2024/01/07 19:20:13.661, Tesla T4, 1, 0 %, 9 MiB, 36.41 W
2024/01/07 19:20:13.666, Tesla T4, 2, 0 %, 9 MiB, 34.97 W
2024/01/07 19:20:13.670, Tesla T4, 3, 0 %, 9 MiB, 36.02 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:20:14.475, Tesla T4, 0, 100 %, 287 MiB, 68.78 W
2024/01/07 19:20:14.481, Tesla T4, 1, 0 %, 9 MiB, 36.33 W
2024/01/07 19:20:14.485, Tesla T4, 2, 0 %, 9 MiB, 34.97 W
2024/01/07 19:20:14.489, Tesla T4, 3, 0 %, 9 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:20:15.296, Tesla T4, 0, 100 %, 287 MiB, 73.35 W
2024/01/07 19:20:15.302, Tesla T4, 1, 0 %, 9 MiB, 36.31 W
2024/01/07 19:20:15.306, Tesla T4, 2, 0 %, 9 MiB, 34.97 W
2024/01/07 19:20:15.310, Tesla T4, 3, 0 %, 9 MiB, 35.82 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:20:16.116, Tesla T4, 0, 100 %, 287 MiB, 67.91 W
2024/01/07 19:20:16.121, Tesla T4, 1, 0 %, 9 MiB, 36.21 W
2024/01/07 19:20:16.125, Tesla T4, 2, 0 %, 9 MiB, 35.07 W
2024/01/07 19:20:16.129, Tesla T4, 3, 0 %, 9 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:20:16.933, Tesla T4, 0, 100 %, 287 MiB, 73.79 W
2024/01/07 19:20:16.941, Tesla T4, 1, 0 %, 9 MiB, 36.31 W
2024/01/07 19:20:16.945, Tesla T4, 2, 0 %, 9 MiB, 34.97 W
2024/01/07 19:20:16.949, Tesla T4, 3, 0 %, 9 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:20:17.753, Tesla T4, 0, 100 %, 287 MiB, 63.76 W
2024/01/07 19:20:17.758, Tesla T4, 1, 0 %, 9 MiB, 36.31 W
2024/01/07 19:20:17.763, Tesla T4, 2, 0 %, 9 MiB, 34.97 W
2024/01/07 19:20:17.768, Tesla T4, 3, 0 %, 9 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:20:18.572, Tesla T4, 0, 100 %, 287 MiB, 73.60 W
2024/01/07 19:20:18.577, Tesla T4, 1, 0 %, 9 MiB, 36.43 W
2024/01/07 19:20:18.581, Tesla T4, 2, 0 %, 9 MiB, 34.97 W
2024/01/07 19:20:18.585, Tesla T4, 3, 0 %, 9 MiB, 36.02 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:20:19.388, Tesla T4, 0, 100 %, 287 MiB, 61.19 W
2024/01/07 19:20:19.393, Tesla T4, 1, 0 %, 9 MiB, 36.31 W
2024/01/07 19:20:19.397, Tesla T4, 2, 0 %, 9 MiB, 34.97 W
2024/01/07 19:20:19.403, Tesla T4, 3, 0 %, 9 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:20:20.209, Tesla T4, 0, 100 %, 287 MiB, 75.57 W
2024/01/07 19:20:20.216, Tesla T4, 1, 0 %, 9 MiB, 36.31 W
2024/01/07 19:20:20.220, Tesla T4, 2, 0 %, 9 MiB, 34.97 W
2024/01/07 19:20:20.226, Tesla T4, 3, 0 %, 9 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:20:21.030, Tesla T4, 0, 100 %, 287 MiB, 67.67 W
2024/01/07 19:20:21.036, Tesla T4, 1, 0 %, 9 MiB, 36.31 W
2024/01/07 19:20:21.040, Tesla T4, 2, 0 %, 9 MiB, 34.97 W
2024/01/07 19:20:21.044, Tesla T4, 3, 0 %, 9 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:20:21.849, Tesla T4, 0, 100 %, 287 MiB, 75.18 W
2024/01/07 19:20:21.856, Tesla T4, 1, 0 %, 9 MiB, 36.41 W
2024/01/07 19:20:21.860, Tesla T4, 2, 0 %, 9 MiB, 34.97 W
2024/01/07 19:20:21.864, Tesla T4, 3, 0 %, 9 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:20:22.663, Tesla T4, 0, 100 %, 287 MiB, 69.26 W
2024/01/07 19:20:22.668, Tesla T4, 1, 0 %, 9 MiB, 36.31 W
2024/01/07 19:20:22.672, Tesla T4, 2, 0 %, 9 MiB, 34.97 W
2024/01/07 19:20:22.676, Tesla T4, 3, 0 %, 9 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:20:23.503, Tesla T4, 0, 100 %, 287 MiB, 69.55 W
2024/01/07 19:20:23.515, Tesla T4, 1, 0 %, 9 MiB, 36.31 W
2024/01/07 19:20:23.519, Tesla T4, 2, 0 %, 9 MiB, 35.46 W
2024/01/07 19:20:23.523, Tesla T4, 3, 0 %, 9 MiB, 36.99 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:20:24.326, Tesla T4, 0, 100 %, 287 MiB, 65.36 W
2024/01/07 19:20:24.332, Tesla T4, 1, 0 %, 9 MiB, 36.33 W
2024/01/07 19:20:24.336, Tesla T4, 2, 0 %, 9 MiB, 35.07 W
2024/01/07 19:20:24.340, Tesla T4, 3, 0 %, 9 MiB, 36.02 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:20:25.140, Tesla T4, 0, 100 %, 287 MiB, 70.28 W
2024/01/07 19:20:25.145, Tesla T4, 1, 0 %, 9 MiB, 36.21 W
2024/01/07 19:20:25.149, Tesla T4, 2, 0 %, 9 MiB, 34.97 W
2024/01/07 19:20:25.153, Tesla T4, 3, 0 %, 9 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:20:25.956, Tesla T4, 0, 100 %, 287 MiB, 74.46 W
2024/01/07 19:20:25.962, Tesla T4, 1, 0 %, 9 MiB, 36.21 W
2024/01/07 19:20:25.966, Tesla T4, 2, 0 %, 9 MiB, 34.97 W
2024/01/07 19:20:25.970, Tesla T4, 3, 0 %, 9 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:20:26.769, Tesla T4, 0, 100 %, 287 MiB, 58.63 W
2024/01/07 19:20:26.775, Tesla T4, 1, 0 %, 9 MiB, 36.50 W
2024/01/07 19:20:26.779, Tesla T4, 2, 0 %, 9 MiB, 34.97 W
2024/01/07 19:20:26.784, Tesla T4, 3, 0 %, 9 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:20:27.587, Tesla T4, 0, 100 %, 287 MiB, 74.37 W
2024/01/07 19:20:27.592, Tesla T4, 1, 0 %, 9 MiB, 36.41 W
2024/01/07 19:20:27.597, Tesla T4, 2, 0 %, 9 MiB, 34.97 W
2024/01/07 19:20:27.601, Tesla T4, 3, 0 %, 9 MiB, 35.82 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:20:28.406, Tesla T4, 0, 100 %, 287 MiB, 68.88 W
2024/01/07 19:20:28.412, Tesla T4, 1, 0 %, 9 MiB, 36.33 W
2024/01/07 19:20:28.416, Tesla T4, 2, 0 %, 9 MiB, 34.97 W
2024/01/07 19:20:28.420, Tesla T4, 3, 0 %, 9 MiB, 36.02 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:20:29.223, Tesla T4, 0, 100 %, 287 MiB, 70.08 W
2024/01/07 19:20:29.228, Tesla T4, 1, 0 %, 9 MiB, 36.33 W
2024/01/07 19:20:29.234, Tesla T4, 2, 0 %, 9 MiB, 34.97 W
2024/01/07 19:20:29.238, Tesla T4, 3, 0 %, 9 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:20:30.040, Tesla T4, 0, 100 %, 287 MiB, 67.38 W
2024/01/07 19:20:30.050, Tesla T4, 1, 0 %, 9 MiB, 36.33 W
2024/01/07 19:20:30.056, Tesla T4, 2, 0 %, 9 MiB, 35.07 W
2024/01/07 19:20:30.060, Tesla T4, 3, 0 %, 9 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:20:30.857, Tesla T4, 0, 100 %, 287 MiB, 67.72 W
2024/01/07 19:20:30.862, Tesla T4, 1, 0 %, 9 MiB, 36.41 W
2024/01/07 19:20:30.867, Tesla T4, 2, 0 %, 9 MiB, 35.07 W
2024/01/07 19:20:30.871, Tesla T4, 3, 0 %, 9 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:20:31.674, Tesla T4, 0, 100 %, 287 MiB, 73.98 W
2024/01/07 19:20:31.679, Tesla T4, 1, 0 %, 9 MiB, 36.33 W
2024/01/07 19:20:31.683, Tesla T4, 2, 0 %, 9 MiB, 34.97 W
2024/01/07 19:20:31.687, Tesla T4, 3, 0 %, 9 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:20:32.495, Tesla T4, 0, 100 %, 287 MiB, 68.49 W
2024/01/07 19:20:32.500, Tesla T4, 1, 0 %, 9 MiB, 36.41 W
2024/01/07 19:20:32.504, Tesla T4, 2, 0 %, 9 MiB, 35.07 W
2024/01/07 19:20:32.508, Tesla T4, 3, 0 %, 9 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:20:33.316, Tesla T4, 0, 100 %, 287 MiB, 69.65 W
2024/01/07 19:20:33.328, Tesla T4, 1, 0 %, 9 MiB, 36.31 W
