timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:17:15.191, Tesla T4, 0, 100 %, 191 MiB, 67.38 W
2024/01/07 19:17:15.195, Tesla T4, 1, 0 %, 9 MiB, 36.70 W
2024/01/07 19:17:15.199, Tesla T4, 2, 0 %, 9 MiB, 35.36 W
2024/01/07 19:17:15.203, Tesla T4, 3, 0 %, 9 MiB, 36.31 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:17:16.011, Tesla T4, 0, 100 %, 191 MiB, 68.44 W
2024/01/07 19:17:16.017, Tesla T4, 1, 0 %, 9 MiB, 36.70 W
2024/01/07 19:17:16.021, Tesla T4, 2, 0 %, 9 MiB, 35.26 W
2024/01/07 19:17:16.025, Tesla T4, 3, 0 %, 9 MiB, 36.31 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:17:16.832, Tesla T4, 0, 100 %, 191 MiB, 72.39 W
2024/01/07 19:17:16.842, Tesla T4, 1, 0 %, 9 MiB, 36.70 W
2024/01/07 19:17:16.846, Tesla T4, 2, 0 %, 9 MiB, 35.46 W
2024/01/07 19:17:16.850, Tesla T4, 3, 0 %, 9 MiB, 36.31 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:17:17.655, Tesla T4, 0, 100 %, 191 MiB, 68.05 W
2024/01/07 19:17:17.659, Tesla T4, 1, 0 %, 9 MiB, 36.79 W
2024/01/07 19:17:17.663, Tesla T4, 2, 0 %, 9 MiB, 35.36 W
2024/01/07 19:17:17.667, Tesla T4, 3, 0 %, 9 MiB, 36.31 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:17:18.472, Tesla T4, 0, 100 %, 191 MiB, 67.96 W
2024/01/07 19:17:18.476, Tesla T4, 1, 0 %, 9 MiB, 36.70 W
2024/01/07 19:17:18.481, Tesla T4, 2, 0 %, 9 MiB, 35.36 W
2024/01/07 19:17:18.487, Tesla T4, 3, 0 %, 9 MiB, 36.50 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:17:19.289, Tesla T4, 0, 100 %, 191 MiB, 69.84 W
2024/01/07 19:17:19.293, Tesla T4, 1, 0 %, 9 MiB, 36.79 W
2024/01/07 19:17:19.297, Tesla T4, 2, 0 %, 9 MiB, 35.36 W
2024/01/07 19:17:19.302, Tesla T4, 3, 0 %, 9 MiB, 36.31 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:17:20.106, Tesla T4, 0, 100 %, 191 MiB, 70.95 W
2024/01/07 19:17:20.110, Tesla T4, 1, 0 %, 9 MiB, 36.70 W
2024/01/07 19:17:20.114, Tesla T4, 2, 0 %, 9 MiB, 35.26 W
2024/01/07 19:17:20.118, Tesla T4, 3, 0 %, 9 MiB, 36.31 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:17:20.925, Tesla T4, 0, 100 %, 191 MiB, 71.19 W
2024/01/07 19:17:20.931, Tesla T4, 1, 0 %, 9 MiB, 36.70 W
2024/01/07 19:17:20.935, Tesla T4, 2, 0 %, 9 MiB, 35.36 W
2024/01/07 19:17:20.939, Tesla T4, 3, 0 %, 9 MiB, 36.31 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:17:21.743, Tesla T4, 0, 100 %, 191 MiB, 67.47 W
2024/01/07 19:17:21.748, Tesla T4, 1, 0 %, 9 MiB, 36.60 W
2024/01/07 19:17:21.752, Tesla T4, 2, 0 %, 9 MiB, 35.26 W
2024/01/07 19:17:21.757, Tesla T4, 3, 0 %, 9 MiB, 36.31 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:17:22.561, Tesla T4, 0, 100 %, 191 MiB, 67.62 W
2024/01/07 19:17:22.569, Tesla T4, 1, 0 %, 9 MiB, 36.60 W
2024/01/07 19:17:22.573, Tesla T4, 2, 0 %, 9 MiB, 35.36 W
2024/01/07 19:17:22.579, Tesla T4, 3, 0 %, 9 MiB, 36.41 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:17:23.381, Tesla T4, 0, 100 %, 191 MiB, 69.93 W
2024/01/07 19:17:23.386, Tesla T4, 1, 0 %, 9 MiB, 36.70 W
2024/01/07 19:17:23.390, Tesla T4, 2, 0 %, 9 MiB, 35.26 W
2024/01/07 19:17:23.394, Tesla T4, 3, 0 %, 9 MiB, 36.31 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:17:24.201, Tesla T4, 0, 100 %, 191 MiB, 71.62 W
2024/01/07 19:17:24.205, Tesla T4, 1, 0 %, 9 MiB, 36.60 W
2024/01/07 19:17:24.209, Tesla T4, 2, 0 %, 9 MiB, 35.46 W
2024/01/07 19:17:24.213, Tesla T4, 3, 0 %, 9 MiB, 36.21 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:17:25.022, Tesla T4, 0, 100 %, 191 MiB, 71.53 W
2024/01/07 19:17:25.029, Tesla T4, 1, 0 %, 9 MiB, 36.79 W
2024/01/07 19:17:25.034, Tesla T4, 2, 0 %, 9 MiB, 35.36 W
2024/01/07 19:17:25.038, Tesla T4, 3, 0 %, 9 MiB, 36.31 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:17:25.842, Tesla T4, 0, 100 %, 191 MiB, 68.30 W
