timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 12:05:26.163, Tesla T4, 0, 0 %, 205 MiB, 39.29 W
2024/01/08 12:05:26.167, Tesla T4, 1, 0 %, 151 MiB, 36.41 W
2024/01/08 12:05:26.171, Tesla T4, 2, 0 %, 151 MiB, 35.92 W
2024/01/08 12:05:26.177, Tesla T4, 3, 0 %, 151 MiB, 37.55 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 12:05:26.980, Tesla T4, 0, 0 %, 205 MiB, 39.20 W
2024/01/08 12:05:26.984, Tesla T4, 1, 0 %, 151 MiB, 36.41 W
2024/01/08 12:05:26.988, Tesla T4, 2, 0 %, 151 MiB, 36.02 W
2024/01/08 12:05:26.992, Tesla T4, 3, 0 %, 151 MiB, 37.55 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 12:05:27.796, Tesla T4, 0, 31 %, 242 MiB, 66.76 W
2024/01/08 12:05:27.800, Tesla T4, 1, 63 %, 188 MiB, 54.16 W
2024/01/08 12:05:27.810, Tesla T4, 2, 85 %, 188 MiB, 55.03 W
2024/01/08 12:05:27.817, Tesla T4, 3, 55 %, 188 MiB, 55.25 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 12:05:28.631, Tesla T4, 0, 35 %, 242 MiB, 46.87 W
2024/01/08 12:05:28.635, Tesla T4, 1, 59 %, 188 MiB, 65.64 W
2024/01/08 12:05:28.643, Tesla T4, 2, 78 %, 188 MiB, 76.05 W
2024/01/08 12:05:28.650, Tesla T4, 3, 55 %, 188 MiB, 77.68 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 12:05:29.460, Tesla T4, 0, 29 %, 242 MiB, 54.70 W
2024/01/08 12:05:29.465, Tesla T4, 1, 64 %, 188 MiB, 47.64 W
2024/01/08 12:05:29.470, Tesla T4, 2, 79 %, 188 MiB, 67.23 W
2024/01/08 12:05:29.478, Tesla T4, 3, 47 %, 188 MiB, 50.55 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 12:05:30.292, Tesla T4, 0, 35 %, 242 MiB, 44.77 W
2024/01/08 12:05:30.296, Tesla T4, 1, 61 %, 188 MiB, 76.29 W
2024/01/08 12:05:30.301, Tesla T4, 2, 83 %, 188 MiB, 52.26 W
2024/01/08 12:05:30.307, Tesla T4, 3, 58 %, 188 MiB, 56.70 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 12:05:31.118, Tesla T4, 0, 34 %, 242 MiB, 51.93 W
2024/01/08 12:05:31.122, Tesla T4, 1, 66 %, 188 MiB, 63.89 W
2024/01/08 12:05:31.126, Tesla T4, 2, 81 %, 188 MiB, 60.65 W
2024/01/08 12:05:31.137, Tesla T4, 3, 52 %, 188 MiB, 45.71 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 12:05:31.951, Tesla T4, 0, 34 %, 242 MiB, 48.97 W
2024/01/08 12:05:31.960, Tesla T4, 1, 59 %, 188 MiB, 50.32 W
2024/01/08 12:05:31.965, Tesla T4, 2, 77 %, 188 MiB, 55.51 W
2024/01/08 12:05:31.969, Tesla T4, 3, 58 %, 188 MiB, 41.86 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 12:05:32.780, Tesla T4, 0, 32 %, 242 MiB, 44.57 W
