timestamp, gpu_name, gpu_uuid, pid, process_name, used_gpu_memory [MiB]
2024/01/08 11:33:19.262, Tesla T4, GPU-87d919c9-d4e2-db8e-3691-f5b47426987d, 33973, ./DemoServer, 95 MiB
2024/01/08 11:33:19.262, Tesla T4, GPU-87d919c9-d4e2-db8e-3691-f5b47426987d, 34015, ./RayTracer, 22 MiB
2024/01/08 11:33:19.264, Tesla T4, GPU-fc7bc37f-29bb-3276-910f-540f9c559c26, 33973, ./DemoServer, 90 MiB
2024/01/08 11:33:19.264, Tesla T4, GPU-4fc8bf83-32a8-a2d3-8347-53dd19683720, 33973, ./DemoServer, 90 MiB
2024/01/08 11:33:19.266, Tesla T4, GPU-6d291f29-3f44-1d44-f5ed-564c7debaf10, 33973, ./DemoServer, 90 MiB
timestamp, gpu_name, gpu_uuid, pid, process_name, used_gpu_memory [MiB]
2024/01/08 11:33:20.074, Tesla T4, GPU-87d919c9-d4e2-db8e-3691-f5b47426987d, 33973, ./DemoServer, 132 MiB
2024/01/08 11:33:20.074, Tesla T4, GPU-87d919c9-d4e2-db8e-3691-f5b47426987d, 34015, ./RayTracer, 22 MiB
2024/01/08 11:33:20.075, Tesla T4, GPU-fc7bc37f-29bb-3276-910f-540f9c559c26, 33973, ./DemoServer, 127 MiB
2024/01/08 11:33:20.076, Tesla T4, GPU-4fc8bf83-32a8-a2d3-8347-53dd19683720, 33973, ./DemoServer, 127 MiB
2024/01/08 11:33:20.078, Tesla T4, GPU-6d291f29-3f44-1d44-f5ed-564c7debaf10, 33973, ./DemoServer, 127 MiB
timestamp, gpu_name, gpu_uuid, pid, process_name, used_gpu_memory [MiB]
2024/01/08 11:33:20.886, Tesla T4, GPU-87d919c9-d4e2-db8e-3691-f5b47426987d, 33973, ./DemoServer, 132 MiB
2024/01/08 11:33:20.886, Tesla T4, GPU-87d919c9-d4e2-db8e-3691-f5b47426987d, 34015, ./RayTracer, 22 MiB
2024/01/08 11:33:20.887, Tesla T4, GPU-fc7bc37f-29bb-3276-910f-540f9c559c26, 33973, ./DemoServer, 127 MiB
2024/01/08 11:33:20.888, Tesla T4, GPU-4fc8bf83-32a8-a2d3-8347-53dd19683720, 33973, ./DemoServer, 127 MiB
2024/01/08 11:33:20.889, Tesla T4, GPU-6d291f29-3f44-1d44-f5ed-564c7debaf10, 33973, ./DemoServer, 127 MiB
timestamp, gpu_name, gpu_uuid, pid, process_name, used_gpu_memory [MiB]
2024/01/08 11:33:21.697, Tesla T4, GPU-87d919c9-d4e2-db8e-3691-f5b47426987d, 33973, ./DemoServer, 132 MiB
2024/01/08 11:33:21.697, Tesla T4, GPU-87d919c9-d4e2-db8e-3691-f5b47426987d, 34015, ./RayTracer, 22 MiB
2024/01/08 11:33:21.698, Tesla T4, GPU-fc7bc37f-29bb-3276-910f-540f9c559c26, 33973, ./DemoServer, 127 MiB
2024/01/08 11:33:21.699, Tesla T4, GPU-4fc8bf83-32a8-a2d3-8347-53dd19683720, 33973, ./DemoServer, 127 MiB
2024/01/08 11:33:21.700, Tesla T4, GPU-6d291f29-3f44-1d44-f5ed-564c7debaf10, 33973, ./DemoServer, 127 MiB
timestamp, gpu_name, gpu_uuid, pid, process_name, used_gpu_memory [MiB]
2024/01/08 11:33:22.508, Tesla T4, GPU-87d919c9-d4e2-db8e-3691-f5b47426987d, 33973, ./DemoServer, 132 MiB
2024/01/08 11:33:22.508, Tesla T4, GPU-87d919c9-d4e2-db8e-3691-f5b47426987d, 34015, ./RayTracer, 22 MiB
