timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:33:19.199, Tesla T4, 0, 0 %, 128 MiB, 39.49 W
2024/01/08 11:33:19.203, Tesla T4, 1, 0 %, 100 MiB, 36.41 W
2024/01/08 11:33:19.207, Tesla T4, 2, 0 %, 100 MiB, 35.92 W
2024/01/08 11:33:19.213, Tesla T4, 3, 0 %, 100 MiB, 37.45 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:33:20.016, Tesla T4, 0, 0 %, 165 MiB, 46.77 W
2024/01/08 11:33:20.020, Tesla T4, 1, 6 %, 138 MiB, 54.22 W
2024/01/08 11:33:20.024, Tesla T4, 2, 21 %, 138 MiB, 35.85 W
2024/01/08 11:33:20.029, Tesla T4, 3, 0 %, 138 MiB, 53.93 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:33:20.828, Tesla T4, 0, 40 %, 165 MiB, 48.51 W
2024/01/08 11:33:20.833, Tesla T4, 1, 56 %, 138 MiB, 60.62 W
2024/01/08 11:33:20.837, Tesla T4, 2, 75 %, 138 MiB, 70.75 W
2024/01/08 11:33:20.841, Tesla T4, 3, 50 %, 138 MiB, 59.26 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:33:21.639, Tesla T4, 0, 41 %, 165 MiB, 48.42 W
2024/01/08 11:33:21.644, Tesla T4, 1, 60 %, 138 MiB, 55.28 W
2024/01/08 11:33:21.648, Tesla T4, 2, 79 %, 138 MiB, 67.81 W
2024/01/08 11:33:21.652, Tesla T4, 3, 52 %, 138 MiB, 59.55 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:33:22.450, Tesla T4, 0, 40 %, 165 MiB, 52.90 W
2024/01/08 11:33:22.454, Tesla T4, 1, 58 %, 138 MiB, 54.16 W
2024/01/08 11:33:22.458, Tesla T4, 2, 75 %, 138 MiB, 68.53 W
2024/01/08 11:33:22.463, Tesla T4, 3, 50 %, 138 MiB, 60.23 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:33:23.262, Tesla T4, 0, 41 %, 165 MiB, 53.00 W
2024/01/08 11:33:23.267, Tesla T4, 1, 57 %, 138 MiB, 54.93 W
2024/01/08 11:33:23.271, Tesla T4, 2, 77 %, 138 MiB, 69.98 W
2024/01/08 11:33:23.275, Tesla T4, 3, 34 %, 138 MiB, 59.52 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:33:24.075, Tesla T4, 0, 43 %, 165 MiB, 53.64 W
2024/01/08 11:33:24.079, Tesla T4, 1, 59 %, 138 MiB, 59.01 W
2024/01/08 11:33:24.083, Tesla T4, 2, 80 %, 138 MiB, 68.29 W
2024/01/08 11:33:24.087, Tesla T4, 3, 54 %, 138 MiB, 60.19 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:33:24.887, Tesla T4, 0, 43 %, 165 MiB, 48.48 W
2024/01/08 11:33:24.891, Tesla T4, 1, 60 %, 138 MiB, 61.58 W
2024/01/08 11:33:24.895, Tesla T4, 2, 79 %, 138 MiB, 63.32 W
2024/01/08 11:33:24.899, Tesla T4, 3, 54 %, 138 MiB, 54.03 W
