timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 21:21:52.820, Tesla T4, 0, 93 %, 160 MiB, 63.81 W
2024/01/07 21:21:52.824, Tesla T4, 1, 100 %, 134 MiB, 69.64 W
2024/01/07 21:21:52.830, Tesla T4, 2, 100 %, 134 MiB, 67.13 W
2024/01/07 21:21:52.835, Tesla T4, 3, 90 %, 134 MiB, 62.16 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 21:21:53.637, Tesla T4, 0, 92 %, 160 MiB, 62.31 W
2024/01/07 21:21:53.641, Tesla T4, 1, 99 %, 134 MiB, 71.04 W
2024/01/07 21:21:53.645, Tesla T4, 2, 100 %, 134 MiB, 64.24 W
2024/01/07 21:21:53.649, Tesla T4, 3, 90 %, 134 MiB, 64.53 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 21:21:54.450, Tesla T4, 0, 94 %, 160 MiB, 62.51 W
2024/01/07 21:21:54.455, Tesla T4, 1, 98 %, 134 MiB, 67.90 W
2024/01/07 21:21:54.459, Tesla T4, 2, 100 %, 134 MiB, 65.73 W
2024/01/07 21:21:54.463, Tesla T4, 3, 91 %, 134 MiB, 64.01 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 21:21:55.263, Tesla T4, 0, 93 %, 160 MiB, 64.20 W
2024/01/07 21:21:55.267, Tesla T4, 1, 98 %, 134 MiB, 68.67 W
2024/01/07 21:21:55.271, Tesla T4, 2, 100 %, 134 MiB, 65.63 W
2024/01/07 21:21:55.275, Tesla T4, 3, 90 %, 134 MiB, 64.43 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 21:21:56.076, Tesla T4, 0, 63 %, 160 MiB, 36.50 W
2024/01/07 21:21:56.080, Tesla T4, 1, 0 %, 134 MiB, 36.99 W
2024/01/07 21:21:56.084, Tesla T4, 2, 68 %, 134 MiB, 35.36 W
2024/01/07 21:21:56.088, Tesla T4, 3, 19 %, 134 MiB, 36.41 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 21:21:56.892, Tesla T4, 0, 0 %, 160 MiB, 36.50 W
2024/01/07 21:21:56.897, Tesla T4, 1, 0 %, 134 MiB, 36.91 W
2024/01/07 21:21:56.901, Tesla T4, 2, 0 %, 134 MiB, 35.17 W
2024/01/07 21:21:56.905, Tesla T4, 3, 0 %, 134 MiB, 36.21 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 21:21:57.705, Tesla T4, 0, 0 %, 160 MiB, 36.41 W
2024/01/07 21:21:57.709, Tesla T4, 1, 0 %, 134 MiB, 36.82 W
2024/01/07 21:21:57.714, Tesla T4, 2, 0 %, 134 MiB, 35.26 W
2024/01/07 21:21:57.718, Tesla T4, 3, 0 %, 134 MiB, 36.21 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 21:21:58.516, Tesla T4, 0, 0 %, 160 MiB, 36.50 W
2024/01/07 21:21:58.520, Tesla T4, 1, 0 %, 134 MiB, 36.82 W
2024/01/07 21:21:58.524, Tesla T4, 2, 0 %, 134 MiB, 35.26 W
2024/01/07 21:21:58.529, Tesla T4, 3, 0 %, 134 MiB, 36.12 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 21:21:59.328, Tesla T4, 0, 0 %, 160 MiB, 36.41 W
2024/01/07 21:21:59.332, Tesla T4, 1, 0 %, 134 MiB, 36.72 W
2024/01/07 21:21:59.336, Tesla T4, 2, 0 %, 134 MiB, 35.36 W
2024/01/07 21:21:59.340, Tesla T4, 3, 0 %, 134 MiB, 36.12 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 21:22:00.140, Tesla T4, 0, 0 %, 160 MiB, 36.60 W
2024/01/07 21:22:00.144, Tesla T4, 1, 0 %, 134 MiB, 36.79 W
2024/01/07 21:22:00.148, Tesla T4, 2, 0 %, 134 MiB, 35.17 W
2024/01/07 21:22:00.152, Tesla T4, 3, 0 %, 134 MiB, 36.12 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 21:22:00.952, Tesla T4, 0, 0 %, 160 MiB, 36.41 W
2024/01/07 21:22:00.956, Tesla T4, 1, 0 %, 134 MiB, 36.72 W
2024/01/07 21:22:00.960, Tesla T4, 2, 0 %, 134 MiB, 35.17 W
2024/01/07 21:22:00.964, Tesla T4, 3, 0 %, 134 MiB, 36.12 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 21:22:01.767, Tesla T4, 0, 0 %, 160 MiB, 36.31 W
2024/01/07 21:22:01.772, Tesla T4, 1, 0 %, 134 MiB, 36.82 W
2024/01/07 21:22:01.776, Tesla T4, 2, 0 %, 134 MiB, 35.17 W
2024/01/07 21:22:01.780, Tesla T4, 3, 0 %, 134 MiB, 36.12 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 21:22:02.581, Tesla T4, 0, 0 %, 160 MiB, 36.41 W
2024/01/07 21:22:02.585, Tesla T4, 1, 0 %, 134 MiB, 36.82 W
