timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:47:54.022, Tesla T4, 0, 1 %, 128 MiB, 39.39 W
2024/01/08 11:47:54.026, Tesla T4, 1, 1 %, 100 MiB, 35.92 W
2024/01/08 11:47:54.030, Tesla T4, 2, 1 %, 100 MiB, 35.75 W
2024/01/08 11:47:54.035, Tesla T4, 3, 0 %, 100 MiB, 37.26 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:47:54.838, Tesla T4, 0, 0 %, 128 MiB, 39.10 W
2024/01/08 11:47:54.844, Tesla T4, 1, 0 %, 100 MiB, 36.02 W
2024/01/08 11:47:54.848, Tesla T4, 2, 0 %, 100 MiB, 35.65 W
2024/01/08 11:47:54.852, Tesla T4, 3, 0 %, 100 MiB, 37.16 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:47:55.651, Tesla T4, 0, 0 %, 128 MiB, 39.00 W
2024/01/08 11:47:55.655, Tesla T4, 1, 0 %, 100 MiB, 36.02 W
2024/01/08 11:47:55.659, Tesla T4, 2, 0 %, 100 MiB, 35.65 W
2024/01/08 11:47:55.663, Tesla T4, 3, 0 %, 100 MiB, 37.26 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:47:56.461, Tesla T4, 0, 85 %, 166 MiB, 69.07 W
2024/01/08 11:47:56.466, Tesla T4, 1, 91 %, 138 MiB, 67.47 W
2024/01/08 11:47:56.470, Tesla T4, 2, 74 %, 138 MiB, 71.33 W
2024/01/08 11:47:56.474, Tesla T4, 3, 36 %, 138 MiB, 69.31 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:47:57.273, Tesla T4, 0, 87 %, 166 MiB, 68.49 W
2024/01/08 11:47:57.277, Tesla T4, 1, 89 %, 138 MiB, 66.70 W
2024/01/08 11:47:57.281, Tesla T4, 2, 100 %, 138 MiB, 71.23 W
2024/01/08 11:47:57.285, Tesla T4, 3, 92 %, 138 MiB, 70.57 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:47:58.084, Tesla T4, 0, 86 %, 166 MiB, 69.51 W
2024/01/08 11:47:58.088, Tesla T4, 1, 90 %, 138 MiB, 69.02 W
2024/01/08 11:47:58.092, Tesla T4, 2, 100 %, 138 MiB, 71.52 W
2024/01/08 11:47:58.096, Tesla T4, 3, 93 %, 138 MiB, 69.60 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:47:58.895, Tesla T4, 0, 84 %, 166 MiB, 72.64 W
2024/01/08 11:47:58.904, Tesla T4, 1, 88 %, 138 MiB, 70.71 W
2024/01/08 11:47:58.908, Tesla T4, 2, 100 %, 138 MiB, 74.07 W
2024/01/08 11:47:58.912, Tesla T4, 3, 92 %, 138 MiB, 70.28 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:47:59.714, Tesla T4, 0, 84 %, 166 MiB, 71.33 W
2024/01/08 11:47:59.719, Tesla T4, 1, 87 %, 138 MiB, 70.51 W
2024/01/08 11:47:59.723, Tesla T4, 2, 100 %, 138 MiB, 71.76 W
2024/01/08 11:47:59.727, Tesla T4, 3, 93 %, 138 MiB, 72.06 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:48:00.526, Tesla T4, 0, 84 %, 166 MiB, 71.96 W
2024/01/08 11:48:00.531, Tesla T4, 1, 87 %, 138 MiB, 70.32 W
2024/01/08 11:48:00.535, Tesla T4, 2, 100 %, 138 MiB, 71.28 W
2024/01/08 11:48:00.540, Tesla T4, 3, 91 %, 138 MiB, 70.14 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:48:01.340, Tesla T4, 0, 84 %, 166 MiB, 70.85 W
2024/01/08 11:48:01.344, Tesla T4, 1, 89 %, 138 MiB, 68.78 W
2024/01/08 11:48:01.348, Tesla T4, 2, 100 %, 138 MiB, 72.39 W
2024/01/08 11:48:01.353, Tesla T4, 3, 93 %, 138 MiB, 66.95 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:48:02.154, Tesla T4, 0, 85 %, 166 MiB, 70.66 W
2024/01/08 11:48:02.159, Tesla T4, 1, 89 %, 138 MiB, 69.07 W
2024/01/08 11:48:02.164, Tesla T4, 2, 100 %, 138 MiB, 71.86 W
2024/01/08 11:48:02.168, Tesla T4, 3, 91 %, 138 MiB, 69.85 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:48:02.989, Tesla T4, 0, 85 %, 166 MiB, 70.18 W
2024/01/08 11:48:02.993, Tesla T4, 1, 88 %, 138 MiB, 68.97 W
2024/01/08 11:48:02.998, Tesla T4, 2, 100 %, 138 MiB, 73.35 W
2024/01/08 11:48:03.002, Tesla T4, 3, 92 %, 138 MiB, 69.85 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:48:03.802, Tesla T4, 0, 84 %, 166 MiB, 66.61 W
2024/01/08 11:48:03.806, Tesla T4, 1, 90 %, 138 MiB, 67.72 W
2024/01/08 11:48:03.810, Tesla T4, 2, 100 %, 138 MiB, 69.59 W
2024/01/08 11:48:03.814, Tesla T4, 3, 91 %, 138 MiB, 67.87 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
