timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:49:30.634, Tesla T4, 0, 100 %, 175 MiB, 68.88 W
2024/01/07 19:49:30.639, Tesla T4, 1, 100 %, 173 MiB, 71.42 W
2024/01/07 19:49:30.646, Tesla T4, 2, 0 %, 9 MiB, 35.07 W
2024/01/07 19:49:30.650, Tesla T4, 3, 0 %, 9 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:49:31.460, Tesla T4, 0, 100 %, 175 MiB, 70.85 W
2024/01/07 19:49:31.466, Tesla T4, 1, 100 %, 173 MiB, 71.33 W
2024/01/07 19:49:31.473, Tesla T4, 2, 0 %, 9 MiB, 34.95 W
2024/01/07 19:49:31.477, Tesla T4, 3, 0 %, 9 MiB, 35.73 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:49:32.293, Tesla T4, 0, 100 %, 175 MiB, 68.88 W
2024/01/07 19:49:32.298, Tesla T4, 1, 94 %, 173 MiB, 72.53 W
2024/01/07 19:49:32.305, Tesla T4, 2, 0 %, 9 MiB, 34.95 W
2024/01/07 19:49:32.309, Tesla T4, 3, 0 %, 9 MiB, 35.82 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:49:33.119, Tesla T4, 0, 100 %, 175 MiB, 72.15 W
2024/01/07 19:49:33.125, Tesla T4, 1, 92 %, 173 MiB, 70.27 W
2024/01/07 19:49:33.135, Tesla T4, 2, 0 %, 9 MiB, 35.05 W
2024/01/07 19:49:33.139, Tesla T4, 3, 0 %, 9 MiB, 35.73 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:49:33.948, Tesla T4, 0, 100 %, 175 MiB, 69.70 W
2024/01/07 19:49:33.953, Tesla T4, 1, 93 %, 173 MiB, 64.43 W
2024/01/07 19:49:33.963, Tesla T4, 2, 0 %, 9 MiB, 34.95 W
2024/01/07 19:49:33.968, Tesla T4, 3, 0 %, 9 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:49:34.778, Tesla T4, 0, 100 %, 175 MiB, 66.80 W
2024/01/07 19:49:34.783, Tesla T4, 1, 95 %, 173 MiB, 71.81 W
