timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 18:47:25.322, Tesla T4, 0, 56 %, 191 MiB, 53.35 W
2024/01/07 18:47:25.327, Tesla T4, 1, 87 %, 155 MiB, 72.87 W
2024/01/07 18:47:25.335, Tesla T4, 2, 0 %, 9 MiB, 35.07 W
2024/01/07 18:47:25.341, Tesla T4, 3, 0 %, 9 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 18:47:26.148, Tesla T4, 0, 59 %, 191 MiB, 52.42 W
2024/01/07 18:47:26.152, Tesla T4, 1, 89 %, 155 MiB, 71.62 W
2024/01/07 18:47:26.156, Tesla T4, 2, 0 %, 9 MiB, 34.87 W
2024/01/07 18:47:26.161, Tesla T4, 3, 0 %, 9 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 18:47:26.969, Tesla T4, 0, 60 %, 191 MiB, 52.80 W
2024/01/07 18:47:26.975, Tesla T4, 1, 90 %, 155 MiB, 77.78 W
2024/01/07 18:47:26.979, Tesla T4, 2, 0 %, 9 MiB, 35.17 W
2024/01/07 18:47:26.984, Tesla T4, 3, 0 %, 9 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 18:47:27.793, Tesla T4, 0, 57 %, 191 MiB, 54.64 W
2024/01/07 18:47:27.797, Tesla T4, 1, 89 %, 155 MiB, 69.59 W
2024/01/07 18:47:27.807, Tesla T4, 2, 0 %, 9 MiB, 35.07 W
2024/01/07 18:47:27.811, Tesla T4, 3, 0 %, 9 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 18:47:28.618, Tesla T4, 0, 57 %, 191 MiB, 72.35 W
2024/01/07 18:47:28.622, Tesla T4, 1, 89 %, 155 MiB, 69.98 W
2024/01/07 18:47:28.628, Tesla T4, 2, 0 %, 9 MiB, 35.07 W
2024/01/07 18:47:28.632, Tesla T4, 3, 0 %, 9 MiB, 35.82 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 18:47:29.440, Tesla T4, 0, 57 %, 191 MiB, 70.76 W
2024/01/07 18:47:29.445, Tesla T4, 1, 90 %, 155 MiB, 71.71 W
2024/01/07 18:47:29.449, Tesla T4, 2, 0 %, 9 MiB, 35.07 W
2024/01/07 18:47:29.453, Tesla T4, 3, 0 %, 9 MiB, 36.02 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 18:47:30.260, Tesla T4, 0, 58 %, 191 MiB, 69.79 W
2024/01/07 18:47:30.264, Tesla T4, 1, 89 %, 155 MiB, 76.62 W
2024/01/07 18:47:30.270, Tesla T4, 2, 0 %, 9 MiB, 35.07 W
2024/01/07 18:47:30.274, Tesla T4, 3, 0 %, 9 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
