timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 18:49:52.490, Tesla T4, 0, 54 %, 287 MiB, 46.84 W
2024/01/07 18:49:52.503, Tesla T4, 1, 92 %, 285 MiB, 76.62 W
2024/01/07 18:49:52.516, Tesla T4, 2, 0 %, 9 MiB, 35.05 W
2024/01/07 18:49:52.520, Tesla T4, 3, 0 %, 9 MiB, 36.02 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 18:49:53.337, Tesla T4, 0, 55 %, 287 MiB, 50.51 W
2024/01/07 18:49:53.341, Tesla T4, 1, 94 %, 285 MiB, 75.76 W
2024/01/07 18:49:53.346, Tesla T4, 2, 0 %, 9 MiB, 35.07 W
2024/01/07 18:49:53.350, Tesla T4, 3, 0 %, 9 MiB, 35.82 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 18:49:54.169, Tesla T4, 0, 58 %, 287 MiB, 41.89 W
2024/01/07 18:49:54.174, Tesla T4, 1, 93 %, 285 MiB, 73.30 W
2024/01/07 18:49:54.180, Tesla T4, 2, 0 %, 9 MiB, 34.78 W
2024/01/07 18:49:54.184, Tesla T4, 3, 0 %, 9 MiB, 35.82 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 18:49:54.989, Tesla T4, 0, 58 %, 287 MiB, 39.10 W
2024/01/07 18:49:54.995, Tesla T4, 1, 91 %, 285 MiB, 74.27 W
2024/01/07 18:49:55.005, Tesla T4, 2, 0 %, 9 MiB, 34.87 W
2024/01/07 18:49:55.010, Tesla T4, 3, 0 %, 9 MiB, 35.73 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 18:49:55.812, Tesla T4, 0, 60 %, 287 MiB, 39.46 W
2024/01/07 18:49:55.823, Tesla T4, 1, 92 %, 285 MiB, 72.82 W
2024/01/07 18:49:55.829, Tesla T4, 2, 0 %, 9 MiB, 35.07 W
2024/01/07 18:49:55.833, Tesla T4, 3, 0 %, 9 MiB, 35.82 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 18:49:56.637, Tesla T4, 0, 62 %, 287 MiB, 45.68 W
2024/01/07 18:49:56.642, Tesla T4, 1, 91 %, 285 MiB, 71.52 W
2024/01/07 18:49:56.649, Tesla T4, 2, 0 %, 9 MiB, 34.78 W
2024/01/07 18:49:56.653, Tesla T4, 3, 0 %, 9 MiB, 35.73 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 18:49:57.457, Tesla T4, 0, 62 %, 287 MiB, 52.10 W
2024/01/07 18:49:57.464, Tesla T4, 1, 91 %, 285 MiB, 66.11 W
2024/01/07 18:49:57.469, Tesla T4, 2, 0 %, 9 MiB, 34.85 W
2024/01/07 18:49:57.473, Tesla T4, 3, 0 %, 9 MiB, 35.73 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 18:49:58.280, Tesla T4, 0, 62 %, 287 MiB, 58.49 W
2024/01/07 18:49:58.285, Tesla T4, 1, 92 %, 285 MiB, 74.89 W
2024/01/07 18:49:58.291, Tesla T4, 2, 0 %, 9 MiB, 34.87 W
2024/01/07 18:49:58.295, Tesla T4, 3, 0 %, 9 MiB, 35.73 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 18:49:59.100, Tesla T4, 0, 63 %, 287 MiB, 46.03 W
2024/01/07 18:49:59.108, Tesla T4, 1, 93 %, 285 MiB, 76.43 W
