timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:42:00.252, Tesla T4, 0, 3 %, 165 MiB, 70.08 W
2024/01/07 19:42:00.257, Tesla T4, 1, 0 %, 129 MiB, 49.38 W
2024/01/07 19:42:00.261, Tesla T4, 2, 0 %, 9 MiB, 35.17 W
2024/01/07 19:42:00.266, Tesla T4, 3, 0 %, 9 MiB, 35.82 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:42:01.068, Tesla T4, 0, 100 %, 165 MiB, 72.58 W
2024/01/07 19:42:01.073, Tesla T4, 1, 100 %, 129 MiB, 70.41 W
2024/01/07 19:42:01.077, Tesla T4, 2, 0 %, 9 MiB, 35.05 W
2024/01/07 19:42:01.081, Tesla T4, 3, 0 %, 9 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:42:01.891, Tesla T4, 0, 100 %, 165 MiB, 71.72 W
2024/01/07 19:42:01.896, Tesla T4, 1, 100 %, 129 MiB, 70.85 W
2024/01/07 19:42:01.900, Tesla T4, 2, 0 %, 9 MiB, 34.97 W
2024/01/07 19:42:01.904, Tesla T4, 3, 0 %, 9 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:42:02.720, Tesla T4, 0, 100 %, 165 MiB, 70.51 W
2024/01/07 19:42:02.731, Tesla T4, 1, 100 %, 129 MiB, 70.94 W
2024/01/07 19:42:02.740, Tesla T4, 2, 0 %, 9 MiB, 35.07 W
2024/01/07 19:42:02.744, Tesla T4, 3, 0 %, 9 MiB, 35.82 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:42:03.549, Tesla T4, 0, 100 %, 165 MiB, 71.43 W
2024/01/07 19:42:03.553, Tesla T4, 1, 100 %, 129 MiB, 71.23 W
2024/01/07 19:42:03.559, Tesla T4, 2, 0 %, 9 MiB, 34.95 W
2024/01/07 19:42:03.564, Tesla T4, 3, 0 %, 9 MiB, 36.02 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:42:04.371, Tesla T4, 0, 100 %, 165 MiB, 69.45 W
2024/01/07 19:42:04.376, Tesla T4, 1, 100 %, 129 MiB, 69.98 W
2024/01/07 19:42:04.382, Tesla T4, 2, 0 %, 9 MiB, 34.95 W
2024/01/07 19:42:04.386, Tesla T4, 3, 0 %, 9 MiB, 36.19 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:42:05.192, Tesla T4, 0, 99 %, 165 MiB, 69.07 W
2024/01/07 19:42:05.201, Tesla T4, 1, 100 %, 129 MiB, 70.36 W
2024/01/07 19:42:05.207, Tesla T4, 2, 0 %, 9 MiB, 35.15 W
2024/01/07 19:42:05.211, Tesla T4, 3, 0 %, 9 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:42:06.016, Tesla T4, 0, 99 %, 165 MiB, 68.11 W
2024/01/07 19:42:06.022, Tesla T4, 1, 100 %, 129 MiB, 67.90 W
2024/01/07 19:42:06.027, Tesla T4, 2, 0 %, 9 MiB, 35.07 W
2024/01/07 19:42:06.031, Tesla T4, 3, 0 %, 9 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:42:06.839, Tesla T4, 0, 99 %, 165 MiB, 69.65 W
2024/01/07 19:42:06.845, Tesla T4, 1, 100 %, 129 MiB, 68.67 W
2024/01/07 19:42:06.849, Tesla T4, 2, 0 %, 9 MiB, 35.05 W
2024/01/07 19:42:06.853, Tesla T4, 3, 0 %, 9 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:42:07.661, Tesla T4, 0, 100 %, 165 MiB, 68.88 W
2024/01/07 19:42:07.675, Tesla T4, 1, 100 %, 129 MiB, 69.06 W
2024/01/07 19:42:07.684, Tesla T4, 2, 0 %, 9 MiB, 35.07 W
2024/01/07 19:42:07.690, Tesla T4, 3, 0 %, 9 MiB, 35.82 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:42:08.498, Tesla T4, 0, 100 %, 165 MiB, 68.93 W
2024/01/07 19:42:08.503, Tesla T4, 1, 100 %, 129 MiB, 69.69 W
2024/01/07 19:42:08.509, Tesla T4, 2, 0 %, 9 MiB, 35.07 W
2024/01/07 19:42:08.514, Tesla T4, 3, 0 %, 9 MiB, 36.12 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:42:09.320, Tesla T4, 0, 99 %, 165 MiB, 69.79 W
2024/01/07 19:42:09.325, Tesla T4, 1, 100 %, 129 MiB, 70.75 W
2024/01/07 19:42:09.332, Tesla T4, 2, 0 %, 9 MiB, 35.44 W
2024/01/07 19:42:09.337, Tesla T4, 3, 0 %, 9 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:42:10.143, Tesla T4, 0, 100 %, 165 MiB, 70.47 W
2024/01/07 19:42:10.148, Tesla T4, 1, 100 %, 129 MiB, 70.08 W
2024/01/07 19:42:10.154, Tesla T4, 2, 0 %, 9 MiB, 35.24 W
2024/01/07 19:42:10.159, Tesla T4, 3, 0 %, 9 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 19:42:10.966, Tesla T4, 0, 100 %, 165 MiB, 68.30 W
2024/01/07 19:42:10.971, Tesla T4, 1, 100 %, 129 MiB, 68.96 W
2024/01/07 19:42:10.981, Tesla T4, 2, 0 %, 9 MiB, 35.07 W
2024/01/07 19:42:10.985, Tesla T4, 3, 0 %, 9 MiB, 36.02 W
