timestamp, gpu_name, gpu_uuid, pid, process_name, used_gpu_memory [MiB]
2024/01/07 18:49:52.570, Tesla T4, GPU-078d5af1-c65d-08e7-dcd5-c421fd3008f2, 103255, ./DemoServer, 253 MiB
2024/01/07 18:49:52.570, Tesla T4, GPU-078d5af1-c65d-08e7-dcd5-c421fd3008f2, 103288, ./RayTracer, 22 MiB
2024/01/07 18:49:52.571, Tesla T4, GPU-3ae88737-b26f-173b-b268-118cf43a0c6f, 103255, ./DemoServer, 275 MiB
timestamp, gpu_name, gpu_uuid, pid, process_name, used_gpu_memory [MiB]
2024/01/07 18:49:53.414, Tesla T4, GPU-078d5af1-c65d-08e7-dcd5-c421fd3008f2, 103255, ./DemoServer, 253 MiB
2024/01/07 18:49:53.414, Tesla T4, GPU-078d5af1-c65d-08e7-dcd5-c421fd3008f2, 103288, ./RayTracer, 22 MiB
2024/01/07 18:49:53.415, Tesla T4, GPU-3ae88737-b26f-173b-b268-118cf43a0c6f, 103255, ./DemoServer, 275 MiB
timestamp, gpu_name, gpu_uuid, pid, process_name, used_gpu_memory [MiB]
2024/01/07 18:49:54.231, Tesla T4, GPU-078d5af1-c65d-08e7-dcd5-c421fd3008f2, 103255, ./DemoServer, 253 MiB
2024/01/07 18:49:54.231, Tesla T4, GPU-078d5af1-c65d-08e7-dcd5-c421fd3008f2, 103288, ./RayTracer, 22 MiB
2024/01/07 18:49:54.232, Tesla T4, GPU-3ae88737-b26f-173b-b268-118cf43a0c6f, 103255, ./DemoServer, 275 MiB
timestamp, gpu_name, gpu_uuid, pid, process_name, used_gpu_memory [MiB]
2024/01/07 18:49:55.058, Tesla T4, GPU-078d5af1-c65d-08e7-dcd5-c421fd3008f2, 103255, ./DemoServer, 253 MiB
2024/01/07 18:49:55.058, Tesla T4, GPU-078d5af1-c65d-08e7-dcd5-c421fd3008f2, 103288, ./RayTracer, 22 MiB
2024/01/07 18:49:55.059, Tesla T4, GPU-3ae88737-b26f-173b-b268-118cf43a0c6f, 103255, ./DemoServer, 275 MiB
timestamp, gpu_name, gpu_uuid, pid, process_name, used_gpu_memory [MiB]
2024/01/07 18:49:55.881, Tesla T4, GPU-078d5af1-c65d-08e7-dcd5-c421fd3008f2, 103255, ./DemoServer, 253 MiB
2024/01/07 18:49:55.881, Tesla T4, GPU-078d5af1-c65d-08e7-dcd5-c421fd3008f2, 103288, ./RayTracer, 22 MiB
2024/01/07 18:49:55.882, Tesla T4, GPU-3ae88737-b26f-173b-b268-118cf43a0c6f, 103255, ./DemoServer, 275 MiB
timestamp, gpu_name, gpu_uuid, pid, process_name, used_gpu_memory [MiB]
2024/01/07 18:49:56.701, Tesla T4, GPU-078d5af1-c65d-08e7-dcd5-c421fd3008f2, 103255, ./DemoServer, 253 MiB
2024/01/07 18:49:56.701, Tesla T4, GPU-078d5af1-c65d-08e7-dcd5-c421fd3008f2, 103288, ./RayTracer, 22 MiB
2024/01/07 18:49:56.702, Tesla T4, GPU-3ae88737-b26f-173b-b268-118cf43a0c6f, 103255, ./DemoServer, 275 MiB
timestamp, gpu_name, gpu_uuid, pid, process_name, used_gpu_memory [MiB]
2024/01/07 18:49:57.523, Tesla T4, GPU-078d5af1-c65d-08e7-dcd5-c421fd3008f2, 103255, ./DemoServer, 253 MiB
2024/01/07 18:49:57.523, Tesla T4, GPU-078d5af1-c65d-08e7-dcd5-c421fd3008f2, 103288, ./RayTracer, 22 MiB
2024/01/07 18:49:57.524, Tesla T4, GPU-3ae88737-b26f-173b-b268-118cf43a0c6f, 103255, ./DemoServer, 275 MiB
timestamp, gpu_name, gpu_uuid, pid, process_name, used_gpu_memory [MiB]
2024/01/07 18:49:58.343, Tesla T4, GPU-078d5af1-c65d-08e7-dcd5-c421fd3008f2, 103255, ./DemoServer, 253 MiB
2024/01/07 18:49:58.343, Tesla T4, GPU-078d5af1-c65d-08e7-dcd5-c421fd3008f2, 103288, ./RayTracer, 22 MiB
2024/01/07 18:49:58.345, Tesla T4, GPU-3ae88737-b26f-173b-b268-118cf43a0c6f, 103255, ./DemoServer, 275 MiB
timestamp, gpu_name, gpu_uuid, pid, process_name, used_gpu_memory [MiB]
2024/01/07 18:49:59.170, Tesla T4, GPU-078d5af1-c65d-08e7-dcd5-c421fd3008f2, 103255, ./DemoServer, 253 MiB
2024/01/07 18:49:59.170, Tesla T4, GPU-078d5af1-c65d-08e7-dcd5-c421fd3008f2, 103288, ./RayTracer, 22 MiB
2024/01/07 18:49:59.171, Tesla T4, GPU-3ae88737-b26f-173b-b268-118cf43a0c6f, 103255, ./DemoServer, 275 MiB
timestamp, gpu_name, gpu_uuid, pid, process_name, used_gpu_memory [MiB]
2024/01/07 18:49:59.988, Tesla T4, GPU-078d5af1-c65d-08e7-dcd5-c421fd3008f2, 103255, ./DemoServer, 253 MiB
2024/01/07 18:49:59.988, Tesla T4, GPU-078d5af1-c65d-08e7-dcd5-c421fd3008f2, 103288, ./RayTracer, 22 MiB
2024/01/07 18:49:59.989, Tesla T4, GPU-3ae88737-b26f-173b-b268-118cf43a0c6f, 103255, ./DemoServer, 275 MiB
timestamp, gpu_name, gpu_uuid, pid, process_name, used_gpu_memory [MiB]
2024/01/07 18:50:00.812, Tesla T4, GPU-078d5af1-c65d-08e7-dcd5-c421fd3008f2, 103255, ./DemoServer, 253 MiB
2024/01/07 18:50:00.812, Tesla T4, GPU-078d5af1-c65d-08e7-dcd5-c421fd3008f2, 103288, ./RayTracer, 22 MiB
2024/01/07 18:50:00.813, Tesla T4, GPU-3ae88737-b26f-173b-b268-118cf43a0c6f, 103255, ./DemoServer, 275 MiB
timestamp, gpu_name, gpu_uuid, pid, process_name, used_gpu_memory [MiB]
2024/01/07 18:50:01.630, Tesla T4, GPU-078d5af1-c65d-08e7-dcd5-c421fd3008f2, 103255, ./DemoServer, 253 MiB
