method_name,gpu_num,remote,preprocess,render,copy,present,total
benchmark,1,0.121108891,0.954110802,0.025497112,0.001210481,19.06015321,20.16208049
multithread,1,0.136860883,1.023214959,0.028277152,0.002221107,19.35739887,20.54797297
gVulkan,1,0.106835294,0.618284129,14.01898083,0,0.088779789,14.83288004
local_oneGPU,1,0,0,0,0,18.85692088,18.85692088
