timestamp, gpu_name, gpu_uuid, pid, process_name, used_gpu_memory [MiB]
2024/01/08 11:55:38.283, Tesla T4, GPU-87d919c9-d4e2-db8e-3691-f5b47426987d, 39304, ./DemoServer, 209 MiB
2024/01/08 11:55:38.283, Tesla T4, GPU-87d919c9-d4e2-db8e-3691-f5b47426987d, 39328, ./RayTracer, 22 MiB
2024/01/08 11:55:38.285, Tesla T4, GPU-fc7bc37f-29bb-3276-910f-540f9c559c26, 39304, ./DemoServer, 178 MiB
timestamp, gpu_name, gpu_uuid, pid, process_name, used_gpu_memory [MiB]
2024/01/08 11:55:39.107, Tesla T4, GPU-87d919c9-d4e2-db8e-3691-f5b47426987d, 39304, ./DemoServer, 209 MiB
2024/01/08 11:55:39.107, Tesla T4, GPU-87d919c9-d4e2-db8e-3691-f5b47426987d, 39328, ./RayTracer, 22 MiB
2024/01/08 11:55:39.108, Tesla T4, GPU-fc7bc37f-29bb-3276-910f-540f9c559c26, 39304, ./DemoServer, 178 MiB
timestamp, gpu_name, gpu_uuid, pid, process_name, used_gpu_memory [MiB]
2024/01/08 11:55:39.926, Tesla T4, GPU-87d919c9-d4e2-db8e-3691-f5b47426987d, 39304, ./DemoServer, 209 MiB
2024/01/08 11:55:39.926, Tesla T4, GPU-87d919c9-d4e2-db8e-3691-f5b47426987d, 39328, ./RayTracer, 22 MiB
2024/01/08 11:55:39.928, Tesla T4, GPU-fc7bc37f-29bb-3276-910f-540f9c559c26, 39304, ./DemoServer, 178 MiB
timestamp, gpu_name, gpu_uuid, pid, process_name, used_gpu_memory [MiB]
2024/01/08 11:55:40.747, Tesla T4, GPU-87d919c9-d4e2-db8e-3691-f5b47426987d, 39304, ./DemoServer, 209 MiB
2024/01/08 11:55:40.747, Tesla T4, GPU-87d919c9-d4e2-db8e-3691-f5b47426987d, 39328, ./RayTracer, 22 MiB
2024/01/08 11:55:40.749, Tesla T4, GPU-fc7bc37f-29bb-3276-910f-540f9c559c26, 39304, ./DemoServer, 178 MiB
timestamp, gpu_name, gpu_uuid, pid, process_name, used_gpu_memory [MiB]
2024/01/08 11:55:41.570, Tesla T4, GPU-87d919c9-d4e2-db8e-3691-f5b47426987d, 39304, ./DemoServer, 209 MiB
2024/01/08 11:55:41.570, Tesla T4, GPU-87d919c9-d4e2-db8e-3691-f5b47426987d, 39328, ./RayTracer, 22 MiB
2024/01/08 11:55:41.572, Tesla T4, GPU-fc7bc37f-29bb-3276-910f-540f9c559c26, 39304, ./DemoServer, 178 MiB
timestamp, gpu_name, gpu_uuid, pid, process_name, used_gpu_memory [MiB]
2024/01/08 11:55:42.391, Tesla T4, GPU-87d919c9-d4e2-db8e-3691-f5b47426987d, 39304, ./DemoServer, 209 MiB
2024/01/08 11:55:42.391, Tesla T4, GPU-87d919c9-d4e2-db8e-3691-f5b47426987d, 39328, ./RayTracer, 22 MiB
2024/01/08 11:55:42.392, Tesla T4, GPU-fc7bc37f-29bb-3276-910f-540f9c559c26, 39304, ./DemoServer, 178 MiB
timestamp, gpu_name, gpu_uuid, pid, process_name, used_gpu_memory [MiB]
2024/01/08 11:55:43.215, Tesla T4, GPU-87d919c9-d4e2-db8e-3691-f5b47426987d, 39304, ./DemoServer, 209 MiB
2024/01/08 11:55:43.215, Tesla T4, GPU-87d919c9-d4e2-db8e-3691-f5b47426987d, 39328, ./RayTracer, 22 MiB
