timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 20:50:50.104, Tesla T4, 0, 61 %, 160 MiB, 53.54 W
2024/01/07 20:50:50.108, Tesla T4, 1, 74 %, 134 MiB, 71.42 W
2024/01/07 20:50:50.115, Tesla T4, 2, 0 %, 10 MiB, 34.97 W
2024/01/07 20:50:50.119, Tesla T4, 3, 0 %, 10 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 20:50:50.924, Tesla T4, 0, 61 %, 160 MiB, 59.78 W
2024/01/07 20:50:50.928, Tesla T4, 1, 76 %, 134 MiB, 68.72 W
2024/01/07 20:50:50.932, Tesla T4, 2, 0 %, 10 MiB, 34.97 W
2024/01/07 20:50:50.937, Tesla T4, 3, 0 %, 10 MiB, 35.82 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 20:50:51.743, Tesla T4, 0, 60 %, 160 MiB, 58.14 W
2024/01/07 20:50:51.747, Tesla T4, 1, 77 %, 134 MiB, 68.67 W
2024/01/07 20:50:51.751, Tesla T4, 2, 0 %, 10 MiB, 34.97 W
2024/01/07 20:50:51.755, Tesla T4, 3, 0 %, 10 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 20:50:52.559, Tesla T4, 0, 60 %, 160 MiB, 55.34 W
2024/01/07 20:50:52.565, Tesla T4, 1, 77 %, 134 MiB, 68.87 W
2024/01/07 20:50:52.569, Tesla T4, 2, 0 %, 10 MiB, 35.07 W
2024/01/07 20:50:52.573, Tesla T4, 3, 0 %, 10 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 20:50:53.390, Tesla T4, 0, 60 %, 160 MiB, 51.84 W
2024/01/07 20:50:53.394, Tesla T4, 1, 76 %, 134 MiB, 70.94 W
2024/01/07 20:50:53.399, Tesla T4, 2, 0 %, 10 MiB, 35.17 W
2024/01/07 20:50:53.405, Tesla T4, 3, 0 %, 10 MiB, 37.06 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 20:50:54.220, Tesla T4, 0, 60 %, 160 MiB, 54.06 W
2024/01/07 20:50:54.224, Tesla T4, 1, 77 %, 134 MiB, 69.73 W
2024/01/07 20:50:54.228, Tesla T4, 2, 0 %, 10 MiB, 35.07 W
2024/01/07 20:50:54.233, Tesla T4, 3, 0 %, 10 MiB, 36.02 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 20:50:55.038, Tesla T4, 0, 61 %, 160 MiB, 59.98 W
2024/01/07 20:50:55.042, Tesla T4, 1, 76 %, 134 MiB, 70.36 W
2024/01/07 20:50:55.046, Tesla T4, 2, 0 %, 10 MiB, 34.97 W
2024/01/07 20:50:55.050, Tesla T4, 3, 0 %, 10 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 20:50:55.857, Tesla T4, 0, 59 %, 160 MiB, 59.94 W
2024/01/07 20:50:55.861, Tesla T4, 1, 76 %, 134 MiB, 70.94 W
2024/01/07 20:50:55.865, Tesla T4, 2, 0 %, 10 MiB, 35.07 W
2024/01/07 20:50:55.871, Tesla T4, 3, 0 %, 10 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 20:50:56.677, Tesla T4, 0, 60 %, 160 MiB, 53.45 W
2024/01/07 20:50:56.681, Tesla T4, 1, 77 %, 134 MiB, 69.50 W
2024/01/07 20:50:56.687, Tesla T4, 2, 0 %, 10 MiB, 35.07 W
2024/01/07 20:50:56.693, Tesla T4, 3, 0 %, 10 MiB, 35.82 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 20:50:57.497, Tesla T4, 0, 60 %, 160 MiB, 53.58 W
2024/01/07 20:50:57.502, Tesla T4, 1, 76 %, 134 MiB, 69.98 W
2024/01/07 20:50:57.508, Tesla T4, 2, 0 %, 10 MiB, 35.07 W
2024/01/07 20:50:57.512, Tesla T4, 3, 0 %, 10 MiB, 35.82 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 20:50:58.316, Tesla T4, 0, 59 %, 160 MiB, 54.54 W
2024/01/07 20:50:58.320, Tesla T4, 1, 77 %, 134 MiB, 68.00 W
2024/01/07 20:50:58.325, Tesla T4, 2, 0 %, 10 MiB, 34.97 W
2024/01/07 20:50:58.329, Tesla T4, 3, 0 %, 10 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 20:50:59.135, Tesla T4, 0, 58 %, 160 MiB, 53.35 W
2024/01/07 20:50:59.139, Tesla T4, 1, 75 %, 134 MiB, 72.19 W
2024/01/07 20:50:59.143, Tesla T4, 2, 0 %, 10 MiB, 34.97 W
2024/01/07 20:50:59.147, Tesla T4, 3, 0 %, 10 MiB, 36.02 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 20:50:59.952, Tesla T4, 0, 58 %, 160 MiB, 53.19 W
2024/01/07 20:50:59.956, Tesla T4, 1, 74 %, 134 MiB, 71.62 W
2024/01/07 20:50:59.960, Tesla T4, 2, 0 %, 10 MiB, 35.07 W
2024/01/07 20:50:59.966, Tesla T4, 3, 0 %, 10 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 20:51:00.771, Tesla T4, 0, 58 %, 160 MiB, 54.03 W
2024/01/07 20:51:00.775, Tesla T4, 1, 74 %, 134 MiB, 72.87 W
2024/01/07 20:51:00.781, Tesla T4, 2, 0 %, 10 MiB, 35.07 W
2024/01/07 20:51:00.785, Tesla T4, 3, 0 %, 10 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 20:51:01.589, Tesla T4, 0, 59 %, 160 MiB, 53.83 W
2024/01/07 20:51:01.594, Tesla T4, 1, 75 %, 134 MiB, 71.71 W
2024/01/07 20:51:01.598, Tesla T4, 2, 0 %, 10 MiB, 35.07 W
2024/01/07 20:51:01.602, Tesla T4, 3, 0 %, 10 MiB, 35.82 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 20:51:02.406, Tesla T4, 0, 59 %, 160 MiB, 55.03 W
2024/01/07 20:51:02.410, Tesla T4, 1, 74 %, 134 MiB, 70.94 W
2024/01/07 20:51:02.414, Tesla T4, 2, 0 %, 10 MiB, 35.07 W
2024/01/07 20:51:02.418, Tesla T4, 3, 0 %, 10 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 20:51:03.223, Tesla T4, 0, 59 %, 160 MiB, 54.32 W
2024/01/07 20:51:03.228, Tesla T4, 1, 75 %, 134 MiB, 65.05 W
2024/01/07 20:51:03.232, Tesla T4, 2, 0 %, 10 MiB, 34.97 W
2024/01/07 20:51:03.236, Tesla T4, 3, 0 %, 10 MiB, 36.02 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 20:51:04.040, Tesla T4, 0, 59 %, 160 MiB, 58.69 W
2024/01/07 20:51:04.044, Tesla T4, 1, 74 %, 134 MiB, 66.84 W
2024/01/07 20:51:04.048, Tesla T4, 2, 0 %, 10 MiB, 35.17 W
2024/01/07 20:51:04.053, Tesla T4, 3, 0 %, 10 MiB, 36.02 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 20:51:04.857, Tesla T4, 0, 59 %, 160 MiB, 53.64 W
2024/01/07 20:51:04.861, Tesla T4, 1, 73 %, 134 MiB, 66.84 W
2024/01/07 20:51:04.865, Tesla T4, 2, 0 %, 10 MiB, 35.07 W
2024/01/07 20:51:04.869, Tesla T4, 3, 0 %, 10 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 20:51:05.674, Tesla T4, 0, 59 %, 160 MiB, 52.48 W
2024/01/07 20:51:05.678, Tesla T4, 1, 72 %, 134 MiB, 67.42 W
2024/01/07 20:51:05.682, Tesla T4, 2, 0 %, 10 MiB, 34.97 W
2024/01/07 20:51:05.686, Tesla T4, 3, 0 %, 10 MiB, 36.02 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 20:51:06.491, Tesla T4, 0, 58 %, 160 MiB, 60.13 W
2024/01/07 20:51:06.496, Tesla T4, 1, 74 %, 134 MiB, 69.16 W
2024/01/07 20:51:06.501, Tesla T4, 2, 0 %, 10 MiB, 35.07 W
2024/01/07 20:51:06.505, Tesla T4, 3, 0 %, 10 MiB, 36.02 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 20:51:07.310, Tesla T4, 0, 59 %, 160 MiB, 59.46 W
2024/01/07 20:51:07.314, Tesla T4, 1, 74 %, 134 MiB, 65.53 W
2024/01/07 20:51:07.319, Tesla T4, 2, 0 %, 10 MiB, 35.26 W
2024/01/07 20:51:07.323, Tesla T4, 3, 0 %, 10 MiB, 36.02 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 20:51:08.126, Tesla T4, 0, 57 %, 160 MiB, 53.77 W
2024/01/07 20:51:08.130, Tesla T4, 1, 74 %, 134 MiB, 66.90 W
2024/01/07 20:51:08.134, Tesla T4, 2, 0 %, 10 MiB, 35.07 W
2024/01/07 20:51:08.138, Tesla T4, 3, 0 %, 10 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 20:51:08.953, Tesla T4, 0, 60 %, 160 MiB, 56.44 W
2024/01/07 20:51:08.958, Tesla T4, 1, 73 %, 134 MiB, 74.07 W
2024/01/07 20:51:08.962, Tesla T4, 2, 0 %, 10 MiB, 35.17 W
