timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 21:02:45.524, Tesla T4, 0, 0 %, 123 MiB, 36.21 W
2024/01/07 21:02:45.528, Tesla T4, 1, 0 %, 97 MiB, 36.62 W
2024/01/07 21:02:45.533, Tesla T4, 2, 0 %, 10 MiB, 34.97 W
2024/01/07 21:02:45.537, Tesla T4, 3, 0 %, 10 MiB, 36.02 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 21:02:46.340, Tesla T4, 0, 63 %, 160 MiB, 60.33 W
2024/01/07 21:02:46.344, Tesla T4, 1, 81 %, 134 MiB, 70.36 W
2024/01/07 21:02:46.348, Tesla T4, 2, 0 %, 10 MiB, 35.07 W
2024/01/07 21:02:46.353, Tesla T4, 3, 0 %, 10 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 21:02:47.158, Tesla T4, 0, 63 %, 160 MiB, 56.63 W
2024/01/07 21:02:47.164, Tesla T4, 1, 82 %, 134 MiB, 70.46 W
2024/01/07 21:02:47.170, Tesla T4, 2, 0 %, 10 MiB, 35.17 W
2024/01/07 21:02:47.175, Tesla T4, 3, 0 %, 10 MiB, 35.82 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 21:02:47.974, Tesla T4, 0, 63 %, 160 MiB, 59.59 W
2024/01/07 21:02:47.978, Tesla T4, 1, 81 %, 134 MiB, 66.40 W
2024/01/07 21:02:47.982, Tesla T4, 2, 0 %, 10 MiB, 34.97 W
2024/01/07 21:02:47.986, Tesla T4, 3, 0 %, 10 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 21:02:48.784, Tesla T4, 0, 63 %, 160 MiB, 58.05 W
2024/01/07 21:02:48.788, Tesla T4, 1, 82 %, 134 MiB, 70.27 W
2024/01/07 21:02:48.799, Tesla T4, 2, 0 %, 10 MiB, 34.97 W
2024/01/07 21:02:48.803, Tesla T4, 3, 0 %, 10 MiB, 35.82 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 21:02:49.601, Tesla T4, 0, 63 %, 160 MiB, 55.38 W
2024/01/07 21:02:49.608, Tesla T4, 1, 82 %, 134 MiB, 70.36 W
2024/01/07 21:02:49.612, Tesla T4, 2, 0 %, 10 MiB, 35.17 W
2024/01/07 21:02:49.616, Tesla T4, 3, 0 %, 10 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 21:02:50.413, Tesla T4, 0, 63 %, 160 MiB, 55.96 W
2024/01/07 21:02:50.418, Tesla T4, 1, 82 %, 134 MiB, 69.93 W
2024/01/07 21:02:50.428, Tesla T4, 2, 0 %, 10 MiB, 35.07 W
2024/01/07 21:02:50.432, Tesla T4, 3, 0 %, 10 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 21:02:51.234, Tesla T4, 0, 63 %, 160 MiB, 55.25 W
2024/01/07 21:02:51.238, Tesla T4, 1, 81 %, 134 MiB, 67.61 W
2024/01/07 21:02:51.242, Tesla T4, 2, 0 %, 10 MiB, 35.07 W
2024/01/07 21:02:51.246, Tesla T4, 3, 0 %, 10 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 21:02:52.045, Tesla T4, 0, 63 %, 160 MiB, 53.64 W
2024/01/07 21:02:52.049, Tesla T4, 1, 82 %, 134 MiB, 68.58 W
2024/01/07 21:02:52.056, Tesla T4, 2, 0 %, 10 MiB, 35.36 W
2024/01/07 21:02:52.061, Tesla T4, 3, 0 %, 10 MiB, 36.02 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 21:02:52.860, Tesla T4, 0, 63 %, 160 MiB, 56.21 W
2024/01/07 21:02:52.865, Tesla T4, 1, 82 %, 134 MiB, 71.91 W
2024/01/07 21:02:52.869, Tesla T4, 2, 0 %, 10 MiB, 35.07 W
2024/01/07 21:02:52.875, Tesla T4, 3, 0 %, 10 MiB, 35.92 W
