timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:19:37.338, Tesla T4, 0, 7 %, 165 MiB, 65.01 W
2024/01/08 11:19:37.342, Tesla T4, 1, 0 %, 9 MiB, 35.92 W
2024/01/08 11:19:37.346, Tesla T4, 2, 0 %, 9 MiB, 36.02 W
2024/01/08 11:19:37.350, Tesla T4, 3, 0 %, 9 MiB, 37.55 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:19:38.148, Tesla T4, 0, 86 %, 165 MiB, 70.13 W
2024/01/08 11:19:38.153, Tesla T4, 1, 0 %, 9 MiB, 35.92 W
2024/01/08 11:19:38.157, Tesla T4, 2, 0 %, 9 MiB, 36.12 W
2024/01/08 11:19:38.161, Tesla T4, 3, 0 %, 9 MiB, 37.65 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:19:38.958, Tesla T4, 0, 86 %, 165 MiB, 70.99 W
2024/01/08 11:19:38.963, Tesla T4, 1, 0 %, 9 MiB, 35.92 W
2024/01/08 11:19:38.967, Tesla T4, 2, 0 %, 9 MiB, 35.92 W
2024/01/08 11:19:38.972, Tesla T4, 3, 0 %, 9 MiB, 37.65 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:19:39.772, Tesla T4, 0, 87 %, 165 MiB, 70.22 W
2024/01/08 11:19:39.776, Tesla T4, 1, 0 %, 9 MiB, 36.02 W
2024/01/08 11:19:39.781, Tesla T4, 2, 0 %, 9 MiB, 36.02 W
2024/01/08 11:19:39.785, Tesla T4, 3, 0 %, 9 MiB, 37.65 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:19:40.581, Tesla T4, 0, 88 %, 165 MiB, 68.15 W
2024/01/08 11:19:40.587, Tesla T4, 1, 0 %, 9 MiB, 35.92 W
2024/01/08 11:19:40.591, Tesla T4, 2, 0 %, 9 MiB, 36.12 W
2024/01/08 11:19:40.595, Tesla T4, 3, 0 %, 9 MiB, 37.65 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:19:41.396, Tesla T4, 0, 87 %, 165 MiB, 70.51 W
2024/01/08 11:19:41.401, Tesla T4, 1, 0 %, 9 MiB, 36.02 W
2024/01/08 11:19:41.405, Tesla T4, 2, 0 %, 9 MiB, 36.02 W
2024/01/08 11:19:41.409, Tesla T4, 3, 0 %, 9 MiB, 37.65 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:19:42.206, Tesla T4, 0, 86 %, 165 MiB, 68.82 W
2024/01/08 11:19:42.211, Tesla T4, 1, 0 %, 9 MiB, 35.92 W
2024/01/08 11:19:42.215, Tesla T4, 2, 0 %, 9 MiB, 36.02 W
2024/01/08 11:19:42.219, Tesla T4, 3, 0 %, 9 MiB, 37.74 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:19:43.016, Tesla T4, 0, 87 %, 165 MiB, 69.84 W
2024/01/08 11:19:43.021, Tesla T4, 1, 0 %, 9 MiB, 35.92 W
2024/01/08 11:19:43.027, Tesla T4, 2, 0 %, 9 MiB, 36.02 W
2024/01/08 11:19:43.031, Tesla T4, 3, 0 %, 9 MiB, 37.55 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:19:43.832, Tesla T4, 0, 88 %, 165 MiB, 68.73 W
2024/01/08 11:19:43.839, Tesla T4, 1, 0 %, 9 MiB, 36.12 W
2024/01/08 11:19:43.844, Tesla T4, 2, 0 %, 9 MiB, 36.02 W
2024/01/08 11:19:43.848, Tesla T4, 3, 0 %, 9 MiB, 37.65 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:19:44.650, Tesla T4, 0, 86 %, 165 MiB, 69.45 W
2024/01/08 11:19:44.655, Tesla T4, 1, 0 %, 9 MiB, 35.92 W
2024/01/08 11:19:44.659, Tesla T4, 2, 0 %, 9 MiB, 36.12 W
2024/01/08 11:19:44.663, Tesla T4, 3, 0 %, 9 MiB, 37.65 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:19:45.463, Tesla T4, 0, 88 %, 165 MiB, 70.51 W
2024/01/08 11:19:45.467, Tesla T4, 1, 0 %, 9 MiB, 35.92 W
2024/01/08 11:19:45.472, Tesla T4, 2, 0 %, 9 MiB, 36.02 W
2024/01/08 11:19:45.476, Tesla T4, 3, 0 %, 9 MiB, 37.65 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:19:46.276, Tesla T4, 0, 88 %, 165 MiB, 70.22 W
2024/01/08 11:19:46.288, Tesla T4, 1, 0 %, 9 MiB, 36.02 W
2024/01/08 11:19:46.295, Tesla T4, 2, 0 %, 9 MiB, 36.02 W
2024/01/08 11:19:46.299, Tesla T4, 3, 0 %, 9 MiB, 37.55 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:19:47.101, Tesla T4, 0, 87 %, 165 MiB, 69.84 W
2024/01/08 11:19:47.113, Tesla T4, 1, 0 %, 9 MiB, 35.92 W
2024/01/08 11:19:47.117, Tesla T4, 2, 0 %, 9 MiB, 35.92 W
2024/01/08 11:19:47.121, Tesla T4, 3, 0 %, 9 MiB, 37.55 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:19:47.929, Tesla T4, 0, 87 %, 165 MiB, 69.36 W
2024/01/08 11:19:47.933, Tesla T4, 1, 0 %, 9 MiB, 35.92 W
2024/01/08 11:19:47.939, Tesla T4, 2, 0 %, 9 MiB, 36.12 W
2024/01/08 11:19:47.943, Tesla T4, 3, 0 %, 9 MiB, 37.55 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:19:48.746, Tesla T4, 0, 87 %, 165 MiB, 70.51 W
2024/01/08 11:19:48.751, Tesla T4, 1, 0 %, 9 MiB, 35.92 W
2024/01/08 11:19:48.755, Tesla T4, 2, 0 %, 9 MiB, 35.92 W
2024/01/08 11:19:48.759, Tesla T4, 3, 0 %, 9 MiB, 37.55 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:19:49.557, Tesla T4, 0, 87 %, 165 MiB, 68.68 W
