timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:52:21.727, Tesla T4, 0, 85 %, 242 MiB, 77.25 W
2024/01/08 11:52:21.732, Tesla T4, 1, 0 %, 9 MiB, 35.82 W
2024/01/08 11:52:21.736, Tesla T4, 2, 0 %, 9 MiB, 35.82 W
2024/01/08 11:52:21.740, Tesla T4, 3, 0 %, 9 MiB, 37.45 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:52:22.547, Tesla T4, 0, 88 %, 242 MiB, 75.57 W
2024/01/08 11:52:22.553, Tesla T4, 1, 0 %, 9 MiB, 35.82 W
2024/01/08 11:52:22.557, Tesla T4, 2, 0 %, 9 MiB, 35.85 W
2024/01/08 11:52:22.561, Tesla T4, 3, 0 %, 9 MiB, 37.35 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:52:23.363, Tesla T4, 0, 76 %, 242 MiB, 70.13 W
2024/01/08 11:52:23.368, Tesla T4, 1, 0 %, 9 MiB, 35.82 W
2024/01/08 11:52:23.372, Tesla T4, 2, 0 %, 9 MiB, 35.82 W
2024/01/08 11:52:23.376, Tesla T4, 3, 0 %, 9 MiB, 37.35 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:52:24.183, Tesla T4, 0, 88 %, 242 MiB, 66.70 W
2024/01/08 11:52:24.188, Tesla T4, 1, 0 %, 9 MiB, 35.82 W
2024/01/08 11:52:24.192, Tesla T4, 2, 0 %, 9 MiB, 35.82 W
2024/01/08 11:52:24.196, Tesla T4, 3, 0 %, 9 MiB, 37.45 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:52:24.999, Tesla T4, 0, 88 %, 242 MiB, 72.20 W
2024/01/08 11:52:25.003, Tesla T4, 1, 0 %, 9 MiB, 35.92 W
2024/01/08 11:52:25.008, Tesla T4, 2, 0 %, 9 MiB, 35.92 W
