timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:31:05.458, Tesla T4, 0, 1 %, 154 MiB, 36.70 W
2024/01/07 22:31:05.462, Tesla T4, 1, 1 %, 118 MiB, 36.99 W
2024/01/07 22:31:05.468, Tesla T4, 2, 0 %, 10 MiB, 35.07 W
2024/01/07 22:31:05.472, Tesla T4, 3, 0 %, 10 MiB, 36.02 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:31:06.276, Tesla T4, 0, 61 %, 191 MiB, 72.01 W
2024/01/07 22:31:06.281, Tesla T4, 1, 46 %, 155 MiB, 69.54 W
2024/01/07 22:31:06.286, Tesla T4, 2, 0 %, 10 MiB, 35.24 W
2024/01/07 22:31:06.290, Tesla T4, 3, 0 %, 10 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:31:07.094, Tesla T4, 0, 100 %, 191 MiB, 71.72 W
2024/01/07 22:31:07.098, Tesla T4, 1, 100 %, 155 MiB, 69.83 W
2024/01/07 22:31:07.103, Tesla T4, 2, 0 %, 10 MiB, 35.07 W
2024/01/07 22:31:07.107, Tesla T4, 3, 0 %, 10 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:31:07.909, Tesla T4, 0, 100 %, 191 MiB, 71.33 W
2024/01/07 22:31:07.913, Tesla T4, 1, 100 %, 155 MiB, 69.54 W
2024/01/07 22:31:07.918, Tesla T4, 2, 0 %, 10 MiB, 35.15 W
2024/01/07 22:31:07.924, Tesla T4, 3, 0 %, 10 MiB, 36.02 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:31:08.729, Tesla T4, 0, 100 %, 191 MiB, 73.98 W
2024/01/07 22:31:08.734, Tesla T4, 1, 100 %, 155 MiB, 71.33 W
2024/01/07 22:31:08.740, Tesla T4, 2, 0 %, 10 MiB, 34.97 W
2024/01/07 22:31:08.748, Tesla T4, 3, 0 %, 10 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:31:09.551, Tesla T4, 0, 100 %, 191 MiB, 73.98 W
2024/01/07 22:31:09.558, Tesla T4, 1, 100 %, 155 MiB, 69.93 W
2024/01/07 22:31:09.568, Tesla T4, 2, 0 %, 10 MiB, 34.97 W
