timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:20:08.657, Tesla T4, 0, 99 %, 191 MiB, 68.15 W
2024/01/07 22:20:08.662, Tesla T4, 1, 100 %, 155 MiB, 70.27 W
2024/01/07 22:20:08.666, Tesla T4, 2, 0 %, 10 MiB, 35.17 W
2024/01/07 22:20:08.670, Tesla T4, 3, 0 %, 10 MiB, 36.02 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:20:09.471, Tesla T4, 0, 97 %, 191 MiB, 71.53 W
2024/01/07 22:20:09.475, Tesla T4, 1, 100 %, 155 MiB, 68.39 W
2024/01/07 22:20:09.480, Tesla T4, 2, 0 %, 10 MiB, 35.07 W
2024/01/07 22:20:09.485, Tesla T4, 3, 0 %, 10 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:20:10.285, Tesla T4, 0, 97 %, 191 MiB, 68.34 W
2024/01/07 22:20:10.290, Tesla T4, 1, 100 %, 155 MiB, 69.73 W
2024/01/07 22:20:10.295, Tesla T4, 2, 0 %, 10 MiB, 35.05 W
2024/01/07 22:20:10.299, Tesla T4, 3, 0 %, 10 MiB, 36.02 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:20:11.099, Tesla T4, 0, 97 %, 191 MiB, 69.74 W
2024/01/07 22:20:11.103, Tesla T4, 1, 100 %, 155 MiB, 72.19 W
2024/01/07 22:20:11.108, Tesla T4, 2, 0 %, 10 MiB, 35.07 W
2024/01/07 22:20:11.112, Tesla T4, 3, 0 %, 10 MiB, 36.02 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:20:11.913, Tesla T4, 0, 96 %, 191 MiB, 68.73 W
2024/01/07 22:20:11.922, Tesla T4, 1, 100 %, 155 MiB, 70.94 W
2024/01/07 22:20:11.928, Tesla T4, 2, 0 %, 10 MiB, 35.05 W
2024/01/07 22:20:11.933, Tesla T4, 3, 0 %, 10 MiB, 35.92 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:20:12.733, Tesla T4, 0, 96 %, 191 MiB, 68.59 W
2024/01/07 22:20:12.737, Tesla T4, 1, 100 %, 155 MiB, 70.65 W
2024/01/07 22:20:12.742, Tesla T4, 2, 0 %, 10 MiB, 35.17 W
2024/01/07 22:20:12.746, Tesla T4, 3, 0 %, 10 MiB, 36.02 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:20:13.545, Tesla T4, 0, 97 %, 191 MiB, 71.05 W
2024/01/07 22:20:13.552, Tesla T4, 1, 100 %, 155 MiB, 69.79 W
2024/01/07 22:20:13.556, Tesla T4, 2, 0 %, 10 MiB, 35.07 W
2024/01/07 22:20:13.560, Tesla T4, 3, 0 %, 10 MiB, 36.02 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:20:14.359, Tesla T4, 0, 96 %, 191 MiB, 70.51 W
2024/01/07 22:20:14.364, Tesla T4, 1, 100 %, 155 MiB, 69.79 W
2024/01/07 22:20:14.369, Tesla T4, 2, 0 %, 10 MiB, 35.07 W
2024/01/07 22:20:14.373, Tesla T4, 3, 0 %, 10 MiB, 36.21 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:20:15.174, Tesla T4, 0, 97 %, 191 MiB, 68.68 W
2024/01/07 22:20:15.185, Tesla T4, 1, 100 %, 155 MiB, 70.65 W
2024/01/07 22:20:15.189, Tesla T4, 2, 0 %, 10 MiB, 35.17 W
2024/01/07 22:20:15.193, Tesla T4, 3, 0 %, 10 MiB, 36.12 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:20:15.991, Tesla T4, 0, 97 %, 191 MiB, 69.55 W
2024/01/07 22:20:15.995, Tesla T4, 1, 100 %, 155 MiB, 70.17 W
2024/01/07 22:20:16.000, Tesla T4, 2, 0 %, 10 MiB, 35.24 W
2024/01/07 22:20:16.004, Tesla T4, 3, 0 %, 10 MiB, 36.02 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:20:16.802, Tesla T4, 0, 97 %, 191 MiB, 71.14 W
2024/01/07 22:20:16.807, Tesla T4, 1, 100 %, 155 MiB, 69.11 W
2024/01/07 22:20:16.812, Tesla T4, 2, 0 %, 10 MiB, 35.07 W
2024/01/07 22:20:16.816, Tesla T4, 3, 0 %, 10 MiB, 36.02 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:20:17.616, Tesla T4, 0, 96 %, 191 MiB, 71.57 W
2024/01/07 22:20:17.621, Tesla T4, 1, 100 %, 155 MiB, 69.50 W
2024/01/07 22:20:17.625, Tesla T4, 2, 0 %, 10 MiB, 35.17 W
2024/01/07 22:20:17.629, Tesla T4, 3, 0 %, 10 MiB, 36.02 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:20:18.429, Tesla T4, 0, 97 %, 191 MiB, 69.26 W
2024/01/07 22:20:18.434, Tesla T4, 1, 100 %, 155 MiB, 69.79 W
2024/01/07 22:20:18.438, Tesla T4, 2, 0 %, 10 MiB, 35.26 W
2024/01/07 22:20:18.442, Tesla T4, 3, 0 %, 10 MiB, 36.02 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:20:19.241, Tesla T4, 0, 97 %, 191 MiB, 69.55 W
2024/01/07 22:20:19.246, Tesla T4, 1, 100 %, 155 MiB, 70.08 W
2024/01/07 22:20:19.254, Tesla T4, 2, 0 %, 10 MiB, 34.97 W
2024/01/07 22:20:19.258, Tesla T4, 3, 0 %, 10 MiB, 36.02 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:20:20.059, Tesla T4, 0, 96 %, 191 MiB, 71.62 W
2024/01/07 22:20:20.063, Tesla T4, 1, 100 %, 155 MiB, 70.08 W
2024/01/07 22:20:20.068, Tesla T4, 2, 0 %, 10 MiB, 35.07 W
2024/01/07 22:20:20.072, Tesla T4, 3, 0 %, 10 MiB, 36.12 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:20:20.876, Tesla T4, 0, 96 %, 191 MiB, 70.32 W
2024/01/07 22:20:20.882, Tesla T4, 1, 100 %, 155 MiB, 70.08 W
2024/01/07 22:20:20.886, Tesla T4, 2, 0 %, 10 MiB, 35.07 W
2024/01/07 22:20:20.892, Tesla T4, 3, 0 %, 10 MiB, 36.02 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:20:21.691, Tesla T4, 0, 97 %, 191 MiB, 69.17 W
2024/01/07 22:20:21.695, Tesla T4, 1, 100 %, 155 MiB, 71.04 W
2024/01/07 22:20:21.702, Tesla T4, 2, 0 %, 10 MiB, 35.17 W
2024/01/07 22:20:21.706, Tesla T4, 3, 0 %, 10 MiB, 36.12 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:20:22.505, Tesla T4, 0, 97 %, 191 MiB, 70.47 W
2024/01/07 22:20:22.510, Tesla T4, 1, 100 %, 155 MiB, 68.77 W
2024/01/07 22:20:22.514, Tesla T4, 2, 0 %, 10 MiB, 35.36 W
2024/01/07 22:20:22.518, Tesla T4, 3, 0 %, 10 MiB, 36.02 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:20:23.329, Tesla T4, 0, 97 %, 191 MiB, 68.20 W
2024/01/07 22:20:23.333, Tesla T4, 1, 100 %, 155 MiB, 68.10 W
2024/01/07 22:20:23.338, Tesla T4, 2, 0 %, 10 MiB, 35.07 W
2024/01/07 22:20:23.342, Tesla T4, 3, 0 %, 10 MiB, 37.74 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:20:24.144, Tesla T4, 0, 97 %, 191 MiB, 69.93 W
2024/01/07 22:20:24.149, Tesla T4, 1, 100 %, 155 MiB, 68.29 W
2024/01/07 22:20:24.156, Tesla T4, 2, 0 %, 10 MiB, 35.07 W
2024/01/07 22:20:24.160, Tesla T4, 3, 0 %, 10 MiB, 36.02 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:20:24.965, Tesla T4, 0, 97 %, 191 MiB, 70.47 W
2024/01/07 22:20:24.970, Tesla T4, 1, 100 %, 155 MiB, 68.87 W
2024/01/07 22:20:24.974, Tesla T4, 2, 0 %, 10 MiB, 35.17 W
2024/01/07 22:20:24.978, Tesla T4, 3, 0 %, 10 MiB, 36.02 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:20:25.780, Tesla T4, 0, 96 %, 191 MiB, 70.47 W
2024/01/07 22:20:25.784, Tesla T4, 1, 100 %, 155 MiB, 68.67 W
2024/01/07 22:20:25.789, Tesla T4, 2, 0 %, 10 MiB, 35.17 W
2024/01/07 22:20:25.793, Tesla T4, 3, 0 %, 10 MiB, 36.02 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:20:26.594, Tesla T4, 0, 98 %, 191 MiB, 68.30 W
2024/01/07 22:20:26.599, Tesla T4, 1, 100 %, 155 MiB, 70.27 W
2024/01/07 22:20:26.603, Tesla T4, 2, 0 %, 10 MiB, 35.36 W
2024/01/07 22:20:26.607, Tesla T4, 3, 0 %, 10 MiB, 36.21 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:20:27.408, Tesla T4, 0, 97 %, 191 MiB, 67.24 W
2024/01/07 22:20:27.413, Tesla T4, 1, 100 %, 155 MiB, 69.16 W
2024/01/07 22:20:27.418, Tesla T4, 2, 0 %, 10 MiB, 35.17 W
2024/01/07 22:20:27.422, Tesla T4, 3, 0 %, 10 MiB, 36.12 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:20:28.226, Tesla T4, 0, 2 %, 7 MiB, 39.10 W
2024/01/07 22:20:28.231, Tesla T4, 1, 2 %, 7 MiB, 38.35 W
2024/01/07 22:20:28.235, Tesla T4, 2, 0 %, 7 MiB, 35.17 W
2024/01/07 22:20:28.239, Tesla T4, 3, 0 %, 7 MiB, 36.50 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:20:29.043, Tesla T4, 0, 0 %, 7 MiB, 37.94 W
2024/01/07 22:20:29.047, Tesla T4, 1, 0 %, 7 MiB, 38.06 W
2024/01/07 22:20:29.051, Tesla T4, 2, 0 %, 7 MiB, 35.07 W
2024/01/07 22:20:29.055, Tesla T4, 3, 0 %, 7 MiB, 36.12 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:20:29.851, Tesla T4, 0, 0 %, 7 MiB, 37.84 W
2024/01/07 22:20:29.856, Tesla T4, 1, 0 %, 7 MiB, 38.06 W
2024/01/07 22:20:29.860, Tesla T4, 2, 0 %, 7 MiB, 35.07 W
2024/01/07 22:20:29.864, Tesla T4, 3, 0 %, 7 MiB, 36.02 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:20:30.659, Tesla T4, 0, 0 %, 7 MiB, 37.84 W
2024/01/07 22:20:30.663, Tesla T4, 1, 0 %, 7 MiB, 37.96 W
2024/01/07 22:20:30.667, Tesla T4, 2, 0 %, 7 MiB, 35.17 W
2024/01/07 22:20:30.671, Tesla T4, 3, 0 %, 7 MiB, 36.04 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:20:31.466, Tesla T4, 0, 0 %, 7 MiB, 37.76 W
2024/01/07 22:20:31.470, Tesla T4, 1, 0 %, 7 MiB, 37.96 W
2024/01/07 22:20:31.474, Tesla T4, 2, 0 %, 7 MiB, 35.07 W
2024/01/07 22:20:31.478, Tesla T4, 3, 0 %, 7 MiB, 36.12 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:20:32.272, Tesla T4, 0, 0 %, 7 MiB, 37.67 W
2024/01/07 22:20:32.276, Tesla T4, 1, 0 %, 7 MiB, 37.86 W
2024/01/07 22:20:32.280, Tesla T4, 2, 0 %, 7 MiB, 35.17 W
2024/01/07 22:20:32.284, Tesla T4, 3, 0 %, 7 MiB, 36.02 W
