timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 10:02:07.300, Tesla T4, 0, 35 %, 191 MiB, 60.27 W
2024/01/08 10:02:07.304, Tesla T4, 1, 45 %, 155 MiB, 59.49 W
2024/01/08 10:02:07.309, Tesla T4, 2, 0 %, 9 MiB, 35.53 W
2024/01/08 10:02:07.314, Tesla T4, 3, 0 %, 9 MiB, 37.16 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 10:02:08.117, Tesla T4, 0, 34 %, 191 MiB, 51.38 W
2024/01/08 10:02:08.122, Tesla T4, 1, 45 %, 155 MiB, 51.97 W
2024/01/08 10:02:08.126, Tesla T4, 2, 0 %, 9 MiB, 35.53 W
2024/01/08 10:02:08.130, Tesla T4, 3, 0 %, 9 MiB, 37.16 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 10:02:08.936, Tesla T4, 0, 35 %, 191 MiB, 48.51 W
2024/01/08 10:02:08.940, Tesla T4, 1, 47 %, 155 MiB, 62.54 W
2024/01/08 10:02:08.946, Tesla T4, 2, 0 %, 9 MiB, 35.63 W
2024/01/08 10:02:08.950, Tesla T4, 3, 0 %, 9 MiB, 37.06 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 10:02:09.756, Tesla T4, 0, 33 %, 191 MiB, 46.67 W
2024/01/08 10:02:09.762, Tesla T4, 1, 47 %, 155 MiB, 53.80 W
2024/01/08 10:02:09.766, Tesla T4, 2, 0 %, 9 MiB, 35.63 W
2024/01/08 10:02:09.770, Tesla T4, 3, 0 %, 9 MiB, 37.06 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 10:02:10.578, Tesla T4, 0, 36 %, 191 MiB, 55.19 W
2024/01/08 10:02:10.585, Tesla T4, 1, 45 %, 155 MiB, 50.51 W
2024/01/08 10:02:10.589, Tesla T4, 2, 0 %, 9 MiB, 35.73 W
2024/01/08 10:02:10.593, Tesla T4, 3, 0 %, 9 MiB, 37.26 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 10:02:11.398, Tesla T4, 0, 35 %, 191 MiB, 52.61 W
