timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 10:51:36.593, Tesla T4, 0, 49 %, 191 MiB, 59.69 W
2024/01/08 10:51:36.598, Tesla T4, 1, 64 %, 155 MiB, 68.78 W
2024/01/08 10:51:36.602, Tesla T4, 2, 0 %, 9 MiB, 35.92 W
2024/01/08 10:51:36.606, Tesla T4, 3, 0 %, 9 MiB, 37.16 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 10:51:37.409, Tesla T4, 0, 50 %, 191 MiB, 57.41 W
2024/01/08 10:51:37.414, Tesla T4, 1, 66 %, 155 MiB, 60.90 W
2024/01/08 10:51:37.418, Tesla T4, 2, 0 %, 9 MiB, 35.73 W
2024/01/08 10:51:37.422, Tesla T4, 3, 0 %, 9 MiB, 37.16 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 10:51:38.228, Tesla T4, 0, 51 %, 191 MiB, 60.52 W
2024/01/08 10:51:38.233, Tesla T4, 1, 66 %, 155 MiB, 69.07 W
2024/01/08 10:51:38.237, Tesla T4, 2, 0 %, 9 MiB, 35.53 W
2024/01/08 10:51:38.244, Tesla T4, 3, 0 %, 9 MiB, 37.16 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 10:51:39.050, Tesla T4, 0, 49 %, 191 MiB, 57.89 W
2024/01/08 10:51:39.055, Tesla T4, 1, 65 %, 155 MiB, 65.30 W
2024/01/08 10:51:39.060, Tesla T4, 2, 0 %, 9 MiB, 35.63 W
2024/01/08 10:51:39.066, Tesla T4, 3, 0 %, 9 MiB, 37.26 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 10:51:39.873, Tesla T4, 0, 51 %, 191 MiB, 60.23 W
2024/01/08 10:51:39.878, Tesla T4, 1, 69 %, 155 MiB, 69.93 W
2024/01/08 10:51:39.886, Tesla T4, 2, 0 %, 9 MiB, 35.73 W
2024/01/08 10:51:39.890, Tesla T4, 3, 0 %, 9 MiB, 37.26 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 10:51:40.697, Tesla T4, 0, 51 %, 191 MiB, 56.44 W
2024/01/08 10:51:40.701, Tesla T4, 1, 66 %, 155 MiB, 64.53 W
2024/01/08 10:51:40.705, Tesla T4, 2, 0 %, 9 MiB, 35.73 W
2024/01/08 10:51:40.710, Tesla T4, 3, 0 %, 9 MiB, 37.16 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 10:51:41.512, Tesla T4, 0, 51 %, 191 MiB, 56.99 W
2024/01/08 10:51:41.517, Tesla T4, 1, 68 %, 155 MiB, 66.22 W
2024/01/08 10:51:41.521, Tesla T4, 2, 0 %, 9 MiB, 35.53 W
2024/01/08 10:51:41.525, Tesla T4, 3, 0 %, 9 MiB, 37.16 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 10:51:42.328, Tesla T4, 0, 51 %, 191 MiB, 56.63 W
2024/01/08 10:51:42.332, Tesla T4, 1, 68 %, 155 MiB, 70.51 W
2024/01/08 10:51:42.336, Tesla T4, 2, 0 %, 9 MiB, 35.63 W
2024/01/08 10:51:42.340, Tesla T4, 3, 0 %, 9 MiB, 37.26 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 10:51:43.143, Tesla T4, 0, 53 %, 191 MiB, 59.36 W
2024/01/08 10:51:43.147, Tesla T4, 1, 68 %, 155 MiB, 69.89 W
2024/01/08 10:51:43.152, Tesla T4, 2, 0 %, 9 MiB, 35.63 W
2024/01/08 10:51:43.157, Tesla T4, 3, 0 %, 9 MiB, 37.16 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 10:51:43.963, Tesla T4, 0, 51 %, 191 MiB, 61.58 W
2024/01/08 10:51:43.969, Tesla T4, 1, 66 %, 155 MiB, 67.67 W
2024/01/08 10:51:43.973, Tesla T4, 2, 0 %, 9 MiB, 35.63 W
2024/01/08 10:51:43.978, Tesla T4, 3, 0 %, 9 MiB, 37.26 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 10:51:44.787, Tesla T4, 0, 51 %, 191 MiB, 65.55 W
2024/01/08 10:51:44.793, Tesla T4, 1, 67 %, 155 MiB, 67.19 W
2024/01/08 10:51:44.797, Tesla T4, 2, 0 %, 9 MiB, 35.63 W
2024/01/08 10:51:44.801, Tesla T4, 3, 0 %, 9 MiB, 37.16 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 10:51:45.610, Tesla T4, 0, 50 %, 191 MiB, 61.58 W
2024/01/08 10:51:45.614, Tesla T4, 1, 67 %, 155 MiB, 72.44 W
2024/01/08 10:51:45.619, Tesla T4, 2, 0 %, 9 MiB, 35.63 W
2024/01/08 10:51:45.623, Tesla T4, 3, 0 %, 9 MiB, 37.16 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 10:51:46.430, Tesla T4, 0, 50 %, 191 MiB, 56.12 W
2024/01/08 10:51:46.436, Tesla T4, 1, 67 %, 155 MiB, 63.47 W
2024/01/08 10:51:46.440, Tesla T4, 2, 0 %, 9 MiB, 35.63 W
2024/01/08 10:51:46.445, Tesla T4, 3, 0 %, 9 MiB, 37.16 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 10:51:47.258, Tesla T4, 0, 51 %, 191 MiB, 57.56 W
2024/01/08 10:51:47.264, Tesla T4, 1, 67 %, 155 MiB, 68.39 W
2024/01/08 10:51:47.268, Tesla T4, 2, 0 %, 9 MiB, 35.63 W
2024/01/08 10:51:47.273, Tesla T4, 3, 0 %, 9 MiB, 37.16 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 10:51:48.078, Tesla T4, 0, 51 %, 191 MiB, 66.17 W
2024/01/08 10:51:48.083, Tesla T4, 1, 69 %, 155 MiB, 68.59 W
2024/01/08 10:51:48.087, Tesla T4, 2, 0 %, 9 MiB, 35.63 W
2024/01/08 10:51:48.091, Tesla T4, 3, 0 %, 9 MiB, 37.16 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 10:51:48.893, Tesla T4, 0, 51 %, 191 MiB, 54.61 W
