latency,time,GPU1,GPU2
28.3868,26917.4688,25.3809,26.834
28.0019,26945.4707,25.3867,26.5117
27.8555,26973.3262,25.3497,26.3496
28.5429,27001.8691,25.1543,26.9004
28.4942,27030.3633,25.0625,26.9063
28.3066,27058.6699,25.041,26.7774
28.1328,27086.8027,25.6153,26.623
28.211,27115.0137,25.4941,26.7051
29.207,27144.2207,25.42,26.5
27.7598,27171.9805,25.2285,26.2597
27.9531,27199.9336,25.2695,26.3399
28.5508,27228.4844,25.1796,27.0059
28.3535,27256.8379,25.1132,26.8555
28.2851,27285.123,25.1094,26.8008
28.3438,27313.4668,25.0254,26.75
28.2207,27341.6875,25.1113,26.6211
28.0078,27369.6953,25.084,26.4707
28.502,27398.1973,25.5371,26.9609
28.5,27426.6973,25.5937,26.9981
28.3339,27455.0312,25.5235,26.83
28.168,27483.1992,25.3125,26.6562
28.1192,27511.3184,25.248,26.6016
27.9961,27539.3145,25.1816,26.4902
28.3789,27567.6934,25.0996,26.836
28.414,27596.1074,25.1211,26.8593
28.2481,27624.3555,25.5215,26.7774
28.3007,27652.6562,25.5566,26.8379
28.2442,27680.9004,25.4277,26.7246
28.0137,27708.9141,25.25,26.5371
27.8867,27736.8008,25.2208,26.3984
28.5586,27765.3594,25.164,27.0176
28.5117,27793.8711,25.0215,27.0371
28.3379,27822.209,25.1484,26.8184
28.6933,27850.9023,25.5351,26.834
28.3868,27879.2891,25.5273,26.8145
28.0136,27907.3027,25.4102,26.5
28.459,27935.7617,25.2285,26.9785
28.5606,27964.3223,25.2481,27.0039
28.289,27992.6113,25.1348,26.8008
28.1934,28020.8047,25.4453,26.6992
28.2676,28049.0723,25.4532,26.7617
28.8574,28077.9297,25.5821,26.5606
28.4941,28106.4238,25.2734,27.0097
28.4473,28134.8711,25.1915,26.9843
28.293,28163.1641,25.2168,26.8653
28.2714,28191.4355,25.0117,26.8145
28.2754,28219.7109,25.041,26.7442
28.0567,28247.7676,25.5332,26.5645
27.9375,28275.7051,25.4688,26.4257
28.5,28304.2051,25.3418,26.9551
28.4453,28332.6504,25.3105,26.9687
28.2422,28360.8926,25.2989,26.7481
28.3203,28389.2129,25.1641,26.7597
28.293,28417.5059,25.0938,26.7598
27.9492,28445.4551,25.1641,26.4102
28.5273,28473.9824,25.5879,27.0078
28.4688,28502.4512,25.5449,27.0234
28.3164,28530.7676,25.3418,26.8614
28.3437,28559.1113,25.2168,26.8496
28.211,28587.3223,25.2793,26.7246
28.0175,28615.3398,25.1465,26.5254
28.4493,28643.7891,25.0938,26.9571
28.4961,28672.2852,25.0664,26.9844
28.3847,28700.6699,25.5449,26.8574
28.293,28728.9629,25.4903,26.7636
28.2363,28757.1992,25.4082,26.7246
28.0391,28785.2383,25.3496,26.5429
27.9023,28813.1406,25.2949,26.4063
28.5703,28841.7109,25.1524,27.0938
29.8067,28871.5176,25.0449,26.9688
28.3047,28899.8223,25.0274,26.7696
28.3105,28928.1328,25.125,26.7188
28.2813,28956.4141,25.4688,26.7832
27.998,28984.4121,25.4394,26.4649
28.4883,29012.9004,25.4141,26.9844
28.457,29041.3574,25.2578,27.0195
28.3594,29069.7168,25.2793,26.8418
28.2988,29098.0156,25.334,26.7168
28.3867,29126.4023,25.1289,26.8418
28.0293,29154.4316,25.0801,26.5625
28.5313,29182.9629,25.5742,27.0391
28.625,29211.5879,25.5645,27.0625
28.3555,29239.9434,25.4199,26.8145
28.3164,29268.2598,25.3183,26.7715
28.6113,29296.8711,25.3301,26.8301
28.1582,29325.0293,25.164,26.5762
27.9746,29353.0039,25.0273,26.2617
28.0156,29381.0195,25.0411,26.4141
28.5489,29409.5684,25.5644,26.9804
28.5976,29438.166,25.4883,26.998
28.3672,29466.5332,25.3711,26.8164
28.3965,29494.9297,25.3281,26.7656
28.3379,29523.2676,25.2695,26.7675
28.1094,29551.377,25.1895,26.5527
28.5195,29579.8965,25.0566,26.9375
28.5566,29608.4531,25.0175,26.9297
28.3731,29636.8262,25.1211,26.793
28.3359,29665.1621,25.1055,26.7695
28.3067,29693.4688,25.1094,26.7012
28.0742,29721.543,25.4863,26.5996
27.9531,29749.4961,25.5352,26.4434
28.457,29777.9531,25.461,26.9805
28.6172,29806.5703,25.4707,27.0996
28.3809,29834.9512,25.4961,26.7969
28.2422,29863.1934,25.375,26.7442
28.2871,29891.4805,25.33,26.7285
28.1074,29919.5879,25.2988,26.5117
28.6348,29948.2227,25.2246,26.9882
28.5937,29976.8164,25.0586,27.0723
28.3731,30005.1895,25.041,26.8047
28.3632,30033.5527,25.5644,26.7715
28.4258,30061.9785,25.5019,26.832
28.1153,30090.0938,25.4355,26.5215
28.5429,30118.6367,25.209,27.0118
28.5391,30147.1758,25.2891,27
28.4746,30175.6504,25.1446,26.918
28.2754,30203.9258,25.0703,26.7422
28.4609,30232.3867,25.084,26.8633
28.1524,30260.5391,25.541,26.5293
28.5625,30289.1016,25.4863,26.9668
28.541,30317.6426,25.4277,27.0137
28.3945,30346.0371,25.3144,26.9179
28.4043,30374.4414,25.3457,26.8203
28.3594,30402.8008,25.1445,26.8262
28.0586,30430.8594,25.5058,26.5098
28.1133,30458.9727,25.4922,26.5605
28.4843,30487.457,25.4062,26.9707
28.502,30515.959,25.2812,26.9531
28.6504,30544.6094,25.2988,26.7676
28.373,30572.9824,25.2266,26.7168
28.209,30601.1914,25.039,26.7207
28.5977,30629.7891,25.1036,26.3867
28.5371,30658.3262,25.502,27.0254
28.5527,30686.8789,25.5078,26.9825
28.4004,30715.2793,25.3555,26.7559
28.3105,30743.5898,25.2324,26.7696
28.2403,30771.8301,25.2012,26.7579
27.9961,30799.8262,25.2168,26.4043
28.4687,30828.2949,25.4414,26.9297
28.5235,30856.8184,25.459,26.9472
28.5019,30885.3203,25.3613,26.9004
28.2852,30913.6055,25.2735,26.6778
28.2793,30941.8848,25.3086,26.7285
28.0586,30969.9434,25.1386,26.5254
28.0234,30997.9668,25.0937,26.3906
28.4844,31026.4512,25.0195,26.8946
28.5176,31054.9688,25.4727,26.9727
28.2031,31083.1719,25.4551,26.666
29.5898,31112.7617,25.3769,26.7226
28.2852,31141.0469,25.3008,26.7031
28.0019,31169.0488,25.2148,26.4278
28.4688,31197.5176,25.166,26.9336
28.375,31225.8926,25.0254,26.918
28.2871,31254.1797,25.0704,26.6914
28.1992,31282.3789,25.5137,26.6992
28.125,31310.5039,25.5254,26.6446
27.9121,31338.416,25.3496,26.4062
28.5664,31366.9824,25.2422,27.0137
28.4395,31395.4219,25.2793,26.9121
28.3379,31423.7598,25.1582,26.7539
28.8593,31452.6191,25.0059,26.6016
28.1348,31480.7539,24.9844,26.6054
28.0313,31508.7852,25.5078,26.4785
28.2402,31537.0254,25.4004,26.752
28.3066,31565.332,25.3868,26.7891
28.1719,31593.5039,25.2363,26.707
28.2031,31621.707,25.2559,26.6407
28.1621,31649.8691,25.1602,26.6464
27.8946,31677.7637,25.5234,26.4238
27.709,31705.4727,25.4981,26.1934
28.4648,31733.9375,25.4512,26.9375
28.4687,31762.4062,25.2324,26.9004
28.1895,31790.5957,25.2891,26.7188
28.0645,31818.6602,25.1582,26.5469
28.1796,31846.8398,25.125,26.627
27.7969,31874.6367,24.9961,26.2656
28.2774,31902.9141,25.4492,26.7598
28.4023,31931.3164,25.4219,26.9219
28.1191,31959.4355,25.291,26.5957
27.9903,31987.4258,25.246,26.5078
27.8828,32015.3086,25.207,26.3867
27.7109,32043.0195,25.5293,26.2422
27.5723,32070.5918,25.4805,26.0996
28.0605,32098.6523,25.3457,26.5625
28.1368,32126.7891,25.2129,26.6445
28.0312,32154.8203,25.1778,26.5195
27.8731,32182.6934,25.1328,26.3633
27.9277,32210.6211,25.0274,26.3652
27.873,32238.4941,25.0058,26.373
27.8047,32266.2988,25.5742,26.2813
27.5762,32293.875,25.4179,26.0957
28.1211,32321.9961,25.3867,26.5644
28.1309,32350.127,25.2812,26.5839
27.9472,32378.0742,25.1953,26.418
27.8262,32405.9004,25.586,26.293
27.9473,32433.8477,25.5293,26.4472
27.6269,32461.4746,25.4003,26.0957
28.1192,32489.5938,25.1875,26.6192
28.0898,32517.6836,25.3301,26.6055
28.0215,32545.7051,25.2617,26.4668
27.9043,32573.6094,25.1641,26.3925
27.8496,32601.459,25.457,26.3633
27.6836,32629.1426,25.5214,26.2422
27.5586,32656.7012,25.2773,26.0254
28.2441,32684.9453,25.2792,26.6875
28.2481,32713.1934,25.2168,26.7343
28.0761,32741.2695,25.1621,26.5879
28,32769.2695,25.4648,26.455
27.8867,32797.1562,25.4375,26.3203
27.8008,32824.957,25.3282,26.2929
27.543,32852.5,25.2188,25.9101
27.4609,32879.9609,25.2539,25.8867
28.2344,32908.1953,25.4492,26.7383
28.0899,32936.2852,25.4883,26.586
28.0546,32964.3398,25.3398,26.5
27.8282,32992.168,25.2539,26.2617
27.8632,33020.0312,25.1797,26.3086
27.8086,33047.8398,25.5312,26.2891
27.4727,33075.3125,25.3985,26.0234
28.0156,33103.3281,25.332,26.5312
27.9922,33131.3203,25.1953,26.457
28.0039,33159.3242,25.2539,26.4727
27.75,33187.0742,25.4297,26.2266
27.7383,33214.8125,25.4141,26.2539
27.6914,33242.5039,25.3477,26.2187
27.6055,33270.1094,25.2227,26.125
27.2656,33297.375,25.1836,25.793
28.0039,33325.3789,25.4493,26.4844
28.0078,33353.3867,25.418,26.5078
28.0742,33381.4609,25.2812,26.5039
27.7579,33409.2188,25.2188,26.2148
27.7148,33436.9336,25.207,26.3047
27.5976,33464.5312,25.4609,26.0976
27.4727,33492.0039,25.4805,25.9257
28.0742,33520.0781,25.3359,26.4961
28.0899,33548.168,25.2578,26.5469
28.1562,33576.3242,25.3242,26.6406
28,33604.3242,25.1563,26.4844
28.0117,33632.3359,25.0156,26.4063
28.4883,33660.8242,25.0274,26.4219
27.7227,33688.5469,25.4375,26.2305
27.7343,33716.2812,25.5274,26.2579
28.1915,33744.4727,25.3828,26.6328
28.0351,33772.5078,25.2382,26.5781
29.793,33802.3008,25.2696,26.6016
28.1719,33830.4727,25.2578,26.4454
28.1445,33858.6172,25.0273,26.4727
29.8516,33888.4688,25.0234,26.4375
27.9101,33916.3789,25.4375,26.2227
28.1484,33944.5273,25.4961,26.6484
28.2071,33972.7344,25.3633,26.707
28.1914,34000.9258,25.2305,26.6562
28.0234,34028.9492,25.2773,26.4844
28.0196,34056.9688,25.1289,26.5273
27.9882,34084.957,25.0586,26.4219
27.6446,34112.6016,25.0195,26.1562
28.2617,34140.8633,25.4648,26.7187
28.3086,34169.1719,25.4648,26.8164
29.3867,34198.5586,25.3828,26.668
28.1523,34226.7109,25.2929,26.6407
28.2071,34254.918,25.3516,26.6289
27.9765,34282.8945,25.125,26.4492
28.4844,34311.3789,25.0898,26.9141
28.543,34339.9219,25.0039,27.0079
28.4179,34368.3398,25.4961,26.8672
28.3633,34396.7031,25.6328,26.6406
28.4492,34425.1523,25.3477,26.7071
29.5821,34454.7344,25.2657,26.5391
28.4844,34483.2188,25.3164,26.8789
28.5429,34511.7617,25.1328,26.961
28.2539,34540.0156,25.4688,26.8164
28.1719,34568.1875,25.5039,26.7071
28.2734,34596.4609,25.3203,26.7539
28.043,34624.5039,25.4726,26.4805
27.7852,34652.2891,25.5235,26.3164
28.3281,34680.6172,25.3243,26.914
28.4531,34709.0703,25.2851,26.9492
28.2656,34737.3359,25.3242,26.7187
28.1914,34765.5273,25.5351,26.6836
28.2344,34793.7617,25.5157,26.6992
27.9414,34821.7031,25.4063,26.4687
28.4649,34850.168,25.2734,26.9336
28.3945,34878.5625,25.2305,26.8867
28.3516,34906.9141,25.2774,26.7656
28.3476,34935.2617,25.0391,26.7617
28.1445,34963.4062,25.0196,26.6211
28.8555,34992.2617,25.5313,27.3047
28.5313,35020.793,25.4297,26.9727
28.3437,35049.1367,25.3359,26.957
29.2461,35078.3828,25.3203,27.5743
28.211,35106.5938,25.2266,26.7226
28.4218,35135.0156,25.1016,26.8281
28.0742,35163.0898,25.5274,26.5117
28.004,35191.0938,25.5234,26.5039
28.4765,35219.5703,25.375,26.9804
28.5508,35248.1211,25.3047,27.0312
28.3633,35276.4844,25.2617,26.7656
28.289,35304.7734,25.4961,26.6445
28.293,35333.0664,25.4687,26.7461
28.0195,35361.0859,25.3398,26.4961
28.5469,35389.6328,25.4883,27.0118
28.6367,35418.2695,25.4492,26.9805
28.4141,35446.6836,25.414,26.7578
28.4375,35475.1211,25.2969,26.8047
28.3047,35503.4258,25.3438,26.7226
28.0898,35531.5156,25.1133,26.4023
29.3516,35560.8672,25.043,27.0234
28.582,35589.4492,25.0508,26.9609
28.6211,35618.0703,25.5352,26.9258
28.7344,35646.8047,25.4726,26.7891
28.3515,35675.1562,25.3984,26.7695
28.0508,35703.207,25.2735,26.5468
28.4571,35731.6641,25.2266,26.9453
28.4882,35760.1523,25.164,26.9804
28.3633,35788.5156,25.4961,26.8125
28.3086,35816.8242,25.5547,26.7617
28.3633,35845.1875,25.3945,26.8086
28.2891,35873.4766,25.5469,26.543
28.0859,35901.5625,25.4844,26.4727
28.5703,35930.1328,25.4844,26.9961
28.5664,35958.6992,25.3477,27.0039
28.5039,35987.2031,25.2227,26.9375
28.3242,36015.5273,25.6055,26.7696
28.2266,36043.7539,25.4727,26.7266
28.2383,36071.9922,25.3555,26.7032
28.0469,36100.0391,25.461,26.5078
29.3398,36129.3789,25.4961,26.2657
27.8906,36157.2695,25.3438,26.3398
28.5703,36185.8398,25.2696,27.0352
28.5157,36214.3555,25.2382,26.9805
28.4414,36242.7969,25.1562,26.8984
28.2929,36271.0898,24.9883,26.7227
28.293,36299.3828,25.0274,26.8554
28.2578,36327.6406,25.4492,26.7383
30.1406,36357.7812,25.4765,26.8945
28.5079,36386.2891,25.3594,27.0195
28.4961,36414.7852,25.5196,26.875
28.164,36442.9492,25.4805,26.6679
28.2852,36471.2344,25.3906,26.7422
28.0898,36499.3242,25.5078,26.5312
28.4531,36527.7773,25.4297,26.9609
28.6133,36556.3906,25.4805,27.0117
28.4024,36584.793,25.3282,26.9024
28.3047,36613.0977,25.293,26.7813
28.2929,36641.3906,25.5,26.8476
28.6133,36670.0039,25.5,27.0391
28.4766,36698.4805,25.3125,26.9571
28.3828,36726.8633,25.4687,26.8203
28.3594,36755.2227,25.4844,26.836
29.5312,36784.7539,25.3672,26.7734
28.0742,36812.8281,25.5156,26.5664
28.6758,36841.5039,25.5078,27.1172
28.4883,36869.9922,25.3438,27.0117
28.4258,36898.418,25.2734,26.9336
28.2656,36926.6836,25.2539,26.75
28.3555,36955.0391,25.2188,26.7969
28.039,36983.0781,25.5273,26.586
28.0977,37011.1758,25.3516,26.6055
28.5859,37039.7617,25.5312,26.9648
28.4453,37068.207,25.543,26.9414
28.4727,37096.6797,25.3242,26.9532
28.7305,37125.4102,25.2031,26.8008
28.539,37153.9492,25.2774,26.8007
28.6094,37182.5586,25.5469,26.832
28.3828,37210.9414,25.4766,26.6015
28.8164,37239.7578,25.3008,27.039
28.7734,37268.5312,25.5547,27.0195
28.5782,37297.1094,25.5586,26.918
28.4609,37325.5703,25.3476,26.793
28.6641,37354.2344,25.5313,26.7539
28.2539,37382.4883,25.4766,26.6289
28.0117,37410.5,25.3945,26.4453
28.5508,37439.0508,25.4961,26.9883
28.4922,37467.543,25.5391,26.9843
28.5234,37496.0664,25.4258,26.9609
28.3633,37524.4297,25.332,26.8242
28.4062,37552.8359,25.2227,26.8476
28.3438,37581.1797,25.4843,26.8398
28.1328,37609.3125,25.4765,26.6133
28.6289,37637.9414,25.3828,27.0703
28.6016,37666.543,25.5,27.0234
28.4648,37695.0078,25.582,26.961
28.3594,37723.3672,25.3789,26.7891
28.3516,37751.7188,25.2773,26.793
28.1015,37779.8203,25.2813,26.5703
28.0078,37807.8281,25.6563,26.4726
29.3164,37837.1445,25.5351,26.9804
28.4805,37865.625,25.3633,26.918
28.3242,37893.9492,25.6133,26.7774
28.293,37922.2422,25.5899,26.7773
28.6523,37950.8945,25.3945,27.0313
28.6094,37979.5039,25.5547,27.0859
28.3164,38007.8203,25.5274,26.8086
28.2227,38036.043,25.375,26.7382
28.3945,38064.4375,25.2735,26.8711
28.0234,38092.4609,25.2773,26.5157
27.9883,38120.4492,25.1914,26.4453
28.6367,38149.0859,25.168,27.0391
28.5703,38177.6562,25.1718,27.0508
28.4688,38206.125,25.6172,26.9414
28.2773,38234.4023,25.4922,26.7383
28.4024,38262.8047,25.4687,26.8516
28.543,38291.3477,25.5782,27.0273
28.5976,38319.9453,25.625,26.7851
28.2617,38348.207,25.5,26.7343
28.2891,38376.4961,25.3164,26.7343
28.2461,38404.7422,25.3672,26.7187
28.0781,38432.8203,25.3516,26.539
28.6211,38461.4414,25.0781,27.1133
28.4766,38489.918,25.0899,26.957
28.4297,38518.3477,25.6289,26.9141
28.1601,38546.5078,25.7266,26.6211
28.2344,38574.7422,25.5196,26.75
28.3555,38603.0977,25.6993,26.7891
28.0429,38631.1406,25.6016,26.5117
28.3086,38659.4492,25.5468,26.793
28.5235,38687.9727,25.2851,26.9765
28.3164,38716.2891,25.2382,26.8164
28.2148,38744.5039,25.6445,26.7461
28.2109,38772.7148,25.5586,26.6953
29.5508,38802.2656,25.3672,26.6875
28.2735,38830.5391,25.3907,26.7265
28.2031,38858.7422,25.3985,26.6601
28.2344,38886.9766,25.1523,26.6993
28.0937,38915.0703,25.7734,26.5899
28.0547,38943.125,25.5859,26.5547
27.9336,38971.0586,25.5469,26.4765
27.9336,38998.9922,25.668,26.4492
28.7109,39027.7031,25.3203,27.1836
28.5781,39056.2812,25.5586,27.0664
28.586,39084.8672,25.5781,27.0312
28.5,39113.3672,25.4102,26.9805
28.2617,39141.6289,25.6954,26.7344
28.2344,39169.8633,25.5937,26.707
36.8203,39206.6836,25.5039,34.7266
61.1641,39267.8477,25.3086,59.4961
61.1289,39328.9766,25.1797,59.4648
60.7734,39389.75,25.0625,59.1094
60.625,39450.375,25.1758,59.082
60.8164,39511.1914,25.1484,59.2813
60.75,39571.9414,25.1836,59.2343
60.8477,39632.7891,25.0782,59.2578
60.9297,39693.7188,25.1172,59.2657
60.7968,39754.5156,25.0625,59.1601
60.8906,39815.4062,25.164,59.2734
60.8985,39876.3047,25.1875,59.1602
38.3515,39914.6562,35.0781,36.7735
37.9766,39952.6328,35.6836,36.4805
38.1797,39990.8125,35.7031,36.6367
38.1055,40028.918,35.4453,36.5938
38.332,40067.25,35.332,36.8242
38.3242,40105.5742,35.8633,36.8086
38.0117,40143.5859,35.7109,36.4727
38.3907,40181.9766,35.5664,36.8242
38.1211,40220.0977,35.2617,36.5742
38.1484,40258.2461,35.375,36.6406
38.1836,40296.4297,35.8125,36.5586
38.6289,40335.0586,35.6055,36.7422
38.4805,40373.5391,35.5899,36.7656
38.5078,40412.0469,35.4882,36.8242
38.1328,40450.1797,35.9805,36.4297
38.2265,40488.4062,35.7539,36.5586
44.6836,40533.0898,43.1992,21.0039
44.9102,40578,43.4961,20.664
44.5195,40622.5195,43.0937,20.9257
45.2032,40667.7227,43.539,20.8516
46.1015,40713.8242,43.5273,20.6641
44.6992,40758.5234,43.2773,20.8477
45.5508,40804.0742,43.6914,20.707
44.4961,40848.5703,43.043,20.9687
44.8906,40893.4609,43.4649,21.0195
44.6368,40938.0977,43.1992,20.8047
44.8242,40982.9219,43.3946,20.8008
45.1211,41028.043,43.2344,20.625
44.5312,41072.5742,43.086,20.8047
44.875,41117.4492,43.4492,20.8555
44.9649,41162.4141,43.4688,20.7851
38.4257,41200.8398,37.0079,34.9375
38.1602,41239,36.7227,34.8047
38.1367,41277.1367,36.7187,34.5664
38.0781,41315.2148,36.6485,34.5391
38.5899,41353.8047,36.9766,34.5547
38.2148,41392.0195,36.8398,34.75
38.2227,41430.2422,36.9258,34.8633
38.3828,41468.625,37.0586,34.5586
38.0625,41506.6875,36.8047,34.5351
38.3672,41545.0547,37.0391,34.6835
38.168,41583.2227,36.8789,34.5625
38.1093,41621.332,36.8359,34.6133
38.4219,41659.7539,37.1406,34.6328
37.918,41697.6719,36.6446,34.8633
38.1523,41735.8242,36.8907,34.4531
38.336,41774.1602,37.0351,34.8555
55.2304,41829.3906,28.289,53.6446
55.2656,41884.6562,28.0547,53.6914
55.1563,41939.8125,27.9063,53.625
55.1211,41994.9336,27.832,53.5664
55.043,42049.9766,27.6368,53.5117
55.1601,42105.1367,27.6406,53.5586
54.9922,42160.1289,27.6484,53.4493
55.0313,42215.1602,27.6992,53.4883
55.0898,42270.25,27.5977,53.539
55.0742,42325.3242,27.668,53.539
55.0938,42380.418,27.7109,53.5664
55.3398,42435.7578,27.6367,53.664
39.3594,42475.1172,34.6094,37.7852
39.2266,42514.3438,34.5547,37.7032
39.2968,42553.6406,35.3243,37.75
39.2774,42592.918,35.168,37.7656
39.2226,42632.1406,35.0664,37.75
39.4297,42671.5703,34.8047,37.9024
39.5703,42711.1406,35.4453,38.0625
39.4922,42750.6328,35.2109,37.9219
39.3438,42789.9766,35.0743,37.75
39.6679,42829.6445,34.8516,38.1172
39.5235,42869.168,35.2617,37.9062
39.5039,42908.6719,35.2148,37.9102
39.4922,42948.1641,35.043,37.875
39.4257,42987.5898,35.3594,37.8203
39.5079,43027.0977,35.1601,37.8985
42.5898,43069.6875,41.2187,23.8242
43.0703,43112.7578,41.8125,24.1875
42.7656,43155.5234,41.4492,24.0742
43.0664,43198.5898,41.7422,24.0039
42.8321,43241.4219,41.5586,23.7578
43.0703,43284.4922,41.793,23.9063
42.918,43327.4102,41.5664,23.8828
43.1875,43370.5977,41.8438,23.7774
42.8711,43413.4688,41.5586,23.8008
42.789,43456.2578,41.4844,23.9375
43.1172,43499.375,41.832,24
42.8281,43542.2031,41.539,24.1015
43.0742,43585.2773,41.8125,23.9024
42.7579,43628.0352,41.4766,23.7578
43.6132,43671.6484,42.2578,24.0156
37.8907,43709.5391,36.543,35.3984
38.1015,43747.6406,36.7774,35.2578
38.1133,43785.7539,36.7969,35.4804
37.8711,43823.625,36.5703,35.3671
37.5508,43861.1758,36.3047,35.3594
37.7851,43898.9609,36.5039,35.3438
37.3555,43936.3164,36.0859,35.2852
37.832,43974.1484,36.5313,35.4805
37.7852,44011.9336,36.4453,35.5781
37.5078,44049.4414,36.25,35.246
37.6289,44087.0703,36.3906,35.3555
37.4414,44124.5117,36.1406,35.1992
37.3867,44161.8984,36.1133,35.4219
37.711,44199.6094,36.418,35.3789
37.6562,44237.2656,36.3711,35.3399
37.5039,44274.7695,36.2188,35.3671
51.6485,44326.418,29.8438,49.961
51.5664,44377.9844,29.5781,50.0156
51.6328,44429.6172,29.3984,50.0312
51.4375,44481.0547,29.3242,49.8633
51.6562,44532.7109,29.0898,50.0625
51.5079,44584.2188,29.1718,49.918
51.7617,44635.9805,29.1562,50.0547
51.6289,44687.6094,29.1211,50.0469
51.4883,44739.0977,29.0703,49.957
51.8984,44790.9961,29.2227,49.9961
51.7812,44842.7773,29.039,50.0039
51.4727,44894.25,29.1016,49.9336
40.0508,44934.3008,34.5586,37.8984
39.3437,44973.6445,34.6523,37.75
39.4532,45013.0977,35.0976,37.8672
39.5468,45052.6445,35.3047,38
39.4571,45092.1016,35.1484,37.9219
39.5742,45131.6758,35.0469,37.9453
39.2226,45170.8984,34.8711,37.6524
39.4727,45210.3711,35.2969,37.9804
39.6016,45249.9727,35.1406,37.9453
39.4257,45289.3984,34.9532,37.8594
39.3594,45328.7578,34.8203,37.8007
39.4414,45368.1992,35.25,37.875
39.3906,45407.5898,35.1718,37.8007
39.4493,45447.0391,35.0391,37.8907
39.3359,45486.375,35.254,37.7422
39.4219,45525.7969,35.1367,37.8945
39.3906,45565.1875,35.0156,37.8282
39.3242,45604.5117,34.8359,37.793
39.4063,45643.918,35.2656,37.8203
39.4218,45683.3398,35.1055,37.8594
39.418,45722.7578,35.082,37.8672
39.5781,45762.3359,34.7891,38.0078
39.4688,45801.8047,35.2461,37.8906
39.3125,45841.1172,35.0703,37.7461
39.5508,45880.668,34.9609,37.9375
39.5742,45920.2422,34.8281,37.9766
39.5898,45959.832,35.1992,37.9727
39.4649,45999.2969,35.1368,37.8945
39.4883,46038.7852,35.0234,37.9805
39.5351,46078.3203,35.2656,37.9375
39.4297,46117.75,35.1445,37.8554
39.3555,46157.1055,34.9454,37.8516
39.4062,46196.5117,34.8242,37.8047
39.4688,46235.9805,35.2382,37.875
39.3945,46275.375,35.0899,37.8399
39.4297,46314.8047,34.9297,37.8555
39.5351,46354.3398,34.7735,37.7813
39.418,46393.7578,35.2617,37.8125
39.3867,46433.1445,35.1602,37.8086
39.4532,46472.5977,35,37.8477
39.4023,46512,35.3125,37.8672
39.5117,46551.5117,35.1875,37.9648
39.5156,46591.0273,35.0508,37.9883
39.3204,46630.3477,34.7578,37.7695
39.2617,46669.6094,35.3203,37.6835
39.5,46709.1094,35.0664,37.9023
39.625,46748.7344,34.9531,38.0313
39.4883,46788.2227,34.7813,37.9141
39.375,46827.5977,35.2774,37.8008
39.5976,46867.1953,35.1211,38.0469
39.4102,46906.6055,35.0078,37.8398
39.2851,46945.8906,35.2617,37.7383
39.5782,46985.4688,35.1406,38.0156
39.6367,47025.1055,35.0781,38.086
39.4336,47064.5391,34.8242,37.9492
39.0976,47103.6367,35.2773,37.625
39.586,47143.2227,35.1446,38.0195
39.3437,47182.5664,34.9844,37.711
39.4141,47221.9805,34.836,37.8203
39.5429,47261.5234,35.2383,38.0469
39.3711,47300.8945,35.0665,37.7422
39.4688,47340.3633,34.9727,37.9063
39.4765,47379.8398,35.2773,37.8828
39.5704,47419.4102,35.1914,38.0078
39.6093,47459.0195,35.0352,38.0079
39.5938,47498.6133,34.7773,37.9336
39.6601,47538.2734,35.2422,38.0977
39.4336,47577.707,35.0508,37.8437
39.3086,47617.0156,34.9883,37.8125
39.6016,47656.6172,35.2539,38.0039
39.3984,47696.0156,35.207,37.8867
39.5156,47735.5312,35.0625,37.875
39.5,47775.0312,35.0078,37.9258
39.6563,47814.6875,35.289,38
39.5195,47854.207,35.1641,37.8594
39.5703,47893.7773,35.0391,37.9493
39.4063,47933.1836,34.7735,37.8359
39.543,47972.7266,35.1484,37.9648
39.207,48011.9336,35.1641,37.707
39.4336,48051.3672,35.0273,37.8985
39.5898,48090.957,34.8242,38.0235
39.4883,48130.4453,35.25,37.9571
39.3672,48169.8125,35.086,37.875
39.6602,48209.4727,34.9687,38.1445
39.3515,48248.8242,35.293,37.8515
39.4727,48288.2969,35.0742,37.9843
39.3945,48327.6914,35.0273,37.8594
39.3945,48367.0859,34.7617,37.875
39.5899,48406.6758,35.2383,37.9375
39.7226,48446.3984,35.1289,38.0586
39.5196,48485.918,35.0781,37.9648
39.5351,48525.4531,34.7812,37.9219
39.3946,48564.8477,35.211,37.9102
39.2929,48604.1406,35.1445,37.7735
39.5039,48643.6445,34.9297,38.0312
39.3711,48683.0156,35.2695,37.832
39.3282,48722.3438,35.0508,37.9101
39.6093,48761.9531,35.043,38.082
39.5235,48801.4766,34.8711,37.9844
39.3515,48840.8281,35.2969,37.836
39.3828,48880.2109,35.1914,37.8633
39.3789,48919.5898,34.9961,37.8984
39.4649,48959.0547,34.7578,37.8868
39.7891,48998.8438,35.3085,38.2812
39.4609,49038.3047,35.0938,37.9297
39.4023,49077.707,34.9922,37.8633
39.2188,49116.9258,35.2187,37.6523
39.6328,49156.5586,35.0508,38.0743
39.5156,49196.0742,35.0351,37.9883
39.3985,49235.4727,34.8398,37.875
39.289,49274.7617,35.1523,37.8046
39.2578,49314.0195,35.039,37.793
39.5313,49353.5508,34.9766,37.9219
39.2383,49392.7891,34.7735,37.7305
39.4492,49432.2383,35.2148,37.9102
39.375,49471.6133,35.0781,37.8633
39.4336,49511.0469,34.961,37.914
39.4297,49550.4766,35.2812,37.9297
