latency,time,GPU1,GPU2,fps,time_rel,,
27.8535,29507.6777,25.877,26.3418,35.90213079,26171.1738,,
28.3047,29535.9824,25.7852,26.8418,35.32982155,26199.4785,,
28.168,29564.1504,25.6289,26.7793,35.50127805,26227.6465,,
28.2344,29592.3848,25.707,26.7617,35.41778823,26255.8809,,
28.1757,29620.5605,25.498,26.666,35.49157607,26284.0566,,
27.8946,29648.4551,25.8125,26.377,35.84923247,26311.9512,,
28.3906,29676.8457,25.6192,26.8828,35.2229259,26340.3418,,
28.2031,29705.0488,25.6133,26.6679,35.45709514,26368.5449,,
28.1602,29733.209,25.5821,26.7305,35.51111143,26396.7051,,
28.1035,29761.3125,25.4102,26.6973,35.5827566,26424.8086,,
27.9297,29789.2422,25.6016,26.5293,35.80417978,26452.7383,,
28.2851,29817.5273,25.7012,26.8418,35.35430315,26481.0234,,
28.3926,29845.9199,25.621,26.8164,35.22044476,26509.416,,
28.3125,29874.2324,25.873,26.7715,35.3200883,26537.7285,,
27.9356,29902.168,25.6797,26.4492,35.79661794,26565.6641,,
28.6972,29930.8652,25.584,27.1582,34.84660524,26594.3613,,
28.3692,29959.2344,25.8496,26.914,35.24949593,26622.7305,,
28.1797,29987.4141,25.4121,26.6895,35.48653818,26650.9102,,
28.3671,30015.7812,25.6679,26.8633,35.25210543,26679.2773,,
28.4063,30044.1875,25.7325,26.498,35.20345839,26707.6836,,
28.4844,30072.6719,25.7363,26.914,35.10693573,26736.168,,
28.375,30101.0469,25.7852,26.8633,35.24229075,26764.543,,
28.2539,30129.3008,25.6094,26.7032,35.39334393,26792.7969,,
28.1777,30157.4785,25.6797,26.6543,35.48905695,26820.9746,,
27.8457,30185.3242,25.8886,26.3769,35.91218752,26848.8203,,
28.4551,30213.7793,25.6895,26.8848,35.14308507,26877.2754,,
28.1504,30241.9297,25.6074,26.6503,35.52347391,26905.4258,,
28.1465,30270.0762,25.7031,26.6621,35.52839607,26933.5723,,
28.0019,30298.0781,25.5489,26.539,35.71186241,26961.5742,,
27.8672,30325.9453,25.9101,26.3926,35.88448068,26989.4414,,
28.3574,30354.3027,25.8359,26.8477,35.26416385,27017.7988,,
28.2774,30382.5801,25.668,26.7344,35.36393021,27046.0762,,
28.5683,30411.1484,25.6426,26.7617,35.00383292,27074.6445,,
27.9766,30439.125,25.4726,26.5762,35.74415762,27102.6211,,
28.0254,30467.1504,25.6093,26.539,35.68191712,27130.6465,,
28.3203,30495.4707,25.6035,26.8867,35.31036041,27158.9668,,
28.0898,30523.5605,25.6309,26.6407,35.60011107,27187.0566,,
28.2891,30551.8496,26.0117,26.8106,35.34930415,27215.3457,,
27.9492,30579.7988,25.6309,26.5586,35.7791994,27243.2949,,
28.3809,30608.1797,25.67,27.0097,35.23496436,27271.6758,,
28.2187,30636.3984,25.6113,26.8282,35.43749358,27299.8945,,
28.3164,30664.7148,25.4629,26.7851,35.31522369,27328.2109,,
28.1348,30692.8496,25.8477,26.7324,35.54317074,27356.3457,,
28.7324,30721.582,25.7422,26.5664,34.80391474,27385.0781,,
28.4453,30750.0273,25.5957,26.9122,35.1551926,27413.5234,,
28.418,30778.4453,25.7285,26.8145,35.18896474,27441.9414,,
28.3477,30806.793,25.6777,26.8555,35.27623052,27470.2891,,
28.2617,30835.0547,25.623,26.8437,35.38357565,27498.5508,,
28.0078,30863.0625,25.9082,26.498,35.70433951,27526.5586,,
28.4336,30891.4961,25.7402,26.9297,35.16965843,27554.9922,,
28.4531,30919.9492,25.6191,26.8946,35.14555532,27583.4453,,
28.1621,30948.1113,25.8047,26.666,35.50871561,27611.6074,,
28.0293,30976.1406,25.5235,26.5469,35.67695233,27639.6367,,
27.8789,31004.0195,25.8945,26.4649,35.86942096,27667.5156,,
28.2852,31032.3047,25.789,26.9414,35.35417816,27695.8008,,
28.3262,31060.6309,25.7129,26.8457,35.3030057,27724.127,,
28.3984,31089.0293,25.6641,26.8418,35.21325145,27752.5254,,
27.9238,31116.9531,25.502,26.5059,35.81174482,27780.4492,,
28.5059,31145.459,25.8183,26.9082,35.08045703,27808.9551,,
28.7402,31174.1992,25.6778,26.916,34.79446907,27837.6953,,
28.1465,31202.3457,25.6152,26.6563,35.52839607,27865.8418,,
28.2246,31230.5703,25.5527,26.8359,35.43008581,27894.0664,,
27.9746,31258.5449,25.3906,26.4551,35.74671309,27922.041,,
28.5449,31287.0898,25.8066,26.9941,35.0325277,27950.5859,,
28.3067,31315.3965,25.9258,26.8086,35.32732533,27978.8926,,
28.2969,31343.6934,25.6973,26.8144,35.33956016,28007.1895,,
28.164,31371.8574,25.6875,26.8027,35.50632012,28035.3535,,
27.8828,31399.7402,25.6992,26.4687,35.86440386,28063.2363,,
29.5801,31429.3203,25.6269,26.9199,33.80651181,28092.8164,,
28.3418,31457.6621,25.7949,26.7754,35.28357408,28121.1582,,
28.4258,31486.0879,25.7539,26.875,35.17930894,28149.584,,
28.0781,31514.166,25.6718,26.7012,35.61494546,28177.6621,,
27.961,31542.127,25.9433,26.4765,35.7641,28205.6231,,
28.2539,31570.3809,25.8047,26.8672,35.39334393,28233.877,,
28.1836,31598.5645,25.5879,26.75,35.48162761,28262.0606,,
28.2617,31626.8262,25.6621,26.7344,35.38357565,28290.3223,,
27.9765,31654.8027,25.4453,26.5468,35.74428538,28318.2988,,
28.3653,31683.168,25.7422,26.9766,35.25434245,28346.6641,,
28.2226,31711.3906,25.582,26.8066,35.43259657,28374.8867,,
28.1582,31739.5488,25.582,26.67,35.51363368,28403.0449,,
28.2168,31767.7656,25.8476,26.752,35.43987979,28431.2617,,
28.1074,31795.873,25.6465,26.5859,35.57781936,28459.3691,,
28.5489,31824.4219,25.6934,27.0743,35.02761928,28487.918,,
28.1992,31852.6211,25.6523,26.7343,35.46199892,28516.1172,,
28.3496,31880.9707,25.4746,26.7988,35.2738663,28544.4668,,
28.3066,31909.2773,25.8438,26.793,35.32745014,28572.7734,,
28.043,31937.3203,25.668,26.5254,35.65952288,28600.8164,,
28.418,31965.7383,25.6445,27.045,35.18896474,28629.2344,,
28.3633,31994.1016,25.8399,26.7911,35.25682837,28657.5977,,
28.2519,32022.3535,25.6972,26.75,35.39584948,28685.8496,,
29.0098,32051.3633,25.5449,26.8652,34.47110976,28714.8594,,
28.1719,32079.5352,25.6133,26.5234,35.4963634,28743.0313,,
28.6054,32108.1406,25.5,26.9238,34.95843442,28771.6367,,
28.3828,32136.5234,25.6641,26.8183,35.23260566,28800.0195,,
28.4121,32164.9355,25.6856,26.8008,35.19627201,28828.4316,,
28.0196,32192.9551,25.6855,26.5136,35.6893032,28856.4512,,
29.6914,32222.6465,25.7657,26.9336,33.67978607,28886.1426,,
28.3711,32251.0176,25.625,26.8437,35.24713529,28914.5137,,
28.1992,32279.2168,25.5918,26.7578,35.46199892,28942.7129,,
29.5742,32308.791,25.7656,26.7813,33.81325615,28972.2871,,
27.9141,32336.7051,25.7285,26.4375,35.82418921,29000.2012,,
28.3496,32365.0547,25.6738,26.8554,35.2738663,29028.5508,,
29.5859,32394.6406,25.793,26.7813,33.7998844,29058.1367,,
28.168,32422.8086,25.7168,26.6523,35.50127805,29086.3047,,
28.5527,32451.3613,25.7149,26.9492,35.02295755,29114.8574,,
29.0957,32480.457,25.6269,26.8418,34.3693398,29143.9531,,
28.2246,32508.6816,25.5371,26.6621,35.43008581,29172.1777,,
28.5801,32537.2617,25.8047,26.8321,34.98938072,29200.7578,,
28.3867,32565.6484,25.7715,26.7305,35.22776512,29229.1445,,
28.9532,32594.6016,25.7383,26.7363,34.53849661,29258.0977,,
28.0839,32622.6855,25.5801,26.332,35.60759011,29286.1816,,
28.1524,32650.8379,25.5546,26.4649,35.52095026,29314.334,,
28.4844,32679.3223,25.7226,26.7989,35.10693573,29342.8184,,
28.498,32707.8203,25.6543,26.8672,35.09018177,29371.3164,,
28.4453,32736.2656,25.6719,26.748,35.1551926,29399.7617,,
28.2578,32764.5234,25.6094,26.5508,35.38845912,29428.0195,,
28.3164,32792.8398,25.8946,26.5527,35.31522369,29456.3359,,
28.4844,32821.3242,25.7383,26.832,35.10693573,29484.8203,,
28.4414,32849.7656,25.6172,26.7617,35.16001322,29513.2617,,
28.3477,32878.1133,25.6719,26.7266,35.27623052,29541.6094,,
28.1836,32906.2969,25.543,26.6289,35.48162761,29569.793,,
28.4453,32934.7422,25.8086,26.9414,35.1551926,29598.2383,,
28.5469,32963.2891,25.7031,26.8867,35.03007332,29626.7852,,
28.4531,32991.7422,25.7227,26.7695,35.14555532,29655.2383,,
28.3476,33020.0898,25.7421,26.8086,35.27635496,29683.5859,,
28.8711,33048.9609,25.6445,26.4649,34.63671284,29712.457,,
28.5938,33077.5547,25.7031,26.918,34.97261644,29741.0508,,
28.3945,33105.9492,25.7421,26.6875,35.21808801,29769.4453,,
28.2813,33134.2305,25.6992,26.7383,35.35905351,29797.7266,,
28.2773,33162.5078,25.6484,26.6211,35.36405527,29826.0039,,
28.1328,33190.6406,25.75,26.4766,35.54569755,29854.1367,,
28.6406,33219.2812,25.3437,26.9531,34.91546965,29882.7773,,
28.2774,33247.5586,25.8008,26.7422,35.36393021,29911.0547,,
28.4062,33275.9648,25.7149,26.7812,35.20358232,29939.4609,,
28.0782,33304.043,25.6758,26.4649,35.61481861,29967.5391,,
28.0742,33332.1172,25.8554,26.3985,35.619893,29995.6133,,
28.4883,33360.6055,25.7031,26.8828,35.10212965,30024.1016,,
28.5976,33389.2031,25.7305,27.086,34.96796934,30052.6992,,
28.4453,33417.6484,25.5977,26.6992,35.1551926,30081.1445,,
28.4024,33446.0508,25.4375,26.8203,35.20829226,30109.5469,,
28.3476,33474.3984,25.5508,26.7852,35.27635496,30137.8945,,
28.2149,33502.6133,25.5586,26.4688,35.44226632,30166.1094,,
28.625,33531.2383,25.6914,26.9687,34.93449782,30194.7344,,
28.4687,33559.707,25.7812,26.7578,35.1262966,30223.2031,,
28.586,33588.293,25.6211,26.8867,34.9821591,30251.7891,,
28.3125,33616.6055,25.707,26.6133,35.3200883,30280.1016,,
28.6172,33645.2227,25.8516,26.9492,34.94401968,30308.7188,,
28.5468,33673.7695,25.7226,26.8555,35.03019603,30337.2656,,
28.4336,33702.2031,25.7422,26.8242,35.16965843,30365.6992,,
28.3438,33730.5469,25.711,26.7539,35.2810844,30394.043,,
28.2578,33758.8047,25.4609,26.5664,35.38845912,30422.3008,,
28.6367,33787.4414,25.8477,26.9804,34.92022475,30450.9375,,
28.4453,33815.8867,25.6445,26.9062,35.1551926,30479.3828,,
28.4766,33844.3633,25.7383,26.8672,35.11655184,30507.8594,,
28.4297,33872.793,25.8399,26.7539,35.17448302,30536.2891,,
28.2226,33901.0156,25.7031,26.6016,35.43259657,30564.5117,,
29.4219,33930.4375,25.6992,26.918,33.98828764,30593.9336,,
28.582,33959.0195,25.9531,26.8399,34.98705479,30622.5156,,
28.3867,33987.4062,25.6289,26.7812,35.22776512,30650.9023,,
28.293,34015.6992,25.6055,26.6407,35.34443148,30679.1953,,
28.1524,34043.8516,25.6484,26.4493,35.52095026,30707.3477,,
28.4375,34072.2891,25.4843,26.7656,35.16483516,30735.7852,,
28.9257,34101.2148,25.7344,26.8399,34.57133276,30764.7109,,
28.4727,34129.6875,25.7343,26.8828,35.12136187,30793.1836,,
36.8125,34166.5,25.5625,35.043,27.16468591,30829.9961,,
60.7031,34227.2031,25.7265,59.0781,16.47362326,30890.6992,,
60.6563,34287.8594,25.5156,58.8906,16.48633365,30951.3555,,
60.7344,34348.5938,25.418,58.9726,16.46513343,31012.0899,,
61.2226,34409.8164,25.2266,58.9961,16.3338375,31073.3125,,
60.4727,34470.2891,25.3399,58.8398,16.53638749,31133.7852,,
60.8125,34531.1016,25.3008,59.0625,16.44398767,31194.5977,,
60.6836,34591.7852,25.1445,59.043,16.47891687,31255.2813,,
60.6562,34652.4414,25.2188,58.9414,16.48636083,31315.9375,,
60.5977,34713.0391,25.2813,58.8789,16.50227649,31376.5352,,
60.8047,34773.8438,25.207,59.0664,16.44609709,31437.3399,,
60.7539,34834.5977,25.2344,59.125,16.45984867,31498.0938,,
60.914,34895.5117,25.2304,59.1406,16.41658732,31559.0078,,
60.4375,34955.9492,25.2539,58.7305,16.54601861,31619.4453,,
60.4883,35016.4375,25.2188,58.6914,16.53212274,31679.9336,,
60.6055,35077.043,25.2422,58.8867,16.50015263,31740.5391,,
60.7461,35137.7891,25.1953,59.0078,16.46196217,31801.2852,,
60.6406,35198.4297,25.1524,58.8945,16.49060201,31861.9258,,
60.6875,35259.1172,25.2695,58.9883,16.47785788,31922.6133,,
60.6484,35319.7656,25.3243,58.8594,16.48848115,31983.2617,,
60.7578,35380.5234,25.2618,59.0078,16.45879212,32044.0195,,
60.6211,35441.1445,25.1524,58.8516,16.49590654,32104.6406,,
60.6993,35501.8438,25.1875,58.875,16.47465457,32165.3399,,
60.7851,35562.6289,25.2422,59.0703,16.4514001,32226.125,,
60.3867,35623.0156,25.3632,58.6446,16.55993787,32286.5117,,
60.7696,35683.7852,25.2696,59.0547,16.45559622,32347.2813,,
60.5273,35744.3125,25.2383,58.75,16.52147048,32407.8086,,
60.8281,35805.1406,25.1602,59.0586,16.43977044,32468.6367,,
60.7735,35865.9141,25.2773,58.9922,16.45454022,32529.4102,,
60.7812,35926.6953,25.1953,58.9961,16.45245569,32590.1914,,
60.8047,35987.5,25.2422,59.0391,16.44609709,32650.9961,,
60.6055,36048.1055,25.3008,58.8672,16.50015263,32711.6016,,
61.1093,36109.2148,25.1601,59.2266,16.36412134,32772.7109,,
60.7891,36170.0039,25.3398,58.9688,16.45031757,32833.5,,
60.4453,36230.4492,25.3125,58.8398,16.54388348,32893.9453,,
60.4063,36290.8555,25.0977,58.7539,16.55456467,32954.3516,,
60.6484,36351.5039,25.2383,58.8007,16.48848115,33015,,
60.957,36412.4609,25.2617,59.1797,16.40500681,33075.957,,
60.7539,36473.2148,25.2266,58.9219,16.45984867,33136.7109,,
60.6602,36533.875,25.2383,58.9883,16.4852737,33197.3711,,
60.8281,36594.7031,25.2422,59,16.43977044,33258.1992,,
60.8242,36655.5273,25.2109,59.0703,16.44082454,33319.0234,,
70.668,36726.1953,25.1445,59.1094,14.1506764,33389.6914,,
67.2266,36793.4219,25.207,59.0039,14.87506433,33456.918,,
60.789,36854.2109,25.3204,58.8398,16.45034463,33517.707,,
60.6602,36914.8711,25.2461,58.8985,16.4852737,33578.3672,,
60.625,36975.4961,25.2031,58.918,16.49484536,33638.9922,,
60.7773,37036.2734,25.3085,58.9687,16.45351143,33699.7695,,
60.8946,37097.168,25.2031,59.0664,16.42181737,33760.6641,,
60.8047,37157.9727,25.2031,59.1172,16.44609709,33821.4688,,
60.5273,37218.5,25.1914,58.8554,16.52147048,33881.9961,,
60.5898,37279.0898,25.2617,58.8906,16.50442814,33942.5859,,
60.793,37339.8828,25.3008,58.9414,16.44926225,34003.3789,,
60.7578,37400.6406,25.2734,59.0899,16.45879212,34064.1367,,
60.8047,37461.4453,25.2421,59.0664,16.44609709,34124.9414,,
60.625,37522.0703,25.2891,58.832,16.49484536,34185.5664,,
60.5508,37582.6211,25.1914,58.8868,16.51505843,34246.1172,,
60.75,37643.3711,25.1094,58.9492,16.46090535,34306.8672,,
60.6875,37704.0586,25.1758,58.9883,16.47785788,34367.5547,,
60.6289,37764.6875,25.1094,58.9727,16.49378432,34428.1836,,
60.6719,37825.3594,25.2695,58.914,16.48209468,34488.8555,,
60.8867,37886.2461,25.2227,59.0938,16.42394809,34549.7422,,
60.7969,37947.043,25.1836,59.1328,16.44820706,34610.5391,,
60.7617,38007.8047,25.2383,58.9961,16.45773571,34671.3008,,
60.8047,38068.6094,25.2656,59.1523,16.44609709,34732.1055,,
60.7578,38129.3672,25.1563,59.0546,16.45879212,34792.8633,,
60.875,38190.2422,25.1875,59.0898,16.42710472,34853.7383,,
60.8594,38251.1016,25.168,59.1133,16.43131546,34914.5977,,
60.414,38311.5156,25.1797,58.7852,16.55245473,34975.0117,,
60.75,38372.2656,25.2188,58.9101,16.46090535,35035.7617,,
60.5196,38432.7852,25.2539,58.7617,16.52357253,35096.2813,,
60.625,38493.4102,25.0938,58.9805,16.49484536,35156.9063,,
60.4765,38553.8867,25.207,58.711,16.53534844,35217.3828,,
60.8633,38614.75,25.1757,59.0117,16.43026257,35278.2461,,
60.3672,38675.1172,25.211,58.7266,16.56528711,35338.6133,,
61.1172,38736.2344,25.2031,59.0195,16.36200611,35399.7305,,
60.7461,38796.9805,25.2617,59,16.46196217,35460.4766,,
60.5664,38857.5469,25.1094,58.918,16.51080467,35521.043,,
60.6836,38918.2305,25.1446,58.9415,16.47891687,35581.7266,,
60.4922,38978.7227,25.289,58.8945,16.5310569,35642.2188,,
60.6953,39039.418,25.1211,58.9296,16.4757403,35702.9141,,
60.9804,39100.3984,25.2344,59.2695,16.39871172,35763.8945,,
60.7305,39161.1289,25.2461,58.9805,16.46619079,35824.625,,
60.5273,39221.6562,25.2891,58.9571,16.52147048,35885.1523,,
60.3204,39281.9766,25.2968,58.7461,16.5781394,35945.4727,,
60.5351,39342.5117,25.2968,58.8516,16.51934167,36006.0078,,
60.8633,39403.375,25.207,59.1562,16.43026257,36066.8711,,
60.6094,39463.9844,25.2109,58.9258,16.4990909,36127.4805,,
60.3789,39524.3633,25.2734,58.707,16.56207715,36187.8594,,
60.914,39585.2773,25.2265,59.1524,16.41658732,36248.7734,,
60.6602,39645.9375,25.2617,58.957,16.4852737,36309.4336,,
60.582,39706.5195,25.2227,59.0157,16.5065531,36370.0156,,
60.4102,39766.9297,25.2696,58.7421,16.55349593,36430.4258,,
60.4765,39827.4062,25.3125,58.9024,16.53534844,36490.9023,,
60.7227,39888.1289,25.2422,59.0742,16.46830592,36551.625,,
60.6758,39948.8047,25.1523,58.918,16.48103527,36612.3008,,
60.6953,40009.5,25.2188,58.9766,16.4757403,36672.9961,,
60.6289,40070.1289,25.1211,59.0274,16.49378432,36733.625,,
60.8047,40130.9336,25.2188,58.9726,16.44609709,36794.4297,,
60.7852,40191.7188,25.2696,59.1406,16.45137303,36855.2149,,
60.7929,40252.5117,25.2735,59.0273,16.44928931,36916.0078,,
60.6445,40313.1562,25.2812,58.918,16.48954151,36976.6523,,
60.6485,40373.8047,25.1211,58.9531,16.48845396,37037.3008,,
60.6601,40434.4648,25.2852,58.9687,16.48530088,37097.9609,,
60.586,40495.0508,25.3204,58.8907,16.50546331,37158.5469,,
60.4804,40555.5312,25.2969,58.875,16.53428218,37219.0273,,
60.8047,40616.3359,25.1992,59.0625,16.44609709,37279.832,,
60.7774,40677.1133,25.2344,59.168,16.45348435,37340.6094,,
60.7031,40737.8164,25.2539,58.7929,16.47362326,37401.3125,,
60.6758,40798.4922,25.25,58.9492,16.48103527,37461.9883,,
60.6797,40859.1719,25.2539,58.9688,16.47997601,37522.668,,
60.5039,40919.6758,25.125,58.7578,16.52786019,37583.1719,,
60.4765,40980.1523,25.2812,58.7735,16.53534844,37643.6484,,
60.4727,41040.625,25.1485,58.7695,16.53638749,37704.1211,,
60.7969,41101.4219,25.1133,59.1015,16.44820706,37764.918,,
60.6484,41162.0703,25.1758,58.9492,16.48848115,37825.5664,,
60.5977,41222.668,25.2578,58.9219,16.50227649,37886.1641,,
60.6523,41283.3203,25.2773,58.9297,16.48742092,37946.8164,,
60.6836,41344.0039,25.1836,58.9219,16.47891687,38007.5,,
60.6875,41404.6914,25.1601,58.9649,16.47785788,38068.1875,,
60.832,41465.5234,25.25,59.0469,16.43871647,38129.0195,,
60.6016,41526.125,25.2774,58.8867,16.50121449,38189.6211,,
60.7539,41586.8789,25.2305,59.0234,16.45984867,38250.375,,
60.8125,41647.6914,25.1758,59.0586,16.44398767,38311.1875,,
60.793,41708.4844,25.125,59.0625,16.44926225,38371.9805,,
60.7187,41769.2031,25.25,59.043,16.46939081,38432.6992,,
60.7461,41829.9492,25.2227,59.0703,16.46196217,38493.4453,,
60.5274,41890.4766,25.1758,58.8047,16.52144318,38553.9727,,
60.4375,41950.9141,25.2734,58.7695,16.54601861,38614.4102,,
60.5468,42011.4609,25.2383,59.0586,16.51614949,38674.957,,
60.4571,42071.918,25.2382,59.0117,16.54065445,38735.4141,,
60.6718,42132.5898,25.2109,59.0977,16.48212184,38796.0859,,
60.5235,42193.1133,25.3164,58.9765,16.52250779,38856.6094,,
60.3672,42253.4805,25.2383,58.8633,16.56528711,38916.9766,,
60.6015,42314.082,25.2735,59.1406,16.50124172,38977.5781,,
60.2969,42374.3789,25.1758,58.8008,16.58460054,39037.875,,
60.5703,42434.9492,25.2422,59.0196,16.50974157,39098.4453,,
60.6367,42495.5859,25.1563,59.0352,16.49166264,39159.082,,
60.5391,42556.125,25.1367,59.0664,16.51825019,39219.6211,,
60.6523,42616.7773,25.1797,59.0547,16.48742092,39280.2734,,
60.5,42677.2773,25.1796,58.9766,16.52892562,39340.7734,,
60.3594,42737.6367,25.2266,58.8945,16.56742777,39401.1328,,
60.4961,42798.1328,25.2344,58.9766,16.52999119,39461.6289,,
60.5352,42858.668,25.2422,58.914,16.51931438,39522.1641,,
60.7929,42919.4609,25.2227,59.2422,16.44928931,39582.957,,
60.3829,42979.8438,25.2774,58.9219,16.56098001,39643.3399,,
60.4882,43040.332,25.2343,59.039,16.53215007,39703.8281,,
60.8321,43101.1641,25.2109,58.8359,16.43868944,39764.6602,,
60.4101,43161.5742,25.2422,59.0078,16.55352333,39825.0703,,
60.4961,43222.0703,25.1953,58.9532,16.52999119,39885.5664,,
60.3438,43282.4141,25.1992,58.8321,16.57171076,39945.9102,,
60.3007,43342.7148,25.2891,58.7539,16.58355541,40006.2109,,
60.3282,43403.043,25.2735,58.8125,16.57599597,40066.5391,,
60.2851,43463.3281,25.1719,58.7422,16.58784675,40126.8242,,
60.1758,43523.5039,25.2539,58.7266,16.617976,40187,,
60.4336,43583.9375,25.2461,58.9532,16.54708639,40247.4336,,
60.4102,43644.3477,25.1953,58.8711,16.55349593,40307.8438,,
60.6406,43704.9883,25.2539,59.043,16.49060201,40368.4844,,
60.539,43765.5273,25.1914,59.0156,16.51827747,40429.0234,,
60.5743,43826.1016,25.211,59.0039,16.50865136,40489.5977,,
60.5195,43886.6211,25.1679,58.9883,16.52359983,40550.1172,,
60.668,43947.2891,25.1836,59.0821,16.48315422,40610.7852,,
60.4375,44007.7266,25.2657,58.8516,16.54601861,40671.2227,,
60.2304,44067.957,25.2383,58.8008,16.60291149,40731.4531,,
60.3008,44128.2578,25.2735,58.8047,16.58352791,40791.7539,,
60.2539,44188.5117,25.2617,58.7852,16.59643608,40852.0078,,
60.5977,44249.1094,25.1914,58.9922,16.50227649,40912.6055,,
60.7109,44309.8203,25.2695,59.0703,16.47150676,40973.3164,,
60.4063,44370.2266,25.3086,58.836,16.55456467,41033.7227,,
60.1914,44430.418,25.2813,58.6797,16.61366906,41093.9141,,
60.3242,44490.7422,25.2187,58.793,16.5770951,41154.2383,,
60.5195,44551.2617,25.2422,58.9961,16.52359983,41214.7578,,
60.4688,44611.7305,25.2188,58.9102,16.53745403,41275.2266,,
60.6562,44672.3867,25.1641,59.0235,16.48636083,41335.8828,,
60.2149,44732.6016,25.207,58.582,16.60718526,41396.0977,,
60.5273,44793.1289,25.3164,58.9141,16.52147048,41456.625,,
60.5234,44853.6523,25.2617,58.9531,16.52253509,41517.1484,,
60.4532,44914.1055,25.1367,58.9531,16.54172153,41577.6016,,
60.7109,44974.8164,25.1484,59.1953,16.47150676,41638.3125,,
60.6367,45035.4531,25.1758,59.0079,16.49166264,41698.9492,,
60.8477,45096.3008,25.2343,59.1836,16.43447493,41759.7969,,
60.6211,45156.9219,25.2109,58.836,16.49590654,41820.418,,
60.7695,45217.6914,25.2891,58.961,16.4556233,41881.1875,,
60.5313,45278.2227,25.2383,59.0273,16.52037871,41941.7188,,
60.3945,45338.6172,25.293,58.8828,16.55779914,42002.1133,,
60.5547,45399.1719,25.1992,58.9023,16.51399478,42062.668,,
60.6953,45459.8672,25.1797,59.1328,16.4757403,42123.3633,,
60.4766,45520.3438,25.2422,58.9297,16.5353211,42183.8399,,
60.6328,45580.9766,25.1836,59.0469,16.49272341,42244.4727,,
60.3711,45641.3477,25.1289,58.7735,16.56421698,42304.8438,,
60.4492,45701.7969,25.1719,58.8867,16.54281612,42365.293,,
60.5273,45762.3242,25.3047,58.875,16.52147048,42425.8203,,
60.4453,45822.7695,25.1836,58.8711,16.54388348,42486.2656,,
60.3907,45883.1602,25.2421,58.7383,16.55884101,42546.6563,,
60.5507,45943.7109,25.2148,59.0508,16.51508571,42607.207,,
60.3438,46004.0547,25.2382,58.8203,16.57171076,42667.5508,,
60.5625,46064.6172,25.2461,58.9492,16.51186791,42728.1133,,
60.4687,46125.0859,25.2383,58.9375,16.53748137,42788.582,,
60.6524,46185.7383,25.1602,59.0546,16.48739374,42849.2344,,
60.4805,46246.2188,25.2109,58.957,16.53425484,42909.7149,,
60.3085,46306.5273,25.2657,58.8437,16.58141058,42970.0234,,
60.586,46367.1133,25.125,58.9687,16.50546331,43030.6094,,
60.4375,46427.5508,25.2617,58.8047,16.54601861,43091.0469,,
60.5703,46488.1211,25.2539,58.957,16.50974157,43151.6172,,
60.7344,46548.8555,25.2969,59.1211,16.46513343,43212.3516,,
60.4218,46609.2773,25.2149,58.8203,16.55031793,43272.7734,,
60.3125,46669.5898,25.3047,58.7812,16.58031088,43333.0859,,
60.4571,46730.0469,25.2813,58.8594,16.54065445,43393.543,,
60.4922,46790.5391,25.164,58.918,16.5310569,43454.0352,,
60.5586,46851.0977,25.2421,58.918,16.51293128,43514.5938,,
60.2617,46911.3594,25.2774,58.6523,16.59428791,43574.8555,,
60.2148,46971.5742,25.1914,58.5782,16.60721284,43635.0703,,
60.5703,47032.1445,25.3125,59,16.50974157,43695.6406,,
60.2969,47092.4414,25.2305,58.7032,16.58460054,43755.9375,,
60.3867,47152.8281,25.3008,58.8828,16.55993787,43816.3242,,
60.4375,47213.2656,25.168,58.9063,16.54601861,43876.7617,,
60.2344,47273.5,25.211,58.6367,16.60180893,43936.9961,,
60.4453,47333.9453,25.2187,58.8985,16.54388348,43997.4414,,
60.4883,47394.4336,25.1562,58.9336,16.53212274,44057.9297,,
60.8555,47455.2891,25.3203,58.9531,16.43236848,44118.7852,,
60.5937,47515.8828,25.1758,58.7813,16.50336586,44179.3789,,
60.582,47576.4648,25.2031,58.793,16.5065531,44239.9609,,
60.586,47637.0508,25.1992,58.8985,16.50546331,44300.5469,,
60.4609,47697.5117,25.2344,58.7383,16.53961486,44361.0078,,
60.6524,47758.1641,25.2032,59.0274,16.48739374,44421.6602,,
60.7148,47818.8789,25.3438,59.0703,16.47044872,44482.375,,
60.5586,47879.4375,25.2031,58.8359,16.51293128,44542.9336,,
60.4687,47939.9062,25.2266,58.6836,16.53748137,44603.4023,,
60.4415,48000.3477,25.1758,58.6562,16.5449236,44663.8438,,
60.7656,48061.1133,25.1992,59.0039,16.45667944,44724.6094,,
60.7187,48121.832,25.2617,58.9453,16.46939081,44785.3281,,
60.6602,48182.4922,25.2032,58.8984,16.4852737,44845.9883,,
60.7617,48243.2539,25.2812,59.0039,16.45773571,44906.75,,
60.5742,48303.8281,25.1914,58.8789,16.50867861,44967.3242,,
60.3672,48364.1953,25.2539,58.6524,16.56528711,45027.6914,,
60.9766,48425.1719,25.2187,59.1329,16.39973367,45088.668,,
60.5937,48485.7656,25.3282,58.914,16.50336586,45149.2617,,
60.7032,48546.4688,25.2968,58.9531,16.47359612,45209.9649,,
60.621,48607.0898,25.1562,58.8867,16.49593375,45270.5859,,
60.4414,48667.5312,25.2929,58.8008,16.54495098,45331.0273,,
60.6602,48728.1914,25.293,58.9883,16.4852737,45391.6875,,
