latency,time,GPU1,GPU2,fps,time_rel,,,,,,,,,
28.2774,37382.4219,25.6055,26.7383,35.36393021,30103.3448,,,,,,,,,
28.0312,37410.4531,25.6485,26.5352,35.67453409,30131.376,,,,,,,,,
28.7344,37439.1875,25.4648,27.2265,34.80149229,30160.1104,,,,,,,,,
28.4141,37467.6016,25.7774,26.9141,35.19379463,30188.5245,,,,,,,,,
28.2929,37495.8945,25.6914,26.668,35.34455641,30216.8174,,,,,,,,,
28.2735,37524.168,25.5586,26.7617,35.36880825,30245.0909,,,,,,,,,
28.3203,37552.4883,25.875,26.7461,35.31036041,30273.4112,,,,,,,,,
28.0156,37580.5039,25.5898,26.4375,35.69439883,30301.4268,,,,,,,,,
28.4414,37608.9453,25.6093,26.8867,35.16001322,30329.8682,,,,,,,,,
28.4453,37637.3906,25.6133,26.8906,35.1551926,30358.3135,,,,,,,,,
28.4336,37665.8242,25.332,26.8437,35.16965843,30386.7471,,,,,,,,,
28.211,37694.0352,25.8164,26.6094,35.447166,30414.9581,,,,,,,,,
28.0156,37722.0508,25.7149,26.4805,35.69439883,30442.9737,,,,,,,,,
29.2226,37751.2734,25.6914,26.8867,34.22008993,30472.1963,,,,,,,,,
28.3672,37779.6406,25.6093,26.8164,35.25198116,30500.5635,,,,,,,,,
28.4766,37808.1172,25.3632,26.7969,35.11655184,30529.0401,,,,,,,,,
28.2773,37836.3945,25.539,26.582,35.36405527,30557.3174,,,,,,,,,
28.5782,37864.9727,25.8398,26.9727,34.99170697,30585.8956,,,,,,,,,
28.3476,37893.3203,25.6953,26.7344,35.27635496,30614.2432,,,,,,,,,
28.4961,37921.8164,25.6015,26.7852,35.09252143,30642.7393,,,,,,,,,
28.5703,37950.3867,25.7969,26.8438,35.00138255,30671.3096,,,,,,,,,
28.7071,37979.0938,25.6875,26.5312,34.83458796,30700.0167,,,,,,,,,
27.9101,38007.0039,25.5976,26.2618,35.82932343,30727.9268,,,,,,,,,
27.9766,38034.9805,25.6367,26.336,35.74415762,30755.9034,,,,,,,,,
28.4492,38063.4297,25.2813,26.8242,35.1503733,30784.3526,,,,,,,,,
31.3906,38094.8203,25.8398,29.7383,31.85667047,30815.7432,,,,,,,,,
60.5703,38155.3906,25.6953,58.9219,16.50974157,30876.3135,,,,,,,,,
60.3399,38215.7305,25.457,58.6406,16.57278186,30936.6534,,,,,,,,,
60.8359,38276.5664,25.3633,58.7266,16.43766263,30997.4893,,,,,,,,,
60.6875,38337.2539,25.1758,58.8516,16.47785788,31058.1768,,,,,,,,,
60.7305,38397.9844,25.1602,58.9258,16.46619079,31118.9073,,,,,,,,,
60.6718,38458.6562,25.2617,59.0429,16.48212184,31179.5791,,,,,,,,,
60.4102,38519.0664,25.2891,58.7969,16.55349593,31239.9893,,,,,,,,,
60.6172,38579.6836,25.2773,58.9727,16.49696786,31300.6065,,,,,,,,,
60.9609,38640.6445,25.3281,59.2305,16.40395729,31361.5674,,,,,,,,,
60.6055,38701.25,25.1641,58.9375,16.50015263,31422.1729,,,,,,,,,
60.2109,38761.4609,25.3399,58.5781,16.60828853,31482.3838,,,,,,,,,
60.375,38821.8359,25.1602,58.7305,16.563147,31542.7588,,,,,,,,,
60.4922,38882.3281,25.1446,58.8516,16.5310569,31603.251,,,,,,,,,
60.8946,38943.2227,25.2539,59.086,16.42181737,31664.1456,,,,,,,,,
38,38981.2227,35.0312,36.2969,26.31578947,31702.1456,,,,,,,,,
37.9961,39019.2188,35.6406,36.3906,26.31849058,31740.1417,,,,,,,,,
37.9531,39057.1719,35.8399,36.3359,26.34830883,31778.0948,,,,,,,,,
38.0898,39095.2617,35.6289,36.4257,26.25374772,31816.1846,,,,,,,,,
38.2344,39133.4961,35.5508,36.5547,26.15445777,31854.419,,,,,,,,,
38.1836,39171.6797,36.082,36.5,26.18925403,31892.6026,,,,,,,,,
38.0273,39209.707,35.8047,36.3243,26.29689723,31930.6299,,,,,,,,,
38.0821,39247.7891,35.9101,36.418,26.25905609,31968.712,,,,,,,,,
38.1757,39285.9648,35.8047,36.5313,26.19467358,32006.8877,,,,,,,,,
38.1055,39324.0703,35.8047,36.4141,26.24293081,32044.9932,,,,,,,,,
37.9492,39362.0195,35.543,36.5039,26.35101662,32082.9424,,,,,,,,,
38.0157,39400.0352,35.9883,36.4375,26.30492139,32120.9581,,,,,,,,,
37.8984,39437.9336,35.832,36.4453,26.38633821,32158.8565,,,,,,,,,
38.0312,39475.9648,35.75,36.414,26.29420055,32196.8877,,,,,,,,,
37.8594,39513.8242,35.7422,36.3906,26.4135195,32234.7471,,,,,,,,,
37.9102,39551.7344,35.75,36.3828,26.37812515,32272.6573,,,,,,,,,
38.0468,39589.7812,35.9921,36.4453,26.28341937,32310.7041,,,,,,,,,
37.8985,39627.6797,35.8867,36.3671,26.38626859,32348.6026,,,,,,,,,
37.9297,39665.6094,35.8907,36.4024,26.36456392,32386.5323,,,,,,,,,
37.8828,39703.4922,35.9063,36.3867,26.39720401,32424.4151,,,,,,,,,
38,39741.4922,36.1445,36.4766,26.31578947,32462.4151,,,,,,,,,
37.9375,39779.4297,36.4883,36.4336,26.35914333,32500.3526,,,,,,,,,
38.1133,39817.543,36.5313,36.5976,26.23756012,32538.4659,,,,,,,,,
37.9336,39855.4766,36.2071,36.461,26.36185334,32576.3995,,,,,,,,,
37.9375,39893.4141,36.1055,36.4844,26.35914333,32614.337,,,,,,,,,
37.8398,39931.2539,35.7774,36.3242,26.42720099,32652.1768,,,,,,,,,
38.0156,39969.2695,35.664,36.5546,26.30499058,32690.1924,,,,,,,,,
37.918,40007.1875,36.0039,36.3281,26.37269898,32728.1104,,,,,,,,,
37.9102,40045.0977,35.875,36.4336,26.37812515,32766.0206,,,,,,,,,
38.0312,40083.1289,35.9727,36.6094,26.29420055,32804.0518,,,,,,,,,
37.8281,40120.957,35.8125,36.3867,26.43537476,32841.8799,,,,,,,,,
38.1016,40159.0586,35.6484,36.539,26.24561698,32879.9815,,,,,,,,,
37.8867,40196.9453,36.0977,36.4531,26.39448672,32917.8682,,,,,,,,,
38.1797,40235.125,35.8008,36.5547,26.19192922,32956.0479,,,,,,,,,
37.8906,40273.0156,35.9336,36.3476,26.39176999,32993.9385,,,,,,,,,
38.1016,40311.1172,35.8359,36.5703,26.24561698,33032.0401,,,,,,,,,
37.8516,40348.9688,35.6407,36.3008,26.41896247,33069.8917,,,,,,,,,
38.0195,40386.9883,35.6133,36.4844,26.30229224,33107.9112,,,,,,,,,
38.0312,40425.0195,36.0391,36.4922,26.29420055,33145.9424,,,,,,,,,
38.1446,40463.1641,35.8671,36.5821,26.21603058,33184.087,,,,,,,,,
37.8515,40501.0156,35.918,36.3242,26.41903227,33221.9385,,,,,,,,,
37.875,40538.8906,35.9258,36.3164,26.40264026,33259.8135,,,,,,,,,
38.1563,40577.0469,35.7422,36.6563,26.20799187,33297.9698,,,,,,,,,
37.8476,40614.8945,36.6484,36.3867,26.42175462,33335.8174,,,,,,,,,
37.8047,40652.6992,36.3555,36.3985,26.45173748,33373.6221,,,,,,,,,
37.7969,40690.4961,36.3633,36.418,26.45719623,33411.419,,,,,,,,,
37.8594,40728.3555,36.1211,36.3867,26.4135195,33449.2784,,,,,,,,,
38.0234,40766.3789,35.8125,36.5703,26.29959446,33487.3018,,,,,,,,,
37.832,40804.2109,35.711,36.3984,26.43264961,33525.1338,,,,,,,,,
37.8711,40842.082,35.9532,36.4297,26.40535923,33563.0049,,,,,,,,,
38.1602,40880.2422,36.3516,36.6016,26.20531339,33601.1651,,,,,,,,,
37.7461,40917.9883,36.1406,36.2422,26.49280323,33638.9112,,,,,,,,,
38.1601,40956.1484,35.7422,36.6055,26.20538206,33677.0713,,,,,,,,,
37.9024,40994.0508,35.6289,36.4492,26.38355355,33714.9737,,,,,,,,,
37.7734,41031.8242,35.9922,36.3633,26.47365606,33752.7471,,,,,,,,,
37.8985,41069.7227,36.0508,36.3828,26.38626859,33790.6456,,,,,,,,,
37.9335,41107.6562,35.832,36.3867,26.36192284,33828.5791,,,,,,,,,
37.8126,41145.4688,35.793,36.3281,26.44621105,33866.3917,,,,,,,,,
37.9648,41183.4336,35.8203,36.4648,26.34018881,33904.3565,,,,,,,,,
37.8633,41221.2969,35.6836,36.3477,26.41079885,33942.2198,,,,,,,,,
37.9609,41259.2578,35.9922,36.4023,26.34289493,33980.1807,,,,,,,,,
37.8984,41297.1562,35.9687,36.3633,26.38633821,34018.0791,,,,,,,,,
38.1368,41335.293,36.0429,36.6406,26.22139246,34056.2159,,,,,,,,,
37.8906,41373.1836,35.8828,36.3711,26.39176999,34094.1065,,,,,,,,,
37.9883,41411.1719,35.7266,36.4922,26.32389446,34132.0948,,,,,,,,,
37.789,41448.9609,35.7696,36.3671,26.46272725,34169.8838,,,,,,,,,
38.0664,41487.0273,36.3242,36.4922,26.2698863,34207.9502,,,,,,,,,
37.8243,41524.8516,36.2813,36.3008,26.43803058,34245.7745,,,,,,,,,
38.0039,41562.8555,36.2188,36.4297,26.31308892,34283.7784,,,,,,,,,
37.8281,41600.6836,35.8242,36.3437,26.43537476,34321.6065,,,,,,,,,
38.0195,41638.7031,35.6485,36.5899,26.30229224,34359.626,,,,,,,,,
38.1602,41676.8633,36.1172,36.5938,26.20531339,34397.7862,,,,,,,,,
37.9062,41714.7695,36.2344,36.4023,26.38090866,34435.6924,,,,,,,,,
38.1055,41752.875,36.1289,36.5742,26.24293081,34473.7979,,,,,,,,,
38,41790.875,35.7774,36.5742,26.31578947,34511.7979,,,,,,,,,
38.1406,41829.0156,35.6836,36.5586,26.21877999,34549.9385,,,,,,,,,
37.9336,41866.9492,35.7187,36.4218,26.36185334,34587.8721,,,,,,,,,
38.0742,41905.0234,36.0469,36.4844,26.26450457,34625.9463,,,,,,,,,
37.8594,41942.8828,35.9492,36.3907,26.4135195,34663.8057,,,,,,,,,
38,41980.8828,35.8946,36.4804,26.31578947,34701.8057,,,,,,,,,
37.8867,42018.7695,35.8789,36.4179,26.39448672,34739.6924,,,,,,,,,
37.875,42056.6445,35.6719,36.3281,26.40264026,34777.5674,,,,,,,,,
38.1719,42094.8164,35.9024,36.4687,26.19728125,34815.7393,,,,,,,,,
37.8164,42132.6328,36.039,36.3398,26.44355359,34853.5557,,,,,,,,,
37.9336,42170.5664,35.9414,36.4336,26.36185334,34891.4893,,,,,,,,,
37.918,42208.4844,35.8437,36.4648,26.37269898,34929.4073,,,,,,,,,
37.7968,42246.2812,35.7656,36.3399,26.45726622,34967.2041,,,,,,,,,
38.0547,42284.3359,35.9297,36.6093,26.27796304,35005.2588,,,,,,,,,
37.7266,42322.0625,36.4531,36.3204,26.50649674,35042.9854,,,,,,,,,
37.9922,42360.0547,36.3281,36.5273,26.32119224,35080.9776,,,,,,,,,
37.8555,42397.9102,36.0703,36.3047,26.4162407,35118.8331,,,,,,,,,
37.746,42435.6562,35.793,36.2891,26.49287342,35156.5791,,,,,,,,,
37.9102,42473.5664,35.7343,36.4844,26.37812515,35194.4893,,,,,,,,,
37.8281,42511.3945,35.9727,36.3867,26.43537476,35232.3174,,,,,,,,,
37.9571,42549.3516,36.2969,36.4961,26.34553219,35270.2745,,,,,,,,,
38.3007,42587.6523,36.2774,36.332,26.10918338,35308.5752,,,,,,,,,
37.918,42625.5703,35.9102,36.3633,26.37269898,35346.4932,,,,,,,,,
37.8672,42663.4375,35.7188,36.3047,26.40807876,35384.3604,,,,,,,,,
37.9414,42701.3789,35.7032,36.3672,26.35643387,35422.3018,,,,,,,,,
37.9727,42739.3516,36.0351,36.4063,26.33470888,35460.2745,,,,,,,,,
37.9804,42777.332,36.1562,36.4531,26.32936989,35498.2549,,,,,,,,,
37.875,42815.207,35.8125,36.3554,26.40264026,35536.1299,,,,,,,,,
37.9063,42853.1133,35.8359,36.3868,26.38083907,35574.0362,,,,,,,,,
37.7929,42890.9062,35.7578,36.3476,26.45999645,35611.8291,,,,,,,,,
38.0626,42928.9688,36.1094,36.5,26.27250897,35649.8917,,,,,,,,,
37.8789,42966.8477,36.1094,36.3203,26.39992186,35687.7706,,,,,,,,,
38.0351,43004.8828,36.0312,36.4843,26.29150443,35725.8057,,,,,,,,,
37.918,43042.8008,36.0234,36.3945,26.37269898,35763.7237,,,,,,,,,
38.2031,43081.0039,35.7226,36.6758,26.17588625,35801.9268,,,,,,,,,
37.918,43118.9219,35.6953,36.3789,26.37269898,35839.8448,,,,,,,,,
37.8398,43156.7617,35.9843,36.4492,26.42720099,35877.6846,,,,,,,,,
37.9531,43194.7148,36.1602,36.4102,26.34830883,35915.6377,,,,,,,,,
37.918,43232.6328,36.1563,36.4102,26.37269898,35953.5557,,,,,,,,,
37.668,43270.3008,35.9532,36.2812,26.54773282,35991.2237,,,,,,,,,
37.9258,43308.2266,35.7734,36.3672,26.36727505,36029.1495,,,,,,,,,
37.7968,43346.0234,36.0157,36.3477,26.45726622,36066.9463,,,,,,,,,
38.0704,43384.0938,36.4258,36.3945,26.26712617,36105.0167,,,,,,,,,
37.832,43421.9258,36.2774,36.2891,26.43264961,36142.8487,,,,,,,,,
38.0312,43459.957,35.832,36.2734,26.29420055,36180.8799,,,,,,,,,
38.1602,43498.1172,35.7617,36.5039,26.20531339,36219.0401,,,,,,,,,
37.9258,43536.043,35.7226,36.3086,26.36727505,36256.9659,,,,,,,,,
37.9179,43573.9609,36.0078,36.3321,26.37276853,36294.8838,,,,,,,,,
38.4024,43612.3633,36.2187,36.6875,26.04003916,36333.2862,,,,,,,,,
38.0117,43650.375,35.8633,36.3985,26.30768947,36371.2979,,,,,,,,,
37.9922,43688.3672,35.7695,36.2851,26.32119224,36409.2901,,,,,,,,,
38.1289,43726.4961,35.7227,36.5821,26.22682532,36447.419,,,,,,,,,
38.125,43764.6211,35.9844,36.4023,26.2295082,36485.544,,,,,,,,,
37.957,43802.5781,36.1719,36.4023,26.3456016,36523.501,,,,,,,,,
38,43840.5781,36.1563,36.5547,26.31578947,36561.501,,,,,,,,,
37.9024,43878.4805,35.8282,36.4453,26.38355355,36599.4034,,,,,,,,,
37.8359,43916.3164,35.7031,36.3711,26.42992502,36637.2393,,,,,,,,,
37.9063,43954.2227,35.6914,36.3711,26.38083907,36675.1456,,,,,,,,,
37.9804,43992.2031,36.0156,36.4453,26.32936989,36713.126,,,,,,,,,
37.8516,44030.0547,36.2305,36.3672,26.41896247,36750.9776,,,,,,,,,
38.0937,44068.1484,35.8555,36.3476,26.25105989,36789.0713,,,,,,,,,
38,44106.1484,35.9062,36.4727,26.31578947,36827.0713,,,,,,,,,
38.0469,44144.1953,35.6718,36.4805,26.28335029,36865.1182,,,,,,,,,
37.8945,44182.0898,35.9414,36.4531,26.38905382,36903.0127,,,,,,,,,
38.0625,44220.1523,36.2149,36.5586,26.272578,36941.0752,,,,,,,,,
37.9454,44258.0977,36.1954,36.375,26.35365552,36979.0206,,,,,,,,,
37.7226,44295.8203,35.8047,36.2305,26.50930742,37016.7432,,,,,,,,,
37.875,44333.6953,35.8633,36.3398,26.40264026,37054.6182,,,,,,,,,
37.918,44371.6133,35.7656,36.4883,26.37269898,37092.5362,,,,,,,,,
37.8594,44409.4727,36.0781,36.3867,26.4135195,37130.3956,,,,,,,,,
37.914,44447.3867,36.1719,36.4062,26.37548135,37168.3096,,,,,,,,,
37.961,44485.3477,36.1328,36.4882,26.34282553,37206.2706,,,,,,,,,
37.8828,44523.2305,35.832,36.3867,26.39720401,37244.1534,,,,,,,,,
37.9257,44561.1562,35.625,36.375,26.36734457,37282.0791,,,,,,,,,
37.8282,44598.9844,35.8476,36.2813,26.43530488,37319.9073,,,,,,,,,
37.7734,44636.7578,36.4257,36.3242,26.47365606,37357.6807,,,,,,,,,
37.8906,44674.6484,36.1523,36.3672,26.39176999,37395.5713,,,,,,,,,
37.9805,44712.6289,35.7617,36.4414,26.32930056,37433.5518,,,,,,,,,
37.918,44750.5469,35.8555,36.3672,26.37269898,37471.4698,,,,,,,,,
37.9297,44788.4766,35.6875,36.4688,26.36456392,37509.3995,,,,,,,,,
38.0156,44826.4922,35.9257,36.5117,26.30499058,37547.4151,,,,,,,,,
37.8789,44864.3711,36.207,36.3243,26.39992186,37585.294,,,,,,,,,
38.0078,44902.3789,36.0586,36.457,26.31038892,37623.3018,,,,,,,,,
37.8906,44940.2695,35.75,36.3164,26.39176999,37661.1924,,,,,,,,,
37.8321,44978.1016,35.7852,36.4141,26.43257974,37699.0245,,,,,,,,,
37.9765,45016.0781,35.7539,36.4453,26.33207378,37737.001,,,,,,,,,
37.918,45053.9961,36.3359,36.3828,26.37269898,37774.919,,,,,,,,,
37.7539,45091.75,36.1367,36.3047,26.48732979,37812.6729,,,,,,,,,
37.7969,45129.5469,36.0156,36.2617,26.45719623,37850.4698,,,,,,,,,
38.0547,45167.6016,35.9531,36.5117,26.27796304,37888.5245,,,,,,,,,
37.9687,45205.5703,35.8047,36.4453,26.33748324,37926.4932,,,,,,,,,
37.8086,45243.3789,35.8125,36.3516,26.44900896,37964.3018,,,,,,,,,
38.0195,45281.3984,36.1836,36.539,26.30229224,38002.3213,,,,,,,,,
37.9219,45319.3203,36.0508,36.3711,26.36998674,38040.2432,,,,,,,,,
37.9727,45357.293,35.8554,36.418,26.33470888,38078.2159,,,,,,,,,
37.7851,45395.0781,35.8672,36.3047,26.46545861,38116.001,,,,,,,,,
38,45433.0781,35.7539,36.4961,26.31578947,38154.001,,,,,,,,,
38.1289,45471.207,36.3398,36.5586,26.22682532,38192.1299,,,,,,,,,
37.6485,45508.8555,36.1758,36.2656,26.56148319,38229.7784,,,,,,,,,
37.7734,45546.6289,36.0938,36.3477,26.47365606,38267.5518,,,,,,,,,
38.0352,45584.6641,35.8633,36.5234,26.2914353,38305.587,,,,,,,,,
37.9023,45622.5664,35.8789,36.3789,26.38362316,38343.4893,,,,,,,,,
37.9844,45660.5508,35.8242,36.3945,26.32659723,38381.4737,,,,,,,,,
37.75,45698.3008,36.2656,36.336,26.49006623,38419.2237,,,,,,,,,
38.0117,45736.3125,36.125,36.5313,26.30768947,38457.2354,,,,,,,,,
37.9023,45774.2148,36.2227,36.3555,26.38362316,38495.1377,,,,,,,,,
37.8633,45812.0781,35.8711,36.4258,26.41079885,38533.001,,,,,,,,,
37.7774,45849.8555,35.7734,36.3165,26.47085294,38570.7784,,,,,,,,,
38.1367,45887.9922,36.0937,36.4297,26.22146122,38608.9151,,,,,,,,,
38.1758,45926.168,36.2344,36.4375,26.19460496,38647.0909,,,,,,,,,
37.957,45964.125,35.832,36.332,26.3456016,38685.0479,,,,,,,,,
38.0352,46002.1602,35.8437,36.4062,26.2914353,38723.0831,,,,,,,,,
37.9882,46040.1484,35.7851,36.2929,26.32396376,38761.0713,,,,,,,,,
38.0118,46078.1602,35.7188,36.3984,26.30762027,38799.0831,,,,,,,,,
37.9336,46116.0938,36.4492,36.2812,26.36185334,38837.0167,,,,,,,,,
37.9882,46154.082,36.25,36.332,26.32396376,38875.0049,,,,,,,,,
37.9922,46192.0742,35.8203,36.3047,26.32119224,38912.9971,,,,,,,,,
37.8711,46229.9453,35.8164,36.2695,26.40535923,38950.8682,,,,,,,,,
38.2344,46268.1797,35.875,36.7031,26.15445777,38989.1026,,,,,,,,,
37.7617,46305.9414,36.1211,36.3281,26.4818586,39026.8643,,,,,,,,,
37.8398,46343.7812,36.1915,36.2852,26.42720099,39064.7041,,,,,,,,,
37.9805,46381.7617,36.1953,36.3399,26.32930056,39102.6846,,,,,,,,,
38.2266,46419.9883,35.918,36.5664,26.15979449,39140.9112,,,,,,,,,
38.0742,46458.0625,35.793,36.375,26.26450457,39178.9854,,,,,,,,,
38,46496.0625,35.6914,36.3672,26.31578947,39216.9854,,,,,,,,,
37.9141,46533.9766,36.0508,36.3008,26.37541179,39254.8995,,,,,,,,,
38.0586,46572.0352,36.2226,36.4649,26.27527024,39292.9581,,,,,,,,,
38.121,46610.1562,36.1328,36.4805,26.23226043,39331.0791,,,,,,,,,
38.1016,46648.2578,35.8985,36.4492,26.24561698,39369.1807,,,,,,,,,
38.2344,46686.4922,35.8086,36.5625,26.15445777,39407.4151,,,,,,,,,
37.957,46724.4492,36.0547,36.3008,26.3456016,39445.3721,,,,,,,,,
38.1211,46762.5703,36.1563,36.3984,26.23219162,39483.4932,,,,,,,,,
38.0703,46800.6406,35.8046,36.4179,26.26719516,39521.5635,,,,,,,,,
38.1094,46838.75,35.8555,36.4766,26.24024519,39559.6729,,,,,,,,,
37.918,46876.668,35.7656,36.3789,26.37269898,39597.5909,,,,,,,,,
38.2578,46914.9258,35.8593,36.3672,26.13846065,39635.8487,,,,,,,,,
37.8164,46952.7422,36.1718,36.3828,26.44355359,39673.6651,,,,,,,,,
37.7773,46990.5195,36.0235,36.3047,26.47092301,39711.4424,,,,,,,,,
37.8633,47028.3828,36.2422,36.3672,26.41079885,39749.3057,,,,,,,,,
37.9531,47066.3359,35.8437,36.4141,26.34830883,39787.2588,,,,,,,,,
37.9766,47104.3125,35.8203,36.3906,26.33200444,39825.2354,,,,,,,,,
37.8359,47142.1484,36.0937,36.2969,26.42992502,39863.0713,,,,,,,,,
38.0274,47180.1758,36.207,36.4219,26.29682808,39901.0987,,,,,,,,,
37.8945,47218.0703,36.1836,36.3399,26.38905382,39938.9932,,,,,,,,,
37.8555,47255.9258,35.7851,36.3477,26.4162407,39976.8487,,,,,,,,,
37.9609,47293.8867,35.793,36.4336,26.34289493,40014.8096,,,,,,,,,
38.0117,47331.8984,35.7149,36.4727,26.30768947,40052.8213,,,,,,,,,
37.8086,47369.707,36.3047,36.293,26.44900896,40090.6299,,,,,,,,,
37.9297,47407.6367,36.3359,36.3907,26.36456392,40128.5596,,,,,,,,,
37.8516,47445.4883,36.1015,36.289,26.41896247,40166.4112,,,,,,,,,
37.8984,47483.3867,35.9023,36.3594,26.38633821,40204.3096,,,,,,,,,
37.9805,47521.3672,35.7617,36.4062,26.32930056,40242.2901,,,,,,,,,
37.9492,47559.3164,36.1016,36.4219,26.35101662,40280.2393,,,,,,,,,
38.0469,47597.3633,36.0899,36.5039,26.28335029,40318.2862,,,,,,,,,
38.0273,47635.3906,36.2344,36.4805,26.29689723,40356.3135,,,,,,,,,
37.8282,47673.2188,35.9101,36.2656,26.43530488,40394.1417,,,,,,,,,
38.0468,47711.2656,35.8398,36.4414,26.28341937,40432.1885,,,,,,,,,
37.9805,47749.2461,35.8125,36.3789,26.32930056,40470.169,,,,,,,,,
37.9648,47787.2109,36.0859,36.4219,26.34018881,40508.1338,,,,,,,,,
37.8047,47825.0156,36.2735,36.2774,26.45173748,40545.9385,,,,,,,,,
37.9805,47862.9961,36.1523,36.414,26.32930056,40583.919,,,,,,,,,
38.1797,47901.1758,35.8868,36.6602,26.19192922,40622.0987,,,,,,,,,
38.1094,47939.2852,35.8399,36.539,26.24024519,40660.2081,,,,,,,,,
37.8867,47977.1719,35.5976,36.3125,26.39448672,40698.0948,,,,,,,,,
37.8359,48015.0078,36.3555,36.3282,26.42992502,40735.9307,,,,,,,,,
37.9766,48052.9844,36.1172,36.3945,26.33200444,40773.9073,,,,,,,,,
37.7968,48090.7812,35.8711,36.3008,26.45726622,40811.7041,,,,,,,,,
37.875,48128.6562,35.879,36.418,26.40264026,40849.5791,,,,,,,,,
38.0626,48166.7188,35.9609,36.4961,26.27250897,40887.6417,,,,,,,,,
37.8124,48204.5312,36.3203,36.3281,26.44635093,40925.4541,,,,,,,,,
37.8985,48242.4297,36.207,36.4766,26.38626859,40963.3526,,,,,,,,,
37.7617,48280.1914,36.1914,36.3086,26.4818586,41001.1143,,,,,,,,,
37.7383,48317.9297,35.9296,36.3125,26.49827894,41038.8526,,,,,,,,,
37.9101,48355.8398,35.7968,36.375,26.37819473,41076.7627,,,,,,,,,
37.8164,48393.6562,35.8632,36.2774,26.44355359,41114.5791,,,,,,,,,
37.9727,48431.6289,36.336,36.4727,26.33470888,41152.5518,,,,,,,,,
38.2149,48469.8438,36.1992,36.5664,26.16780366,41190.7667,,,,,,,,,
38.1796,48508.0234,36.2539,36.7032,26.19199782,41228.9463,,,,,,,,,
37.9727,48545.9961,35.9336,36.4062,26.33470888,41266.919,,,,,,,,,
37.9609,48583.957,35.707,36.3985,26.34289493,41304.8799,,,,,,,,,
38.0274,48621.9844,35.8867,36.504,26.29682808,41342.9073,,,,,,,,,
37.8164,48659.8008,36.1367,36.375,26.44355359,41380.7237,,,,,,,,,
37.7969,48697.5977,36.4336,36.3477,26.45719623,41418.5206,,,,,,,,,
37.8632,48735.4609,36.2149,36.3789,26.4108686,41456.3838,,,,,,,,,
38.1914,48773.6523,35.8437,36.5976,26.18390528,41494.5752,,,,,,,,,
37.8946,48811.5469,35.7735,36.3398,26.38898418,41532.4698,,,,,,,,,
38,48849.5469,36.0625,36.4218,26.31578947,41570.4698,,,,,,,,,
38.1406,48887.6875,36.1211,36.6328,26.21877999,41608.6104,,,,,,,,,
37.9414,48925.6289,35.8555,36.4062,26.35643387,41646.5518,,,,,,,,,
37.8867,48963.5156,35.8516,36.2969,26.39448672,41684.4385,,,,,,,,,
38.0235,49001.5391,36.1797,36.4961,26.29952529,41722.462,,,,,,,,,
37.8281,49039.3672,35.75,36.3829,26.43537476,41760.2901,,,,,,,,,
37.9219,49077.2891,36.4219,36.3945,26.36998674,41798.212,,,,,,,,,
38.0898,49115.3789,36.6094,36.5742,26.25374772,41836.3018,,,,,,,,,
38.1992,49153.5781,36.2149,36.5117,26.17855871,41874.501,,,,,,,,,
38.1055,49191.6836,36.1758,36.5,26.24293081,41912.6065,,,,,,,,,
37.9141,49229.5977,35.8946,36.3984,26.37541179,41950.5206,,,,,,,,,
37.9335,49267.5312,36.0625,36.3945,26.36192284,41988.4541,,,,,,,,,
37.9922,49305.5234,36.8047,36.3985,26.32119224,42026.4463,,,,,,,,,
37.9883,49343.5117,36.457,36.4102,26.32389446,42064.4346,,,,,,,,,
37.7891,49381.3008,36.207,36.3671,26.46265722,42102.2237,,,,,,,,,
37.9961,49419.2969,35.8086,36.5156,26.31849058,42140.2198,,,,,,,,,
37.8476,49457.1445,35.8125,36.3516,26.42175462,42178.0674,,,,,,,,,
37.9141,49495.0586,36.7383,36.3164,26.37541179,42215.9815,,,,,,,,,
38.1406,49533.1992,36.5586,36.6132,26.21877999,42254.1221,,,,,,,,,
37.7852,49570.9844,36.2969,36.3555,26.46538856,42291.9073,,,,,,,,,
37.8633,49608.8477,36.1563,36.3555,26.41079885,42329.7706,,,,,,,,,
38.1015,49646.9492,35.9765,36.5274,26.24568587,42367.8721,,,,,,,,,
37.7617,49684.7109,36.0664,36.3047,26.4818586,42405.6338,,,,,,,,,
37.8868,49722.5977,36.5078,36.3789,26.39441705,42443.5206,,,,,,,,,
37.8242,49760.4219,36.3867,36.3867,26.43810048,42481.3448,,,,,,,,,
37.8515,49798.2734,36.418,36.3828,26.41903227,42519.1963,,,,,,,,,
38.2344,49836.5078,36.0937,36.6836,26.15445777,42557.4307,,,,,,,,,
38.1211,49874.6289,35.875,36.5352,26.23219162,42595.5518,,,,,,,,,
37.8672,49912.4961,36.3047,36.4219,26.40807876,42633.419,,,,,,,,,
37.918,49950.4141,36.5898,36.3671,26.37269898,42671.337,,,,,,,,,
37.8437,49988.2578,36.2226,36.3477,26.42447752,42709.1807,,,,,,,,,
37.957,50026.2148,36.164,36.3437,26.3456016,42747.1377,,,,,,,,,
37.9727,50064.1875,35.8906,36.3867,26.33470888,42785.1104,,,,,,,,,
37.7891,50101.9766,35.9727,36.3477,26.46265722,42822.8995,,,,,,,,,
38.0351,50140.0117,36.7422,36.5743,26.29150443,42860.9346,,,,,,,,,
37.8867,50177.8984,36.5117,36.3242,26.39448672,42898.8213,,,,,,,,,
