latency,time,GPU1,GPU2,fps,time_rel,,,,,,,,,
38.8594,102486.8125,37.6484,35.7734,25.73379929,95207.7354,,,,,,,,,
38.7578,102525.5703,37.5234,35.6953,25.80125807,95246.4932,,,,,,,,,
38.7891,102564.3594,37.6094,35.3985,25.78043832,95285.2823,,,,,,,,,
39.0078,102603.3672,37.7969,35.3594,25.63589846,95324.2901,,,,,,,,,
38.9766,102642.3438,37.7969,34.8828,25.65641949,95363.2667,,,,,,,,,
38.8593,102681.2031,37.6407,35.6484,25.73386551,95402.126,,,,,,,,,
38.875,102720.0781,37.6875,35.4922,25.72347267,95441.001,,,,,,,,,
38.9219,102759,37.7422,35.3125,25.69247647,95479.9229,,,,,,,,,
39.0312,102798.0312,37.8203,35.3672,25.62052922,95518.9541,,,,,,,,,
38.7579,102836.7891,37.5704,35.1171,25.8011915,95557.712,,,,,,,,,
38.8125,102875.6016,37.6328,35.7344,25.76489533,95596.5245,,,,,,,,,
38.8437,102914.4453,37.664,35.4688,25.74420048,95635.3682,,,,,,,,,
38.9141,102953.3594,37.711,35.3047,25.69762631,95674.2823,,,,,,,,,
38.8281,102992.1875,37.6328,35.2188,25.75454375,95713.1104,,,,,,,,,
39.0156,103031.2031,37.7968,34.8906,25.63077333,95752.126,,,,,,,,,
39.1094,103070.3125,37.9219,34.7109,25.56930048,95791.2354,,,,,,,,,
39,103109.3125,37.7969,35.7422,25.64102564,95830.2354,,,,,,,,,
38.8125,103148.125,37.6172,35.6875,25.76489533,95869.0479,,,,,,,,,
38.9062,103187.0312,37.7266,35.3672,25.70284428,95907.9541,,,,,,,,,
38.7891,103225.8203,37.5937,35.4141,25.78043832,95946.7432,,,,,,,,,
38.7891,103264.6094,37.6016,35.1953,25.78043832,95985.5323,,,,,,,,,
38.9765,103303.5859,37.789,35.6953,25.65648532,96024.5088,,,,,,,,,
38.9219,103342.5078,37.6953,35.5938,25.69247647,96063.4307,,,,,,,,,
38.9297,103381.4375,37.7266,35.4453,25.6873287,96102.3604,,,,,,,,,
38.9844,103420.4219,37.75,35.3282,25.65128616,96141.3448,,,,,,,,,
38.7969,103459.2188,37.5703,35.0546,25.77525524,96180.1417,,,,,,,,,
38.914,103498.1328,37.7344,35.6484,25.69769235,96219.0557,,,,,,,,,
38.836,103536.9688,37.6406,35.5313,25.74930477,96257.8917,,,,,,,,,
38.7812,103575.75,37.5703,35.3438,25.78568997,96296.6729,,,,,,,,,
38.8438,103614.5938,37.6875,35.3594,25.7441342,96335.5167,,,,,,,,,
39.0078,103653.6016,37.7891,34.7109,25.63589846,96374.5245,,,,,,,,,
39.0703,103692.6719,37.8906,34.7969,25.59488921,96413.5948,,,,,,,,,
38.8281,103731.5,37.625,35.7031,25.75454375,96452.4229,,,,,,,,,
39.0391,103770.5391,37.8516,35.6719,25.61534462,96491.462,,,,,,,,,
38.7187,103809.2578,37.5234,35.5078,25.82731342,96530.1807,,,,,,,,,
38.8594,103848.1172,37.6485,35.3203,25.73379929,96569.0401,,,,,,,,,
38.9844,103887.1016,37.7657,35.1875,25.65128616,96608.0245,,,,,,,,,
38.8515,103925.9531,37.6406,35.6719,25.73903196,96646.876,,,,,,,,,
38.9688,103964.9219,37.7891,35.6172,25.66155488,96685.8448,,,,,,,,,
38.8828,104003.8047,37.711,35.4219,25.71831247,96724.7276,,,,,,,,,
38.9453,104042.75,37.75,35.3437,25.67703933,96763.6729,,,,,,,,,
38.8594,104081.6094,37.6485,35,25.73379929,96802.5323,,,,,,,,,
38.9609,104120.5703,37.75,35.6094,25.66675821,96841.4932,,,,,,,,,
38.9219,104159.4922,37.7266,35.4766,25.69247647,96880.4151,,,,,,,,,
38.7734,104198.2656,37.5469,35.5312,25.79087725,96919.1885,,,,,,,,,
38.8438,104237.1094,37.6953,35.3126,25.7441342,96958.0323,,,,,,,,,
39.0156,104276.125,37.8281,34.961,25.63077333,96997.0479,,,,,,,,,
38.8359,104314.9609,37.6484,35.664,25.74937107,97035.8838,,,,,,,,,
38.8516,104353.8125,37.6016,35.5156,25.73896571,97074.7354,,,,,,,,,
38.8437,104392.6562,37.6484,35.3125,25.74420048,97113.5791,,,,,,,,,
38.7813,104431.4375,37.5938,35.2734,25.78562348,97152.3604,,,,,,,,,
38.7578,104470.1953,37.5703,34.7969,25.80125807,97191.1182,,,,,,,,,
38.7735,104508.9688,37.5547,34.8125,25.79081073,97229.8917,,,,,,,,,
38.8359,104547.8047,37.6719,35.8046,25.74937107,97268.7276,,,,,,,,,
38.8125,104586.6172,37.6172,35.6328,25.76489533,97307.5401,,,,,,,,,
38.8594,104625.4766,37.6328,35.3438,25.73379929,97346.3995,,,,,,,,,
38.9765,104664.4531,37.7734,35.2812,25.65648532,97385.376,,,,,,,,,
38.8438,104703.2969,37.6797,35.0937,25.7441342,97424.2198,,,,,,,,,
38.8437,104742.1406,37.6562,35.5937,25.74420048,97463.0635,,,,,,,,,
38.8047,104780.9453,37.6016,35.6797,25.77007424,97501.8682,,,,,,,,,
38.9453,104819.8906,37.75,35.4141,25.67703933,97540.8135,,,,,,,,,
38.6797,104858.5703,37.5234,35.4063,25.8533546,97579.4932,,,,,,,,,
38.8516,104897.4219,37.6641,34.9687,25.73896571,97618.3448,,,,,,,,,
38.7109,104936.1328,37.539,35.7578,25.83251746,97657.0557,,,,,,,,,
38.7734,104974.9062,37.5782,35.5391,25.79087725,97695.8291,,,,,,,,,
38.8829,105013.7891,37.6954,35.4219,25.71824632,97734.712,,,,,,,,,
38.6484,105052.4375,37.4844,35.3437,25.87429234,97773.3604,,,,,,,,,
38.8203,105091.2578,37.5625,35.086,25.7597185,97812.1807,,,,,,,,,
38.8125,105130.0703,37.6015,35.7031,25.76489533,97850.9932,,,,,,,,,
38.6797,105168.75,37.5078,35.5079,25.8533546,97889.6729,,,,,,,,,
38.9141,105207.6641,37.75,35.3672,25.69762631,97928.587,,,,,,,,,
38.8281,105246.4922,37.6172,35.3438,25.75454375,97967.4151,,,,,,,,,
38.6484,105285.1406,37.4844,34.8594,25.87429234,98006.0635,,,,,,,,,
38.8047,105323.9453,37.6094,35.6641,25.77007424,98044.8682,,,,,,,,,
38.9297,105362.875,37.7266,35.6718,25.6873287,98083.7979,,,,,,,,,
38.8203,105401.6953,37.6406,35.4453,25.7597185,98122.6182,,,,,,,,,
38.8125,105440.5078,37.6172,35.4218,25.76489533,98161.4307,,,,,,,,,
38.8047,105479.3125,37.6094,35.3437,25.77007424,98200.2354,,,,,,,,,
39.0156,105518.3281,37.8203,34.9063,25.63077333,98239.251,,,,,,,,,
38.8594,105557.1875,37.6484,35.8125,25.73379929,98278.1104,,,,,,,,,
38.8828,105596.0703,37.625,35.6484,25.71831247,98316.9932,,,,,,,,,
38.9141,105634.9844,37.7031,35.3125,25.69762631,98355.9073,,,,,,,,,
38.8125,105673.7969,37.5938,35.3438,25.76489533,98394.7198,,,,,,,,,
38.8906,105712.6875,37.6797,34.9375,25.71315434,98433.6104,,,,,,,,,
39.0234,105751.7109,37.7343,35.6094,25.62565025,98472.6338,,,,,,,,,
38.9766,105790.6875,37.6328,35.6953,25.65641949,98511.6104,,,,,,,,,
39.0937,105829.7812,37.6797,35.2969,25.57956909,98550.7041,,,,,,,,,
38.9922,105868.7734,37.6015,35.3203,25.64615487,98589.6963,,,,,,,,,
39.1172,105907.8906,37.8047,35.2031,25.56420194,98628.8135,,,,,,,,,
38.836,105946.7266,37.5234,35.75,25.74930477,98667.6495,,,,,,,,,
39.0312,105985.7578,37.711,35.4766,25.62052922,98706.6807,,,,,,,,,
38.9688,106024.7266,37.7188,35.414,25.66155488,98745.6495,,,,,,,,,
38.7734,106063.5,37.5235,35.2812,25.79087725,98784.4229,,,,,,,,,
38.8203,106102.3203,37.5703,34.8281,25.7597185,98823.2432,,,,,,,,,
38.8672,106141.1875,37.5312,35.8281,25.72863494,98862.1104,,,,,,,,,
38.875,106180.0625,37.6328,35.664,25.72347267,98900.9854,,,,,,,,,
38.9141,106218.9766,37.5703,35.6015,25.69762631,98939.8995,,,,,,,,,
38.9375,106257.9141,37.6563,35.4687,25.68218299,98978.837,,,,,,,,,
38.789,106296.7031,37.5859,35.1875,25.78050478,99017.626,,,,,,,,,
38.8907,106335.5938,37.6953,35.6953,25.71308822,99056.5167,,,,,,,,,
38.8671,106374.4609,37.6484,35.5547,25.72870114,99095.3838,,,,,,,,,
38.6797,106413.1406,37.4687,35.4453,25.8533546,99134.0635,,,,,,,,,
38.8047,106451.9453,37.6172,35.4453,25.77007424,99172.8682,,,,,,,,,
38.7344,106490.6797,37.5312,34.914,25.81684498,99211.6026,,,,,,,,,
38.9141,106529.5938,37.711,35.6953,25.69762631,99250.5167,,,,,,,,,
38.7187,106568.3125,37.5469,35.5938,25.82731342,99289.2354,,,,,,,,,
38.9297,106607.2422,37.7266,35.4687,25.6873287,99328.1651,,,,,,,,,
38.8672,106646.1094,37.625,35.7891,25.72863494,99367.0323,,,,,,,,,
38.8281,106684.9375,37.625,35.6328,25.75454375,99405.8604,,,,,,,,,
38.7656,106723.7031,37.5547,35.414,25.79606662,99444.626,,,,,,,,,
38.7578,106762.4609,37.5468,35.3672,25.80125807,99483.3838,,,,,,,,,
38.9219,106801.3828,37.6797,34.8047,25.69247647,99522.3057,,,,,,,,,
38.8203,106840.2031,37.6094,35.7734,25.7597185,99561.126,,,,,,,,,
38.9688,106879.1719,37.7344,35.7266,25.66155488,99600.0948,,,,,,,,,
38.8906,106918.0625,37.7031,35.3359,25.71315434,99638.9854,,,,,,,,,
38.7422,106956.8047,37.5156,35.3907,25.81164725,99677.7276,,,,,,,,,
38.7969,106995.6016,37.6172,35.0703,25.77525524,99716.5245,,,,,,,,,
38.914,107034.5156,37.75,35.6016,25.69769235,99755.4385,,,,,,,,,
38.7891,107073.3047,37.5938,35.4687,25.78043832,99794.2276,,,,,,,,,
38.9453,107112.25,37.7187,35.3593,25.67703933,99833.1729,,,,,,,,,
38.8359,107151.0859,37.6328,35.3438,25.74937107,99872.0088,,,,,,,,,
38.836,107189.9219,37.625,35.0625,25.74930477,99910.8448,,,,,,,,,
38.8984,107228.8203,37.6875,35.6484,25.70799827,99949.7432,,,,,,,,,
38.7109,107267.5312,37.4844,35.5156,25.83251746,99988.4541,,,,,,,,,
38.9688,107306.5,37.7578,35.3125,25.66155488,100027.4229,,,,,,,,,
38.8359,107345.3359,37.664,35.3437,25.74937107,100066.2588,,,,,,,,,
38.9453,107384.2812,37.711,34.7734,25.67703933,100105.2041,,,,,,,,,
38.7969,107423.0781,37.5547,35.9453,25.77525524,100144.001,,,,,,,,,
38.7188,107461.7969,37.5234,35.5391,25.82724671,100182.7198,,,,,,,,,
38.9297,107500.7266,37.7187,35.4766,25.6873287,100221.6495,,,,,,,,,
38.7968,107539.5234,37.6016,35.4219,25.77532168,100260.4463,,,,,,,,,
38.8516,107578.375,37.6562,35.7031,25.73896571,100299.2979,,,,,,,,,
38.8906,107617.2656,37.6953,35.75,25.71315434,100338.1885,,,,,,,,,
38.9063,107656.1719,37.711,35.4141,25.70277821,100377.0948,,,,,,,,,
38.9297,107695.1016,37.7032,35.375,25.6873287,100416.0245,,,,,,,,,
38.75,107733.8516,37.5391,35.2969,25.80645161,100454.7745,,,,,,,,,
38.9453,107772.7969,37.75,35.7734,25.67703933,100493.7198,,,,,,,,,
38.7969,107811.5938,37.5859,35.5547,25.77525524,100532.5167,,,,,,,,,
38.9687,107850.5625,37.7578,35.3906,25.66162074,100571.4854,,,,,,,,,
38.7656,107889.3281,37.5781,35.3203,25.79606662,100610.251,,,,,,,,,
38.8516,107928.1797,37.6484,35.6484,25.73896571,100649.1026,,,,,,,,,
38.7187,107966.8984,37.5391,35.7109,25.82731342,100687.8213,,,,,,,,,
38.7422,108005.6406,37.5312,35.461,25.81164725,100726.5635,,,,,,,,,
38.9219,108044.5625,37.7031,35.3125,25.69247647,100765.4854,,,,,,,,,
38.6641,108083.2266,37.4844,35.3672,25.86378579,100804.1495,,,,,,,,,
38.7578,108121.9844,37.5703,35.2656,25.80125807,100842.9073,,,,,,,,,
38.7968,108160.7812,37.5391,35.3516,25.77532168,100881.7041,,,,,,,,,
38.8282,108199.6094,37.5937,35.2578,25.75447742,100920.5323,,,,,,,,,
38.9375,108238.5469,37.7188,35.5938,25.68218299,100959.4698,,,,,,,,,
38.8672,108277.4141,37.6016,35.7031,25.72863494,100998.337,,,,,,,,,
38.8047,108316.2188,37.6094,35.4531,25.77007424,101037.1417,,,,,,,,,
38.5781,108354.7969,37.3594,35.3906,25.92144248,101075.7198,,,,,,,,,
38.7734,108393.5703,37.5703,35.3046,25.79087725,101114.4932,,,,,,,,,
38.9063,108432.4766,37.7031,35.3672,25.70277821,101153.3995,,,,,,,,,
38.8906,108471.3672,37.6797,35.3438,25.71315434,101192.2901,,,,,,,,,
38.9687,108510.3359,37.7578,35.039,25.66162074,101231.2588,,,,,,,,,
38.7344,108549.0703,37.5234,35.2968,25.81684498,101269.9932,,,,,,,,,
38.7578,108587.8281,37.5468,35.6719,25.80125807,101308.751,,,,,,,,,
38.711,108626.5391,37.5,35.5703,25.83245072,101347.462,,,,,,,,,
38.8125,108665.3516,37.5703,35.4141,25.76489533,101386.2745,,,,,,,,,
38.8281,108704.1797,37.6406,35.3125,25.75454375,101425.1026,,,,,,,,,
38.8125,108742.9922,37.6094,35.711,25.76489533,101463.9151,,,,,,,,,
38.7812,108781.7734,37.5547,35.7266,25.78568997,101502.6963,,,,,,,,,
38.7735,108820.5469,37.5781,35.3984,25.79081073,101541.4698,,,,,,,,,
38.8281,108859.375,37.625,35.375,25.75454375,101580.2979,,,,,,,,,
38.8438,108898.2188,37.625,35.625,25.7441342,101619.1417,,,,,,,,,
38.7734,108936.9922,37.5469,35.6719,25.79087725,101657.9151,,,,,,,,,
38.9375,108975.9297,37.7032,35.4922,25.68218299,101696.8526,,,,,,,,,
38.8594,109014.7891,37.6406,35.3984,25.73379929,101735.712,,,,,,,,,
38.875,109053.6641,37.6719,35.6797,25.72347267,101774.587,,,,,,,,,
38.8515,109092.5156,37.6015,35.6719,25.73903196,101813.4385,,,,,,,,,
38.6563,109131.1719,37.4297,35.3906,25.86900453,101852.0948,,,,,,,,,
39.2734,109170.4453,37.7266,35.3437,25.4625268,101891.3682,,,,,,,,,
38.9063,109209.3516,37.5469,35.3593,25.70277821,101930.2745,,,,,,,,,
39.164,109248.5156,37.7734,35.3437,25.53365336,101969.4385,,,,,,,,,
38.8985,109287.4141,37.5782,35.3906,25.70793218,102008.337,,,,,,,,,
38.9765,109326.3906,37.6172,35.5391,25.65648532,102047.3135,,,,,,,,,
38.8906,109365.2812,37.5157,35.4297,25.71315434,102086.2041,,,,,,,,,
38.836,109404.1172,37.4687,35.4297,25.74930477,102125.0401,,,,,,,,,
39.0703,109443.1875,37.6719,35.3594,25.59488921,102164.1104,,,,,,,,,
39.0313,109482.2188,37.6562,35.3594,25.62046358,102203.1417,,,,,,,,,
38.9531,109521.1719,37.5703,35.3516,25.67189774,102242.0948,,,,,,,,,
38.9765,109560.1484,37.5391,35.25,25.65648532,102281.0713,,,,,,,,,
39.0157,109599.1641,37.6406,35.0625,25.63070764,102320.087,,,,,,,,,
38.9062,109638.0703,37.5078,35.1094,25.70284428,102358.9932,,,,,,,,,
39.0703,109677.1406,37.6953,35.1094,25.59488921,102398.0635,,,,,,,,,
38.8906,109716.0312,37.5157,35.8672,25.71315434,102436.9541,,,,,,,,,
39.0079,109755.0391,37.6485,35.5859,25.63583274,102475.962,,,,,,,,,
38.9218,109793.9609,37.5781,35.4219,25.69254248,102514.8838,,,,,,,,,
39.0079,109832.9688,37.5781,35.6484,25.63583274,102553.8917,,,,,,,,,
38.8593,109871.8281,37.4531,35.7578,25.73386551,102592.751,,,,,,,,,
38.9453,109910.7734,37.5782,35.4297,25.67703933,102631.6963,,,,,,,,,
38.875,109949.6484,37.5937,35.4141,25.72347267,102670.5713,,,,,,,,,
38.7891,109988.4375,37.5156,35.3125,25.78043832,102709.3604,,,,,,,,,
38.9844,110027.4219,37.7032,35.7812,25.65128616,102748.3448,,,,,,,,,
39.0156,110066.4375,37.7344,35.7266,25.63077333,102787.3604,,,,,,,,,
39.0391,110105.4766,37.664,35.4375,25.61534462,102826.3995,,,,,,,,,
39.0937,110144.5703,37.6093,35.2735,25.57956909,102865.4932,,,,,,,,,
39.1172,110183.6875,37.7578,35.7734,25.56420194,102904.6104,,,,,,,,,
38.9609,110222.6484,37.5703,35.6954,25.66675821,102943.5713,,,,,,,,,
38.9922,110261.6406,37.6485,35.3515,25.64615487,102982.5635,,,,,,,,,
39.1094,110300.75,37.7578,35.3203,25.56930048,103021.6729,,,,,,,,,
38.9453,110339.6953,37.6484,35.7969,25.67703933,103060.6182,,,,,,,,,
38.8828,110378.5781,37.5391,35.5938,25.71831247,103099.501,,,,,,,,,
38.9688,110417.5469,37.5859,35.4688,25.66155488,103138.4698,,,,,,,,,
39.164,110456.7109,37.7969,35.3438,25.53365336,103177.6338,,,,,,,,,
39.0391,110495.75,37.6875,35.8438,25.61534462,103216.6729,,,,,,,,,
38.9531,110534.7031,37.5859,35.6719,25.67189774,103255.626,,,,,,,,,
39.0469,110573.75,37.6641,35.5,25.6102277,103294.6729,,,,,,,,,
38.9531,110612.7031,37.5781,35.414,25.67189774,103333.626,,,,,,,,,
39.0157,110651.7188,37.7422,35.3515,25.63070764,103372.6417,,,,,,,,,
38.8906,110690.6094,37.5547,35.4688,25.71315434,103411.5323,,,,,,,,,
39.0468,110729.6562,37.6641,35.3907,25.61029329,103450.5791,,,,,,,,,
39.0079,110768.6641,37.5703,35.414,25.63583274,103489.587,,,,,,,,,
39.0625,110807.7266,37.6796,35.75,25.6,103528.6495,,,,,,,,,
38.9843,110846.7109,37.5704,35.4297,25.65135195,103567.6338,,,,,,,,,
39.1172,110885.8281,37.6875,35.1953,25.56420194,103606.751,,,,,,,,,
39.0157,110924.8438,37.5859,35.3594,25.63070764,103645.7667,,,,,,,,,
38.9609,110963.8047,37.5078,35.6953,25.66675821,103684.7276,,,,,,,,,
39.0937,111002.8984,37.6953,35.6015,25.57956909,103723.8213,,,,,,,,,
39.1407,111042.0391,37.7265,35.4453,25.54885324,103762.962,,,,,,,,,
39.1953,111081.2344,37.8046,35.336,25.51326307,103802.1573,,,,,,,,,
39.0234,111120.2578,37.6328,35.6719,25.62565025,103841.1807,,,,,,,,,
39.0938,111159.3516,37.6875,35.7188,25.57950366,103880.2745,,,,,,,,,
39.0703,111198.4219,37.6563,35.3515,25.59488921,103919.3448,,,,,,,,,
38.7812,111237.2031,37.4219,35.4218,25.78568997,103958.126,,,,,,,,,
39.0625,111276.2656,37.7031,35.6719,25.6,103997.1885,,,,,,,,,
39.1875,111315.4531,37.7969,35.6797,25.51834131,104036.376,,,,,,,,,
38.9688,111354.4219,37.5626,35.3516,25.66155488,104075.3448,,,,,,,,,
39.0703,111393.4922,37.6953,35.3437,25.59488921,104114.4151,,,,,,,,,
38.8906,111432.3828,37.5156,35.8203,25.71315434,104153.3057,,,,,,,,,
39.0625,111471.4453,37.6875,35.7344,25.6,104192.3682,,,,,,,,,
39.0781,111510.5234,37.6172,35.586,25.58978047,104231.4463,,,,,,,,,
39.1016,111549.625,37.6875,35.3906,25.57440105,104270.5479,,,,,,,,,
38.8047,111588.4297,37.4297,35.7266,25.77007424,104309.3526,,,,,,,,,
39.1094,111627.5391,37.7343,35.5312,25.56930048,104348.462,,,,,,,,,
39.0781,111666.6172,37.6953,35.3594,25.58978047,104387.5401,,,,,,,,,
38.9062,111705.5234,37.5,35.2657,25.70284428,104426.4463,,,,,,,,,
38.9922,111744.5156,37.6016,35.6719,25.64615487,104465.4385,,,,,,,,,
39.0156,111783.5312,37.6172,35.7188,25.63077333,104504.4541,,,,,,,,,
39.125,111822.6562,37.7421,35.4219,25.55910543,104543.5791,,,,,,,,,
39.1797,111861.8359,37.8125,35.4453,25.52342157,104582.7588,,,,,,,,,
39.0547,111900.8906,37.6484,35.6953,25.60511283,104621.8135,,,,,,,,,
39.1641,111940.0547,37.7109,35.6016,25.53358816,104660.9776,,,,,,,,,
38.9375,111978.9922,37.5781,35.5,25.68218299,104699.9151,,,,,,,,,
38.9922,112017.9844,37.586,35.414,25.64615487,104738.9073,,,,,,,,,
38.9609,112056.9453,37.5469,35.7578,25.66675821,104777.8682,,,,,,,,,
39.1875,112096.1328,37.7656,35.4922,25.51834131,104817.0557,,,,,,,,,
38.9141,112135.0469,37.5469,35.3125,25.69762631,104855.9698,,,,,,,,,
39.0859,112174.1328,37.6953,35.3125,25.58467376,104895.0557,,,,,,,,,
39.0547,112213.1875,37.5938,35.8437,25.60511283,104934.1104,,,,,,,,,
39.2031,112252.3906,37.7813,35.5234,25.50818685,104973.3135,,,,,,,,,
39.1875,112291.5781,37.7344,35.3047,25.51834131,105012.501,,,,,,,,,
39.1407,112330.7188,37.7578,35.5313,25.54885324,105051.6417,,,,,,,,,
38.9921,112369.7109,37.5703,35.75,25.64622064,105090.6338,,,,,,,,,
39.0625,112408.7734,37.5625,35.6562,25.6,105129.6963,,,,,,,,,
39.0391,112447.8125,37.6719,35.3125,25.61534462,105168.7354,,,,,,,,,
39,112486.8125,37.75,35.3203,25.64102564,105207.7354,,,,,,,,,
38.8828,112525.6953,37.5781,35.6719,25.71831247,105246.6182,,,,,,,,,
38.8281,112564.5234,37.625,35.8047,25.75454375,105285.4463,,,,,,,,,
38.8907,112603.4141,37.6719,35.4218,25.71308822,105324.337,,,,,,,,,
39.0234,112642.4375,37.7735,35.414,25.62565025,105363.3604,,,,,,,,,
38.8984,112681.3359,37.6172,35.8281,25.70799827,105402.2588,,,,,,,,,
39.0469,112720.3828,37.8281,35.6016,25.6102277,105441.3057,,,,,,,,,
38.9297,112759.3125,37.6953,35.6484,25.6873287,105480.2354,,,,,,,,,
38.8516,112798.1641,37.6172,35.3984,25.73896571,105519.087,,,,,,,,,
38.9765,112837.1406,37.6953,35.7344,25.65648532,105558.0635,,,,,,,,,
38.8203,112875.9609,37.5703,35.7734,25.7597185,105596.8838,,,,,,,,,
38.8125,112914.7734,37.5859,35.414,25.76489533,105635.6963,,,,,,,,,
38.9375,112953.7109,37.6641,35.289,25.68218299,105674.6338,,,,,,,,,
38.9063,112992.6172,37.6094,35.3672,25.70277821,105713.5401,,,,,,,,,
39.0625,113031.6797,37.8282,35.5469,25.6,105752.6026,,,,,,,,,
39.0312,113070.7109,37.7656,35.1875,25.62052922,105791.6338,,,,,,,,,
39.1953,113109.9062,37.9453,35.1172,25.51326307,105830.8291,,,,,,,,,
38.9454,113148.8516,37.6484,35.7812,25.6769734,105869.7745,,,,,,,,,
38.8125,113187.6641,37.5625,35.5859,25.76489533,105908.587,,,,,,,,,
39.0156,113226.6797,37.75,35.4453,25.63077333,105947.6026,,,,,,,,,
38.9531,113265.6328,37.6485,35.2812,25.67189774,105986.5557,,,,,,,,,
38.7969,113304.4297,37.5625,35.8907,25.77525524,106025.3526,,,,,,,,,
38.9765,113343.4062,37.7031,35.6641,25.65648532,106064.3291,,,,,,,,,
39.0704,113382.4766,37.8359,35.4218,25.5948237,106103.3995,,,,,,,,,
38.9062,113421.3828,37.6328,35.3438,25.70284428,106142.3057,,,,,,,,,
38.7656,113460.1484,37.5313,35.289,25.79606662,106181.0713,,,,,,,,,
39.0157,113499.1641,37.7812,35.3671,25.63070764,106220.087,,,,,,,,,
38.8047,113537.9688,37.5547,35.4375,25.77007424,106258.8917,,,,,,,,,
39.0468,113577.0156,37.8203,35.3203,25.61029329,106297.9385,,,,,,,,,
38.9532,113615.9688,37.6718,35.2968,25.67183184,106336.8917,,,,,,,,,
38.9687,113654.9375,37.7344,35.4687,25.66162074,106375.8604,,,,,,,,,
38.8594,113693.7969,37.6172,35.3438,25.73379929,106414.7198,,,,,,,,,
38.914,113732.7109,37.6406,35.3438,25.69769235,106453.6338,,,,,,,,,
39.0469,113771.7578,37.8125,35.3203,25.6102277,106492.6807,,,,,,,,,
38.9531,113810.7109,37.75,35.3516,25.67189774,106531.6338,,,,,,,,,
38.8438,113849.5547,37.5704,35.6953,25.7441342,106570.4776,,,,,,,,,
38.9531,113888.5078,37.6719,35.664,25.67189774,106609.4307,,,,,,,,,
38.9375,113927.4453,37.711,35.5703,25.68218299,106648.3682,,,,,,,,,
38.8672,113966.3125,37.6719,35.3984,25.72863494,106687.2354,,,,,,,,,
38.7813,114005.0938,37.5703,35.2968,25.78562348,106726.0167,,,,,,,,,
38.914,114044.0078,37.6406,35.2031,25.69769235,106764.9307,,,,,,,,,
38.961,114082.9688,37.7031,35.9219,25.66669233,106803.8917,,,,,,,,,
38.9609,114121.9297,37.6718,35.6641,25.66675821,106842.8526,,,,,,,,,
38.9375,114160.8672,37.6796,35.5938,25.68218299,106881.7901,,,,,,,,,
38.9922,114199.8594,37.7266,35.4531,25.64615487,106920.7823,,,,,,,,,
38.8594,114238.7188,37.625,35.3359,25.73379929,106959.6417,,,,,,,,,
38.9843,114277.7031,37.6954,35.7344,25.65135195,106998.626,,,,,,,,,
38.9219,114316.625,37.711,35.625,25.69247647,107037.5479,,,,,,,,,
38.8281,114355.4531,37.5782,35.5469,25.75454375,107076.376,,,,,,,,,
41.5078,114396.9609,37.7578,35.4844,24.09185743,107117.8838,,,,,,,,,
38.9532,114435.9141,37.7031,35.6719,25.67183184,107156.837,,,,,,,,,
38.8125,114474.7266,37.5468,35.5547,25.76489533,107195.6495,,,,,,,,,
38.8125,114513.5391,37.6094,35.4375,25.76489533,107234.462,,,,,,,,,
38.789,114552.3281,37.5703,35.6406,25.78050478,107273.251,,,,,,,,,
38.8907,114591.2188,37.6328,35.625,25.71308822,107312.1417,,,,,,,,,
39.0156,114630.2344,37.7343,35.4375,25.63077333,107351.1573,,,,,,,,,
38.9531,114669.1875,37.75,35.4297,25.67189774,107390.1104,,,,,,,,,
38.9219,114708.1094,37.7266,35.2812,25.69247647,107429.0323,,,,,,,,,
38.9609,114747.0703,37.7032,35.3671,25.66675821,107467.9932,,,,,,,,,
39,114786.0703,37.7891,35.3594,25.64102564,107506.9932,,,,,,,,,
39.0235,114825.0938,37.7656,35.4844,25.62558458,107546.0167,,,,,,,,,
38.914,114864.0078,37.6875,35.3828,25.69769235,107584.9307,,,,,,,,,
38.961,114902.9688,37.6875,35.3672,25.66669233,107623.8917,,,,,,,,,
39.0937,114942.0625,37.7656,35.4453,25.57956909,107662.9854,,,,,,,,,
38.9063,114980.9688,37.6562,35.4141,25.70277821,107701.8917,,,,,,,,,
38.8671,115019.8359,37.625,35.2891,25.72870114,107740.7588,,,,,,,,,
38.9141,115058.75,37.6641,35.3906,25.69762631,107779.6729,,,,,,,,,
38.9375,115097.6875,37.6953,35.4609,25.68218299,107818.6104,,,,,,,,,
38.7031,115136.3906,37.4922,35.5078,25.83772359,107857.3135,,,,,,,,,
38.961,115175.3516,37.7109,35.4141,25.66669233,107896.2745,,,,,,,,,
38.9062,115214.2578,37.6875,35.875,25.70284428,107935.1807,,,,,,,,,
39.0469,115253.3047,37.8125,35.7812,25.6102277,107974.2276,,,,,,,,,
38.8281,115292.1328,37.586,35.3593,25.75454375,108013.0557,,,,,,,,,
39.0234,115331.1562,37.7969,35.3438,25.62565025,108052.0791,,,,,,,,,
38.9922,115370.1484,37.7656,35.7266,25.64615487,108091.0713,,,,,,,,,
38.7266,115408.875,37.5,35.7344,25.8220448,108129.7979,,,,,,,,,
39.1172,115447.9922,37.8828,35.3828,25.56420194,108168.9151,,,,,,,,,
38.8047,115486.7969,37.5703,35.2656,25.77007424,108207.7198,,,,,,,,,
38.875,115525.6719,37.6016,35.7969,25.72347267,108246.5948,,,,,,,,,
