latency,time,GPU1,GPU2,GPU3,GPU4,fps,time_rel,,,,,,,,,
16.1426,19679.4473,13.0098,12.5351,12.8008,14.1211,61.94788944,6270.7998,,16.0918,11764.583,13.1397,12.4336,12.6943,14.125,62.14345194,6205.8096
16.1465,19695.5938,13.1543,12.6074,12.8203,14,61.93292664,6286.9463,,16.1123,11780.6953,13.1211,12.4883,12.8223,14.1162,62.06438559,6221.9219
15.9843,19711.5781,13.1406,12.5469,12.7051,13.998,62.56138836,6302.9306,,17.5332,11798.2285,13.082,12.5146,12.8916,14.1943,57.03465426,6239.4551
16.7305,19728.3086,13.123,12.5703,12.754,13.9141,59.77107678,6319.6611,,16.0762,11814.3047,13.1192,12.4395,12.6855,14.0479,62.20375462,6255.5313
16.0605,19744.3691,13.0332,12.5918,12.6992,13.9414,62.26456212,6335.7216,,17.3525,11831.6572,13.0928,12.4717,12.7276,14.1006,57.62858378,6272.8838
15.8887,19760.2578,13.0566,12.5859,12.7558,13.875,62.93781115,6351.6103,,17.4307,11849.0879,13.1816,12.5205,12.7705,14.0068,57.37004251,6290.3145
15.9238,19776.1816,13.1093,12.625,12.7598,13.9043,62.79908062,6367.5341,,17.2344,11866.3223,13.086,12.4551,12.7412,14.0371,58.02348791,6307.5489
15.9864,19792.168,13.0918,12.5508,12.7675,13.9062,62.55317019,6383.5205,,17.4375,11883.7598,13.1582,12.5137,12.6651,14.0508,57.34767025,6324.9864
15.9375,19808.1055,13.041,12.5097,12.666,13.8398,62.74509804,6399.458,,17.79,11901.5498,13.0937,12.4551,12.7197,14.0449,56.21135469,6342.7764
15.9336,19824.0391,13.1464,12.496,12.6953,13.9082,62.76045589,6415.3916,,16.21,11917.7598,13.1172,12.585,12.6992,14.1182,61.69031462,6358.9864
16.0273,19840.0664,13.1524,12.5332,12.6972,13.9043,62.39354102,6431.4189,,16.7851,11934.5449,13.0576,12.6709,12.7529,13.9306,59.57664834,6375.7715
15.8848,19855.9512,13.0488,12.5567,12.7676,13.832,62.9532635,6447.3037,,15.9336,11950.4785,12.9941,12.7237,12.7217,13.9033,62.76045589,6391.7051
16.0703,19872.0215,13.0468,12.4824,12.75,14.125,62.22659191,6463.374,,15.9473,11966.4258,13.0948,12.6162,12.7061,13.9326,62.70653967,6407.6524
16.3027,19888.3242,13.2012,12.6641,12.791,14.1289,61.33953272,6479.6767,,15.8105,11982.2363,13.083,12.6641,12.7129,13.9092,63.24910661,6423.4629
16.3067,19904.6309,13.1679,12.5215,12.7305,14.1699,61.32448625,6495.9834,,15.8633,11998.0996,13.0889,12.7276,12.6972,13.8711,63.03858592,6439.3262
16.2773,19920.9082,13.0215,12.5351,12.7793,14.25,61.43525032,6512.2607,,15.8965,12013.9961,13.2627,12.6729,12.71,13.8818,62.9069292,6455.2227
16.1113,19937.0195,13.1133,12.6172,12.6895,14.1289,62.06823782,6528.372,,15.9121,12029.9082,13.0664,12.5253,12.667,13.874,62.84525613,6471.1348
16.1934,19953.2129,13.0762,12.5781,12.7304,14.0215,61.75355392,6544.5654,,15.8779,12045.7861,13.1806,12.6425,12.707,13.8584,62.98062086,6487.0127
16.998,19970.2109,13.0645,12.5938,12.6446,14.2051,58.83045064,6561.5634,,15.9561,12061.7422,13.0781,12.5595,12.6446,13.8809,62.67195618,6502.9688
16.3379,19986.5488,13.1797,12.5839,12.6797,14.1093,61.20737671,6577.9013,,16.043,12077.7852,13.1045,12.5928,12.7217,14.1103,62.33248146,6519.0118
16.2149,20002.7637,13.1113,12.586,12.7188,14.041,61.67167235,6594.1162,,16.9882,12094.7734,13.1054,12.6045,12.8037,14.0966,58.86438822,6536
16.0234,20018.7871,13.1719,12.6406,12.8418,14.0215,62.40872724,6610.1396,,17.6426,12112.416,13.1436,12.5137,12.7275,14.0947,56.68098806,6553.6426
16.1055,20034.8926,13.1426,12.5332,12.8223,14.0235,62.09059017,6626.2451,,18.1192,12130.5352,13.1113,12.5723,12.6846,14.1621,55.19007462,6571.7618
16.1094,20051.002,13.0976,12.5879,12.7129,13.9609,62.07555837,6642.3545,,15.9492,12146.4844,13.0527,12.5098,12.6748,14.0557,62.69906955,6587.711
16.0175,20067.0195,13.1387,12.5605,12.6874,13.8652,62.43171531,6658.372,,17.4297,12163.9141,13.1045,12.6142,12.8144,14.0566,57.37333402,6605.1407
16.0391,20083.0586,13.0468,12.5606,12.7813,13.9395,62.34763796,6674.4111,,16.8457,12180.7598,13.0654,12.542,12.7734,14.0323,59.36232985,6621.9864
16.0039,20099.0625,13.1504,12.5918,12.6992,13.7871,62.48476934,6690.415,,19.0634,12199.8232,13.0508,12.5859,12.6739,14.1562,52.45653976,6641.0498
16.3262,20115.3887,13.1425,12.5703,12.7598,14.2246,61.25124034,6706.7412,,15.8995,12215.7227,13.0918,12.5273,12.7705,14.0136,62.89505959,6656.9493
16.1816,20131.5703,13.125,12.541,12.7754,14.1563,61.79858605,6722.9228,,17.0918,12232.8145,13.0634,12.5899,12.7168,13.9248,58.50758843,6674.0411
17.5371,20149.1074,13.1192,12.541,12.7246,14.1641,57.02197057,6740.4599,,18.0009,12250.8154,13.1641,12.5117,12.8232,13.8887,55.55277792,6692.042
16.0449,20165.1523,13.0508,12.5528,12.7168,14.0839,62.32510019,6756.5048,,16.6465,12267.4619,13.1445,12.5645,12.7441,13.9893,60.07268795,6708.6885
16.3477,20181.5,13.086,12.5781,12.666,14.1856,61.17068456,6772.8525,,15.9942,12283.4561,13.1221,12.5068,12.6875,14.0644,62.52266447,6724.6827
17.8809,20199.3809,13.0371,12.5645,12.8144,14.0703,55.92559659,6790.7334,,16.2441,12299.7002,13.1309,12.5362,12.6816,14.1758,61.56081285,6740.9268
16.7265,20216.1074,13.0703,12.5469,12.7539,14.0606,59.78537052,6807.4599,,16.3408,12316.041,13.1269,12.5498,12.792,14.1181,61.19651425,6757.2676
16.3985,20232.5059,13.1855,12.5137,12.7363,14.0742,60.9811873,6823.8584,,16.2031,12332.2441,13.0625,12.5596,12.7529,14.1543,61.7165851,6773.4707
17.1367,20249.6426,13.1739,12.6269,12.7949,14.127,58.35429225,6840.9951,,16.3614,12348.6055,13.1132,12.5733,12.6856,14.1446,61.1194641,6789.8321
16.3379,20265.9805,13.1172,12.5156,12.6895,14.08,61.20737671,6857.333,,16.1757,12364.7812,13.168,12.5293,12.6524,14.0254,61.82112675,6806.0078
15.9492,20281.9297,13.0957,12.5371,12.6719,13.9766,62.69906955,6873.2822,,16.0811,12380.8623,13.0791,12.5244,12.7247,14.0948,62.18480079,6822.0889
15.8633,20297.793,13.207,12.6289,12.7617,13.8555,63.03858592,6889.1455,,16.0576,12396.9199,13.1592,12.5469,12.7441,14.0245,62.27580709,6838.1465
17.4453,20315.2383,13.1309,12.5137,12.834,13.873,57.32202943,6906.5908,,16.1367,12413.0566,13.0752,12.5527,12.6836,14.0049,61.97053921,6854.2832
16.8769,20332.1152,13.1328,12.5898,12.7031,13.8867,59.25258786,6923.4677,,16.045,12429.1016,13.0664,12.5449,12.6728,14.0693,62.32471175,6870.3282
17.2207,20349.3359,13.1426,12.5821,12.75,13.9141,58.06964874,6940.6884,,15.8164,12444.918,13.0957,12.5361,12.6933,13.8106,63.22551276,6886.1446
17.627,20366.9629,13.1269,12.5586,12.6836,14.0157,56.73115108,6958.3154,,16.124,12461.042,13.1103,12.5761,12.7119,13.9756,62.01935004,6902.2686
17.0527,20384.0156,13.1094,12.5762,12.6973,13.9863,58.64174002,6975.3681,,16.2275,12477.2695,13.0166,12.5567,12.7109,14.1719,61.62378678,6918.4961
16.3418,20400.3574,13.127,12.58,12.6992,13.9511,61.19276946,6991.7099,,16.1846,12493.4541,13.1358,12.5752,12.6338,14.1035,61.78713098,6934.6807
16.0918,20416.4492,13.1426,12.5449,12.6973,13.8652,62.14345194,7007.8017,,16.8457,12510.2998,13.1094,12.5439,12.6934,14.2022,59.36232985,6951.5264
16.1172,20432.5664,13.1035,12.4961,12.6954,13.9082,62.04551659,7023.9189,,16.1738,12526.4736,13.127,12.5576,12.6865,14.1338,61.82838912,6967.7002
15.9277,20448.4941,13.1758,12.5195,12.7969,13.8848,62.78370386,7039.8466,,16.0547,12542.5283,13.1093,12.5674,12.8584,14.0889,62.28705613,6983.7549
16.0782,20464.5723,13.0664,12.5645,12.7442,13.9238,62.19601697,7055.9248,,17.4053,12559.9336,13.2099,12.5742,12.8437,14.0254,57.45376408,7001.1602
15.9023,20480.4746,13.0664,12.4883,12.7891,13.8887,62.88398534,7071.8271,,16.0478,12575.9814,13.1065,12.6093,12.7295,14.1192,62.31383741,7017.208
16.3633,20496.8379,13.1211,12.5449,12.7441,14.1953,61.11236731,7088.1904,,16.0616,12592.043,13.0401,12.5547,12.7128,14.0849,62.26029785,7033.2696
16.3984,20513.2363,13.0098,12.5566,12.7383,14.1699,60.98155918,7104.5888,,16.0605,12608.1035,13.1045,12.5078,12.7012,14.0635,62.26456212,7049.3301
16.2754,20529.5117,13.0625,12.5918,12.7012,14.1329,61.44242231,7120.8642,,16.7588,12624.8623,13.0508,12.7246,12.6396,14.0019,59.67014345,7066.0889
16.3106,20545.8223,13.1855,12.5508,12.6816,14.1582,61.30982306,7137.1748,,16.9697,12641.832,13.0429,12.6426,12.6777,13.9062,58.92856091,7083.0586
16.3047,20562.127,13.0801,12.5957,12.6934,14.166,61.33200856,7153.4795,,16.9688,12658.8008,13.0644,12.6738,12.7724,13.9228,58.93168639,7100.0274
16.0839,20578.2109,13.0078,12.5821,12.789,14.0703,62.17397522,7169.5634,,17.664,12676.4648,13.1993,12.6768,12.7139,13.9336,56.61231884,7117.6914
16.7246,20594.9355,13.2579,12.5742,12.7519,14.0312,59.79216244,7186.288,,17.0762,12693.541,13.1182,12.6641,12.7529,13.9063,58.56103817,7134.7676
18.5997,20613.5352,13.1426,12.5293,12.7519,14.1016,53.76430803,7204.8877,,17.2256,12710.7666,13.0839,12.5811,12.753,13.8389,58.05313022,7151.9932
15.9707,20629.5059,13.0156,12.5351,12.6933,14.0762,62.6146631,7220.8584,,15.9668,12726.7334,13.0586,12.5635,12.7198,13.9414,62.62995716,7167.96
16.6601,20646.166,13.1797,12.5723,12.7949,14.0918,60.02364932,7237.5185,,16.0908,12742.8242,13.1621,12.5723,12.7842,13.9522,62.14731399,7184.0508
18.584,20664.75,13.1718,12.5215,12.6679,13.9063,53.8097288,7256.1025,,15.8076,12758.6318,13.1367,12.5839,12.7159,13.8848,63.26071004,7199.8584
16.3379,20681.0879,13.1289,12.5196,12.8125,13.8418,61.20737671,7272.4404,,15.9317,12774.5635,13.0518,12.6328,12.7276,13.7969,62.76794065,7215.7901
16.9316,20698.0195,13.2188,12.5019,12.6895,13.9024,59.06116374,7289.372,,16.0527,12790.6162,13.0576,12.5528,12.7813,13.956,62.29481645,7231.8428
17.2637,20715.2832,13.1718,12.5664,12.8418,13.8965,57.92501028,7306.6357,,16.1904,12806.8066,13.1269,12.5801,12.7832,14.1143,61.76499654,7248.0332
17.4434,20732.7266,13.1308,12.6719,12.7168,13.9356,57.32827316,7324.0791,,16.2344,12823.041,13.1172,12.5703,12.7089,14.1181,61.59759523,7264.2676
16.7539,20749.4805,13.1074,12.4942,12.8008,13.9199,59.68759513,7340.833,,16.21,12839.251,13.0752,12.5225,12.7227,14.1015,61.69031462,7280.4776
18.6445,20768.125,13.1933,12.5957,12.7071,13.8203,53.63512028,7359.4775,,16.1396,12855.3906,13.0371,12.5625,12.6582,14.1308,61.9594042,7296.6172
16.4844,20784.6094,13.1308,12.5469,12.7207,13.8379,60.66341511,7375.9619,,16.4053,12871.7959,13.1113,12.583,12.7227,14.0937,60.95591059,7313.0225
16.9668,20801.5762,13.1777,12.5215,12.7344,13.8965,58.9386331,7392.9287,,16.416,12888.2119,13.0694,12.5293,12.79,14.0411,60.91617934,7329.4385
15.9121,20817.4883,13.1523,12.5996,12.7383,13.9317,62.84525613,7408.8408,,16.4902,12904.7021,13.1016,12.5898,12.8369,14.0234,60.64207833,7345.9287
16.0879,20833.5762,13.1074,12.5488,12.6308,14.0273,62.15851665,7424.9287,,17.4913,12922.1934,13.0888,12.5518,12.7334,14.04,57.17127944,7363.42
16.0254,20849.6016,13.1309,12.543,12.6797,13.9082,62.40093851,7440.9541,,17.624,12939.8174,13.1231,12.5176,12.706,14.0567,56.74080799,7381.044
16.373,20865.9746,13.0703,12.5371,12.6524,13.8633,61.07616197,7457.3271,,16.3974,12956.2148,13.0166,12.5205,12.792,13.8877,60.98527815,7397.4414
16.0059,20881.9805,13.2519,12.5254,12.6934,13.8457,62.47696162,7473.333,,15.9629,12972.1777,13.1163,12.5322,12.6553,13.8584,62.64525869,7413.4043
15.957,20897.9375,13.1934,12.5997,12.8828,13.9043,62.66842138,7489.29,,16.0713,12988.249,13.1358,12.5489,12.6875,13.876,62.22272,7429.4756
15.9961,20913.9336,13.1094,12.5645,12.7305,13.9902,62.51523809,7505.2861,,15.7686,13004.0176,13.043,12.5195,12.749,13.8574,63.41717083,7445.2442
16.2031,20930.1367,13.1445,12.5332,12.7031,14.1231,61.7165851,7521.4892,,15.8906,13019.9082,13.1836,12.5224,12.6934,13.8935,62.93028583,7461.1348
16.2305,20946.3672,13.0781,12.5605,12.7656,14.1933,61.61239641,7537.7197,,15.9229,13035.8311,13.0918,12.6171,12.6758,13.8623,62.80263017,7477.0577
16.1875,20962.5547,13.1855,12.584,12.6895,14.2324,61.77606178,7553.9072,,15.9814,13051.8125,13.1592,12.5351,12.7275,13.8965,62.57274081,7493.0391
16.3711,20978.9258,13.0839,12.5312,12.7266,14.209,61.08325036,7570.2783,,15.9404,13067.7529,13.1191,12.5605,12.7041,13.8613,62.73368297,7508.9795
16.2246,20995.1504,13.1953,12.5625,12.6583,14.0918,61.63480147,7586.5029,,15.9307,13083.6836,13.1045,12.5615,12.6806,13.8819,62.77188071,7524.9102
16.1367,21011.2871,13.084,12.5859,12.7539,13.9824,61.97053921,7602.6396,,16.1523,13099.8359,13.0762,12.6162,12.6846,14.1513,61.91068764,7541.0625
16.7324,21028.0195,13.0508,12.5547,12.6523,14.0899,59.76428964,7619.372,,16.2315,13116.0674,13.0791,12.5312,12.7227,14.2168,61.60860056,7557.294
16.2461,21044.2656,13.0449,12.5645,12.6582,14.1465,61.55323431,7635.6181,,16.3828,13132.4502,13.1074,12.5449,12.7549,14.1933,61.03962693,7573.6768
15.9512,21060.2168,13.2227,12.5196,12.7226,13.9864,62.69120818,7651.5693,,16.2588,13148.709,13.1445,12.6074,12.6368,14.1504,61.50515413,7589.9356
19.1016,21079.3184,13.1738,12.5606,12.7265,14.0254,52.35163547,7670.6709,,16.4131,13165.1221,13.1162,12.5977,12.707,14.2754,60.9269425,7606.3487
15.7089,21095.0273,13.0722,12.5899,12.6934,13.8847,63.65818103,7686.3798,,18.0244,13183.1465,13.0401,12.5849,12.7217,14.1064,55.48034886,7624.3731
16.5684,21111.5957,13.0723,12.5136,12.8086,13.8769,60.35585814,7702.9482,,16.1201,13199.2666,13.1777,12.5537,12.7724,14.0078,62.03435463,7640.4932
17.3359,21128.9316,13.1524,12.498,12.707,13.9414,57.68376606,7720.2841,,16.1895,13215.4561,13.0342,12.5762,12.7041,14.0449,61.76843016,7656.6827
15.9786,21144.9102,13.1523,12.4902,12.7403,13.8828,62.58370571,7736.2627,,16.998,13232.4541,13.0674,12.6045,12.788,14.0947,58.83045064,7673.6807
15.7675,21160.6777,13.0762,12.5684,12.8496,13.7949,63.42159505,7752.0302,,16.0068,13248.4609,13.0732,12.4951,12.7041,13.9825,62.47344878,7689.6875
15.8575,21176.5352,13.1641,12.5508,12.7383,13.8594,63.06164276,7767.8877,,15.8955,13264.3564,13.1631,12.5673,12.8477,13.9238,62.91088673,7705.583
16.041,21192.5762,13.0722,12.4961,12.6172,13.8555,62.3402531,7783.9287,,15.7657,13280.1221,13.0918,12.5655,12.7139,13.8711,63.42883602,7721.3487
15.8711,21208.4473,13.0625,12.5957,12.6524,13.8672,63.00760502,7799.7998,,15.8271,13295.9492,13.0771,12.581,12.7246,13.8545,63.1827688,7737.1758
16.0664,21224.5137,13.1329,12.6172,12.7559,14.1152,62.24169696,7815.8662,,15.9043,13311.8535,13.0332,12.541,12.7764,14.0263,62.87607754,7753.0801
16.3808,21240.8945,13.17,12.5488,12.7579,14.1817,61.04707951,7832.247,,15.9668,13327.8203,13.1338,12.5479,12.707,13.9257,62.62995716,7769.0469
16.1875,21257.082,13.043,12.4961,12.6602,14.1719,61.77606178,7848.4345,,16.1455,13343.9658,13.085,12.6113,12.6591,14.0742,61.93676257,7785.1924
16.045,21273.127,13.1348,12.539,12.6914,14.1153,62.32471175,7864.4795,,16.1514,13360.1172,13.1191,12.6103,12.6553,14.1348,61.91413747,7801.3438
16.2109,21289.3379,13.1503,12.4981,12.7226,14.1719,61.68688969,7880.6904,,16.2051,13376.3223,13.0967,12.5752,12.6836,14.1163,61.70896816,7817.5489
16.0801,21305.418,13.166,12.5879,12.6523,14.0449,62.18866798,7896.7705,,16.2392,13392.5615,13.1045,12.6182,12.7734,14.1279,61.57938815,7833.7881
16.1699,21321.5879,13.0879,12.5429,12.6933,14.0899,61.84330144,7912.9404,,,,,,,,,
17.2891,21338.877,13.1797,12.5586,12.7343,14.1523,57.8399107,7930.2295,,,,,,,,,
16.3398,21355.2168,13.2891,12.5371,12.6719,14.2148,61.20025949,7946.5693,,,,,,,,,
16.0605,21371.2773,13.1016,12.5801,12.7285,14.0469,62.26456212,7962.6298,,,,,,,,,
16.1524,21387.4297,13.0645,12.5215,12.7305,14.0157,61.91030435,7978.7822,,,,,,,,,
16.043,21403.4727,13.1621,12.5137,12.6719,13.8672,62.33248146,7994.8252,,,,,,,,,
15.9043,21419.377,13.1621,12.5801,12.8144,13.8067,62.87607754,8010.7295,,,,,,,,,
15.9335,21435.3105,13.1133,12.6758,12.7383,13.9043,62.76084978,8026.663,,,,,,,,,
17.4844,21452.7949,13.1523,12.5801,12.6777,13.832,57.19384137,8044.1474,,,,,,,,,
17.1113,21469.9062,13.1875,12.5098,12.586,13.7793,58.44091331,8061.2587,,,,,,,,,
16.6856,21486.5918,13.1016,12.5742,12.6542,13.8476,59.93191734,8077.9443,,,,,,,,,
17.7832,21504.375,13.2421,12.5332,12.6425,13.8985,56.23284898,8095.7275,,,,,,,,,
17.0078,21521.3828,13.1797,12.5605,12.7304,13.7949,58.79655217,8112.7353,,,,,,,,,
17.3418,21538.7246,13.0899,12.5215,12.7227,13.92,57.66414098,8130.0771,,,,,,,,,
15.8359,21554.5605,13.2285,12.6484,12.7734,13.9629,63.14765817,8145.913,,,,,,,,,
15.8418,21570.4023,13.2304,12.5781,12.6914,13.8965,63.12413993,8161.7548,,,,,,,,,
16.2403,21586.6426,13.1699,12.5821,12.6641,14.1328,61.57521721,8177.9951,,,,,,,,,
16.3047,21602.9473,13.2168,12.5703,12.6699,14.125,61.33200856,8194.2998,,,,,,,,,
16.0996,21619.0469,13.1094,12.5996,12.6485,14.1172,62.11334443,8210.3994,,,,,,,,,
16.2676,21635.3145,13.1387,12.5488,12.6816,14.2383,61.47188276,8226.667,,,,,,,,,
16.1875,21651.502,13.1719,12.5762,12.6718,14.1816,61.77606178,8242.8545,,,,,,,,,
16.1367,21667.6387,13.1172,12.5371,12.6426,14.0781,61.97053921,8258.9912,,,,,,,,,
16.1367,21683.7754,13.1426,12.5801,12.8105,14.0196,61.97053921,8275.1279,,,,,,,,,
16.123,21699.8984,13.1524,12.5703,12.6054,13.9843,62.02319668,8291.2509,,,,,,,,,
15.8965,21715.7949,13.0664,12.5273,12.6562,13.9453,62.9069292,8307.1474,,,,,,,,,
16.5489,21732.3438,13.1367,12.4863,12.7382,14.0547,60.42697702,8323.6963,,,,,,,,,
16.1386,21748.4824,13.0723,12.4824,12.7188,14.0625,61.9632434,8339.8349,,,,,,,,,
15.7793,21764.2617,13.168,12.5645,12.6973,13.873,63.37416742,8355.6142,,,,,,,,,
15.8164,21780.0781,13.168,12.584,12.6563,13.9297,63.22551276,8371.4306,,,,,,,,,
15.916,21795.9941,13.1074,12.5879,12.6934,13.9043,62.82985675,8387.3466,,,,,,,,,
16.0938,21812.0879,13.1172,12.5176,12.6875,14.1524,62.13572929,8403.4404,,,,,,,,,
16.1113,21828.1992,13.0449,12.5976,12.6426,14.0937,62.06823782,8419.5517,,,,,,,,,
16.2793,21844.4785,13.1465,12.5391,12.7383,14.1894,61.42770267,8435.831,,,,,,,,,
16.2266,21860.7051,13.1036,12.5332,12.6425,14.164,61.62720471,8452.0576,,,,,,,,,
16.2578,21876.9629,13.1035,12.5683,12.6543,14.1407,61.50893725,8468.3154,,,,,,,,,
16.1582,21893.1211,13.1582,12.541,12.6894,14.1484,61.88808159,8484.4736,,,,,,,,,
16.1387,21909.2598,13.1738,12.5371,12.6114,14.1465,61.96285946,8500.6123,,,,,,,,,
16.0175,21925.2773,13.1289,12.5547,12.7695,14.0351,62.43171531,8516.6298,,,,,,,,,
16.3028,21941.5801,13.082,12.5664,12.6582,14.0176,61.33915646,8532.9326,,,,,,,,,
16.0215,21957.6016,13.1191,12.5234,12.6679,13.9961,62.41612833,8548.9541,,,,,,,,,
16.6035,21974.2051,13.0938,12.5196,12.7148,14.2305,60.22826512,8565.5576,,,,,,,,,
18.1562,21992.3613,13.166,12.5566,12.7031,13.9883,55.07760434,8583.7138,,,,,,,,,
16.5684,22008.9297,13.1426,12.5312,12.7383,13.8106,60.35585814,8600.2822,,,,,,,,,
16.5781,22025.5078,13.0664,12.5059,12.7442,13.7421,60.32054337,8616.8603,,,,,,,,,
17.3223,22042.8301,13.1875,12.5781,12.8124,13.8418,57.72905446,8634.1826,,,,,,,,,
17.3183,22060.1484,13.1387,12.6347,12.7226,13.8536,57.74238811,8651.5009,,,,,,,,,
16.6895,22076.8379,13.1699,12.5118,12.8028,13.832,59.91791246,8668.1904,,,,,,,,,
16.0508,22092.8887,13.1387,12.5527,12.7011,13.9394,62.30219055,8684.2412,,,,,,,,,
16.0175,22108.9062,13.2285,12.6289,12.7031,13.8535,62.43171531,8700.2587,,,,,,,,,
16.086,22124.9922,13.127,12.6133,12.7324,13.9023,62.16585851,8716.3447,,,,,,,,,
17.6836,22142.6758,13.2597,12.5176,12.7383,14.1524,56.54957135,8734.0283,,,,,,,,,
17.2226,22159.8984,13.0644,12.5489,12.6562,14.1367,58.06324248,8751.2509,,,,,,,,,
16.9063,22176.8047,13.1055,12.5508,12.7207,14.0488,59.1495478,8768.1572,,,,,,,,,
17.9375,22194.7422,13.2753,12.5156,12.7032,14.1132,55.74912892,8786.0947,,,,,,,,,
16.293,22211.0352,13.2343,12.5449,12.7578,14.1055,61.37605106,8802.3877,,,,,,,,,
16.8476,22227.8828,13.0996,12.5449,12.7051,13.9922,59.35563522,8819.2353,,,,,,,,,
16.0488,22243.9316,13.1543,12.5899,12.6875,13.9512,62.30995464,8835.2841,,,,,,,,,
16.0254,22259.957,13.0958,12.5703,12.791,14.0097,62.40093851,8851.3095,,,,,,,,,
16.1016,22276.0586,13.166,12.5801,12.7832,14.0429,62.10562925,8867.4111,,,,,,,,,
16,22292.0586,13.168,12.6172,12.7461,13.9394,62.5,8883.4111,,,,,,,,,
15.9941,22308.0527,13.0879,12.5391,12.6992,13.7793,62.52305538,8899.4052,,,,,,,,,
15.7344,22323.7871,13.1133,12.5742,12.7304,13.7422,63.55501322,8915.1396,,,,,,,,,
16.5586,22340.3457,13.1621,12.5176,12.748,13.8418,60.391579,8931.6982,,,,,,,,,
16.0527,22356.3984,13.209,12.5605,12.6543,13.8126,62.29481645,8947.7509,,,,,,,,,
15.959,22372.3574,13.2402,12.5567,12.6895,13.8164,62.6605677,8963.7099,,,,,,,,,
16.9375,22389.2949,13.0585,12.5742,12.664,13.8183,59.04059041,8980.6474,,,,,,,,,
15.9531,22405.248,13.1133,12.5605,12.7461,13.7578,62.68374172,8996.6005,,,,,,,,,
17.1504,22422.3984,13.0762,12.5664,12.7637,13.8437,58.30767796,9013.7509,,,,,,,,,
16.8907,22439.2891,13.2187,12.5429,12.7871,13.8828,59.20417745,9030.6416,,,,,,,,,
15.9629,22455.252,13.2344,12.5352,12.6875,13.8321,62.64525869,9046.6045,,,,,,,,,
15.83,22471.082,13.1484,12.5332,12.6563,13.834,63.17119394,9062.4345,,,,,,,,,
16.0137,22487.0957,13.2188,12.5996,12.7539,14.0625,62.44653016,9078.4482,,,,,,,,,
17.6621,22504.7578,13.1406,12.5097,12.75,14.0762,56.61840891,9096.1103,,,,,,,,,
16.8067,22521.5645,13.1387,12.5703,12.6367,14.0391,59.50008033,9112.917,,,,,,,,,
17.2871,22538.8516,13.2109,12.5781,12.6894,14.0859,57.84660238,9130.2041,,,,,,,,,
17.4082,22556.2598,13.1485,12.5801,12.7558,13.9922,57.44419297,9147.6123,,,,,,,,,
17.0136,22573.2734,13.1152,12.5332,12.6563,13.9532,58.77650821,9164.6259,,,,,,,,,
15.7696,22589.043,13.2539,12.6836,12.7598,13.8926,63.41314935,9180.3955,,,,,,,,,
16.0273,22605.0703,13.0644,12.5977,12.6583,14,62.39354102,9196.4228,,,,,,,,,
16.0469,22621.1172,13.2324,12.5488,12.6914,13.9922,62.31733232,9212.4697,,,,,,,,,
16.1601,22637.2773,13.1679,12.5156,12.7364,14.0351,61.88080519,9228.6298,,,,,,,,,
15.9375,22653.2148,13.168,12.5528,12.7051,13.836,62.74509804,9244.5673,,,,,,,,,
15.92,22669.1348,13.1172,12.5097,12.6093,13.7481,62.81407035,9260.4873,,,,,,,,,
15.9726,22685.1074,13.25,12.5821,12.8359,13.8828,62.60721486,9276.4599,,,,,,,,,
15.9141,22701.0215,13.1524,12.5449,12.6367,13.7871,62.83735807,9292.374,,,,,,,,,
15.8926,22716.9141,13.1699,12.5781,12.6836,13.8555,62.92236638,9308.2666,,,,,,,,,
15.8867,22732.8008,13.1347,12.5391,12.6993,13.916,62.94573448,9324.1533,,,,,,,,,
19.3515,22752.1523,13.1387,12.5645,12.7188,14.2148,51.6755807,9343.5048,,,,,,,,,
16.0821,22768.2344,13.0625,12.5626,12.625,14.1562,62.18093408,9359.5869,,,,,,,,,
16.3847,22784.6191,13.0859,12.582,12.6817,14.0488,61.03254866,9375.9716,,,,,,,,,
16.7442,22801.3633,13.1563,12.5254,12.7695,14.1582,59.72217245,9392.7158,,,,,,,,,
16.1055,22817.4688,13.2226,12.5117,12.7109,14.0547,62.09059017,9408.8213,,,,,,,,,
16.1523,22833.6211,13.1699,12.5996,12.7793,14.1016,61.91068764,9424.9736,,,,,,,,,
15.9238,22849.5449,13.1132,12.6348,12.6445,14,62.79908062,9440.8974,,,,,,,,,
17.5352,22867.0801,13.1601,12.5703,12.6426,14.0254,57.02814909,9458.4326,,,,,,,,,
16.7871,22883.8672,13.2676,12.5059,12.7012,13.9902,59.56955043,9475.2197,,,,,,,,,
16.4473,22900.3145,13.1309,12.5938,12.7696,13.8223,60.80025293,9491.667,,,,,,,,,
15.9296,22916.2441,13.2519,12.541,12.7012,13.832,62.77621535,9507.5966,,,,,,,,,
15.9786,22932.2227,13.1074,12.5742,12.6934,13.832,62.58370571,9523.5752,,,,,,,,,
15.7539,22947.9766,13.168,12.5547,12.8145,13.8086,63.47634554,9539.3291,,,,,,,,,
15.9218,22963.8984,13.1562,12.5645,12.7324,13.8965,62.80696906,9555.2509,,,,,,,,,
15.9219,22979.8203,13.1777,12.5703,12.8067,13.8281,62.80657459,9571.1728,,,,,,,,,
15.9805,22995.8008,13.1172,12.5313,12.6914,13.8496,62.57626482,9587.1533,,,,,,,,,
16.0293,23011.8301,13.0996,12.5664,12.6601,13.8379,62.38575608,9603.1826,,,,,,,,,
16.0644,23027.8945,13.1993,12.5684,12.6602,13.9766,62.24944598,9619.247,,,,,,,,,
