latency,time,GPU1,GPU2,GPU3,GPU4,fps,time_rel,,,,,,,,,
15.7421,33165.0859,13.0704,12.5977,12.7617,13.8984,63.52392629,25646.728,,,,,,,,,
15.6875,33180.7734,13.1641,12.4531,12.7656,13.8906,63.74501992,25662.4155,,,,,,,,,
15.7891,33196.5625,13.0899,12.4532,12.7656,13.9101,63.33483226,25678.2046,,,,,,,,,
15.8984,33212.4609,13.0937,12.457,12.8008,13.9062,62.89941126,25694.103,,,,,,,,,
15.8711,33228.332,13.0313,12.457,12.7539,13.9141,63.00760502,25709.9741,,,,,,,,,
15.6446,33243.9766,13.0625,12.5079,12.8789,13.918,63.91981898,25725.6187,,,,,,,,,
15.6211,33259.5977,13.0977,12.4336,12.8399,13.8125,64.01597839,25741.2398,,,,,,,,,
16.8398,33276.4375,13.0977,12.4922,12.8086,13.8203,59.38312807,25758.0796,,,,,,,,,
16.8906,33293.3281,13.086,12.5078,12.7656,13.8477,59.20452796,25774.9702,,,,,,,,,
15.7031,33309.0312,13.0469,12.4688,12.7734,13.8437,63.68169342,25790.6733,,,,,,,,,
15.8321,33324.8633,13.0703,12.5039,12.8164,13.9375,63.16281479,25806.5054,,,,,,,,,
15.8125,33340.6758,13.1485,12.4805,12.8203,13.9883,63.24110672,25822.3179,,,,,,,,,
16.6719,33357.3477,13.1133,12.4454,12.8047,13.8672,59.98116591,25838.9898,,,,,,,,,
15.7968,33373.1445,13.1289,12.4336,12.7148,13.8711,63.3039603,25854.7866,,,,,,,,,
15.9258,33389.0703,13.0469,12.4844,12.7266,13.957,62.79119416,25870.7124,,,,,,,,,
15.7969,33404.8672,13.1328,12.4492,12.9179,13.8555,63.30355956,25886.5093,,,,,,,,,
15.7734,33420.6406,13.1211,12.4492,12.7657,13.9375,63.39787237,25902.2827,,,,,,,,,
15.8789,33436.5195,13.2149,12.4532,12.7539,14.0039,62.97665455,25918.1616,,,,,,,,,
16.125,33452.6445,13.125,12.5,12.8204,14.129,62.01550388,25934.2866,,,,,,,,,
17.6289,33470.2734,13.0821,12.5,12.789,14.3086,56.72503673,25951.9155,,,,,,,,,
16.2539,33486.5273,13.0546,12.4336,12.7461,14.3282,61.52369585,25968.1694,,,,,,,,,
16.2227,33502.75,13.1172,12.4765,12.8554,14.2851,61.64202013,25984.3921,,,,,,,,,
18.1016,33520.8516,13.1328,12.4883,12.8476,14.1758,55.24373536,26002.4937,,,,,,,,,
16.2148,33537.0664,13.2305,12.461,12.7578,14.1836,61.67205269,26018.7085,,,,,,,,,
15.9727,33553.0391,13.0586,12.5118,12.7539,14.1172,62.60682289,26034.6812,,,,,,,,,
15.9765,33569.0156,13.0352,12.4961,12.8281,14.0117,62.5919319,26050.6577,,,,,,,,,
16.0508,33585.0664,13.0469,12.4766,12.7227,14.1133,62.30219055,26066.7085,,,,,,,,,
16.0078,33601.0742,13.0743,12.4648,12.7539,14.0468,62.4695461,26082.7163,,,,,,,,,
15.8242,33616.8984,13.039,12.5,12.8086,14.0468,63.1943479,26098.5405,,,,,,,,,
17.1914,33634.0898,13.0312,12.582,12.8047,14.0039,58.16861919,26115.7319,,,,,,,,,
17.6016,33651.6914,13.0508,12.4453,12.7851,14.0938,56.813017,26133.3335,,,,,,,,,
16.9024,33668.5938,13.0625,12.5117,12.75,14.0312,59.16319576,26150.2359,,,,,,,,,
17.496,33686.0898,13.1485,12.5195,12.7695,14.0859,57.15592135,26167.7319,,,,,,,,,
16.418,33702.5078,13.0664,12.4805,12.7539,13.9493,60.90875868,26184.1499,,,,,,,,,
15.8594,33718.3672,13.0703,12.5,12.793,13.8984,63.0540878,26200.0093,,,,,,,,,
17.914,33736.2812,13.0234,12.4375,12.875,15.9727,55.82226192,26217.9233,,,,,,,,,
15.8985,33752.1797,13.0117,12.4375,12.836,13.9023,62.89901563,26233.8218,,,,,,,,,
15.8047,33767.9844,13.1016,12.4922,12.836,13.9492,63.27231773,26249.6265,,,,,,,,,
15.9258,33783.9102,13.0977,12.457,12.8086,13.9063,62.79119416,26265.5523,,,,,,,,,
15.8281,33799.7383,13.1211,12.4844,12.7929,13.9141,63.17877699,26281.3804,,,,,,,,,
15.539,33815.2773,13.0469,12.5821,12.7695,13.75,64.35420555,26296.9194,,,,,,,,,
16.1797,33831.457,13.2539,12.4883,12.7813,14.0274,61.80584312,26313.0991,,,,,,,,,
15.9141,33847.3711,13.0782,12.4844,12.7618,13.9765,62.83735807,26329.0132,,,,,,,,,
15.4883,33862.8594,13.0273,12.4492,12.7461,13.7226,64.56486509,26344.5015,,,,,,,,,
16.5078,33879.3672,13.0742,12.5078,12.7149,13.9102,60.57742401,26361.0093,,,,,,,,,
15.9726,33895.3398,13.0977,12.4492,12.8476,13.875,62.60721486,26376.9819,,,,,,,,,
15.9024,33911.2422,13.0313,12.5547,12.8672,13.9609,62.8835899,26392.8843,,,,,,,,,
15.7461,33926.9883,13.0664,12.4453,12.7539,13.957,63.50778923,26408.6304,,,,,,,,,
17.7187,33944.707,13.0626,12.4961,12.7617,13.8828,56.43754903,26426.3491,,,,,,,,,
16.7305,33961.4375,13.1562,12.4375,12.7226,13.875,59.77107678,26443.0796,,,,,,,,,
16.7969,33978.2344,13.0781,12.4766,12.8243,13.8828,59.53479511,26459.8765,,,,,,,,,
15.8281,33994.0625,13.043,12.4218,12.8321,13.9375,63.17877699,26475.7046,,,,,,,,,
15.7422,34009.8047,13.1132,12.4922,12.7813,13.9063,63.52352276,26491.4468,,,,,,,,,
15.7617,34025.5664,13.0821,12.5586,12.9219,13.8594,63.44493297,26507.2085,,,,,,,,,
16.2188,34041.7852,13.0781,12.5078,12.8515,14.2266,61.65684268,26523.4273,,,,,,,,,
16.2187,34058.0039,13.086,12.4375,12.7656,14.2618,61.65722284,26539.646,,,,,,,,,
16.0547,34074.0586,13.086,12.4766,12.8437,14.2696,62.28705613,26555.7007,,,,,,,,,
16.5898,34090.6484,13.1328,12.5078,12.8399,14.3555,60.27800215,26572.2905,,,,,,,,,
16.0196,34106.668,13.0781,12.5117,12.8398,14.0977,62.42353117,26588.3101,,,,,,,,,
15.9062,34122.5742,13.0469,12.5235,12.793,14.0313,62.86856697,26604.2163,,,,,,,,,
17.6524,34140.2266,13.1211,12.5195,12.8985,14.0937,56.64952075,26621.8687,,,,,,,,,
16.2656,34156.4922,13.1015,12.4805,12.711,14.2266,61.47944127,26638.1343,,,,,,,,,
16.6797,34173.1719,13.0976,12.4844,12.7071,14.0039,59.95311666,26654.814,,,,,,,,,
16.8281,34190,13.0625,12.5664,12.8007,14.0703,59.42441512,26671.6421,,,,,,,,,
15.8633,34205.8633,13.0859,12.457,12.7539,13.9335,63.03858592,26687.5054,,,,,,,,,
15.9297,34221.793,13.0937,12.457,12.8242,14.0196,62.77582126,26703.4351,,,,,,,,,
16.0468,34237.8398,13.0626,12.543,12.832,14.0664,62.31772067,26719.4819,,,,,,,,,
17.086,34254.9258,13.0664,12.5351,12.8711,14.0234,58.52744937,26736.5679,,,,,,,,,
16.539,34271.4648,13.0508,12.5,12.793,13.9688,60.46314771,26753.1069,,,,,,,,,
16.8594,34288.3242,13.168,12.582,12.9063,13.9492,59.31409184,26769.9663,,,,,,,,,
15.8946,34304.2188,13.0586,12.4844,12.8476,13.9063,62.91444893,26785.8609,,,,,,,,,
15.7187,34319.9375,13.0547,12.4961,12.7852,13.8906,63.61849262,26801.5796,,,,,,,,,
16.0547,34335.9922,13.0664,12.5156,12.7851,14.168,62.28705613,26817.6343,,,,,,,,,
16.1758,34352.168,13.0898,12.4688,12.7695,14.2539,61.82074457,26833.8101,,,,,,,,,
16.1132,34368.2812,13.0898,12.4765,12.9023,14.2109,62.060919,26849.9233,,,,,,,,,
16.1641,34384.4453,13.082,12.4531,12.7578,14.2383,61.86549205,26866.0874,,,,,,,,,
16.0547,34400.5,13.0274,12.4805,12.8398,14.1914,62.28705613,26882.1421,,,,,,,,,
15.8984,34416.3984,13.0859,12.4883,12.7266,14.0899,62.89941126,26898.0405,,,,,,,,,
15.8164,34432.2148,13.086,12.4102,12.6875,14.0196,63.22551276,26913.8569,,,,,,,,,
16.7618,34448.9766,13.1992,12.5078,12.7695,14.0625,59.65946378,26930.6187,,,,,,,,,
17.3164,34466.293,13.164,12.5078,12.8047,13.9922,57.74872375,26947.9351,,,,,,,,,
15.8906,34482.1836,13.125,12.5274,12.7929,14.0703,62.93028583,26963.8257,,,,,,,,,
15.8594,34498.043,13.1093,12.5195,12.7539,14,63.0540878,26979.6851,,,,,,,,,
15.9258,34513.9688,13.0781,12.5742,12.8399,14.0078,62.79119416,26995.6109,,,,,,,,,
16.457,34530.4258,13.1718,12.4688,12.7656,14.0391,60.76441636,27012.0679,,,,,,,,,
17.332,34547.7578,13.1055,12.4414,12.7461,14.1133,57.6967459,27029.3999,,,,,,,,,
15.9922,34563.75,13.1914,12.4532,12.8438,14.0039,62.53048361,27045.3921,,,,,,,,,
15.7266,34579.4766,13.1132,12.4219,12.9961,13.8282,63.58653492,27061.1187,,,,,,,,,
15.9218,34595.3984,13.211,12.4844,12.9179,13.8945,62.80696906,27077.0405,,,,,,,,,
15.961,34611.3594,13.0898,12.5039,12.9492,13.9257,62.652716,27093.0015,,,,,,,,,
15.789,34627.1484,13.0781,12.4883,13,13.8945,63.33523339,27108.7905,,,,,,,,,
15.9063,34643.0547,13.1407,12.4766,12.8594,13.8672,62.86817173,27124.6968,,,,,,,,,
15.75,34658.8047,13.0742,12.5312,12.7773,13.8945,63.49206349,27140.4468,,,,,,,,,
15.8398,34674.6445,13.0468,12.4805,12.6835,13.8711,63.13211025,27156.2866,,,,,,,,,
15.8672,34690.5117,13.0937,12.5,12.8164,13.9882,63.02309166,27172.1538,,,,,,,,,
15.9649,34706.4766,13.1133,12.586,12.7891,13.9532,62.63741082,27188.1187,,,,,,,,,
15.8945,34722.3711,13.0351,12.5429,12.8359,13.8946,62.91484476,27204.0132,,,,,,,,,
15.7656,34738.1367,13.1367,12.4726,12.7891,13.8711,63.42923834,27219.7788,,,,,,,,,
16.2422,34754.3789,13.0899,12.5157,12.789,13.8476,61.56801419,27236.021,,,,,,,,,
15.7422,34770.1211,13.0664,12.4805,12.7696,13.8633,63.52352276,27251.7632,,,,,,,,,
16.0898,34786.2109,13.1992,12.4922,12.8125,14.1875,62.15117652,27267.853,,,,,,,,,
16.1094,34802.3203,13.0742,12.5117,12.8438,14.2539,62.07555837,27283.9624,,,,,,,,,
16.125,34818.4453,13.1289,12.4727,12.8047,14.2343,62.01550388,27300.0874,,,,,,,,,
15.9961,34834.4414,13.1016,12.5351,12.7031,14.2109,62.51523809,27316.0835,,,,,,,,,
15.9063,34850.3477,13.168,12.4766,12.789,14.1445,62.86817173,27331.9898,,,,,,,,,
16.7773,34867.125,13.0703,12.4688,12.793,14.1328,59.60434635,27348.7671,,,,,,,,,
15.8984,34883.0234,13.1015,12.5039,12.8203,14.0625,62.89941126,27364.6655,,,,,,,,,
15.9297,34898.9531,13.1601,12.4687,12.7657,14.086,62.77582126,27380.5952,,,,,,,,,
15.9766,34914.9297,13.1211,12.4805,12.7617,14.1016,62.59154013,27396.5718,,,,,,,,,
16.8672,34931.7969,13.1211,12.5195,12.8008,14.0469,59.28666287,27413.439,,,,,,,,,
15.6875,34947.4844,13.0508,12.4883,12.7734,13.9258,63.74501992,27429.1265,,,,,,,,,
15.7695,34963.2539,13.0469,12.5312,12.875,13.9609,63.41355148,27444.896,,,,,,,,,
15.9102,34979.1641,13.1172,12.4727,12.8242,14.0312,62.85276112,27460.8062,,,,,,,,,
16.6601,34995.8242,13.2109,12.5235,12.8086,14.0195,60.02364932,27477.4663,,,,,,,,,
17.1953,35013.0195,13.1485,12.5078,12.7734,13.9726,58.15542619,27494.6616,,,,,,,,,
15.9571,35028.9766,13.0859,12.5118,12.7734,13.9922,62.66802865,27510.6187,,,,,,,,,
15.8281,35044.8047,13.1016,12.4844,12.754,13.8906,63.17877699,27526.4468,,,,,,,,,
15.6914,35060.4961,13.0664,12.4414,12.8789,13.8477,63.72917649,27542.1382,,,,,,,,,
15.7773,35076.2734,13.0859,12.5508,12.8594,13.8398,63.38220101,27557.9155,,,,,,,,,
15.7969,35092.0703,13.1055,12.5078,12.7968,13.9219,63.30355956,27573.7124,,,,,,,,,
15.7539,35107.8242,13.1601,12.4804,12.7891,13.8789,63.47634554,27589.4663,,,,,,,,,
16.1797,35124.0039,13.2109,12.496,12.7188,13.8477,61.80584312,27605.646,,,,,,,,,
15.7773,35139.7812,13.1406,12.4648,12.7422,13.7461,63.38220101,27621.4233,,,,,,,,,
15.6758,35155.457,13.0625,12.5039,12.7656,13.8672,63.79259751,27637.0991,,,,,,,,,
19.0742,35174.5312,13.1914,12.5078,12.7578,13.8672,52.42683835,27656.1733,,,,,,,,,
15.6368,35190.168,13.082,12.4922,12.7891,13.7696,63.95170367,27671.8101,,,,,,,,,
17.1601,35207.3281,13.0782,12.5156,12.8203,13.9257,58.27471868,27688.9702,,,,,,,,,
19.1289,35226.457,13.0391,12.5078,12.7618,13.8945,52.27692131,27708.0991,,,,,,,,,
15.7071,35242.1641,13,12.4961,12.7734,13.8671,63.66547612,27723.8062,,,,,,,,,
16.6562,35258.8203,13.1211,12.5664,12.7305,13.9453,60.03770368,27740.4624,,,,,,,,,
19.0547,35277.875,13.1055,12.5156,12.8008,13.8867,52.48049038,27759.5171,,,,,,,,,
15.6562,35293.5312,13.0274,12.5,12.8476,13.8828,63.87245947,27775.1733,,,,,,,,,
15.7696,35309.3008,13.0039,12.4375,12.7656,14.0078,63.41314935,27790.9429,,,,,,,,,
15.8672,35325.168,13.0781,12.4414,12.7851,13.8476,63.02309166,27806.8101,,,,,,,,,
15.9297,35341.0977,13.0429,12.5157,12.8203,13.7891,62.77582126,27822.7398,,,,,,,,,
17.0742,35358.1719,13.0626,12.5351,12.7812,14.2773,58.56789776,27839.814,,,,,,,,,
17.4062,35375.5781,13.0781,12.4766,12.7696,14.3086,57.4507934,27857.2202,,,,,,,,,
17.0469,35392.625,13.082,12.5625,12.7852,14.1914,58.66169216,27874.2671,,,,,,,,,
17.7773,35410.4023,13.0898,12.4102,12.7773,14.2461,56.25151176,27892.0444,,,,,,,,,
16.6289,35427.0312,13.0313,12.5156,12.7852,14.1016,60.13626879,27908.6733,,,,,,,,,
17.8204,35444.8516,13.1094,12.4649,12.7265,14.082,56.11546318,27926.4937,,,,,,,,,
16.5507,35461.4023,13.0547,12.4297,12.8242,14.1328,60.42040518,27943.0444,,,,,,,,,
17.0352,35478.4375,13.0625,12.4883,12.832,14.1016,58.70198178,27960.0796,,,,,,,,,
17.9219,35496.3594,13.0117,12.4453,12.832,14.1797,55.79765538,27978.0015,,,,,,,,,
16.9804,35513.3398,13.0274,12.4805,12.8867,13.957,58.89142776,27994.9819,,,,,,,,,
17.0664,35530.4062,13.125,12.4258,12.75,14.0391,58.59466554,28012.0483,,,,,,,,,
17.1876,35547.5938,13.1875,12.4883,12.7774,14.0468,58.18147967,28029.2359,,,,,,,,,
17.4531,35565.0469,13.1758,12.4141,12.8047,14.0742,57.29641153,28046.689,,,,,,,,,
16.9726,35582.0195,13.0664,12.4296,12.7891,14.0586,58.91849216,28063.6616,,,,,,,,,
17.2383,35599.2578,13.043,12.4883,12.836,13.9843,58.01036065,28080.8999,,,,,,,,,
15.8906,35615.1484,13.0937,12.4571,12.6992,14.0508,62.93028583,28096.7905,,,,,,,,,
15.5977,35630.7461,13.0508,12.4883,12.8867,13.8242,64.11201652,28112.3882,,,,,,,,,
15.8867,35646.6328,13.0117,12.4414,12.7891,13.9415,62.94573448,28128.2749,,,,,,,,,
15.8828,35662.5156,13.0899,12.5039,12.7851,13.9101,62.96119072,28144.1577,,,,,,,,,
15.8477,35678.3633,13.0937,12.4805,12.8203,13.9492,63.10063921,28160.0054,,,,,,,,,
15.8828,35694.2461,13.0469,12.457,12.8046,13.8633,62.96119072,28175.8882,,,,,,,,,
15.7031,35709.9492,13.0743,12.5118,12.8242,13.8867,63.68169342,28191.5913,,,,,,,,,
15.8203,35725.7695,13.0429,12.5235,12.7304,13.8594,63.20992649,28207.4116,,,,,,,,,
15.961,35741.7305,13.1446,12.5312,12.7773,13.9024,62.652716,28223.3726,,,,,,,,,
15.9531,35757.6836,13.0898,12.5156,12.7422,13.9844,62.68374172,28239.3257,,,,,,,,,
16.3633,35774.0469,13.0703,12.4844,12.8281,14.3242,61.11236731,28255.689,,,,,,,,,
16.3086,35790.3555,13.1368,12.5118,12.7656,14.3086,61.31734177,28271.9976,,,,,,,,,
16.2226,35806.5781,13.0625,12.4843,12.7032,14.2304,61.64240011,28288.2202,,,,,,,,,
16.6797,35823.2578,13.1406,12.5156,12.7734,14.2266,59.95311666,28304.8999,,,,,,,,,
15.9024,35839.1602,13.0703,12.4961,12.8086,14.0664,62.8835899,28320.8023,,,,,,,,,
16.0937,35855.2539,13.0547,12.4844,12.7891,14.1875,62.13611537,28336.896,,,,,,,,,
15.9102,35871.1641,13.0429,12.5078,12.8555,14.1016,62.85276112,28352.8062,,,,,,,,,
16.0625,35887.2266,13.0039,12.4453,12.793,14.1406,62.25680934,28368.8687,,,,,,,,,
16.0781,35903.3047,13.0703,12.4726,12.8359,14.0782,62.1964038,28384.9468,,,,,,,,,
15.9219,35919.2266,13.0274,12.5039,12.8437,14.1445,62.80657459,28400.8687,,,,,,,,,
15.707,35934.9336,13.082,12.4453,12.7539,13.9453,63.66588145,28416.5757,,,,,,,,,
17.6875,35952.6211,13.0039,12.5,12.8125,14.082,56.53710247,28434.2632,,,,,,,,,
15.7969,35968.418,13.0742,12.5273,12.8047,13.957,63.30355956,28450.0601,,,,,,,,,
15.5976,35984.0156,13.1367,12.461,12.793,13.8281,64.11242755,28465.6577,,,,,,,,,
16.4219,36000.4375,13.0742,12.4726,12.7968,13.9453,60.8942936,28482.0796,,,,,,,,,
15.7344,36016.1719,13.0312,12.4609,12.75,13.8672,63.55501322,28497.814,,,,,,,,,
16.0703,36032.2422,13.0468,12.5,12.7813,14.2265,62.22659191,28513.8843,,,,,,,,,
16.1133,36048.3555,13.0391,12.5429,12.8086,14.2539,62.06053384,28529.9976,,,,,,,,,
17.1757,36065.5312,13.0703,12.4375,12.793,14.3281,58.22179009,28547.1733,,,,,,,,,
16.7618,36082.293,13.043,12.457,12.7656,14.2696,59.65946378,28563.9351,,,,,,,,,
17.4258,36099.7188,13.1523,12.4609,12.9258,14.2461,57.38617452,28581.3609,,,,,,,,,
16.9179,36116.6367,13.0196,12.4961,12.7461,14.1367,59.10899107,28598.2788,,,,,,,,,
17.1641,36133.8008,13.1016,12.5156,12.7227,14.1094,58.26113807,28615.4429,,,,,,,,,
16.9687,36150.7695,13.0118,12.4493,12.8555,14.0742,58.93203369,28632.4116,,,,,,,,,
16.0782,36166.8477,13.1406,12.4727,12.8476,14.1055,62.19601697,28648.4898,,,,,,,,,
16.0312,36182.8789,12.9805,12.4883,12.789,14.1797,62.37836219,28664.521,,,,,,,,,
15.7344,36198.6133,13.0977,12.457,12.8906,13.9922,63.55501322,28680.2554,,,,,,,,,
16.0469,36214.6602,13.0782,12.5508,12.7968,14.0391,62.31733232,28696.3023,,,,,,,,,
15.7578,36230.418,13.0664,12.5274,12.7695,13.9453,63.46063537,28712.0601,,,,,,,,,
17.3593,36247.7773,13.0195,12.5039,12.75,14.0352,57.60600946,28729.4194,,,,,,,,,
15.8086,36263.5859,13.0429,12.4531,12.8203,13.9844,63.25670837,28745.228,,,,,,,,,
15.9844,36279.5703,13.1367,12.5196,12.789,14.0078,62.56099697,28761.2124,,,,,,,,,
15.7617,36295.332,13.1797,12.5039,12.7617,13.8985,63.44493297,28776.9741,,,,,,,,,
17.4258,36312.7578,13.0117,12.5,12.7304,13.8867,57.38617452,28794.3999,,,,,,,,,
15.7305,36328.4883,13.1563,12.5039,12.7461,13.9297,63.57077016,28810.1304,,,,,,,,,
16.5078,36344.9961,13.0899,12.4453,12.7382,13.7695,60.57742401,28826.6382,,,,,,,,,
15.8359,36360.832,13.1172,12.4883,12.7656,13.9296,63.14765817,28842.4741,,,,,,,,,
15.8477,36376.6797,13.0118,12.4493,12.7929,13.8242,63.10063921,28858.3218,,,,,,,,,
15.6328,36392.3125,13.0898,12.5039,12.8047,13.8476,63.96806714,28873.9546,,,,,,,,,
15.7617,36408.0742,13.1211,12.4922,12.8594,13.8907,63.44493297,28889.7163,,,,,,,,,
16,36424.0742,13.0117,12.5703,12.8438,13.9141,62.5,28905.7163,,,,,,,,,
15.7461,36439.8203,13.0781,12.5312,12.9258,13.8593,63.50778923,28921.4624,,,,,,,,,
15.7344,36455.5547,13.0508,12.5235,12.8555,13.8633,63.55501322,28937.1968,,,,,,,,,
15.9922,36471.5469,13.1602,12.4492,12.8476,13.8828,62.53048361,28953.189,,,,,,,,,
15.8398,36487.3867,13.0821,12.543,12.7696,13.9258,63.13211025,28969.0288,,,,,,,,,
15.6367,36503.0234,13.0234,12.5196,12.8125,13.8554,63.95211266,28984.6655,,,,,,,,,
15.7188,36518.7422,13.086,12.4961,12.7265,13.8633,63.61808789,29000.3843,,,,,,,,,
16.664,36535.4062,12.9961,12.4726,12.8164,14.2226,60.00960154,29017.0483,,,,,,,,,
17.1758,36552.582,13.086,12.5312,12.7539,14.2031,58.22145111,29034.2241,,,,,,,,,
19.4883,36572.0703,13.1094,12.4688,12.8398,14.2383,51.31283899,29053.7124,,,,,,,,,
16.2031,36588.2734,13.0703,12.4961,12.7265,14.3985,61.7165851,29069.9155,,,,,,,,,
15.8946,36604.168,13.0703,12.4804,12.6914,14.0977,62.91444893,29085.8101,,,,,,,,,
16.6172,36620.7852,13.168,12.5235,12.8477,14.0312,60.17861011,29102.4273,,,,,,,,,
16.2304,36637.0156,13,12.4804,12.8281,14.125,61.61277603,29118.6577,,,,,,,,,
16.0078,36653.0234,13.0664,12.5118,12.7695,14.0781,62.4695461,29134.6655,,,,,,,,,
15.9805,36669.0039,13.0195,12.4297,12.8476,14.1015,62.57626482,29150.646,,,,,,,,,
17.2539,36686.2578,13.1914,12.5195,12.9297,14.1289,57.95791097,29167.8999,,,,,,,,,
16.6328,36702.8906,13.0664,12.5429,12.7539,14.0821,60.12216825,29184.5327,,,,,,,,,
17.293,36720.1836,13.1211,12.4922,12.9063,14.039,57.82686636,29201.8257,,,,,,,,,
15.875,36736.0586,13.0313,12.496,12.7891,13.9726,62.99212598,29217.7007,,,,,,,,,
15.832,36751.8906,13.0976,12.4883,12.7774,13.9648,63.16321374,29233.5327,,,,,,,,,
15.9414,36767.832,13.0703,12.504,12.8085,14.0664,62.7297477,29249.4741,,,,,,,,,
15.8086,36783.6406,13.0391,12.5312,12.8047,13.832,63.25670837,29265.2827,,,,,,,,,
15.8477,36799.4883,13.1328,12.4844,12.7578,14.0195,63.10063921,29281.1304,,,,,,,,,
15.8008,36815.2891,13.1289,12.4688,12.7578,13.9453,63.28793479,29296.9312,,,,,,,,,
15.8515,36831.1406,13.25,12.5235,12.8985,13.9609,63.08551241,29312.7827,,,,,,,,,
16.0078,36847.1484,13.0938,12.5352,12.7227,14.1719,62.4695461,29328.7905,,,,,,,,,
15.9414,36863.0898,13.0508,12.4492,12.7344,14.1719,62.7297477,29344.7319,,,,,,,,,
19.2422,36882.332,13.0743,12.4804,12.8203,14.293,51.96910956,29363.9741,,,,,,,,,
16.0899,36898.4219,12.9961,12.4766,12.8281,14.2461,62.15079025,29380.064,,,,,,,,,
15.9804,36914.4023,12.9805,12.4531,12.8476,14.2071,62.5766564,29396.0444,,,,,,,,,
17.0704,36931.4727,13.1406,12.5039,12.9219,14.1054,58.58093542,29413.1148,,,,,,,,,
15.9609,36947.4336,13.0351,12.4649,12.8633,14.0976,62.65310853,29429.0757,,,,,,,,,
15.9883,36963.4219,13.0547,12.4336,12.7656,14.0625,62.54573657,29445.064,,,,,,,,,
16.0117,36979.4336,13.1016,12.4883,12.8086,14.1133,62.45433027,29461.0757,,,,,,,,,
16.543,36995.9766,13.2461,12.4688,12.8516,14.1719,60.44852808,29477.6187,,,,,,,,,
16.9101,37012.8867,13.1055,12.4726,12.8516,14.1367,59.13625585,29494.5288,,,,,,,,,
17.2578,37030.1445,13.0703,12.4883,12.8008,14.0273,57.94481336,29511.7866,,,,,,,,,
17.6797,37047.8242,13.2109,12.4336,12.8125,14.0195,56.56204574,29529.4663,,,,,,,,,
17.3516,37065.1758,13.0859,12.5391,12.7461,13.9609,57.63157288,29546.8179,,,,,,,,,
17.0859,37082.2617,13.0821,12.5273,12.7695,13.9766,58.52779192,29563.9038,,,,,,,,,
17.3477,37099.6094,13.1328,12.5235,12.8477,13.9609,57.64452925,29581.2515,,,,,,,,,
17.7031,37117.3125,13.1797,12.4531,12.7813,14,56.48728189,29598.9546,,,,,,,,,
15.832,37133.1445,13.0781,12.4726,12.8047,13.8398,63.16321374,29614.7866,,,,,,,,,
15.9727,37149.1172,13.0625,12.4648,12.7461,13.9062,62.60682289,29630.7593,,,,,,,,,
15.8437,37164.9609,13.0625,12.5274,12.8125,13.8946,63.11656999,29646.603,,,,,,,,,
15.8203,37180.7812,13.0352,12.5039,12.8477,13.9727,63.20992649,29662.4233,,,,,,,,,
16.0313,37196.8125,13.1601,12.4883,12.789,13.9414,62.37797309,29678.4546,,,,,,,,,
15.6172,37212.4297,13.0859,12.4922,12.8476,13.8164,64.03196476,29694.0718,,,,,,,,,
16.1758,37228.6055,13.25,12.4297,12.793,14.3242,61.82074457,29710.2476,,,,,,,,,
16.2578,37244.8633,13.043,12.4297,12.8203,14.2812,61.50893725,29726.5054,,,,,,,,,
16.207,37261.0703,13.1406,12.4493,12.7421,14.2461,61.70173382,29742.7124,,,,,,,,,
16.2305,37277.3008,13.0664,12.4844,12.8008,14.2539,61.61239641,29758.9429,,,,,,,,,
18.2148,37295.5156,13.0586,12.4844,12.8008,14.336,54.90041066,29777.1577,,,,,,,,,
16.1055,37311.6211,13.0976,12.4844,12.7578,14.1367,62.09059017,29793.2632,,,,,,,,,
16.4727,37328.0938,13.1055,12.4219,12.8086,14.0625,60.70650227,29809.7359,,,,,,,,,
17.4648,37345.5586,13.0469,12.4961,12.7891,14.1016,57.25802758,29827.2007,,,,,,,,,
15.918,37361.4766,13.082,12.457,12.7852,14.0703,62.82196256,29843.1187,,,,,,,,,
16.0703,37377.5469,13.0235,12.4336,12.8437,14.1523,62.22659191,29859.189,,,,,,,,,
15.9922,37393.5391,13.0586,12.457,12.8398,14.0977,62.53048361,29875.1812,,,,,,,,,
16.2656,37409.8047,13.0235,12.4648,12.7539,13.9961,61.47944127,29891.4468,,,,,,,,,
15.9414,37425.7461,13.1523,12.4766,12.836,14.0625,62.7297477,29907.3882,,,,,,,,,
15.8398,37441.5859,13.1329,12.4844,12.8907,14.0039,63.13211025,29923.228,,,,,,,,,
16.0782,37457.6641,13.1289,12.4375,12.8164,14.0468,62.19601697,29939.3062,,,,,,,,,
16.0703,37473.7344,13.1367,12.4219,12.8633,14.1015,62.22659191,29955.3765,,,,,,,,,
15.6328,37489.3672,13.1289,12.5234,12.7343,13.8086,63.96806714,29971.0093,,,,,,,,,
15.7773,37505.1445,13.0078,12.5039,12.8672,13.8985,63.38220101,29986.7866,,,,,,,,,
15.9571,37521.1016,13.0625,12.5508,12.7774,14.1601,62.66802865,30002.7437,,,,,,,,,
27.9961,37549.0977,13.1016,26.2071,12.7617,14.2734,35.7192609,30030.7398,,,,,,,,,
30.1289,37579.2266,13.1133,28.1172,12.9804,14.1015,33.19072386,30060.8687,,,,,,,,,
29.8281,37609.0547,13.1133,27.9687,12.875,14.0938,33.52543407,30090.6968,,,,,,,,,
30.0937,37639.1484,13.0938,28.1796,12.7969,14.0703,33.22954638,30120.7905,,,,,,,,,
