timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:05:53.970, Tesla T4, 0, 0 %, 154 MiB, 39.00 W
2024/01/08 11:05:53.974, Tesla T4, 1, 0 %, 118 MiB, 36.31 W
2024/01/08 11:05:53.978, Tesla T4, 2, 0 %, 118 MiB, 36.31 W
2024/01/08 11:05:53.982, Tesla T4, 3, 0 %, 118 MiB, 37.84 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:05:54.788, Tesla T4, 0, 32 %, 191 MiB, 46.29 W
2024/01/08 11:05:54.792, Tesla T4, 1, 52 %, 155 MiB, 58.63 W
2024/01/08 11:05:54.797, Tesla T4, 2, 66 %, 155 MiB, 66.36 W
2024/01/08 11:05:54.801, Tesla T4, 3, 48 %, 155 MiB, 61.29 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:05:55.608, Tesla T4, 0, 34 %, 191 MiB, 46.97 W
2024/01/08 11:05:55.612, Tesla T4, 1, 51 %, 155 MiB, 63.51 W
2024/01/08 11:05:55.617, Tesla T4, 2, 66 %, 155 MiB, 66.55 W
2024/01/08 11:05:55.621, Tesla T4, 3, 48 %, 155 MiB, 59.96 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:05:56.430, Tesla T4, 0, 32 %, 191 MiB, 49.84 W
2024/01/08 11:05:56.434, Tesla T4, 1, 53 %, 155 MiB, 55.86 W
2024/01/08 11:05:56.439, Tesla T4, 2, 68 %, 155 MiB, 68.87 W
2024/01/08 11:05:56.444, Tesla T4, 3, 46 %, 155 MiB, 60.62 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:05:57.249, Tesla T4, 0, 32 %, 191 MiB, 53.00 W
2024/01/08 11:05:57.253, Tesla T4, 1, 54 %, 155 MiB, 54.22 W
2024/01/08 11:05:57.258, Tesla T4, 2, 67 %, 155 MiB, 63.60 W
2024/01/08 11:05:57.263, Tesla T4, 3, 47 %, 155 MiB, 63.04 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:05:58.068, Tesla T4, 0, 34 %, 191 MiB, 48.97 W
2024/01/08 11:05:58.073, Tesla T4, 1, 51 %, 155 MiB, 58.49 W
2024/01/08 11:05:58.078, Tesla T4, 2, 65 %, 155 MiB, 62.20 W
2024/01/08 11:05:58.082, Tesla T4, 3, 48 %, 155 MiB, 53.64 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:05:58.892, Tesla T4, 0, 34 %, 191 MiB, 46.38 W
2024/01/08 11:05:58.896, Tesla T4, 1, 53 %, 155 MiB, 59.94 W
2024/01/08 11:05:58.901, Tesla T4, 2, 68 %, 155 MiB, 71.62 W
2024/01/08 11:05:58.905, Tesla T4, 3, 49 %, 155 MiB, 65.26 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:05:59.712, Tesla T4, 0, 34 %, 191 MiB, 52.13 W
2024/01/08 11:05:59.717, Tesla T4, 1, 55 %, 155 MiB, 60.42 W
2024/01/08 11:05:59.721, Tesla T4, 2, 70 %, 155 MiB, 66.94 W
2024/01/08 11:05:59.725, Tesla T4, 3, 49 %, 155 MiB, 54.32 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:06:00.531, Tesla T4, 0, 34 %, 191 MiB, 49.64 W
2024/01/08 11:06:00.537, Tesla T4, 1, 55 %, 155 MiB, 55.67 W
2024/01/08 11:06:00.541, Tesla T4, 2, 68 %, 155 MiB, 61.87 W
2024/01/08 11:06:00.545, Tesla T4, 3, 50 %, 155 MiB, 60.96 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:06:01.353, Tesla T4, 0, 34 %, 191 MiB, 51.64 W
2024/01/08 11:06:01.359, Tesla T4, 1, 55 %, 155 MiB, 62.22 W
2024/01/08 11:06:01.363, Tesla T4, 2, 69 %, 155 MiB, 70.85 W
2024/01/08 11:06:01.367, Tesla T4, 3, 49 %, 155 MiB, 57.28 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:06:02.173, Tesla T4, 0, 34 %, 191 MiB, 52.77 W
2024/01/08 11:06:02.177, Tesla T4, 1, 55 %, 155 MiB, 55.09 W
2024/01/08 11:06:02.182, Tesla T4, 2, 70 %, 155 MiB, 69.50 W
2024/01/08 11:06:02.186, Tesla T4, 3, 49 %, 155 MiB, 58.01 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:06:03.005, Tesla T4, 0, 33 %, 191 MiB, 48.39 W
2024/01/08 11:06:03.009, Tesla T4, 1, 54 %, 155 MiB, 63.37 W
2024/01/08 11:06:03.015, Tesla T4, 2, 69 %, 155 MiB, 66.61 W
2024/01/08 11:06:03.019, Tesla T4, 3, 49 %, 155 MiB, 60.58 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/08 11:06:03.827, Tesla T4, 0, 34 %, 191 MiB, 52.32 W
2024/01/08 11:06:03.831, Tesla T4, 1, 53 %, 155 MiB, 53.74 W
2024/01/08 11:06:03.836, Tesla T4, 2, 69 %, 155 MiB, 67.04 W
