timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:42:59.952, Tesla T4, 0, 1 %, 154 MiB, 36.60 W
2024/01/07 22:42:59.956, Tesla T4, 1, 1 %, 118 MiB, 36.62 W
2024/01/07 22:42:59.960, Tesla T4, 2, 0 %, 118 MiB, 35.07 W
2024/01/07 22:42:59.964, Tesla T4, 3, 1 %, 118 MiB, 36.12 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:43:00.766, Tesla T4, 0, 0 %, 154 MiB, 36.50 W
2024/01/07 22:43:00.770, Tesla T4, 1, 0 %, 118 MiB, 36.72 W
2024/01/07 22:43:00.774, Tesla T4, 2, 0 %, 118 MiB, 35.07 W
2024/01/07 22:43:00.778, Tesla T4, 3, 0 %, 118 MiB, 36.02 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:43:01.577, Tesla T4, 0, 94 %, 191 MiB, 71.77 W
2024/01/07 22:43:01.582, Tesla T4, 1, 94 %, 155 MiB, 71.47 W
2024/01/07 22:43:01.587, Tesla T4, 2, 87 %, 155 MiB, 70.56 W
2024/01/07 22:43:01.591, Tesla T4, 3, 99 %, 155 MiB, 70.08 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:43:02.393, Tesla T4, 0, 95 %, 191 MiB, 71.58 W
2024/01/07 22:43:02.398, Tesla T4, 1, 95 %, 155 MiB, 69.54 W
2024/01/07 22:43:02.403, Tesla T4, 2, 88 %, 155 MiB, 69.16 W
2024/01/07 22:43:02.407, Tesla T4, 3, 99 %, 155 MiB, 70.28 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:43:03.212, Tesla T4, 0, 95 %, 191 MiB, 71.33 W
2024/01/07 22:43:03.221, Tesla T4, 1, 84 %, 155 MiB, 66.90 W
2024/01/07 22:43:03.225, Tesla T4, 2, 83 %, 155 MiB, 74.70 W
2024/01/07 22:43:03.230, Tesla T4, 3, 97 %, 155 MiB, 65.40 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:43:04.033, Tesla T4, 0, 94 %, 191 MiB, 68.83 W
2024/01/07 22:43:04.037, Tesla T4, 1, 95 %, 155 MiB, 66.99 W
2024/01/07 22:43:04.042, Tesla T4, 2, 89 %, 155 MiB, 70.32 W
2024/01/07 22:43:04.046, Tesla T4, 3, 99 %, 155 MiB, 66.70 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:43:04.859, Tesla T4, 0, 94 %, 191 MiB, 73.21 W
2024/01/07 22:43:04.864, Tesla T4, 1, 96 %, 155 MiB, 71.38 W
2024/01/07 22:43:04.868, Tesla T4, 2, 88 %, 155 MiB, 69.88 W
2024/01/07 22:43:04.872, Tesla T4, 3, 99 %, 155 MiB, 70.76 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:43:05.684, Tesla T4, 0, 96 %, 191 MiB, 72.44 W
2024/01/07 22:43:05.688, Tesla T4, 1, 96 %, 155 MiB, 68.53 W
2024/01/07 22:43:05.693, Tesla T4, 2, 88 %, 155 MiB, 68.78 W
2024/01/07 22:43:05.697, Tesla T4, 3, 99 %, 155 MiB, 71.19 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:43:06.507, Tesla T4, 0, 94 %, 191 MiB, 69.45 W
2024/01/07 22:43:06.512, Tesla T4, 1, 94 %, 155 MiB, 70.17 W
2024/01/07 22:43:06.516, Tesla T4, 2, 88 %, 155 MiB, 69.88 W
2024/01/07 22:43:06.521, Tesla T4, 3, 99 %, 155 MiB, 70.17 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:43:07.334, Tesla T4, 0, 94 %, 191 MiB, 69.03 W
2024/01/07 22:43:07.338, Tesla T4, 1, 95 %, 155 MiB, 73.06 W
2024/01/07 22:43:07.343, Tesla T4, 2, 88 %, 155 MiB, 64.92 W
2024/01/07 22:43:07.347, Tesla T4, 3, 99 %, 155 MiB, 70.08 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:43:08.160, Tesla T4, 0, 95 %, 191 MiB, 68.97 W
2024/01/07 22:43:08.164, Tesla T4, 1, 95 %, 155 MiB, 67.28 W
2024/01/07 22:43:08.169, Tesla T4, 2, 87 %, 155 MiB, 71.28 W
2024/01/07 22:43:08.179, Tesla T4, 3, 99 %, 155 MiB, 64.83 W
timestamp, name, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2024/01/07 22:43:08.997, Tesla T4, 0, 94 %, 191 MiB, 71.00 W
2024/01/07 22:43:09.001, Tesla T4, 1, 95 %, 155 MiB, 66.99 W
2024/01/07 22:43:09.006, Tesla T4, 2, 88 %, 155 MiB, 69.11 W
2024/01/07 22:43:09.010, Tesla T4, 3, 99 %, 155 MiB, 68.49 W
